decision_at,signal_reference_at,cik10,company_name_as_filed,sector,cash_score,momentum_return,momentum_score,adjusted_score,rank,intended_weight
2023-01-06,2022-12-30,0001288469,MAXLINEAR INC,technology,0.9618834080717489,,0.5,0.8926008968609865,19,0.03333333333333333
2023-01-06,2022-12-30,0000858470,COTERRA ENERGY INC.,energy,0.9260089686098655,0.39073060734057274,0.7,0.8921076233183857,20,0.03333333333333333
2023-01-06,2022-12-30,0001361113,VARONIS SYSTEMS INC,technology,0.9596412556053812,,0.5,0.8906950672645739,21,0.03333333333333333
2023-01-06,2022-12-30,0001640147,SNOWFLAKE INC.,technology,0.9551569506726457,,0.5,0.8868834080717488,22,0.03333333333333333
2023-01-06,2022-12-30,0001326801,"META PLATFORMS, INC.",technology,0.952914798206278,,0.5,0.8849775784753362,23,0.03333333333333333
2023-01-06,2022-12-30,0001713683,"ZSCALER, INC.",technology,0.9506726457399103,,0.5,0.8830717488789237,24,0.03333333333333333
2023-01-06,2022-12-30,0001124610,"VMWARE, INC.",technology,0.8834080717488789,0.05937176389368326,0.875,0.882146860986547,25,0.03333333333333333
2023-01-06,2022-12-30,0001810806,UNITY SOFTWARE INC.,technology,0.9484304932735426,,0.5,0.8811659192825111,26,0.03333333333333333
2023-01-06,2022-12-30,0000033213,EQT CORP,energy,0.9461883408071748,,0.5,0.8792600896860986,27,0.03333333333333333
2023-01-06,2022-12-30,0000004127,SKYWORKS SOLUTIONS INC,technology,0.9439461883408071,,0.5,0.877354260089686,28,0.03333333333333333
2023-01-06,2022-12-30,0000816761,TERADATA CORP /DE/,technology,0.9417040358744395,,0.5,0.8754484304932735,29,0.03333333333333333
2023-01-06,2022-12-30,0000718877,"ACTIVISION BLIZZARD, INC.",technology,0.8699551569506726,0.1574454876480642,0.9,0.8744618834080717,30,0.03333333333333333
2023-01-13,2023-01-06,0001124804,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.",technology,0.9573991031390134,-0.002832818024996131,0.8048780487804879,0.9345209449852345,1,0.03333333333333333
2023-01-13,2023-01-06,0001070412,CNX RESOURCES CORP,energy,1.0,,0.5,0.9249999999999999,2,0.03333333333333333
2023-01-13,2023-01-06,0000874499,GULFPORT ENERGY CORP,energy,0.9955156950672646,,0.5,0.9211883408071748,3,0.03333333333333333
2023-01-13,2023-01-06,0000917273,RAMBUS INC,technology,0.9932735426008968,,0.5,0.9192825112107622,4,0.03333333333333333
2023-01-13,2023-01-06,0001314727,SONOS INC,technology,0.9910313901345291,,0.5,0.9173766816143497,5,0.03333333333333333
2023-01-13,2023-01-06,0001327567,PALO ALTO NETWORKS INC,technology,0.9887892376681614,,0.5,0.9154708520179371,6,0.03333333333333333
2023-01-13,2023-01-06,0001273441,GRAN TIERRA ENERGY INC.,energy,0.9854260089686099,,0.5,0.9126121076233183,7,0.03333333333333333
2023-01-13,2023-01-06,0001509991,KOSMOS ENERGY LTD.,energy,0.9854260089686099,,0.5,0.9126121076233183,8,0.03333333333333333
2023-01-13,2023-01-06,0001173489,CEVA INC,technology,0.9820627802690582,,0.5,0.9097533632286995,9,0.03333333333333333
2023-01-13,2023-01-06,0000101778,MARATHON OIL CORP,energy,0.9282511210762332,0.47654743195004245,0.8,0.9090134529147982,10,0.03333333333333333
2023-01-13,2023-01-06,0001827075,CVENT HOLDING CORP.,technology,0.9798206278026906,,0.5,0.907847533632287,11,0.03333333333333333
2023-01-13,2023-01-06,0001773383,"DYNATRACE, INC.",technology,0.9775784753363229,,0.5,0.9059417040358744,12,0.03333333333333333
2023-01-13,2023-01-06,0001107843,"QUALYS, INC.",technology,0.9753363228699552,,0.5,0.9040358744394619,13,0.03333333333333333
2023-01-13,2023-01-06,0001585521,"ZOOM VIDEO COMMUNICATIONS, INC.",technology,0.9730941704035875,,0.5,0.9021300448430493,14,0.03333333333333333
2023-01-13,2023-01-06,0001280263,AMBARELLA INC,technology,0.9708520179372198,,0.5,0.9002242152466368,15,0.03333333333333333
2023-01-13,2023-01-06,0000732834,"CONTINENTAL RESOURCES, INC",energy,0.968609865470852,,0.5,0.8983183856502241,16,0.03333333333333333
2023-01-13,2023-01-06,0001373715,"SERVICENOW, INC.",technology,0.9663677130044843,,0.5,0.8964125560538116,17,0.03333333333333333
2023-01-13,2023-01-06,0000320193,APPLE INC,technology,0.9641255605381166,,0.5,0.894506726457399,18,0.03333333333333333
2023-01-13,2023-01-06,0001288469,MAXLINEAR INC,technology,0.9618834080717489,,0.5,0.8926008968609865,19,0.03333333333333333
2023-01-13,2023-01-06,0001361113,VARONIS SYSTEMS INC,technology,0.9596412556053812,,0.5,0.8906950672645739,20,0.03333333333333333
2023-01-13,2023-01-06,0001640147,SNOWFLAKE INC.,technology,0.9551569506726457,,0.5,0.8868834080717488,21,0.03333333333333333
2023-01-13,2023-01-06,0001326801,"META PLATFORMS, INC.",technology,0.952914798206278,,0.5,0.8849775784753362,22,0.03333333333333333
2023-01-13,2023-01-06,0001713683,"ZSCALER, INC.",technology,0.9506726457399103,,0.5,0.8830717488789237,23,0.03333333333333333
2023-01-13,2023-01-06,0001124610,"VMWARE, INC.",technology,0.8834080717488789,0.04715258176988213,0.8780487804878049,0.8826041780597178,24,0.03333333333333333
2023-01-13,2023-01-06,0001810806,UNITY SOFTWARE INC.,technology,0.9484304932735426,,0.5,0.8811659192825111,25,0.03333333333333333
2023-01-13,2023-01-06,0000033213,EQT CORP,energy,0.9461883408071748,,0.5,0.8792600896860986,26,0.03333333333333333
2023-01-13,2023-01-06,0000004127,SKYWORKS SOLUTIONS INC,technology,0.9439461883408071,,0.5,0.877354260089686,27,0.03333333333333333
2023-01-13,2023-01-06,0000816761,TERADATA CORP /DE/,technology,0.9417040358744395,,0.5,0.8754484304932735,28,0.03333333333333333
2023-01-13,2023-01-06,0000718877,"ACTIVISION BLIZZARD, INC.",technology,0.8699551569506726,0.218785568596936,0.9024390243902439,0.8748277370666083,29,0.03333333333333333
2023-01-13,2023-01-06,0001671933,"TRADE DESK, INC.",technology,0.9394618834080718,,0.5,0.873542600896861,30,0.03333333333333333
2023-01-27,2023-01-20,0001124804,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.",technology,0.9573991031390134,0.07934659619491713,0.8780487804878049,0.9454965547413321,1,0.03333333333333333
2023-01-27,2023-01-20,0001070412,CNX RESOURCES CORP,energy,1.0,,0.5,0.9249999999999999,2,0.03333333333333333
2023-01-27,2023-01-20,0000874499,GULFPORT ENERGY CORP,energy,0.9955156950672646,,0.5,0.9211883408071748,3,0.03333333333333333
2023-01-27,2023-01-20,0000917273,RAMBUS INC,technology,0.9932735426008968,,0.5,0.9192825112107622,4,0.03333333333333333
2023-01-27,2023-01-20,0001314727,SONOS INC,technology,0.9910313901345291,,0.5,0.9173766816143497,5,0.03333333333333333
2023-01-27,2023-01-20,0001327567,PALO ALTO NETWORKS INC,technology,0.9887892376681614,,0.5,0.9154708520179371,6,0.03333333333333333
2023-01-27,2023-01-20,0001273441,GRAN TIERRA ENERGY INC.,energy,0.9854260089686099,,0.5,0.9126121076233183,7,0.03333333333333333
2023-01-27,2023-01-20,0001509991,KOSMOS ENERGY LTD.,energy,0.9854260089686099,,0.5,0.9126121076233183,8,0.03333333333333333
2023-01-27,2023-01-20,0001173489,CEVA INC,technology,0.9820627802690582,,0.5,0.9097533632286995,9,0.03333333333333333
2023-01-27,2023-01-20,0000101778,MARATHON OIL CORP,energy,0.9282511210762332,0.5595697200734144,0.8,0.9090134529147982,10,0.03333333333333333
2023-01-27,2023-01-20,0001827075,CVENT HOLDING CORP.,technology,0.9798206278026906,,0.5,0.907847533632287,11,0.03333333333333333
2023-01-27,2023-01-20,0001773383,"DYNATRACE, INC.",technology,0.9775784753363229,,0.5,0.9059417040358744,12,0.03333333333333333
2023-01-27,2023-01-20,0001107843,"QUALYS, INC.",technology,0.9753363228699552,,0.5,0.9040358744394619,13,0.03333333333333333
2023-01-27,2023-01-20,0001585521,"ZOOM VIDEO COMMUNICATIONS, INC.",technology,0.9730941704035875,,0.5,0.9021300448430493,14,0.03333333333333333
2023-01-27,2023-01-20,0001280263,AMBARELLA INC,technology,0.9708520179372198,,0.5,0.9002242152466368,15,0.03333333333333333
2023-01-27,2023-01-20,0000732834,"CONTINENTAL RESOURCES, INC",energy,0.968609865470852,,0.5,0.8983183856502241,16,0.03333333333333333
2023-01-27,2023-01-20,0001373715,"SERVICENOW, INC.",technology,0.9663677130044843,,0.5,0.8964125560538116,17,0.03333333333333333
2023-01-27,2023-01-20,0000320193,APPLE INC,technology,0.9641255605381166,,0.5,0.894506726457399,18,0.03333333333333333
2023-01-27,2023-01-20,0001288469,MAXLINEAR INC,technology,0.9618834080717489,,0.5,0.8926008968609865,19,0.03333333333333333
2023-01-27,2023-01-20,0001361113,VARONIS SYSTEMS INC,technology,0.9596412556053812,,0.5,0.8906950672645739,20,0.03333333333333333
2023-01-27,2023-01-20,0001640147,SNOWFLAKE INC.,technology,0.9551569506726457,,0.5,0.8868834080717488,21,0.03333333333333333
2023-01-27,2023-01-20,0001326801,"META PLATFORMS, INC.",technology,0.952914798206278,,0.5,0.8849775784753362,22,0.03333333333333333
2023-01-27,2023-01-20,0001713683,"ZSCALER, INC.",technology,0.9506726457399103,,0.5,0.8830717488789237,23,0.03333333333333333
2023-01-27,2023-01-20,0001810806,UNITY SOFTWARE INC.,technology,0.9484304932735426,,0.5,0.8811659192825111,24,0.03333333333333333
2023-01-27,2023-01-20,0000033213,EQT CORP,energy,0.9461883408071748,,0.5,0.8792600896860986,25,0.03333333333333333
2023-01-27,2023-01-20,0001475115,"EVENTBRITE, INC.",technology,0.9977578475336323,-0.43148278285312724,0.1951219512195122,0.8773624630865142,26,0.03333333333333333
2023-01-27,2023-01-20,0000004127,SKYWORKS SOLUTIONS INC,technology,0.9439461883408071,,0.5,0.877354260089686,27,0.03333333333333333
2023-01-27,2023-01-20,0000816761,TERADATA CORP /DE/,technology,0.9417040358744395,,0.5,0.8754484304932735,29,0.03333333333333333
2023-01-27,2023-01-20,0001671933,"TRADE DESK, INC.",technology,0.9394618834080718,,0.5,0.873542600896861,30,0.03333333333333333
2023-01-27,2023-01-20,0001124610,"VMWARE, INC.",technology,0.8834080717488789,0.0022628091158880537,0.8048780487804879,0.8716285683036202,32,0.03333333333333333
2023-02-10,2023-02-03,0001070412,CNX RESOURCES CORP,energy,1.0,,0.5,0.9249999999999999,1,0.03333333333333333
2023-02-10,2023-02-03,0000874499,GULFPORT ENERGY CORP,energy,0.9955156950672646,,0.5,0.9211883408071748,2,0.03333333333333333
2023-02-10,2023-02-03,0000917273,RAMBUS INC,technology,0.9932735426008968,,0.5,0.9192825112107622,3,0.03333333333333333
2023-02-10,2023-02-03,0001314727,SONOS INC,technology,0.9910313901345291,,0.5,0.9173766816143497,4,0.03333333333333333
2023-02-10,2023-02-03,0001327567,PALO ALTO NETWORKS INC,technology,0.9887892376681614,,0.5,0.9154708520179371,5,0.03333333333333333
2023-02-10,2023-02-03,0001273441,GRAN TIERRA ENERGY INC.,energy,0.9854260089686099,,0.5,0.9126121076233183,6,0.03333333333333333
2023-02-10,2023-02-03,0001509991,KOSMOS ENERGY LTD.,energy,0.9854260089686099,,0.5,0.9126121076233183,7,0.03333333333333333
2023-02-10,2023-02-03,0001173489,CEVA INC,technology,0.9820627802690582,,0.5,0.9097533632286995,8,0.03333333333333333
2023-02-10,2023-02-03,0001827075,CVENT HOLDING CORP.,technology,0.9798206278026906,,0.5,0.907847533632287,9,0.03333333333333333
2023-02-10,2023-02-03,0001773383,"DYNATRACE, INC.",technology,0.9775784753363229,,0.5,0.9059417040358744,10,0.03333333333333333
2023-02-10,2023-02-03,0001107843,"QUALYS, INC.",technology,0.9753363228699552,,0.5,0.9040358744394619,11,0.03333333333333333
2023-02-10,2023-02-03,0001585521,"ZOOM VIDEO COMMUNICATIONS, INC.",technology,0.9730941704035875,,0.5,0.9021300448430493,12,0.03333333333333333
2023-02-10,2023-02-03,0001280263,AMBARELLA INC,technology,0.9708520179372198,,0.5,0.9002242152466368,13,0.03333333333333333
2023-02-10,2023-02-03,0000732834,"CONTINENTAL RESOURCES, INC",energy,0.968609865470852,,0.5,0.8983183856502241,14,0.03333333333333333
2023-02-10,2023-02-03,0001373715,"SERVICENOW, INC.",technology,0.9663677130044843,,0.5,0.8964125560538116,15,0.03333333333333333
2023-02-10,2023-02-03,0000320193,APPLE INC,technology,0.9641255605381166,,0.5,0.894506726457399,16,0.03333333333333333
2023-02-10,2023-02-03,0000101778,MARATHON OIL CORP,energy,0.9282511210762332,0.22581888596263489,0.7,0.8940134529147982,17,0.03333333333333333
2023-02-10,2023-02-03,0001288469,MAXLINEAR INC,technology,0.9618834080717489,,0.5,0.8926008968609865,18,0.03333333333333333
2023-02-10,2023-02-03,0001361113,VARONIS SYSTEMS INC,technology,0.9596412556053812,,0.5,0.8906950672645739,19,0.03333333333333333
2023-02-10,2023-02-03,0001124804,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.",technology,0.9573991031390134,-0.16141541731319753,0.4878048780487805,0.8869599693754784,20,0.03333333333333333
2023-02-10,2023-02-03,0001640147,SNOWFLAKE INC.,technology,0.9551569506726457,,0.5,0.8868834080717488,21,0.03333333333333333
2023-02-10,2023-02-03,0001326801,"META PLATFORMS, INC.",technology,0.952914798206278,,0.5,0.8849775784753362,22,0.03333333333333333
2023-02-10,2023-02-03,0001475115,"EVENTBRITE, INC.",technology,0.9977578475336323,-0.3699582753824756,0.24390243902439024,0.8846795362572459,23,0.03333333333333333
2023-02-10,2023-02-03,0001713683,"ZSCALER, INC.",technology,0.9506726457399103,,0.5,0.8830717488789237,24,0.03333333333333333
2023-02-10,2023-02-03,0001810806,UNITY SOFTWARE INC.,technology,0.9484304932735426,,0.5,0.8811659192825111,25,0.03333333333333333
2023-02-10,2023-02-03,0000033213,EQT CORP,energy,0.9461883408071748,,0.5,0.8792600896860986,26,0.03333333333333333
2023-02-10,2023-02-03,0000004127,SKYWORKS SOLUTIONS INC,technology,0.9439461883408071,,0.5,0.877354260089686,27,0.03333333333333333
2023-02-10,2023-02-03,0000816761,TERADATA CORP /DE/,technology,0.9417040358744395,,0.5,0.8754484304932735,28,0.03333333333333333
2023-02-10,2023-02-03,0001671933,"TRADE DESK, INC.",technology,0.9394618834080718,,0.5,0.873542600896861,29,0.03333333333333333
2023-02-10,2023-02-03,0001561550,"DATADOG, INC.",technology,0.9372197309417041,,0.5,0.8716367713004484,30,0.03333333333333333
2023-03-10,2023-03-03,0001070412,CNX RESOURCES CORP,energy,1.0,,0.5,0.9249999999999999,1,0.03333333333333333
2023-03-10,2023-03-03,0000874499,GULFPORT ENERGY CORP,energy,0.9955156950672646,,0.5,0.9211883408071748,2,0.03333333333333333
2023-03-10,2023-03-03,0000917273,RAMBUS INC,technology,0.9932735426008968,,0.5,0.9192825112107622,3,0.03333333333333333
2023-03-10,2023-03-03,0001314727,SONOS INC,technology,0.9910313901345291,,0.5,0.9173766816143497,4,0.03333333333333333
2023-03-10,2023-03-03,0001327567,PALO ALTO NETWORKS INC,technology,0.9887892376681614,,0.5,0.9154708520179371,5,0.03333333333333333
2023-03-10,2023-03-03,0001273441,GRAN TIERRA ENERGY INC.,energy,0.9854260089686099,,0.5,0.9126121076233183,6,0.03333333333333333
2023-03-10,2023-03-03,0001509991,KOSMOS ENERGY LTD.,energy,0.9854260089686099,,0.5,0.9126121076233183,7,0.03333333333333333
2023-03-10,2023-03-03,0001173489,CEVA INC,technology,0.9820627802690582,,0.5,0.9097533632286995,8,0.03333333333333333
2023-03-10,2023-03-03,0001827075,CVENT HOLDING CORP.,technology,0.9798206278026906,,0.5,0.907847533632287,9,0.03333333333333333
2023-03-10,2023-03-03,0001773383,"DYNATRACE, INC.",technology,0.9775784753363229,,0.5,0.9059417040358744,10,0.03333333333333333
2023-03-10,2023-03-03,0001107843,"QUALYS, INC.",technology,0.9753363228699552,,0.5,0.9040358744394619,11,0.03333333333333333
2023-03-10,2023-03-03,0001585521,"ZOOM VIDEO COMMUNICATIONS, INC.",technology,0.9730941704035875,,0.5,0.9021300448430493,12,0.03333333333333333
2023-03-10,2023-03-03,0001280263,AMBARELLA INC,technology,0.9708520179372198,,0.5,0.9002242152466368,13,0.03333333333333333
2023-03-10,2023-03-03,0000732834,"CONTINENTAL RESOURCES, INC",energy,0.968609865470852,,0.5,0.8983183856502241,14,0.03333333333333333
2023-03-10,2023-03-03,0001373715,"SERVICENOW, INC.",technology,0.9663677130044843,,0.5,0.8964125560538116,15,0.03333333333333333
2023-03-10,2023-03-03,0000320193,APPLE INC,technology,0.9641255605381166,,0.5,0.894506726457399,16,0.03333333333333333
2023-03-10,2023-03-03,0000101778,MARATHON OIL CORP,energy,0.9282511210762332,0.12846212668367052,0.7,0.8940134529147982,17,0.03333333333333333
2023-03-10,2023-03-03,0001288469,MAXLINEAR INC,technology,0.9618834080717489,,0.5,0.8926008968609865,18,0.03333333333333333
2023-03-10,2023-03-03,0001361113,VARONIS SYSTEMS INC,technology,0.9596412556053812,,0.5,0.8906950672645739,19,0.03333333333333333
2023-03-10,2023-03-03,0001640147,SNOWFLAKE INC.,technology,0.9551569506726457,,0.5,0.8868834080717488,20,0.03333333333333333
2023-03-10,2023-03-03,0001326801,"META PLATFORMS, INC.",technology,0.952914798206278,,0.5,0.8849775784753362,21,0.03333333333333333
2023-03-10,2023-03-03,0001713683,"ZSCALER, INC.",technology,0.9506726457399103,,0.5,0.8830717488789237,22,0.03333333333333333
2023-03-10,2023-03-03,0001810806,UNITY SOFTWARE INC.,technology,0.9484304932735426,,0.5,0.8811659192825111,23,0.03333333333333333
2023-03-10,2023-03-03,0000033213,EQT CORP,energy,0.9461883408071748,,0.5,0.8792600896860986,24,0.03333333333333333
2023-03-10,2023-03-03,0000004127,SKYWORKS SOLUTIONS INC,technology,0.9439461883408071,,0.5,0.877354260089686,25,0.03333333333333333
2023-03-10,2023-03-03,0000816761,TERADATA CORP /DE/,technology,0.9417040358744395,,0.5,0.8754484304932735,26,0.03333333333333333
2023-03-10,2023-03-03,0001013462,ANSYS INC,technology,0.9035874439461884,-0.0032116131933069836,0.7073170731707317,0.8741468883298699,27,0.03333333333333333
2023-03-10,2023-03-03,0001475115,"EVENTBRITE, INC.",technology,0.9977578475336323,-0.3267973856209151,0.17073170731707318,0.8737039265011484,28,0.03333333333333333
2023-03-10,2023-03-03,0001671933,"TRADE DESK, INC.",technology,0.9394618834080718,,0.5,0.873542600896861,29,0.03333333333333333
2023-03-10,2023-03-03,0001561550,"DATADOG, INC.",technology,0.9372197309417041,,0.5,0.8716367713004484,30,0.03333333333333333
2023-04-07,2023-03-31,0001827075,CVENT HOLDING CORP.,technology,0.9883040935672515,0.07317073170731692,0.8,0.9600584795321637,1,0.03333333333333333
2023-04-07,2023-03-31,0001070412,CNX RESOURCES CORP,energy,1.0,,0.5,0.9249999999999999,2,0.03333333333333333
2023-04-07,2023-03-31,0000874499,GULFPORT ENERGY CORP,energy,0.9961013645224172,,0.5,0.9216861598440546,3,0.03333333333333333
2023-04-07,2023-03-31,0000917273,RAMBUS INC,technology,0.9941520467836257,,0.5,0.9200292397660818,4,0.03333333333333333
2023-04-07,2023-03-31,0001327567,PALO ALTO NETWORKS INC,technology,0.9922027290448343,,0.5,0.9183723196881091,5,0.03333333333333333
2023-04-07,2023-03-31,0001173489,CEVA INC,technology,0.9902534113060428,,0.5,0.9167153996101364,6,0.03333333333333333
2023-04-07,2023-03-31,0001273441,GRAN TIERRA ENERGY INC.,energy,0.98635477582846,,0.5,0.9134015594541909,7,0.03333333333333333
2023-04-07,2023-03-31,0001834494,"MERIDIANLINK, INC.",technology,0.9844054580896686,,0.5,0.9117446393762183,8,0.03333333333333333
2023-04-07,2023-03-31,0001509991,KOSMOS ENERGY LTD.,energy,0.9824561403508771,,0.5,0.9100877192982455,9,0.03333333333333333
2023-04-07,2023-03-31,0001107843,"QUALYS, INC.",technology,0.9805068226120858,,0.5,0.9084307992202728,10,0.03333333333333333
2023-04-07,2023-03-31,0001773383,"DYNATRACE, INC.",technology,0.9785575048732943,,0.5,0.9067738791423001,11,0.03333333333333333
2023-04-07,2023-03-31,0001585521,"ZOOM VIDEO COMMUNICATIONS, INC.",technology,0.9766081871345029,,0.5,0.9051169590643274,12,0.03333333333333333
2023-04-07,2023-03-31,0001280263,AMBARELLA INC,technology,0.9746588693957114,,0.5,0.9034600389863546,13,0.03333333333333333
2023-04-07,2023-03-31,0001373715,"SERVICENOW, INC.",technology,0.9727095516569201,,0.5,0.901803118908382,14,0.03333333333333333
2023-04-07,2023-03-31,0001628945,CUE HEALTH INC.,technology,0.9707602339181286,,0.5,0.9001461988304092,15,0.03333333333333333
2023-04-07,2023-03-31,0000004127,SKYWORKS SOLUTIONS INC,technology,0.9688109161793372,,0.5,0.8984892787524366,16,0.03333333333333333
2023-04-07,2023-03-31,0001361113,VARONIS SYSTEMS INC,technology,0.9649122807017544,,0.5,0.8951754385964912,19,0.03333333333333333
2023-04-07,2023-03-31,0000732834,"CONTINENTAL RESOURCES, INC",energy,0.9629629629629629,,0.5,0.8935185185185184,20,0.03333333333333333
2023-04-07,2023-03-31,0001288469,"MAXLINEAR, INC",technology,0.9610136452241715,,0.5,0.8918615984405458,21,0.03333333333333333
2023-04-07,2023-03-31,0001640147,SNOWFLAKE INC.,technology,0.9571150097465887,,0.5,0.8885477582846003,22,0.03333333333333333
2023-04-07,2023-03-31,0001326801,"META PLATFORMS, INC.",technology,0.9551656920077972,,0.5,0.8868908382066276,23,0.03333333333333333
2023-04-07,2023-03-31,0001810806,UNITY SOFTWARE INC.,technology,0.9532163742690059,,0.5,0.8852339181286549,24,0.03333333333333333
2023-04-07,2023-03-31,0000033213,EQT CORP,energy,0.9512670565302144,,0.5,0.8835769980506821,25,0.03333333333333333
2023-04-07,2023-03-31,0001475115,"EVENTBRITE, INC.",technology,0.9980506822612085,-0.4253181513730744,0.225,0.8820930799220272,26,0.03333333333333333
2023-04-07,2023-03-31,0001013462,ANSYS INC,technology,0.9083820662768031,0.05153401371291344,0.725,0.8808747563352826,28,0.03333333333333333
2023-04-07,2023-03-31,0001713683,"ZSCALER, INC.",technology,0.9473684210526315,,0.5,0.8802631578947367,29,0.03333333333333333
2023-04-07,2023-03-31,0000101778,MARATHON OIL CORP,energy,0.9259259259259259,-0.0576359419557827,0.6153846153846154,0.8793447293447293,30,0.03333333333333333
2023-04-07,2023-03-31,0001561550,"DATADOG, INC.",technology,0.9454191033138402,,0.5,0.8786062378167641,32,0.03333333333333333
2023-04-07,2023-03-31,0000816761,TERADATA CORP /DE/,technology,0.9434697855750487,,0.5,0.8769493177387914,33,0.03333333333333333
2023-04-07,2023-03-31,0001671933,"TRADE DESK, INC.",technology,0.9415204678362573,,0.5,0.8752923976608187,34,0.03333333333333333
2023-05-12,2023-05-05,0001827075,CVENT HOLDING CORP.,technology,0.9883040935672515,0.4076539101497505,0.9,0.9750584795321637,1,0.03333333333333333
2023-05-12,2023-05-05,0001070412,CNX RESOURCES CORP,energy,1.0,,0.5,0.9249999999999999,2,0.03333333333333333
2023-05-12,2023-05-05,0000874499,GULFPORT ENERGY CORP,energy,0.9961013645224172,,0.5,0.9216861598440546,3,0.03333333333333333
2023-05-12,2023-05-05,0000917273,RAMBUS INC,technology,0.9941520467836257,,0.5,0.9200292397660818,4,0.03333333333333333
2023-05-12,2023-05-05,0001327567,PALO ALTO NETWORKS INC,technology,0.9922027290448343,,0.5,0.9183723196881091,5,0.03333333333333333
2023-05-12,2023-05-05,0001173489,CEVA INC,technology,0.9902534113060428,,0.5,0.9167153996101364,6,0.03333333333333333
2023-05-12,2023-05-05,0001273441,GRAN TIERRA ENERGY INC.,energy,0.98635477582846,,0.5,0.9134015594541909,7,0.03333333333333333
2023-05-12,2023-05-05,0001834494,"MERIDIANLINK, INC.",technology,0.9844054580896686,,0.5,0.9117446393762183,8,0.03333333333333333
2023-05-12,2023-05-05,0001509991,KOSMOS ENERGY LTD.,energy,0.9824561403508771,,0.5,0.9100877192982455,9,0.03333333333333333
2023-05-12,2023-05-05,0001107843,"QUALYS, INC.",technology,0.9805068226120858,,0.5,0.9084307992202728,10,0.03333333333333333
2023-05-12,2023-05-05,0001773383,"DYNATRACE, INC.",technology,0.9785575048732943,,0.5,0.9067738791423001,11,0.03333333333333333
2023-05-12,2023-05-05,0001585521,"ZOOM VIDEO COMMUNICATIONS, INC.",technology,0.9766081871345029,,0.5,0.9051169590643274,12,0.03333333333333333
2023-05-12,2023-05-05,0001280263,AMBARELLA INC,technology,0.9746588693957114,,0.5,0.9034600389863546,13,0.03333333333333333
2023-05-12,2023-05-05,0001373715,"SERVICENOW, INC.",technology,0.9727095516569201,,0.5,0.901803118908382,14,0.03333333333333333
2023-05-12,2023-05-05,0001628945,CUE HEALTH INC.,technology,0.9707602339181286,,0.5,0.9001461988304092,15,0.03333333333333333
2023-05-12,2023-05-05,0000004127,SKYWORKS SOLUTIONS INC,technology,0.9688109161793372,,0.5,0.8984892787524366,16,0.03333333333333333
