decision_date,offense_scale,breadth,path_clarity,persistence,quality,leadership_fragility,stressed,buffer_band,buffer_held
2007-02-16,1.0,1.0,0.5120916848699453,1.0,0.6747277899132968,0.7305579769543717,False,0.0,True
2007-02-23,1.0,1.0,0.5377462472147277,1.0,0.691830831476485,0.6110538262515255,False,0.0,False
2007-03-02,1.0,1.0,0.23814574030453065,1.0,0.4920971602030204,0.6352714263434551,False,0.0,True
2007-03-09,1.0,1.0,0.3235528980627022,1.0,0.5490352653751348,0.5905296834093421,False,0.0,True
2007-03-16,1.0,1.0,0.21581085108466044,1.0,0.47720723405644033,0.6208396736112349,False,0.0,True
2007-03-23,1.0,1.0,0.32761690718108616,1.0,0.5517446047873907,0.6716223822017757,False,0.0,True
2007-03-30,1.0,1.0,0.24219499045694126,1.0,0.4947966603046275,0.6703713247011449,False,0.0,False
2007-04-06,1.0,1.0,0.2557171724178294,1.0,0.5038114482785528,0.7257145563197449,False,0.0,True
2007-04-13,1.0,1.0,0.24364707155562287,1.0,0.4957647143704153,0.7646060143305946,False,0.0,True
2007-04-20,1.0,1.0,0.2977918344325031,1.0,0.531861222955002,0.7662082608719585,False,0.0,True
2007-04-27,1.0,1.0,0.2936316880925691,1.0,0.5290877920617127,0.7473358655909981,False,0.0,True
2007-05-04,1.0,1.0,0.3603241915758092,1.0,0.5735494610505395,0.7028754457983113,False,0.0,True
2007-05-11,1.0,1.0,0.32860582415310313,1.0,0.5524038827687354,0.6994067425761026,False,0.0,True
2007-05-18,1.0,1.0,0.31845084776915933,1.0,0.5456338985127729,0.7871202899148444,False,0.0,True
2007-05-25,1.0,0.8571428571428571,0.2929750990583394,1.0,0.4334119708007977,0.6017671637566895,False,0.0,False
2007-06-01,1.0,1.0,0.33555028488431476,1.0,0.5570335232562099,0.7246788710819261,False,0.0,True
2007-06-08,1.0,0.8571428571428571,0.23211483158866603,1.0,0.39283845915434873,0.617784518148466,False,0.0,True
2007-06-15,1.0,0.8571428571428571,0.24595769039183749,1.0,0.40206703168979635,0.6810232936878078,False,0.0,True
2007-06-22,1.0,0.8571428571428571,0.22554414862637912,1.0,0.3884580038461574,0.6775893927212986,False,0.0,True
2007-06-29,1.0,0.8571428571428571,0.20725800848723772,1.0,0.37626724375339654,0.6457538228728061,False,0.0,False
2007-07-06,1.0,0.8571428571428571,0.27712736767484325,1.0,0.42284681654513356,0.7787797640885266,False,0.0,True
2007-07-13,1.0,0.8571428571428571,0.26092970926708825,1.0,0.4120483776066302,0.8659281706915147,False,0.0,True
2007-07-20,1.0,0.8571428571428571,0.23859015786579887,1.0,0.39715534333910396,0.8245256161009265,False,0.0,True
2007-07-27,1.0,0.7142857142857143,0.07347384004269812,1.0,0.19183970288560828,0.7059957662528173,False,0.0,False
2007-08-03,1.0,0.5714285714285714,0.003226903303643765,1.0,0.04977031648814345,0.5900980954561047,False,0.0,True
2007-08-10,1.0,0.5714285714285714,0.03499706967815028,1.0,0.07095042740448114,0.5874237020131444,False,0.0,True
2007-08-17,1.0,0.42857142857142855,0.0032640618376361652,0.0,-0.7121096730606236,0.4068844173244951,False,0.0,True
2007-08-24,1.0,0.5714285714285714,0.07316805049881465,0.07692307692307693,-0.5189868674330247,0.5330015970283163,False,0.0,True
2007-08-31,1.0,0.7142857142857143,0.2031529862084389,0.15384615384615385,-0.28581009710646194,0.792531941993321,False,0.0,False
2007-09-07,1.0,0.5714285714285714,0.13002573679769253,0.23076923076923078,-0.3785176406696702,0.6653505439644013,False,0.0,True
2007-09-14,1.0,0.7142857142857143,0.21930557379208188,0.3076923076923077,-0.17247760281993074,0.79076946484092,False,0.0,True
2007-09-21,1.0,0.7142857142857143,0.19684307784651348,0.38461538461538464,-0.13617054883492508,0.8063939232927755,False,0.0,True
2007-09-28,1.0,0.7142857142857143,0.24270530525195294,0.46153846153846156,-0.054313679282580796,0.8239412551248599,False,0.0,False
2007-10-05,1.0,0.7142857142857143,0.2559273697129759,0.5384615384615384,0.005783081640152436,0.8891258927735324,False,0.0,True
2007-10-12,1.0,0.875,0.24547438580272735,0.6153846153846154,0.15723933412489519,1.0,False,0.0,True
2007-10-19,1.0,0.625,0.04399387364999255,0.6923076923076923,-0.09246562269487679,0.8145652807553725,False,0.0,True
2007-10-26,1.0,0.625,0.09438372106113727,0.7692307692307693,-0.007590339805395659,1.0,False,0.0,False
2007-11-02,1.0,0.625,0.02770947233995522,0.8461538461538461,-0.0007577876707990742,0.9657291766618503,False,0.0,True
2007-11-09,1.0,0.375,0.06713842914105037,0.0,-0.7052410472392997,0.7498605435572381,True,0.0,True
2007-11-16,1.0,0.375,0.0844008478065215,0.0,-0.6937327681289857,0.7122906849951279,True,0.0,True
2007-11-23,1.0,0.375,0.09522841239452838,0.0,-0.686514391736981,0.6507685766138643,True,0.0,True
2007-11-30,1.0,0.5,0.058910853635509096,0.07692307692307693,-0.5761107129609426,0.6779374493741198,True,0.0,False
2007-12-07,1.0,0.625,0.01848597036908081,0.15384615384615385,-0.46844525052317687,0.8421048701976446,False,0.0,True
2007-12-14,1.0,0.375,0.07537253451983503,0.0,-0.6997516436534433,0.5355144858032459,True,0.0,True
2007-12-21,1.0,0.5,0.013803692289123313,0.07692307692307693,-0.6061821538585331,0.586964216857218,True,0.0,True
2007-12-28,1.0,0.5,0.024252820062238455,0.15384615384615385,-0.5479340173944052,0.6110737275993057,True,0.0,False
2008-01-04,1.0,0.25,0.14106625992521526,0.0,-0.7392891600498565,0.3906180167088773,True,0.0,True
2008-01-11,1.0,0.25,0.182275663141429,0.0,-0.7118162245723806,0.409061039319794,True,0.0,True
2008-01-18,1.0,0.125,0.2520387566447901,0.0,-0.7486408289034733,0.3147853396279139,True,0.0,True
2008-01-25,1.0,0.2222222222222222,0.15647207955068715,0.0,-0.7475371321513937,0.37655448851663026,True,0.0,False
2008-02-01,1.0,0.3333333333333333,0.03816436324144505,0.0,-0.7523348689501477,0.41205224417697683,True,0.0,True
2008-02-08,1.0,0.2222222222222222,0.12870196639494147,0.0,-0.7660505409218908,0.3545328275975503,True,0.0,True
2008-02-15,1.0,0.1111111111111111,0.09976771592431304,0.0,-0.8594141153097171,0.4571792248918165,True,0.0,True
2008-02-22,1.0,0.1111111111111111,0.13978667250661694,0.0,-0.8327348109215147,0.3947619997183507,True,0.0,True
2008-02-29,1.0,0.1111111111111111,0.15154552164637805,0.0,-0.8248955781616739,0.3290712021981972,True,0.0,False
2008-03-07,1.0,0.1111111111111111,0.1789816587033062,0.0,-0.8066048201237218,0.3232070886336891,True,0.0,True
2008-03-14,1.0,0.0,0.2167723157616516,0.0,-0.8554851228255655,0.19130078707070375,True,0.0,True
2008-03-21,1.0,0.0,0.21939367987076758,0.0,-0.8537375467528215,0.1515391265884618,True,0.0,True
2008-03-28,1.0,0.0,0.23237390779346742,0.0,-0.8450840614710217,0.14297916078115414,True,0.0,False
2008-04-04,1.0,0.0,0.19566191633275395,0.0,-0.8695587224448307,0.1592930565483237,True,0.0,True
2008-04-11,1.0,0.0,0.2307597240968717,0.0,-0.8461601839354188,0.17278196075795216,True,0.0,True
2008-04-18,1.0,0.0,0.10988454606648075,0.0,-0.9267436359556794,0.09138060510405199,True,0.0,True
2008-04-25,1.0,0.0,0.14234605134165026,0.0,-0.9051026324388998,0.15743163025283624,True,0.0,False
2008-05-02,1.0,0.2222222222222222,0.09497772681685293,0.0,-0.7885333673072833,0.26830414118729123,True,0.0,True
2008-05-09,1.0,0.2222222222222222,0.060079131567226496,0.0,-0.8117990974737008,0.2110451091656677,True,0.0,True
2008-05-16,1.0,0.4444444444444444,0.01985792353623874,0.0,-0.6904650880128779,0.3395980163860025,True,0.0,True
2008-05-23,1.0,0.3333333333333333,0.05885804345663945,0.0,-0.7385390821400182,0.28358685888804647,True,0.0,True
2008-05-30,1.0,0.1111111111111111,0.07876516844709626,0.0,-0.8734158136278617,0.15687952866815078,True,0.0,False
2008-06-06,1.0,0.0,0.14593062587063949,0.0,-0.9027129160862404,0.10232700212014323,True,0.0,True
2008-06-13,1.0,0.1111111111111111,0.11338994347243034,0.0,-0.850332630277639,0.24384203092948306,True,0.0,True
2008-06-20,1.0,0.1111111111111111,0.17336422051794284,0.0,-0.810349778913964,0.23229154151762296,True,0.0,True
2008-06-27,1.0,0.0,0.20303159365999826,0.0,-0.8646456042266678,0.18668068746260458,True,0.0,False
2008-07-04,1.0,0.1111111111111111,0.16552448480689966,0.0,-0.8155762693879929,0.25479761712491,True,0.0,True
2008-07-11,1.0,0.1111111111111111,0.17963679844776756,0.0,-0.8061680602940808,0.18749976147799938,True,0.0,True
2008-07-18,1.0,0.2222222222222222,0.06541414361619625,0.0,-0.8082424227743877,0.35613403961110274,True,0.0,True
2008-07-25,1.0,0.3333333333333333,0.08545269276546336,0.0,-0.7208093159341354,0.2842870774610692,True,0.0,False
2008-08-01,1.0,0.0,0.17046086146614695,0.0,-0.8863594256892354,0.12455345129736695,True,0.0,True
2008-08-08,1.0,0.3333333333333333,0.03695399292087387,0.0,-0.7531417824971952,0.37672987254141244,True,0.0,True
2008-08-15,1.0,0.4444444444444444,0.05653002666058448,0.0,-0.666017019263314,0.4778895858374631,True,0.0,True
2008-08-22,1.0,0.3333333333333333,0.0716883848523697,0.0,-0.7299855212095313,0.4132996643991512,True,0.0,True
2008-08-29,1.0,0.3333333333333333,0.05899676599198524,0.0,-0.7384466004497877,0.37967681360604455,True,0.0,False
2008-09-05,1.0,0.4444444444444444,0.06535617647609404,0.0,-0.6601329193863077,0.4685438735438249,True,0.0,True
2008-09-12,1.0,0.4444444444444444,0.0355981078756737,0.0,-0.6799716317865879,0.4536218606705166,True,0.0,True
2008-09-19,1.0,0.2222222222222222,0.10523801595973806,0.0,-0.7816931745453598,0.44613170704392185,True,0.0,True
2008-09-26,1.0,0.2222222222222222,0.14277946541289144,0.0,-0.7566655415765909,0.3370443598241614,True,0.0,False
2008-10-03,1.0,0.0,0.34040711153342434,0.0,-0.7730619256443837,0.19502662338018806,True,0.0,True
2008-10-10,1.0,0.0,0.4596406239472438,0.0,-0.693572917368504,0.19358727056428648,True,0.0,True
2008-10-17,1.0,0.0,0.43699235353015187,0.0,-0.7086717643132321,0.14779592827195387,True,0.0,True
2008-10-24,1.0,0.0,0.4683296814525979,0.0,-0.6877802123649347,0.21776834025923297,True,0.0,True
2008-10-31,1.0,0.0,0.34709857378219383,0.0,-0.7686009508118707,0.14468956842756886,True,0.0,False
2008-11-07,1.0,0.0,0.3519537783853689,0.0,-0.7653641477430874,0.2442576867161721,True,0.0,True
2008-11-14,1.0,0.0,0.4063191561321449,0.0,-0.72912056257857,0.3271613547935601,True,0.0,True
2008-11-21,1.0,0.0,0.4170976773707246,0.0,-0.7219348817528503,0.25388494587619315,True,0.0,True
2008-11-28,1.0,0.0,0.3161813650078948,0.0,-0.7892124233280701,0.24539578979120602,True,0.0,False
2008-12-05,1.0,0.0,0.3146051121321578,0.0,-0.7902632585785615,0.2177025140421287,True,0.0,True
2008-12-12,1.0,0.0,0.3038505857083321,0.0,-0.7974329428611119,0.1830877159545241,True,0.0,True
2008-12-19,1.0,0.0,0.29424613093341395,0.0,-0.8038359127110574,0.3028535652587443,True,0.0,True
2008-12-26,1.0,0.0,0.28698101582372026,0.0,-0.8086793227841865,0.40281600966906317,True,0.0,True
2009-01-02,1.0,0.0,0.22520840603413084,0.0,-0.8498610626439128,0.31602588730354064,True,0.0,True
2009-01-09,1.0,0.0,0.2355060898356968,0.0,-0.8429959401095356,0.43138029255086363,True,0.0,True
2009-01-16,1.0,0.0,0.2680031202072291,0.0,-0.8213312531951806,0.39395047630616564,True,0.0,True
2009-01-23,1.0,0.0,0.27465043701931524,0.0,-0.8168997086537898,0.37073673565927145,True,0.0,True
2009-01-30,1.0,0.0,0.28003985563122435,0.0,-0.813306762912517,0.4334882862643208,True,0.0,False
2009-02-06,1.0,0.0,0.26123333849853286,0.0,-0.8258444410009781,0.38966566229327326,True,0.0,True
2009-02-13,1.0,0.0,0.2818582839884365,0.0,-0.8120944773410423,0.44154504337696654,True,0.0,True
2009-02-20,1.0,0.0,0.29859724851928643,0.0,-0.800935167653809,0.4674565361746288,True,0.0,True
2009-02-27,1.0,0.0,0.30738857798925906,0.0,-0.795074281340494,0.42830980773411476,True,0.0,False
2009-03-06,1.0,0.0,0.31455370997214693,0.0,-0.7902975266852353,0.3039340634476817,True,0.0,True
2009-03-13,1.0,0.0,0.2615126871548308,0.0,-0.8256582085634462,0.31644820186866207,True,0.0,True
2009-03-20,1.0,0.0,0.25006545424241566,0.0,-0.8332896971717229,0.3841694394732049,True,0.0,True
2009-03-27,1.0,0.0,0.20584300493397278,0.0,-0.8627713300440182,0.34789726494199824,True,0.0,True
2009-04-03,1.0,0.0,0.15255233568594567,0.0,-0.8982984428760362,0.26806515944583165,True,0.0,True
2009-04-10,1.0,0.4444444444444444,0.012008897992438069,0.0,-0.6956977717087449,0.5241237890434781,True,0.0,True
2009-04-17,1.0,0.3333333333333333,0.04099921754084254,0.0,-0.7504449660838827,0.5524258864477053,True,0.0,True
2009-04-24,1.0,0.8888888888888888,0.009134712654308317,0.07692307692307693,-0.3500355476891506,1.0,False,0.0,False
2009-05-01,1.0,0.3333333333333333,0.07160609924918454,0.0,-0.7300403782783214,0.5820546310967142,True,0.0,True
2009-05-08,1.0,0.8888888888888888,0.005180843230234941,0.07692307692307693,-0.3526714606385329,0.9477832086895555,False,0.0,True
2009-05-15,1.0,0.8888888888888888,0.036508089691276495,0.15384615384615385,-0.28050457838245385,1.0,False,0.0,True
2009-05-22,1.0,1.0,0.1349364177971104,0.23076923076923078,-0.0895295676224392,1.0,False,0.0,True
2009-05-29,1.0,1.0,0.046604790097616824,0.3076923076923077,-0.09713526814005032,1.0,False,0.0,False
2009-06-05,1.0,1.0,0.10008996009608712,0.38461538461538464,-0.010196436859018831,1.0,False,0.0,True
2009-06-12,1.0,1.0,0.0931580609150811,0.46153846153846156,0.03646434830236178,1.0,False,0.0,True
2009-06-19,1.0,0.8888888888888888,0.06096269811836476,0.5384615384615384,-0.0077912496874719865,0.8726603690169823,False,0.0,True
2009-06-26,1.0,0.8888888888888888,0.0725620474071881,0.6153846153846154,0.05122370112046156,1.0,False,0.0,False
2009-07-03,1.0,0.6666666666666666,0.024344625788727977,0.6923076923076923,-0.0777873434912754,0.8423627337190795,True,0.0,True
2009-07-10,1.0,0.8888888888888888,1.363496596592974e-07,0.7692307692307693,0.10541319631287853,0.9799251042994295,False,0.0,True
2009-07-17,1.0,0.8888888888888888,0.13640176061251405,0.8461538461538461,0.24762966377016604,1.0,False,0.0,True
2009-07-24,1.0,1.0,0.21556285763413724,0.9230769230769231,0.42575985380737363,1.0,False,0.0,True
2009-07-31,1.0,1.0,0.2290804711752675,1.0,0.48605364745017837,1.0,False,0.0,False
2009-08-07,1.0,1.0,0.20203953381261697,1.0,0.46802635587507796,0.9902416693036704,False,0.0,True
2009-08-14,1.0,1.0,0.2784166288569875,1.0,0.5189444192379916,1.0,False,0.0,True
2009-08-21,1.0,1.0,0.43617473810241775,1.0,0.6241164920682785,1.0,False,0.0,True
2009-08-28,1.0,1.0,0.551630684285316,1.0,0.7010871228568774,0.976648333748908,False,0.0,False
2009-09-04,1.0,1.0,0.7144109643819074,1.0,0.8096073095879383,0.91996242611485,False,0.0,True
2009-09-11,1.0,1.0,0.6342018789628632,1.0,0.7561345859752421,0.8500763261873736,False,0.0,True
2009-09-18,1.0,1.0,0.6437024042498705,1.0,0.7624682694999136,1.0,False,0.0,True
2009-09-25,1.0,1.0,0.49893359809890675,1.0,0.6659557320659378,1.0,False,0.0,False
2009-10-02,1.0,1.0,0.39904077042822106,1.0,0.599360513618814,0.827961184703351,False,0.0,True
2009-10-09,1.0,1.0,0.43679955943015,1.0,0.6245330396201,0.8264837734545121,False,0.0,True
2009-10-16,1.0,1.0,0.4373300861312818,1.0,0.6248867240875212,0.9062091693652623,False,0.0,True
