file_path,category,row_count,column_count,start_date,end_date,frequency,key_columns,useful_for_signal_discovery,leakage_risk_notes,recommended_use
data/01_data_hub/google_trends_snapshot_meta.json,data_hub,8.0,,,,unknown,pull_timestamp_utc|keywords|geo|source|status|request_pause_seconds|max_retries_per_keyword|backoff_seconds,True,,
data/01_data_hub/macro_weekly.csv,data_hub,1110.0,1.0,2005-01-07,2026-04-10,weekly,Date,False,,
data/01_data_hub/market_proxy_weekly.csv,data_hub,1110.0,3.0,2005-01-07,2026-04-10,weekly,Date|market_proxy_price|market_proxy_log_return,True,,
data/01_data_hub/proxy_mapping.json,data_hub,12.0,,,,unknown,market_proxy|cash_proxy|short_duration_proxy|intermediate_duration_proxy|duration_proxy|credit_proxy|high_yield_proxy|inflation_proxy|commodity_proxy|gold_proxy|dollar_proxy|reit_proxy,True,,
data/01_data_hub/research_calendar.csv,data_hub,1110.0,6.0,2005-01-07,2026-04-10,weekly,Date|history_weeks_available|ready_for_13w_lookback|ready_for_26w_lookback|ready_for_52w_lookback|ready_for_104w_lookback,True,,
data/01_data_hub/universe.json,data_hub,6.0,,,,unknown,core|full|all|descriptions|asset_class_map|proxy_mapping,True,,
data/01_data_hub/universe_metadata.csv,data_hub,35.0,12.0,,,unknown,ticker|description|asset_class|Start Date|End Date|Weeks Available|Weeks Missing|Completeness %|Has Full History|Ann Vol %|in_core_universe|in_full_universe,True,,
data/01_data_hub/vix_term_structure.csv,data_hub,1110.0,8.0,2005-01-07,2026-04-10,weekly,Date|VIX|VIX3M|VIX6M|slope_1m_3m|slope_1m_6m|contango|stress_flag,True,,
data/01_data_hub/weekly_prices.csv,data_hub,1110.0,36.0,2005-01-07,2026-04-10,weekly,Date|BIL|DBA|EEM|EFA|EWJ|GLD|HYG|IAU|IEF|IWM|LQD,True,,"cross-asset momentum, volatility, breadth, lead-lag"
data/01_data_hub/weekly_returns.csv,data_hub,1109.0,36.0,2005-01-14,2026-04-10,weekly,Date|BIL|DBA|EEM|EFA|EWJ|GLD|HYG|IAU|IEF|IWM|LQD,True,,"cross-asset momentum, volatility, breadth, lead-lag"
data/01_data_hub/yahoo_metadata_snapshot.csv,data_hub,35.0,22.0,,,unknown,ticker|pull_timestamp_utc|shortName|longName|quoteType|category|fundFamily|currency|yield|dividendYield|trailingAnnualDividendYield|expenseRatio,True,,
data/04_layer2b_risk_regime_engine/covariance_ledoit_wolf_snapshots_long.csv,layer2b_regime,287578.0,5.0,2005-05-27,2005-12-30,daily,Date|asset_i|asset_j|covariance|estimator,True,,
data/04_layer2b_risk_regime_engine/covariance_snapshots_long.csv,layer2b_regime,288648.0,5.0,2005-05-27,2005-12-30,daily,Date|asset_i|asset_j|covariance|estimator,True,,
data/04_layer2b_risk_regime_engine/defensive_overlay_states.csv,layer2b_regime,1110.0,8.0,2005-01-07,2026-04-10,weekly,Date|risk_state|signal_environment|overlay_multiplier|target_vol_multiplier|defensive_weight|defensive_asset|secondary_defensive_asset,True,,
data/04_layer2b_risk_regime_engine/latest_covariance_matrix.csv,layer2b_regime,35.0,36.0,,,unknown,Unnamed: 0|TIP|SPY|XLV|XLU|XLP|XLK|XLI|XLF|XLE|XLB|VUG,True,,
data/04_layer2b_risk_regime_engine/latest_ledoit_wolf_covariance_matrix.csv,layer2b_regime,35.0,36.0,,,unknown,Unnamed: 0|TIP|SPY|XLV|XLU|XLP|XLK|XLI|XLF|XLE|XLB|VUG,True,,
data/04_layer2b_risk_regime_engine/layer2_manifest.json,layer2b_regime,4.0,,,,unknown,,True,,
data/04_layer2b_risk_regime_engine/market_state_history.csv,layer2b_regime,1110.0,21.0,2005-01-07,2026-04-10,weekly,Date|market_state|market_state_stable|market_state_reason|risk_state|signal_environment|risk_regime_score|market_drawdown|market_trend_positive|breadth_sma_43|breadth_26w_mom|breadth_13w_mom,True,,state interactions and state-quality targets
data/04_layer2b_risk_regime_engine/market_state_history_refined.csv,layer2b_regime,1110.0,31.0,2005-01-07,2026-04-10,weekly,Date|market_state|market_state_stable|market_state_reason|risk_state|signal_environment|risk_regime_score|market_drawdown|market_trend_positive|breadth_sma_43|breadth_26w_mom|breadth_13w_mom,True,,state interactions and state-quality targets
data/04_layer2b_risk_regime_engine/overlay_validation_table.csv,layer2b_regime,2.0,9.0,,,unknown,strategy_name|ann_return|ann_vol|sharpe|max_drawdown|calmar|hit_rate|avg_weekly_turnover|observations,True,,
data/04_layer2b_risk_regime_engine/phase2b_meta_interpretability.txt,layer2b_regime,,,,,unknown,,False,,
data/04_layer2b_risk_regime_engine/phase2b_meta_predictions.csv,layer2b_regime,1110.0,4.0,2005-01-07,2026-04-10,weekly,Date|p_regime_confidence|p_transition_quality|p_tail_risk,True,,
data/04_layer2b_risk_regime_engine/phase_cc_neutral_split_summary.csv,layer2b_regime,3.0,6.0,,,unknown,refined_label|n_weeks|frac_of_neutral_mixed|deterioration_z_mean|deterioration_z_median|rank_mean,True,,
data/04_layer2b_risk_regime_engine/phase_cc_protocol.json,layer2b_regime,15.0,,,,unknown,phase|objective|primary_features|feature_definitions|z_window_weeks|z_min_obs|z_lagged_by_weeks|rank_reference_set|rank_min_history|split_threshold_rank|split_rule|secondary_confidence_score,True,,
data/04_layer2b_risk_regime_engine/phase_cc_refined_state_diagnostics.csv,layer2b_regime,7.0,10.0,,,unknown,refined_state|n_weeks|fwd4_spy_mean|fwd4_spy_median|fwd4_spy_hit_rate|fwd13_spy_mean|fwd4_realized_vol|fwd4_to_panic_prob|fwd4_w1_mean|fwd4_w1_minus_spy,True,,
data/04_layer2b_risk_regime_engine/phase_cc_state_counts.csv,layer2b_regime,7.0,3.0,,,unknown,state|original_count|refined_count,True,,
data/04_layer2b_risk_regime_engine/phase_cc_state_transition_matrix.csv,layer2b_regime,5.0,8.0,,,unknown,original|calm_trend|neutral_deteriorating|neutral_healthy|neutral_mixed|recovery_confirmed|recovery_fragile|stressed_panic,True,,
data/04_layer2b_risk_regime_engine/phase_jj_blended_predictions.csv,layer2b_regime,1109.0,6.0,2005-01-14,2026-04-10,weekly,Date|p_existing|p_ml_stress|p_ml_healthy|p_regime_confidence_blended_25|p_regime_confidence_blended_50,True,use only lagged feature columns; targets are labels only,prior ML baseline or feature lineage reference
data/04_layer2b_risk_regime_engine/phase_jj_ml_calibration.csv,layer2b_regime,138.0,7.0,,,unknown,bucket|n|mean_pred|mean_actual|model|target|label,True,use only lagged feature columns; targets are labels only,prior ML baseline or feature lineage reference
data/04_layer2b_risk_regime_engine/phase_jj_ml_dataset.csv,layer2b_regime,1109.0,40.0,2005-01-14,2026-04-10,weekly,Date|market_drawdown|market_trend_positive|breadth_sma_43|breadth_26w_mom|breadth_13w_mom|breadth_change_4w|canary_breadth_default|recent_stress_26w|transition_persistence_prob|transition_good_state_prob|transition_non_stress_prob,True,use only lagged feature columns; targets are labels only,prior ML baseline or feature lineage reference
data/04_layer2b_risk_regime_engine/phase_jj_ml_feature_importance.csv,layer2b_regime,140.0,4.0,,,unknown,model|label|feature|coef_or_importance,True,use only lagged feature columns; targets are labels only,prior ML baseline or feature lineage reference
data/04_layer2b_risk_regime_engine/phase_jj_ml_feature_manifest.csv,layer2b_regime,35.0,8.0,,,unknown,feature|source|feature_group|is_causal|lag_or_fill_rule|allowed_in_live_scoring|leakage_risk_notes|used_in_final_model,True,use only lagged feature columns; targets are labels only,prior ML baseline or feature lineage reference
data/04_layer2b_risk_regime_engine/phase_jj_ml_fit_log.csv,layer2b_regime,786.0,8.0,,,unknown,model|train_end_date|n_train|pos_rate_train|score_start|score_end|label|target,True,use only lagged feature columns; targets are labels only,prior ML baseline or feature lineage reference
data/04_layer2b_risk_regime_engine/phase_jj_ml_model_metrics.csv,layer2b_regime,28.0,9.0,,,unknown,model|label|target|n_obs|brier|auc|log_loss|pos_rate|pred_mean,True,use only lagged feature columns; targets are labels only,prior ML baseline or feature lineage reference
data/04_layer2b_risk_regime_engine/phase_jj_ml_predictions.csv,layer2b_regime,21329.0,5.0,2005-01-14,2026-04-10,daily,date|model|label|target|p,True,use only lagged feature columns; targets are labels only,prior ML baseline or feature lineage reference
data/04_layer2b_risk_regime_engine/phase_jj_ml_stability_period_baseline_existing.csv,layer2b_regime,4.0,10.0,,,unknown,n_obs|brier|auc|log_loss|pos_rate|pred_mean|period|start|end|predictor,True,use only lagged feature columns; targets are labels only,prior ML baseline or feature lineage reference
data/04_layer2b_risk_regime_engine/phase_jj_ml_stability_period_logistic_regime_only.csv,layer2b_regime,4.0,10.0,,,unknown,n_obs|brier|auc|log_loss|pos_rate|pred_mean|period|start|end|predictor,True,use only lagged feature columns; targets are labels only,prior ML baseline or feature lineage reference
data/04_layer2b_risk_regime_engine/phase_jj_ml_stability_state_baseline_existing.csv,layer2b_regime,7.0,8.0,,,unknown,n_obs|brier|auc|log_loss|pos_rate|pred_mean|refined_state|predictor,True,use only lagged feature columns; targets are labels only,prior ML baseline or feature lineage reference
data/04_layer2b_risk_regime_engine/phase_jj_ml_stability_state_logistic_regime_only.csv,layer2b_regime,6.0,8.0,,,unknown,n_obs|brier|auc|log_loss|pos_rate|pred_mean|refined_state|predictor,True,use only lagged feature columns; targets are labels only,prior ML baseline or feature lineage reference
data/04_layer2b_risk_regime_engine/phase_kk_targeta_calibration.csv,layer2b_regime,5.0,5.0,,,unknown,bucket|n|mean_pred|mean_actual|model,True,,
data/04_layer2b_risk_regime_engine/phase_kk_targeta_coefficients.csv,layer2b_regime,1.0,17.0,2025-12-12,2025-12-12,unknown,date|intercept|market_drawdown|market_trend_positive|breadth_sma_43|breadth_26w_mom|breadth_13w_mom|breadth_change_4w|canary_breadth_default|recent_stress_26w|transition_persistence_prob|transition_good_state_prob,True,,
data/04_layer2b_risk_regime_engine/phase_kk_targeta_model_metrics.csv,layer2b_regime,2.0,9.0,,,unknown,model|label|target|n_obs|brier|auc|log_loss|pos_rate|pred_mean,True,,
data/04_layer2b_risk_regime_engine/phase_kk_targeta_regime_confidence_predictions.csv,layer2b_regime,1110.0,5.0,2005-01-07,2026-04-10,weekly,Date|p_existing|p_stress_forecast|p_regime_confidence_refreshed|p_regime_confidence_blend25,True,,state interactions and state-quality targets
data/04_layer2b_risk_regime_engine/phase_kk_targeta_stability.csv,layer2b_regime,4.0,10.0,,,unknown,n_obs|brier|auc|log_loss|pos_rate|pred_mean|period|start|end|model,True,,
data/04_layer2b_risk_regime_engine/phase_nnn_ml_meta_predictions.csv,layer2b_regime,850.0,3.0,2010-01-01,2026-04-10,weekly,Date|p_nnn_ggg1_underperformance_4w|p_nnn_stress_transition_4w,True,use only lagged feature columns; targets are labels only,prior ML baseline or feature lineage reference
data/04_layer2b_risk_regime_engine/regime_score.csv,layer2b_regime,1110.0,12.0,2005-01-07,2026-04-10,weekly,Date|market_vol_risk_off_z|market_drawdown_risk_off_z|breadth_risk_off_z|avg_corr_risk_off_z|macro_risk_score_tradable|vix_level_z_tradable|vix_slope_risk_off_z_tradable|google_fear_z_tradable|risk_regime_score|risk_state|signal_environment,True,,state interactions and state-quality targets
data/04_layer2b_risk_regime_engine/regime_states.csv,layer2b_regime,1110.0,8.0,2005-01-07,2026-04-10,weekly,Date|risk_state|signal_environment|overlay_multiplier|target_vol_multiplier|defensive_weight|defensive_asset|secondary_defensive_asset,True,,state interactions and state-quality targets
data/04_layer2b_risk_regime_engine/risk_metrics_panel.csv,layer2b_regime,38850.0,23.0,2005-01-07,2007-09-28,daily,Date|Ticker|weekly_vol_13w_observed|weekly_vol_13w_tradable|weekly_vol_26w_observed|weekly_vol_26w_tradable|weekly_vol_52w_observed|weekly_vol_52w_tradable|daily_vol_21d_observed|daily_vol_21d_tradable|daily_vol_63d_observed|daily_vol_63d_tradable,True,,
data/04_layer2b_risk_regime_engine/signal_regime_interaction_summary.csv,layer2b_regime,15.0,7.0,,,unknown,risk_state|mean|median|count|signal_name|validation_type|std,True,,Layer 1 signal validation or live signal feature source
data/04_layer2b_risk_regime_engine/sleeve_performance_by_state.csv,layer2b_regime,35.0,19.0,,,unknown,strategy_name|market_state|ann_return|ann_vol|sharpe|max_drawdown|calmar|cvar_5|hit_rate|avg_weekly_turnover|annual_turnover|avg_max_weight,True,,
