decision_date,label_end_date,assets,rank_ic
2011-05-06,2011-06-03,34,0.07074102368220013
2011-06-03,2011-07-01,34,0.04323911382734911
2011-07-01,2011-07-29,34,0.2625105057703343
2011-08-05,2011-09-02,34,0.7198410900372787
2011-09-02,2011-09-30,34,0.2276894892110045
2011-10-07,2011-11-04,34,-0.7060351413292589
2011-11-04,2011-12-02,34,0.44598930481283416
2011-12-02,2011-12-30,34,0.38731856378915197
2012-01-06,2012-02-03,34,-0.7487203016732468
2012-02-03,2012-03-02,34,-0.2825057295645531
2012-03-02,2012-03-30,34,0.5373567608861727
2012-04-06,2012-05-04,34,0.09213139801375096
2012-05-04,2012-06-01,34,0.33689839572192515
2012-06-01,2012-06-29,34,-0.2478416998600013
2012-07-06,2012-08-03,34,-0.42154316271963327
2012-08-03,2012-08-31,34,-0.3628724216959512
2012-09-07,2012-10-05,34,-0.13124522536287242
2012-10-05,2012-11-02,34,-0.2760886172650878
2012-11-02,2012-11-30,34,-0.25594010312299764
2012-12-07,2013-01-04,34,0.3531479258836452
2013-01-04,2013-02-01,34,0.08174178762414058
2013-02-01,2013-03-01,34,0.19602750190985482
2013-03-01,2013-03-29,34,0.5459546199752063
2013-04-05,2013-05-03,34,0.4313216195569136
2013-05-03,2013-05-31,34,0.22566844919786094
2013-06-07,2013-07-05,34,0.6843391902215431
2013-07-05,2013-08-02,34,0.13460656990068753
2013-08-02,2013-08-30,34,-0.6317799847211611
2013-09-06,2013-10-04,34,0.22658517952635598
2013-10-04,2013-11-01,34,0.46619298783777063
2013-11-01,2013-11-29,34,0.8851031321619557
2013-12-06,2014-01-03,34,0.5501909854851031
2014-01-03,2014-01-31,34,-0.36837280366692127
2014-02-07,2014-03-07,34,0.11779984721161196
2014-03-07,2014-04-04,34,-0.27853323147440795
2014-04-04,2014-05-02,34,0.33017570664629486
2014-05-02,2014-05-30,34,0.3074337238707291
2014-06-06,2014-07-04,34,-0.2715049656226127
2014-07-04,2014-08-01,34,-0.03957219251336902
2014-08-01,2014-08-29,34,0.53785621671221
2014-09-05,2014-10-03,34,0.10221543162719633
2014-10-03,2014-10-31,34,0.40106951871657753
2014-11-07,2014-12-05,34,0.5137138069847869
2014-12-05,2015-01-02,34,0.3934300993124523
2015-01-02,2015-01-30,34,-0.04751718869365929
2015-02-06,2015-03-06,34,0.0832696715049656
2015-03-06,2015-04-03,34,-0.10940484408123362
2015-04-03,2015-05-01,34,-0.3204217291038365
2015-05-01,2015-05-29,34,0.2843391902215432
2015-06-05,2015-07-03,34,0.1604400646442672
2015-07-03,2015-07-31,34,0.42551566080977843
2015-08-07,2015-09-04,34,-0.27853323147440795
2015-09-04,2015-10-02,34,-0.17524828113063404
2015-10-02,2015-10-30,34,-0.3344537815126051
2015-11-06,2015-12-04,34,0.5147440794499618
2015-12-04,2016-01-01,35,0.49103641456582636
2016-01-01,2016-01-29,35,0.13501400560224092
2016-02-05,2016-03-04,35,-0.5837535014005603
2016-03-04,2016-04-01,35,0.10756302521008404
2016-04-01,2016-04-29,35,-0.5787114845938376
2016-05-06,2016-06-03,35,-0.5064425770308124
2016-06-03,2016-07-01,35,0.4246498599439776
2016-07-01,2016-07-29,35,-0.5165627857754884
2016-08-05,2016-09-02,35,-0.39495798319327735
2016-09-02,2016-09-30,35,-0.1591036414565826
2016-10-07,2016-11-04,35,-0.21904761904761905
2016-11-04,2016-12-02,35,0.15253169026830446
2016-12-02,2016-12-30,35,0.17563025210084032
2017-01-06,2017-02-03,35,-0.07394957983193279
2017-02-03,2017-03-03,35,0.20309545536183793
2017-03-03,2017-03-31,35,-0.0563025210084034
2017-04-07,2017-05-05,35,0.6871148459383755
2017-05-05,2017-06-02,35,0.2907563025210085
2017-06-02,2017-06-30,35,-0.22549019607843138
2017-07-07,2017-08-04,35,0.126890756302521
2017-08-04,2017-09-01,35,0.0526610644257703
2017-09-01,2017-09-29,35,0.029691876750700293
2017-10-06,2017-11-03,35,0.19131652661064424
2017-11-03,2017-12-01,35,0.26862745098039215
2017-12-01,2017-12-29,35,0.24677871148459385
2018-01-05,2018-02-02,35,0.346498599439776
2018-02-02,2018-03-02,35,-0.3120448179271709
2018-03-02,2018-03-30,35,-0.5243697478991597
2018-04-06,2018-05-04,35,0.23445378151260501
2018-05-04,2018-06-01,35,-0.017927170868347313
2018-06-01,2018-06-29,35,-0.0075630252100840345
2018-07-06,2018-08-03,35,-0.08991596638655465
2018-08-03,2018-08-31,35,0.7619047619047619
2018-09-07,2018-10-05,35,-0.15266106442577035
2018-10-05,2018-11-02,35,-0.5700280112044818
2018-11-02,2018-11-30,35,0.15910364145658262
2018-12-07,2019-01-04,35,-0.10673016343842787
2019-01-04,2019-02-01,35,-0.7030812324929973
2019-02-01,2019-03-01,35,-0.5161425882816364
2019-03-01,2019-03-29,35,0.2159815118399683
2019-04-05,2019-05-03,35,0.33613445378151263
2019-05-03,2019-05-31,35,-0.06078857077726733
2019-06-07,2019-07-05,35,-0.42577030812324934
2019-07-05,2019-08-02,35,0.6338935574229692
2019-08-02,2019-08-30,35,0.7232492997198879
2019-09-06,2019-10-04,35,0.37030812324929974
2019-10-04,2019-11-01,35,-0.739407523348374
2019-11-01,2019-11-29,35,-0.24509803921568626
2019-12-06,2020-01-03,35,-0.031652661064425734
2020-01-03,2020-01-31,35,0.09047619047619045
2020-02-07,2020-03-06,35,0.26778711484593837
2020-03-06,2020-04-03,35,0.7061707797562213
2020-04-03,2020-05-01,35,-0.40896358543417366
2020-05-01,2020-05-29,35,-0.6532212885154063
2020-06-05,2020-07-03,35,0.7270817301953798
2020-07-03,2020-07-31,35,0.24089635854341737
2020-08-07,2020-09-04,35,-0.027450980392156894
2020-09-04,2020-10-02,35,-0.2554621848739496
2020-10-02,2020-10-30,35,-0.07591036414565824
2020-11-06,2020-12-04,35,-0.3005812739355201
2020-12-04,2021-01-01,35,0.3613445378151261
2021-01-01,2021-01-29,35,-0.025490196078431396
2021-02-05,2021-03-05,35,-0.13333333333333333
2021-03-05,2021-04-02,35,0.0011204481792717446
2021-04-02,2021-04-30,35,0.2889558099389459
2021-05-07,2021-06-04,35,0.12689075630252103
2021-06-04,2021-07-02,35,-0.15854341736694683
2021-07-02,2021-07-30,35,-0.1816653831753819
2021-08-06,2021-09-03,35,0.08795518207282915
2021-09-03,2021-10-01,35,-0.2852539579533842
2021-10-01,2021-10-29,35,0.43854611775028585
2021-11-05,2021-12-03,35,-0.30084033613445377
2021-12-03,2021-12-31,35,0.2812324929971989
2022-01-07,2022-02-04,35,-0.36946778711484596
2022-02-04,2022-03-04,35,0.44677871148459386
2022-03-04,2022-04-01,35,-0.22704671251140637
2022-04-01,2022-04-29,35,0.6316968990909579
2022-05-06,2022-06-03,35,-0.10112753018706688
2022-06-03,2022-07-01,35,0.08656068373352821
2022-07-01,2022-07-29,35,-0.7204481792717088
2022-08-05,2022-09-02,35,0.7504201680672269
2022-09-02,2022-09-30,35,0.26666666666666666
2022-10-07,2022-11-04,35,-0.09958680604294258
2022-11-04,2022-12-02,35,-0.7246498599439777
2022-12-02,2022-12-30,35,0.3719887955182073
2023-01-06,2023-02-03,35,-0.5619047619047619
2023-02-03,2023-03-03,35,0.3321193477042885
2023-03-03,2023-03-31,35,-0.2682260669089101
2023-04-07,2023-05-05,35,0.3868347338935574
2023-05-05,2023-06-02,35,-0.09523809523809523
2023-06-02,2023-06-30,35,-0.06358543417366948
2023-07-07,2023-08-04,35,-0.05182072829131654
2023-08-04,2023-09-01,35,0.23221288515406163
2023-09-01,2023-09-29,35,-0.05238095238095236
2023-10-06,2023-11-03,35,-0.43333333333333335
2023-11-03,2023-12-01,35,-0.4211779546710666
2023-12-01,2023-12-29,35,-0.1257703081232493
2024-01-05,2024-02-02,35,0.6235294117647059
2024-02-02,2024-03-01,35,0.09915966386554624
2024-03-01,2024-03-29,35,-0.21176470588235297
2024-04-05,2024-05-03,35,-0.22296918767507004
2024-05-03,2024-05-31,35,0.40336134453781514
2024-06-07,2024-07-05,35,-0.3025210084033613
2024-07-05,2024-08-02,35,-0.5257703081232493
2024-08-02,2024-08-30,35,0.4798319327731093
2024-09-06,2024-10-04,35,-0.2599439775910364
2024-10-04,2024-11-01,35,0.3588235294117647
2024-11-01,2024-11-29,35,0.26106442577030814
2024-12-06,2025-01-03,35,0.04145658263305321
2025-01-03,2025-01-31,35,0.04705882352941177
2025-02-07,2025-03-07,35,-0.5495798319327732
2025-03-07,2025-04-04,35,0.33781512605042024
2025-04-04,2025-05-02,35,-0.3313725490196079
2025-05-02,2025-05-30,35,-0.2638655462184874
2025-06-06,2025-07-04,35,-0.5279081181094946
2025-07-04,2025-08-01,35,0.1344537815126051
2025-08-01,2025-08-29,35,0.06246498599439777
2025-09-05,2025-10-03,35,0.6596638655462185
2025-10-03,2025-10-31,35,0.4260504201680672
2025-11-07,2025-12-05,35,0.226890756302521
2025-12-05,2026-01-02,35,0.36358543417366945
2026-01-02,2026-01-30,35,0.19146999136526377
2026-02-06,2026-03-06,35,-0.3509803921568628
2026-03-06,2026-04-03,35,-0.10981161172667651
2026-04-03,2026-05-01,35,-0.2456582633053221
2026-05-01,2026-05-29,35,0.002801120448179275
2026-06-05,2026-07-03,35,-0.09635854341736694
2026-07-03,2026-07-31,35,0.1472091886795115
