date,market_state,transition_quality_gate,r2a,rq_no_credit,rq_r2a_trend,mod_r2a,mod_no_credit,mod_r2a_trend,mod_conf_only
2014-05-16,neutral_mixed,0.0,0.7580214328003854,-0.19282348857541654,0.7435388803376161,1.0,1.0,1.0,1.0
2014-05-23,neutral_mixed,0.0,0.7199915784858616,-0.046036722518970855,0.6965712707648449,1.0,1.0,1.0,1.0
2014-05-30,recovery_confirmed,0.0,-0.0287885837481558,0.24747392606865867,0.261437109316624,1.0,1.0,1.0,1.0
2014-06-06,calm_trend,0.0,0.3476794709019136,0.10034088321740137,0.520029645965884,1.0,1.0,1.0,1.0
2014-06-13,calm_trend,0.0,-0.2826649414713814,0.44321747983238446,0.10213454097003302,1.0,1.0,1.0,1.0
2014-06-20,calm_trend,0.0,-0.4298705536546187,0.5407075470935212,-0.0009093875582330546,1.0,1.0,1.0,1.0
2014-06-27,calm_trend,0.0,-0.4861211036680723,0.4909563733226217,-0.04028477256765062,1.0,1.0,1.0,1.0
2014-07-04,calm_trend,0.0,-0.6524468851930914,0.5885005751590844,-0.15671281963516392,1.0,1.0,1.0,1.0
2014-07-11,calm_trend,0.0,-1.0,0.8331005514685753,-0.39999999999999997,1.0,1.0,1.0,1.0
2014-07-18,calm_trend,0.0,-0.960352600730811,0.733525594711401,-0.3722468205115676,1.0,1.0,1.0,1.0
2014-07-25,calm_trend,0.0,-0.863114879544321,0.6832764815552524,-0.30418041568102466,1.0,1.0,1.0,1.0
2014-08-01,calm_trend,0.0,-0.7902878420338879,0.5839539904817133,-0.2532014894237215,1.0,1.0,1.0,1.0
2014-08-08,neutral_mixed,0.0,-0.1203292605516418,0.09084840593956378,0.21576951761385074,1.0,1.0,1.0,1.0
2014-08-15,calm_trend,0.0,0.8244457970815824,-0.5499902434766126,0.8771120579571077,1.0,1.0,1.0,1.0
2014-08-22,calm_trend,0.0,0.793629520828625,-0.15475580932772867,0.8555406645800374,1.0,1.0,1.0,1.0
2014-08-29,calm_trend,0.0,0.499070216363182,0.3391940363471567,0.6493491514542273,1.0,1.0,1.0,1.0
2014-09-05,calm_trend,0.0,0.3765935698846544,0.43762888593181515,0.5636154989192581,1.0,1.0,1.0,1.0
2014-09-12,calm_trend,0.0,0.3477319724270459,0.387671815097581,0.5341878554563863,1.0,1.0,1.0,1.0
2014-09-19,calm_trend,0.0,0.4522261413702693,0.2882488398392971,0.5879913485282302,1.0,1.0,1.0,1.0
2014-09-26,neutral_mixed,0.0,0.3475658139984481,0.1888517000951747,0.4712493470229221,1.0,1.0,1.0,1.0
2014-10-03,neutral_mixed,0.0,1.0,-0.852334729147687,0.8495629012072343,1.0,1.0,1.0,1.0
2014-10-10,neutral_mixed,0.0,1.0,-1.0,0.732961153014081,1.0,1.0,1.0,1.0
2014-10-17,stressed_panic,0.0,-0.0099337623567656,-1.0,-0.15189735140380378,1.0,1.0,1.0,1.0
2014-10-24,stressed_panic,0.0,-0.0010271234105924,-1.0,-0.19853138857825886,1.0,1.0,1.0,1.0
2014-10-31,recovery_fragile,0.0,-1.0,-0.8878386041411294,-0.7193094148284873,1.0,1.0,1.0,1.0
2014-11-07,recovery_fragile,0.0,-0.4859788297666824,0.05205096908472138,-0.24329378658244283,1.0,1.0,1.0,1.0
2014-11-14,recovery_fragile,0.0,-0.3899905577647463,0.15093808705786985,-0.23517224229154765,1.0,1.0,1.0,1.0
2014-11-21,recovery_fragile,0.0,-0.2747694918337843,0.2498118350572665,-0.20563284220964048,1.0,1.0,1.0,1.0
2014-11-28,neutral_mixed,0.0,0.3622828163349232,0.546788136506393,0.27252878852379503,1.0,1.0,1.0,1.0
2014-12-05,neutral_mixed,0.0,0.6270654768455813,0.09989090315020027,0.4053471950429851,1.0,1.0,1.0,1.0
2014-12-12,neutral_mixed,0.0,0.2150703130192919,0.14943542708435703,0.1229339842153115,1.0,1.0,1.0,1.0
2014-12-19,stressed_panic,0.0,-0.434627585740764,0.09959977565924501,-0.47757686064888333,1.0,1.0,1.0,1.0
2014-12-26,neutral_mixed,0.0,0.1085385712185806,0.04976561816317436,-0.05302561257837256,1.0,1.0,1.0,1.0
2015-01-02,neutral_mixed,0.0,-0.0292763210671089,0.04971780915269392,-0.127155279765779,1.0,1.0,1.0,1.0
2015-01-09,neutral_mixed,0.0,-0.0986654532360022,0.14933489142675496,-0.21167157262142072,1.0,1.0,1.0,1.0
2015-01-16,stressed_panic,0.0,0.3562566507419357,-0.15008833729688778,0.15459921752803624,1.0,1.0,1.0,1.0
2015-01-23,stressed_panic,0.0,0.6219988944451862,-1.0,0.3355596565102811,1.0,1.0,1.0,1.0
2015-01-30,recovery_fragile,0.0,-0.4230015173918873,-0.047888499030380345,-0.3964308155291437,1.0,1.0,1.0,1.0
2015-02-06,stressed_panic,0.0,0.0671944318167784,-1.0,-0.15416803218015535,1.0,1.0,1.0,1.0
2015-02-13,recovery_fragile,0.0,-0.9156945131617616,-0.44326367075444917,-0.7013831248013701,1.0,1.0,1.0,1.0
2015-02-20,recovery_fragile,0.0,-0.660989535271918,-0.0935366261533948,-0.4992677004458981,1.0,1.0,1.0,1.0
2015-02-27,recovery_confirmed,0.0,0.011694737904279,0.5058043814907387,0.016496218755513478,1.0,1.0,1.0,1.0
2015-03-06,neutral_mixed,0.0,0.7317983478535307,0.10546190551666342,0.5330810434593433,1.0,1.0,1.0,1.0
2015-03-13,neutral_mixed,0.0,0.729911128229789,-0.09475567480902193,0.46755302251550784,1.0,1.0,1.0,1.0
2015-03-20,neutral_mixed,0.0,0.8672324839043194,-0.29494884989277426,0.682006204615836,1.0,1.0,1.0,1.0
2015-03-27,neutral_mixed,0.0,0.2536699560553406,0.4570316932626165,0.2548283209832771,1.0,1.0,1.0,1.0
2015-04-03,recovery_fragile,0.0,-0.376646639471783,-0.3458663298061538,-0.2625763439660428,1.0,1.0,1.0,1.0
2015-04-10,recovery_fragile,0.0,-0.4996213383872567,-0.49602418168653395,-0.2587701378721734,1.0,1.0,1.0,1.0
2015-04-17,recovery_fragile,0.0,0.7479813346394486,0.8601527104086869,0.643016104692509,1.0,1.0,1.0,1.0
2015-04-24,recovery_fragile,0.0,-0.1672208699721168,-0.19580357488895742,-0.007833183627762488,1.0,1.0,1.0,1.0
2015-05-01,neutral_mixed,0.0,-0.0841021685401311,0.7092831151966724,0.017790478095211414,1.0,1.0,1.0,1.0
2015-05-08,neutral_mixed,0.0,0.5128927780833977,0.20547604217484067,0.4467825758033205,1.0,1.0,1.0,1.0
2015-05-15,neutral_mixed,0.0,0.318010494488413,0.5073188908996737,0.3008804515455929,1.0,1.0,1.0,1.0
2015-05-22,neutral_mixed,0.0,0.0322112260922243,0.6074307096321026,0.07192525422292008,1.0,1.0,1.0,1.0
2015-05-29,neutral_mixed,0.0,-0.5573250372325768,0.9087165645726794,-0.36739092247888,1.0,1.0,1.0,1.0
2015-06-05,neutral_mixed,0.0,-0.463596282188553,0.40350847976514215,-0.3791546633252183,1.0,1.0,1.0,1.0
2015-06-12,neutral_mixed,0.0,-0.2067445547619289,0.302172495384173,-0.24805245252811242,1.0,1.0,1.0,1.0
2015-06-19,neutral_mixed,0.0,0.1228090394496423,0.20086353366092138,0.0646729393030726,1.0,1.0,1.0,1.0
2015-06-26,neutral_mixed,0.0,-0.2940549867045179,0.503903889671821,-0.30091941068609307,1.0,1.0,1.0,1.0
2015-07-03,neutral_mixed,0.0,0.0024782952323166,0.40220148999728755,-0.0649133603974699,1.0,1.0,1.0,1.0
2015-07-10,neutral_mixed,0.0,0.6799406363237458,-0.05383743501642933,0.31413525304137024,1.0,1.0,1.0,1.0
2015-07-17,stressed_panic,0.0,-0.2931351932291254,0.2502557332356788,-0.4710961517235107,1.0,1.0,1.0,1.0
2015-07-24,neutral_mixed,0.0,0.7995201264268446,0.04714949830170302,0.44484293991369633,1.0,1.0,1.0,1.0
2015-07-31,neutral_mixed,0.0,1.0,-0.916743585973699,0.4058284980352319,1.0,1.0,1.0,1.0
2015-08-07,neutral_mixed,0.0,1.0,-0.5603427136565189,0.5103225039679204,1.0,1.0,1.0,1.0
2015-08-14,neutral_mixed,0.0,1.0,-1.0,0.4319266804079501,1.0,1.0,1.0,1.0
2015-08-21,stressed_panic,0.0,-0.8180179948696172,-0.5070634616605565,-0.8726125964087321,1.0,1.0,1.0,1.0
2015-08-28,stressed_panic,0.0,0.6097464013047432,-1.0,0.12682248091332027,1.0,1.0,1.0,1.0
2015-09-04,stressed_panic,0.0,0.9996415458497472,-1.0,0.399749082094823,1.0,1.0,1.0,1.0
2015-09-11,stressed_panic,0.0,1.0,-1.0,0.39999999999999997,1.0,1.0,1.0,1.0
2015-09-18,stressed_panic,0.0,1.0,-1.0,0.39999999999999997,1.0,1.0,1.0,1.0
2015-09-25,stressed_panic,0.0,1.0,-1.0,0.39999999999999997,1.0,1.0,1.0,1.0
2015-10-02,stressed_panic,0.0,1.0,-1.0,0.39999999999999997,1.0,1.0,1.0,1.0
2015-10-09,stressed_panic,0.0,1.0,-0.9906797408802955,0.39999999999999997,1.0,1.0,1.0,1.0
2015-10-16,neutral_mixed,0.0,0.0924028176296612,-0.1317274595400636,-0.23531802765923715,1.0,1.0,1.0,1.0
2015-10-23,neutral_mixed,0.0,1.0,-1.0,0.39999999999999997,1.0,1.0,1.0,1.0
2015-10-30,neutral_mixed,0.0,0.9949226145583536,-0.18005128673791967,0.3964458301908475,1.0,1.0,1.0,1.0
2015-11-06,neutral_mixed,0.0,1.0,-0.28097000637308117,0.39999999999999997,1.0,1.0,1.0,1.0
2015-11-13,neutral_mixed,0.0,0.3390814371478872,0.17458313888903468,-0.06264299399647896,1.0,1.0,1.0,1.0
2015-11-20,stressed_panic,0.0,0.8786420070380706,-0.281251436418143,0.3150494049266494,1.0,1.0,1.0,1.0
2015-11-27,neutral_mixed,0.0,-0.0028858685817663,-0.12897862306663863,-0.3020201080072364,1.0,1.0,1.0,1.0
2015-12-04,neutral_mixed,0.0,-0.1529192849025787,-0.12886355382592107,-0.40100386272775485,1.0,1.0,1.0,1.0
2015-12-11,neutral_mixed,0.0,-0.389900471092007,0.1250594530733324,-0.5468410077096615,1.0,1.0,1.0,1.0
2015-12-18,stressed_panic,0.0,1.0,-1.0,0.39999999999999997,1.0,1.0,1.0,1.0
2015-12-25,stressed_panic,0.0,0.7154813782563189,-1.0,0.2008369647794232,1.0,1.0,1.0,1.0
2016-01-01,neutral_mixed,0.0,0.9105261467633426,-0.4800881486980961,0.3373683027343399,1.0,1.0,1.0,1.0
2016-01-08,stressed_panic,0.0,-0.0199180570165813,-0.9868495760160675,-0.3139426399116069,1.0,1.0,1.0,1.0
2016-01-15,stressed_panic,0.0,0.5882389900696186,-1.0,0.11176729304873295,1.0,1.0,1.0,1.0
2016-01-22,stressed_panic,0.0,1.0,-1.0,0.39999999999999997,1.0,1.0,1.0,1.0
2016-01-29,stressed_panic,0.0,1.0,-1.0,0.39999999999999997,1.0,1.0,1.0,1.0
2016-02-05,stressed_panic,0.0,1.0,-1.0,0.39999999999999997,1.0,1.0,1.0,1.0
2016-02-12,stressed_panic,0.0,1.0,-1.0,0.39999999999999997,1.0,1.0,1.0,1.0
2016-02-19,stressed_panic,0.0,1.0,-1.0,0.39999999999999997,1.0,1.0,1.0,1.0
2016-02-26,stressed_panic,0.0,1.0,-1.0,0.39999999999999997,1.0,1.0,1.0,1.0
2016-03-04,stressed_panic,0.0,1.0,-1.0,0.39999999999999997,1.0,1.0,1.0,1.0
2016-03-11,stressed_panic,0.0,-0.2850687154918615,-0.3022517521299742,-0.499548100844303,1.0,1.0,1.0,1.0
2016-03-18,stressed_panic,0.0,-1.0,0.00045623912252649556,-0.8437645933060076,1.0,1.0,1.0,1.0
2016-03-25,neutral_mixed,0.0,0.3376320305829554,0.656083460356865,0.1005386721625138,1.0,1.0,1.0,1.0
2016-04-01,recovery_fragile,0.0,-0.8113851787070633,-0.5557546916073602,-0.7197643414301238,1.0,1.0,1.0,1.0
2016-04-08,neutral_mixed,0.0,0.3094493708886798,-0.3532208696354085,0.16723795061521768,1.0,1.0,1.0,1.0
2016-04-15,neutral_mixed,0.0,-0.0456810186039729,-0.25182016047144395,-0.149369514190756,1.0,1.0,1.0,1.0
2016-04-22,neutral_mixed,0.0,-0.6077972454068077,0.4059270231048038,-0.5030644274638663,1.0,1.0,1.0,1.0
2016-04-29,recovery_fragile,0.0,0.9855847614187428,0.5572961017079814,0.5439445913748693,1.0,1.0,1.0,1.0
2016-05-06,neutral_mixed,0.0,0.1033787203919942,-0.40545721116372985,-0.11645231470052497,1.0,1.0,1.0,1.0
2016-05-13,neutral_mixed,0.0,0.3139553181363668,-0.6583004481437572,-0.03689669780617613,1.0,1.0,1.0,1.0
2016-05-20,neutral_mixed,0.0,0.7758665247109798,-1.0,0.30842174277482065,1.0,1.0,1.0,1.0
2016-05-27,recovery_confirmed,0.0,-0.4363957781882543,-0.8578348632178179,-0.6032042905488468,1.0,1.0,1.0,1.0
2016-06-03,recovery_confirmed,0.0,0.1547269495724187,0.15699569371201624,-0.11758290118408328,1.0,1.0,1.0,1.0
2016-06-10,recovery_confirmed,0.0,-0.2132418563902544,0.004622237629694992,-0.3787289884983147,1.0,1.0,1.0,1.0
2016-06-17,recovery_confirmed,0.0,-0.2276163004012815,-0.14774871833216308,-0.3443511043148978,1.0,1.0,1.0,1.0
2016-06-24,neutral_mixed,0.0,1.0,-1.0,0.39999999999999997,1.0,1.0,1.0,1.0
2016-07-01,neutral_mixed,0.0,1.0,-1.0,0.39999999999999997,1.0,1.0,1.0,1.0
2016-07-08,neutral_mixed,0.0,1.0,-0.3450280159000683,0.44286307223363874,1.0,1.0,1.0,1.0
2016-07-15,calm_trend,0.0,0.918973460789382,-0.09100075810318745,0.4861233035594341,1.0,1.0,1.0,1.0
2016-07-22,calm_trend,0.0,0.5280846210939721,0.06144427008324796,0.2000997833265865,1.0,1.0,1.0,1.0
2016-07-29,calm_trend,0.0,-0.2548987690060217,0.4679642926044438,-0.3283570250164951,1.0,1.0,1.0,1.0
2016-08-05,calm_trend,0.0,-0.4706376454231013,0.5691546015191761,-0.427312461225232,1.0,1.0,1.0,1.0
2016-08-12,calm_trend,0.0,-0.8202390897491392,0.8226915277848635,-0.6231589168669449,1.0,1.0,1.0,1.0
2016-08-19,calm_trend,0.0,-0.9187795173082904,0.9231778708781672,-0.6689127631308579,1.0,1.0,1.0,1.0
2016-08-26,calm_trend,0.0,-0.9890938902552172,1.0,-0.6584891319143243,1.0,1.0,1.0,1.0
2016-09-02,calm_trend,0.0,-0.9137674650473716,0.970855721557426,-0.5948724891427285,1.0,1.0,1.0,1.0
2016-09-09,calm_trend,0.0,-1.0,1.0,-0.6220217908445212,1.0,1.0,1.0,1.0
2016-09-16,calm_trend,0.0,-0.4823481118143072,0.5095121834750063,-0.28638409057038533,1.0,1.0,1.0,1.0
2016-09-23,calm_trend,0.0,-0.3366820143243068,0.559875935681249,-0.18582296184243074,1.0,1.0,1.0,1.0
2016-09-30,calm_trend,0.0,-0.5786845291491827,1.0,-0.3515231008656612,1.0,1.0,1.0,1.0
2016-10-07,calm_trend,0.0,-0.8298805612694411,1.0,-0.5401069344398395,1.0,1.0,1.0,1.0
2016-10-14,calm_trend,0.0,-0.3176764836343295,0.9593905426828542,-0.19627152624755476,1.0,1.0,1.0,1.0
2016-10-21,calm_trend,0.0,0.1632443883252419,0.04334769383450645,0.06632989827989574,1.0,1.0,1.0,1.0
2016-10-28,calm_trend,0.0,-0.201661149160124,0.4503527776363378,-0.16725128698244682,1.0,1.0,1.0,1.0
2016-11-04,neutral_mixed,0.0,0.2577179641669349,-0.26290877365445015,0.11192883254119125,1.0,1.0,1.0,1.0
2016-11-11,neutral_mixed,0.0,1.0,-1.0,0.5520491659873887,1.0,1.0,1.0,1.0
2016-11-18,neutral_mixed,0.0,0.7997279528344028,-0.3611766256514704,0.5506311753329914,1.0,1.0,1.0,1.0
2016-11-25,neutral_mixed,0.0,0.5816006011735754,0.3009644106790895,0.45635010082214994,1.0,1.0,1.0,1.0
2016-12-02,neutral_mixed,0.0,0.4101353385257646,0.4025710906279613,0.40034810366010537,1.0,1.0,1.0,1.0
2016-12-09,neutral_mixed,0.0,0.2947373294651452,0.09633689087631131,0.2999157830692203,1.0,1.0,1.0,1.0
2016-12-16,calm_trend,0.0,-0.3657456844197992,0.81019226272324,0.002101134802147131,1.0,1.0,1.0,1.0
2016-12-23,neutral_mixed,0.0,-0.2087798907911537,0.4521912283820535,0.12938464666777222,1.0,1.0,1.0,1.0
2016-12-30,calm_trend,0.0,-0.2433616265369471,0.29859151722543503,0.10151994377047,1.0,1.0,1.0,1.0
2017-01-06,calm_trend,0.0,-0.3938793762255422,0.2983321008889479,0.0029624459063647413,1.0,1.0,1.0,1.0
2017-01-13,calm_trend,0.0,-0.7466337182995942,0.6047991475778136,-0.2226436028097159,1.0,1.0,1.0,1.0
2017-01-20,calm_trend,0.0,-1.0,0.8596757169835808,-0.39999999999999997,1.0,1.0,1.0,1.0
2017-01-27,calm_trend,0.0,-1.0,0.9606544801804768,-0.39999999999999997,1.0,1.0,1.0,1.0
2017-02-03,calm_trend,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2017-02-10,calm_trend,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2017-02-17,calm_trend,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2017-02-24,calm_trend,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2017-03-03,calm_trend,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2017-03-10,neutral_mixed,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2017-03-17,neutral_mixed,0.0,-0.753485299984174,0.4354807383943768,-0.22743970998892177,1.0,1.0,1.0,1.0
2017-03-24,neutral_mixed,0.0,-1.0,0.7414222392897152,-0.39999999999999997,1.0,1.0,1.0,1.0
2017-03-31,calm_trend,0.0,-0.566222099126108,0.28075719055654813,-0.0963554693882756,1.0,1.0,1.0,1.0
2017-04-07,calm_trend,0.0,-0.5398417337292553,0.4850705949649022,-0.07788921361047868,1.0,1.0,1.0,1.0
2017-04-14,calm_trend,0.0,-0.5829972995259499,0.5357580831695687,-0.10809810966816491,1.0,1.0,1.0,1.0
2017-04-21,neutral_mixed,0.0,0.2476905053453018,-0.1304491754727372,0.47338335374171125,1.0,1.0,1.0,1.0
2017-04-28,calm_trend,0.0,0.1048212562826473,0.43338346048776205,0.3733748793978531,1.0,1.0,1.0,1.0
2017-05-05,calm_trend,0.0,-0.1433151503242215,0.7916663314366603,0.19967939477304492,1.0,1.0,1.0,1.0
2017-05-12,calm_trend,0.0,0.0034340152921239,0.7394368826767616,0.30240381070448674,1.0,1.0,1.0,1.0
2017-05-19,calm_trend,0.0,-0.0162231616685116,0.8410417812099487,0.2886437868320419,1.0,1.0,1.0,1.0
2017-05-26,calm_trend,0.0,0.2178488042803063,0.583581910210644,0.45249416299621437,1.0,1.0,1.0,1.0
2017-06-02,calm_trend,0.0,-0.416367732148342,1.0,0.008542587496160603,1.0,1.0,1.0,1.0
2017-06-09,calm_trend,0.0,-0.6732044252953268,0.9915544410001511,-0.1712430977067287,1.0,1.0,1.0,1.0
2017-06-16,calm_trend,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2017-06-23,calm_trend,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2017-06-30,calm_trend,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2017-07-07,calm_trend,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2017-07-14,calm_trend,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2017-07-21,calm_trend,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2017-07-28,calm_trend,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2017-08-04,calm_trend,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2017-08-11,calm_trend,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2017-08-18,neutral_mixed,0.0,-0.901429472017528,0.7613176087939266,-0.3325982150019303,1.0,1.0,1.0,1.0
2017-08-25,neutral_mixed,0.0,0.961101998040173,-0.7191329400251877,0.9572958354385468,1.0,1.0,1.0,1.0
2017-09-01,calm_trend,0.0,1.0,-0.5652761258943296,0.9870655052562844,1.0,1.0,1.0,1.0
2017-09-08,calm_trend,0.0,0.5340840490454242,0.1503375147247739,0.6738588343317968,1.0,1.0,1.0,1.0
2017-09-15,calm_trend,0.0,0.8596147050776253,-0.36096785425106187,0.9017302935543376,1.0,1.0,1.0,1.0
2017-09-22,calm_trend,0.0,0.1808559602954219,0.30431559815032616,0.42659917220679533,1.0,1.0,1.0,1.0
2017-09-29,calm_trend,0.0,-0.2188067087025591,0.559911558457501,0.14683530390820862,1.0,1.0,1.0,1.0
2017-10-06,calm_trend,0.0,-0.6795500507826185,1.0,-0.17568503554783294,1.0,1.0,1.0,1.0
2017-10-13,calm_trend,0.0,-0.8137328255177041,1.0,-0.26961297786239286,1.0,1.0,1.0,1.0
2017-10-20,calm_trend,0.0,-0.6824022210343327,0.9140273058985744,-0.17768155472403285,1.0,1.0,1.0,1.0
2017-10-27,neutral_mixed,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2017-11-03,neutral_mixed,0.0,-0.7943245718747052,0.6039886208090046,-0.2560272003122936,1.0,1.0,1.0,1.0
2017-11-10,calm_trend,0.0,-0.833458626600245,0.552189476754833,-0.2834210386201715,1.0,1.0,1.0,1.0
2017-11-17,neutral_mixed,0.0,-0.913324526038632,0.6028649530886959,-0.3393271682270424,1.0,1.0,1.0,1.0
2017-11-24,neutral_mixed,0.0,-0.7290574593744304,0.3972735881096967,-0.21034022156210125,1.0,1.0,1.0,1.0
2017-12-01,neutral_mixed,0.0,-0.8173769461895534,0.49949880694400156,-0.27216386233268736,1.0,1.0,1.0,1.0
2017-12-08,neutral_mixed,0.0,-0.9151969646682412,0.6016369926247445,-0.34063787526776884,1.0,1.0,1.0,1.0
2017-12-15,neutral_mixed,0.0,-1.0,0.7036522118188077,-0.39999999999999997,1.0,1.0,1.0,1.0
2017-12-22,neutral_mixed,0.0,-1.0,0.8055025504878602,-0.39999999999999997,1.0,1.0,1.0,1.0
2017-12-29,neutral_mixed,0.0,-1.0,0.9584330887265747,-0.39999999999999997,1.0,1.0,1.0,1.0
2018-01-05,neutral_mixed,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2018-01-12,neutral_mixed,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2018-01-19,neutral_mixed,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2018-01-26,neutral_mixed,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2018-02-02,neutral_mixed,0.0,-1.0,1.0,-0.39999999999999997,1.0,1.0,1.0,1.0
2018-02-09,stressed_panic,0.0,0.6617315983890433,1.0,0.7632121188723302,1.0,1.0,1.0,1.0
2018-02-16,stressed_panic,0.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0
2018-02-23,stressed_panic,0.0,-0.8892866809227095,0.48245982800578535,-0.3225006766458966,1.0,1.0,1.0,1.0
2018-03-02,stressed_panic,0.0,-1.0,0.430840624510795,-0.39999999999999997,1.0,1.0,1.0,1.0
2018-03-09,stressed_panic,0.0,-0.275276434532557,-0.4917073127016226,0.10730649582721008,1.0,1.0,1.0,1.0
2018-03-16,stressed_panic,0.0,-1.0,0.7900005688406998,-0.39999999999999997,1.0,1.0,1.0,1.0
2018-03-23,stressed_panic,0.0,-1.0,0.4816523699262653,-0.39999999999999997,1.0,1.0,1.0,1.0
2018-03-30,stressed_panic,0.0,0.2566818548789954,-0.9035587408327354,0.3192240906097664,1.0,1.0,1.0,1.0
2018-04-06,stressed_panic,0.0,0.8409849502423783,-0.646121109284402,0.7417848545484605,1.0,1.0,1.0,1.0
2018-04-13,stressed_panic,0.0,1.0,-1.0,0.7420703816599129,1.0,1.0,1.0,1.0
2018-04-20,stressed_panic,0.0,0.7163553873514772,-0.49009795484981156,0.5699517241877664,1.0,1.0,1.0,1.0
2018-04-27,stressed_panic,0.0,0.1710380765718186,-0.027438914589863094,0.1466740201041223,1.0,1.0,1.0,1.0
2018-05-04,stressed_panic,0.0,-0.3234004649729089,-0.23302764351828284,-0.22263896104911798,1.0,1.0,1.0,1.0
2018-05-11,stressed_panic,0.0,-1.0,0.4872080742316104,-0.6188751673960466,1.0,1.0,1.0,1.0
2018-05-18,stressed_panic,0.0,-1.0,1.0,-0.41370199754696785,1.0,1.0,1.0,1.0
2018-05-25,stressed_panic,0.0,-1.0,1.0,-0.5637496354307912,1.0,1.0,1.0,1.0
2018-06-01,stressed_panic,0.0,-1.0,0.8417847520435066,-0.6147229100694559,1.0,1.0,1.0,1.0
2018-06-08,neutral_mixed,0.0,-0.2267485716406677,1.0,0.046747701398893005,1.0,1.0,1.0,1.0
2018-06-15,recovery_fragile,0.0,-0.2578725007990119,-0.2915201280569205,-0.020656822607945213,1.0,1.0,1.0,1.0
2018-06-22,neutral_mixed,0.0,-0.1479773476627001,-0.13699783815107092,0.004376606625307519,1.0,1.0,1.0,1.0
2018-06-29,neutral_mixed,0.0,0.0322879750649358,-0.3427665340036121,0.12186499752282673,1.0,1.0,1.0,1.0
2018-07-06,neutral_mixed,0.0,0.1037668856961909,-0.23950156624244806,0.054661510048902004,1.0,1.0,1.0,1.0
2018-07-13,neutral_mixed,0.0,0.0611218978985828,-0.1362490266908034,-0.008981659710739144,1.0,1.0,1.0,1.0
2018-07-20,neutral_mixed,0.0,-0.0485156040200579,-0.032999716480910615,-0.0979619079556999,1.0,1.0,1.0,1.0
2018-07-27,neutral_mixed,0.0,-0.284218275095715,0.2766864525965186,-0.3172160871132901,1.0,1.0,1.0,1.0
2018-08-03,neutral_mixed,0.0,-0.5743327465538629,0.5346168981564977,-0.4955497271605641,1.0,1.0,1.0,1.0
2018-08-10,neutral_mixed,0.0,-0.6821306153711978,0.6374031596280346,-0.5498587887638228,1.0,1.0,1.0,1.0
2018-08-17,recovery_fragile,0.0,1.0,0.585119176678533,0.6307878013958997,1.0,1.0,1.0,1.0
2018-08-24,recovery_fragile,0.0,0.5995303832130807,0.015805447422723773,0.26544324223486093,1.0,1.0,1.0,1.0
2018-08-31,recovery_fragile,0.0,0.7109140662419183,0.11930281764792762,0.3591474263056121,1.0,1.0,1.0,1.0
2018-09-07,neutral_mixed,0.0,-0.3702234427550953,0.22279286828713377,-0.37235355537468,1.0,1.0,1.0,1.0
2018-09-14,neutral_mixed,0.0,-0.2514914171491854,0.015336038857475837,-0.33760996651003344,1.0,1.0,1.0,1.0
2018-09-21,neutral_mixed,0.0,-0.4459135007421014,0.11904727566642516,-0.4080779211819944,1.0,1.0,1.0,1.0
2018-09-28,neutral_mixed,0.0,-0.5622311805587679,0.22275122123850852,-0.3665811467324414,1.0,1.0,1.0,1.0
2018-10-05,neutral_mixed,0.0,-0.7322496571186086,0.274513455878803,-0.5024233631516275,1.0,1.0,1.0,1.0
2018-10-12,neutral_mixed,0.0,0.0884199603452406,-0.557002830418635,0.0009363168500667873,1.0,1.0,1.0,1.0
2018-10-19,stressed_panic,0.0,0.5946749459269284,-1.0,0.1585134574781053,1.0,1.0,1.0,1.0
2018-10-26,stressed_panic,0.0,0.0821683928921567,-1.0,-0.2424821249754903,1.0,1.0,1.0,1.0
