family,decision_at,cik10,company_name,sector,score,available_features,intended_weight
profitability,2025-01-01 00:00:00+00:00,0001014473,VERISIGN INC/CA,technology,0.9769933032001181,4,0.1
profitability,2025-01-01 00:00:00+00:00,0001621434,"BLACK STONE MINERALS, L.P.",energy,0.9347660913925976,3,0.1
profitability,2025-01-01 00:00:00+00:00,0001045810,NVIDIA CORP,technology,0.9331492829150351,4,0.1
profitability,2025-01-01 00:00:00+00:00,0001393052,VEEVA SYSTEMS INC,technology,0.9281523348987937,4,0.1
profitability,2025-01-01 00:00:00+00:00,0001107843,"QUALYS, INC.",technology,0.918414571881962,4,0.1
profitability,2025-01-01 00:00:00+00:00,0001262039,"FORTINET, INC.",technology,0.913464965377403,4,0.1
profitability,2025-01-01 00:00:00+00:00,0001005284,UNIVERSAL DISPLAY CORP PA,technology,0.9110181382140922,4,0.1
profitability,2025-01-01 00:00:00+00:00,0001866633,"CONSENSUS CLOUD SOLUTIONS, INC.",technology,0.9038417139301335,4,0.1
profitability,2025-04-01 00:00:00+00:00,0000785786,PLEXUS CORP,technology,1.0,4,0.1
profitability,2025-04-01 00:00:00+00:00,0001171486,NATURAL RESOURCE PARTNERS LP,energy,0.9940476190476191,4,0.1
profitability,2025-04-01 00:00:00+00:00,0000917273,RAMBUS INC,technology,0.9830525127426546,4,0.1
profitability,2025-04-01 00:00:00+00:00,0001014473,VERISIGN INC/CA,technology,0.9755836494113297,4,0.1
profitability,2025-04-01 00:00:00+00:00,0001621434,"BLACK STONE MINERALS, L.P.",energy,0.9355555555555556,3,0.1
profitability,2025-04-01 00:00:00+00:00,0001045810,NVIDIA CORP,technology,0.9351706113377554,4,0.1
profitability,2025-04-01 00:00:00+00:00,0001393052,VEEVA SYSTEMS INC,technology,0.912083602077046,4,0.1
profitability,2025-04-01 00:00:00+00:00,0001107843,"QUALYS, INC.",technology,0.9113611128068877,4,0.1
profitability,2025-04-01 00:00:00+00:00,0001262039,"FORTINET, INC.",technology,0.9036310704006781,4,0.1
profitability,2025-04-01 00:00:00+00:00,0001005284,UNIVERSAL DISPLAY CORP PA,technology,0.9035910795667188,4,0.1
profitability,2025-07-01 00:00:00+00:00,0000785786,PLEXUS CORP,technology,1.0,4,0.1
profitability,2025-07-01 00:00:00+00:00,0000917273,RAMBUS INC,technology,0.994798479166952,4,0.1
profitability,2025-07-01 00:00:00+00:00,0001014473,VERISIGN INC/CA,technology,0.97267969139216,4,0.1
profitability,2025-07-01 00:00:00+00:00,0001045810,NVIDIA CORP,technology,0.9543583719717983,4,0.1
profitability,2025-07-01 00:00:00+00:00,0001393052,VEEVA SYSTEMS INC,technology,0.9409932783130246,4,0.1
profitability,2025-07-01 00:00:00+00:00,0001751008,APPLOVIN CORP,technology,0.9336676813244095,4,0.1
profitability,2025-07-01 00:00:00+00:00,0001107843,"QUALYS, INC.",technology,0.9278265980679204,4,0.1
profitability,2025-07-01 00:00:00+00:00,0001442145,"VERISK ANALYTICS, INC.",technology,0.924437906767325,4,0.1
profitability,2025-07-01 00:00:00+00:00,0001171486,NATURAL RESOURCE PARTNERS LP,energy,0.9234838690721043,4,0.1
profitability,2025-07-01 00:00:00+00:00,0001031308,BENTLEY SYSTEMS INC,technology,0.891668366975414,4,0.1
profitability,2025-10-01 00:00:00+00:00,0000785786,PLEXUS CORP,technology,1.0,4,0.1
profitability,2025-10-01 00:00:00+00:00,0000917273,RAMBUS INC,technology,0.9934727106422279,4,0.1
profitability,2025-10-01 00:00:00+00:00,0001014473,VERISIGN INC/CA,technology,0.9697474868570617,4,0.1
profitability,2025-10-01 00:00:00+00:00,0001751008,APPLOVIN CORP,technology,0.9696606813015061,4,0.1
profitability,2025-10-01 00:00:00+00:00,0001045810,NVIDIA CORP,technology,0.9524394359192954,4,0.1
profitability,2025-10-01 00:00:00+00:00,0001171486,NATURAL RESOURCE PARTNERS LP,energy,0.9452282815472415,4,0.1
profitability,2025-10-01 00:00:00+00:00,0001107843,"QUALYS, INC.",technology,0.9205143062659846,4,0.1
profitability,2025-10-01 00:00:00+00:00,0001393052,VEEVA SYSTEMS INC,technology,0.8990098394430236,4,0.1
profitability,2025-10-01 00:00:00+00:00,0001516513,"DOXIMITY, INC.",technology,0.8947756820119351,4,0.1
profitability,2025-10-01 00:00:00+00:00,0001262039,"FORTINET, INC.",technology,0.886245426612674,4,0.1
profitability,2026-01-01 00:00:00+00:00,0000785786,PLEXUS CORP,technology,1.0,4,0.1
profitability,2026-01-01 00:00:00+00:00,0000917273,RAMBUS INC,technology,0.989452789348825,4,0.1
profitability,2026-01-01 00:00:00+00:00,0001014473,VERISIGN INC/CA,technology,0.9694477166380244,4,0.1
profitability,2026-01-01 00:00:00+00:00,0001751008,APPLOVIN CORP,technology,0.9639444578056313,4,0.1
profitability,2026-01-01 00:00:00+00:00,0001045810,NVIDIA CORP,technology,0.9330972489445959,4,0.1
profitability,2026-01-01 00:00:00+00:00,0001107843,"QUALYS, INC.",technology,0.9312666366234543,4,0.1
profitability,2026-01-01 00:00:00+00:00,0001171486,NATURAL RESOURCE PARTNERS LP,energy,0.9269006849315069,4,0.1
profitability,2026-01-01 00:00:00+00:00,0001393052,VEEVA SYSTEMS INC,technology,0.9249157466905766,4,0.1
profitability,2026-01-01 00:00:00+00:00,0001442145,"VERISK ANALYTICS, INC.",technology,0.9105943769380207,4,0.1
profitability,2026-01-01 00:00:00+00:00,0000789019,MICROSOFT CORP,technology,0.8938491873544538,4,0.1
profitability,2026-04-01 00:00:00+00:00,0000917273,RAMBUS INC,technology,0.9908203369116891,4,0.1
profitability,2026-04-01 00:00:00+00:00,0001014473,VERISIGN INC/CA,technology,0.9708295199974852,4,0.1
profitability,2026-04-01 00:00:00+00:00,0001751008,APPLOVIN CORP,technology,0.9665975876361721,4,0.1
profitability,2026-04-01 00:00:00+00:00,0001045810,NVIDIA CORP,technology,0.9342716562298338,4,0.1
profitability,2026-04-01 00:00:00+00:00,0001107843,"QUALYS, INC.",technology,0.9285767818213772,4,0.1
profitability,2026-04-01 00:00:00+00:00,0001171486,NATURAL RESOURCE PARTNERS LP,energy,0.9268663221044173,4,0.1
profitability,2026-04-01 00:00:00+00:00,0001393052,VEEVA SYSTEMS INC,technology,0.9155846942957346,4,0.1
profitability,2026-04-01 00:00:00+00:00,0001442145,"VERISK ANALYTICS, INC.",technology,0.9115555081971688,4,0.1
profitability,2026-04-01 00:00:00+00:00,0001730168,BROADCOM INC.,technology,0.895508752277035,4,0.1
profitability,2026-04-01 00:00:00+00:00,0000796343,ADOBE INC.,technology,0.8946333455698416,4,0.1
profitability,2026-07-01 00:00:00+00:00,0000917273,RAMBUS INC,technology,0.9932626920294481,4,0.1
profitability,2026-07-01 00:00:00+00:00,0001751008,APPLOVIN CORP,technology,0.9662431025433705,4,0.1
profitability,2026-07-01 00:00:00+00:00,0001045810,NVIDIA CORP,technology,0.9579536717874519,4,0.1
profitability,2026-07-01 00:00:00+00:00,0001014473,VERISIGN INC/CA,technology,0.9567544718214959,4,0.1
profitability,2026-07-01 00:00:00+00:00,0000033213,EQT CORP,energy,0.9401004304160688,4,0.1
profitability,2026-07-01 00:00:00+00:00,0001596532,"ARISTA NETWORKS, INC.",technology,0.9352369604380328,4,0.1
profitability,2026-07-01 00:00:00+00:00,0001321655,PALANTIR TECHNOLOGIES INC.,technology,0.9241613118288723,4,0.1
profitability,2026-07-01 00:00:00+00:00,0001393052,VEEVA SYSTEMS INC,technology,0.910772798842504,4,0.1
profitability,2026-07-01 00:00:00+00:00,0000874499,GULFPORT ENERGY CORP,energy,0.893550135501355,3,0.1
profitability,2026-07-01 00:00:00+00:00,0001005284,UNIVERSAL DISPLAY CORP PA,technology,0.8837354781054514,4,0.1
balance_sheet_quality,2023-01-01 00:00:00+00:00,0001349436,SANDRIDGE ENERGY INC,energy,0.9270833333333334,4,0.1
balance_sheet_quality,2023-01-01 00:00:00+00:00,0001823878,"PLAYSTUDIOS, INC.",technology,0.8912312096028084,4,0.1
balance_sheet_quality,2023-01-01 00:00:00+00:00,0001506293,"PINTEREST, INC.",technology,0.8322848518174296,4,0.1
balance_sheet_quality,2023-01-01 00:00:00+00:00,0001023459,"SIMULATIONS PLUS, INC.",technology,0.8281241045038849,4,0.1
balance_sheet_quality,2023-01-01 00:00:00+00:00,0000722572,FRANKLIN WIRELESS CORP,technology,0.8148894807581737,4,0.1
balance_sheet_quality,2023-01-01 00:00:00+00:00,0000751978,VICOR CORP,technology,0.8122379869154895,4,0.1
balance_sheet_quality,2023-01-01 00:00:00+00:00,0001327318,"TRUECAR, INC.",technology,0.811167023082374,4,0.1
balance_sheet_quality,2023-01-01 00:00:00+00:00,0001577526,"C3.AI, INC.",technology,0.7825723217518697,4,0.1
balance_sheet_quality,2023-01-01 00:00:00+00:00,0001463972,VUZIX CORP,technology,0.7781724233283654,4,0.1
balance_sheet_quality,2023-01-01 00:00:00+00:00,0001760717,SCIPLAY CORP,technology,0.7774363172683476,4,0.1
balance_sheet_quality,2023-04-01 00:00:00+00:00,0001349436,SANDRIDGE ENERGY INC,energy,0.9249551971326165,4,0.1
balance_sheet_quality,2023-04-01 00:00:00+00:00,0001172358,"DORCHESTER MINERALS, L.P.",energy,0.875448028673835,3,0.1
balance_sheet_quality,2023-04-01 00:00:00+00:00,0001625641,"CS DISCO, INC.",technology,0.8722620318690504,4,0.1
balance_sheet_quality,2023-04-01 00:00:00+00:00,0001522540,"MARQETA, INC.",technology,0.8275933208430308,4,0.1
balance_sheet_quality,2023-04-01 00:00:00+00:00,0001506293,"PINTEREST, INC.",technology,0.810877978953675,4,0.1
balance_sheet_quality,2023-04-01 00:00:00+00:00,0000742278,RPC INC,energy,0.8098361186682212,4,0.1
balance_sheet_quality,2023-04-01 00:00:00+00:00,0001823878,"PLAYSTUDIOS, INC.",technology,0.8076037589741186,4,0.1
balance_sheet_quality,2023-04-01 00:00:00+00:00,0001831915,"CYTEK BIOSCIENCES, INC.",technology,0.8033887551071426,4,0.1
balance_sheet_quality,2023-04-01 00:00:00+00:00,0000751978,VICOR CORP,technology,0.8007218937395851,4,0.1
balance_sheet_quality,2023-04-01 00:00:00+00:00,0001023459,"SIMULATIONS PLUS, INC.",technology,0.7969057562807563,4,0.1
balance_sheet_quality,2023-07-01 00:00:00+00:00,0001349436,SANDRIDGE ENERGY INC,energy,0.9281190160553837,4,0.1
balance_sheet_quality,2023-07-01 00:00:00+00:00,0001172358,"DORCHESTER MINERALS, L.P.",energy,0.8917857318210832,3,0.1
balance_sheet_quality,2023-07-01 00:00:00+00:00,0001625641,"CS DISCO, INC.",technology,0.8738075025053826,4,0.1
balance_sheet_quality,2023-07-01 00:00:00+00:00,0000742278,RPC INC,energy,0.8614821637411334,4,0.1
balance_sheet_quality,2023-07-01 00:00:00+00:00,0001506293,"PINTEREST, INC.",technology,0.8304438998786845,4,0.1
balance_sheet_quality,2023-07-01 00:00:00+00:00,0000751978,VICOR CORP,technology,0.8141154887219219,4,0.1
balance_sheet_quality,2023-07-01 00:00:00+00:00,0000796505,"CLEARFIELD, INC.",technology,0.800279447251965,4,0.1
balance_sheet_quality,2023-07-01 00:00:00+00:00,0001823878,"PLAYSTUDIOS, INC.",technology,0.7982911031505697,4,0.1
balance_sheet_quality,2023-07-01 00:00:00+00:00,0001522540,"MARQETA, INC.",technology,0.7913827711090622,4,0.1
balance_sheet_quality,2023-07-01 00:00:00+00:00,0001327318,"TRUECAR, INC.",technology,0.7802825177403862,4,0.1
balance_sheet_quality,2023-10-01 00:00:00+00:00,0001349436,SANDRIDGE ENERGY INC,energy,0.9245169082125604,4,0.1
balance_sheet_quality,2023-10-01 00:00:00+00:00,0001172358,"DORCHESTER MINERALS, L.P.",energy,0.8651368760064413,3,0.1
balance_sheet_quality,2023-10-01 00:00:00+00:00,0001625641,"CS DISCO, INC.",technology,0.8600237518874723,4,0.1
balance_sheet_quality,2023-10-01 00:00:00+00:00,0001023459,"SIMULATIONS PLUS, INC.",technology,0.819587133898897,4,0.1
balance_sheet_quality,2023-10-01 00:00:00+00:00,0000751978,VICOR CORP,technology,0.8127909080025163,4,0.1
balance_sheet_quality,2023-10-01 00:00:00+00:00,0001807794,CREDO TECHNOLOGY GROUP HOLDING LTD,technology,0.7884742580999982,4,0.1
balance_sheet_quality,2023-10-01 00:00:00+00:00,0001823878,"PLAYSTUDIOS, INC.",technology,0.7852993812407446,4,0.1
balance_sheet_quality,2023-10-01 00:00:00+00:00,0001816431,QUANTUM-SI INC,technology,0.783975460654933,4,0.1
balance_sheet_quality,2023-10-01 00:00:00+00:00,0001506293,"PINTEREST, INC.",technology,0.7804445817409631,4,0.1
balance_sheet_quality,2023-10-01 00:00:00+00:00,0001760717,SCIPLAY CORP,technology,0.7790492911368192,4,0.1
balance_sheet_quality,2024-01-01 00:00:00+00:00,0001349436,SANDRIDGE ENERGY INC,energy,0.9306221947067018,4,0.1
balance_sheet_quality,2024-01-01 00:00:00+00:00,0001172358,"DORCHESTER MINERALS, L.P.",energy,0.8896455657019038,3,0.1
balance_sheet_quality,2024-01-01 00:00:00+00:00,0000742278,RPC INC,energy,0.8679565522288526,4,0.1
balance_sheet_quality,2024-01-01 00:00:00+00:00,0001625641,"CS DISCO, INC.",technology,0.8562723434295072,4,0.1
balance_sheet_quality,2024-01-01 00:00:00+00:00,0000751978,VICOR CORP,technology,0.8276737163306025,4,0.1
balance_sheet_quality,2024-01-01 00:00:00+00:00,0001823878,"PLAYSTUDIOS, INC.",technology,0.8118875072781291,4,0.1
balance_sheet_quality,2024-01-01 00:00:00+00:00,0001816431,QUANTUM-SI INC,technology,0.8051449844397215,4,0.1
balance_sheet_quality,2024-01-01 00:00:00+00:00,0001023459,"SIMULATIONS PLUS, INC.",technology,0.8049216825036014,4,0.1
balance_sheet_quality,2024-01-01 00:00:00+00:00,0001522540,"MARQETA, INC.",technology,0.7855763219146503,4,0.1
balance_sheet_quality,2024-01-01 00:00:00+00:00,0001691303,"WARRIOR MET COAL, INC.",energy,0.7750711295312234,4,0.1
balance_sheet_quality,2024-04-01 00:00:00+00:00,0001349436,SANDRIDGE ENERGY INC,energy,0.9308677098150782,4,0.1
balance_sheet_quality,2024-04-01 00:00:00+00:00,0001172358,"DORCHESTER MINERALS, L.P.",energy,0.8977714556661925,3,0.1
balance_sheet_quality,2024-04-01 00:00:00+00:00,0000742278,RPC INC,energy,0.863344171238908,4,0.1
balance_sheet_quality,2024-04-01 00:00:00+00:00,0001625641,"CS DISCO, INC.",technology,0.8554189191931029,4,0.1
balance_sheet_quality,2024-04-01 00:00:00+00:00,0000751978,VICOR CORP,technology,0.8520895781849023,4,0.1
balance_sheet_quality,2024-04-01 00:00:00+00:00,0001992243,"FREYR BATTERY, INC. /DE/",technology,0.8139696609657766,4,0.1
balance_sheet_quality,2024-04-01 00:00:00+00:00,0001506293,"PINTEREST, INC.",technology,0.8051823708347018,4,0.1
balance_sheet_quality,2024-04-01 00:00:00+00:00,0001691303,"WARRIOR MET COAL, INC.",energy,0.7813164668427827,4,0.1
balance_sheet_quality,2024-04-01 00:00:00+00:00,0001327318,"TRUECAR, INC.",technology,0.7758647289638889,4,0.1
balance_sheet_quality,2024-04-01 00:00:00+00:00,0001522540,"MARQETA, INC.",technology,0.7685047770910431,4,0.1
balance_sheet_quality,2024-07-01 00:00:00+00:00,0001349436,SANDRIDGE ENERGY INC,energy,0.9026599505125487,4,0.1
balance_sheet_quality,2024-07-01 00:00:00+00:00,0001172358,"DORCHESTER MINERALS, L.P.",energy,0.9017713365539451,3,0.1
balance_sheet_quality,2024-07-01 00:00:00+00:00,0000742278,RPC INC,energy,0.8885280428891246,4,0.1
balance_sheet_quality,2024-07-01 00:00:00+00:00,0001625641,"CS DISCO, INC.",technology,0.8722386271666531,4,0.1
balance_sheet_quality,2024-07-01 00:00:00+00:00,0000751978,VICOR CORP,technology,0.8212718362339402,4,0.1
balance_sheet_quality,2024-07-01 00:00:00+00:00,0001506293,"PINTEREST, INC.",technology,0.8204288104950417,4,0.1
balance_sheet_quality,2024-07-01 00:00:00+00:00,0001992243,"FREYR BATTERY, INC. /DE/",technology,0.8151557903602267,4,0.1
balance_sheet_quality,2024-07-01 00:00:00+00:00,0001691303,"WARRIOR MET COAL, INC.",energy,0.803743961352657,4,0.1
balance_sheet_quality,2024-07-01 00:00:00+00:00,0001327318,"TRUECAR, INC.",technology,0.7905663482206142,4,0.1
balance_sheet_quality,2024-07-01 00:00:00+00:00,0000320121,TELOS CORP,technology,0.759986118852047,4,0.1
balance_sheet_quality,2024-10-01 00:00:00+00:00,0001349436,SANDRIDGE ENERGY INC,energy,0.9273865414710485,4,0.1
balance_sheet_quality,2024-10-01 00:00:00+00:00,0001172358,"DORCHESTER MINERALS, L.P.",energy,0.8923317683881065,3,0.1
balance_sheet_quality,2024-10-01 00:00:00+00:00,0001023459,"SIMULATIONS PLUS, INC.",technology,0.8833179895515164,4,0.1
balance_sheet_quality,2024-10-01 00:00:00+00:00,0000742278,RPC INC,energy,0.8730242566510171,4,0.1
balance_sheet_quality,2024-10-01 00:00:00+00:00,0001625641,"CS DISCO, INC.",technology,0.8534630642069839,4,0.1
balance_sheet_quality,2024-10-01 00:00:00+00:00,0000751978,VICOR CORP,technology,0.84217433491103,4,0.1
balance_sheet_quality,2024-10-01 00:00:00+00:00,0001992243,"FREYR BATTERY, INC. /DE/",technology,0.8114714463568687,4,0.1
balance_sheet_quality,2024-10-01 00:00:00+00:00,0001691303,"WARRIOR MET COAL, INC.",energy,0.8029831768388107,4,0.1
balance_sheet_quality,2024-10-01 00:00:00+00:00,0001111928,IPG PHOTONICS CORP,technology,0.7978882857000229,4,0.1
balance_sheet_quality,2024-10-01 00:00:00+00:00,0001506293,"PINTEREST, INC.",technology,0.7958249541384075,4,0.1
balance_sheet_quality,2025-01-01 00:00:00+00:00,0000742278,RPC INC,energy,0.8820291439459796,4,0.1
balance_sheet_quality,2025-01-01 00:00:00+00:00,0001349436,SANDRIDGE ENERGY INC,energy,0.845194190528876,4,0.1
balance_sheet_quality,2025-01-01 00:00:00+00:00,0001111928,IPG PHOTONICS CORP,technology,0.8432386876952416,4,0.1
balance_sheet_quality,2025-01-01 00:00:00+00:00,0000751978,VICOR CORP,technology,0.8372555877450956,4,0.1
