task_id,model_name,split,rows,positive_rate_actual,positive_prediction_rate,accuracy,precision,recall,f1,brier,roc_auc
task_c_phase4b_beats_production,logistic_regression,holdout,332,0.5542168674698795,0.6897590361445783,0.5572289156626506,0.5807860262008734,0.7228260869565217,0.6440677966101694,0.32558567324643334,0.531029670975323
task_c_phase4b_beats_production,random_forest,train,939,0.308839190628328,0.5228966986155484,0.7689030883919062,0.5743380855397149,0.9724137931034482,0.7221510883482715,0.13181108142487596,0.9464959353913182
task_c_phase4b_beats_production,random_forest,validation,104,0.5480769230769231,0.9711538461538461,0.5576923076923077,0.5544554455445545,0.9824561403508771,0.7088607594936709,0.24134847929423425,0.6349384098544233
task_c_phase4b_beats_production,random_forest,holdout,332,0.5542168674698795,0.9518072289156626,0.5421686746987951,0.5506329113924051,0.9456521739130435,0.696,0.24595112815247444,0.592024089306698
task_c_phase4b_beats_production,gradient_boosting,train,939,0.308839190628328,0.2470713525026624,0.8828541001064962,0.8879310344827587,0.7103448275862069,0.789272030651341,0.10280462117445667,0.9521252855852506
task_c_phase4b_beats_production,gradient_boosting,validation,104,0.5480769230769231,0.21153846153846154,0.47115384615384615,0.5454545454545454,0.21052631578947367,0.3037974683544304,0.2983555230276313,0.46883165360209034
task_c_phase4b_beats_production,gradient_boosting,holdout,332,0.5542168674698795,0.3825301204819277,0.5391566265060241,0.6220472440944882,0.42934782608695654,0.5080385852090032,0.26568693354569134,0.554641598119859
task_c_phase4b_beats_production,xgboost,train,939,0.308839190628328,0.268370607028754,0.8594249201277955,0.8134920634920635,0.7068965517241379,0.7564575645756457,0.11495751845907064,0.9327134583709686
task_c_phase4b_beats_production,xgboost,validation,104,0.5480769230769231,0.20192307692307693,0.5192307692307693,0.6666666666666666,0.24561403508771928,0.358974358974359,0.2626385732295686,0.5796939156401641
task_c_phase4b_beats_production,xgboost,holdout,332,0.5542168674698795,0.4066265060240964,0.5271084337349398,0.6,0.44021739130434784,0.5078369905956113,0.25754973515993623,0.5571202996474736
task_c_phase4b_beats_production,lightgbm,train,939,0.308839190628328,0.24600638977635783,0.8413205537806177,0.8051948051948052,0.6413793103448275,0.7140115163147792,0.11976304088703499,0.9284442909515966
task_c_phase4b_beats_production,lightgbm,validation,104,0.5480769230769231,0.125,0.4807692307692308,0.6153846153846154,0.14035087719298245,0.22857142857142856,0.2682193172833787,0.5621500559910414
task_c_phase4b_beats_production,lightgbm,holdout,332,0.5542168674698795,0.3493975903614458,0.5240963855421686,0.6120689655172413,0.3858695652173913,0.47333333333333333,0.2589457868651001,0.5557065217391304
task_d_mlx5_sleeve_activation,logistic_regression,train,939,0.49733759318423854,0.5452609158679447,0.8690095846645367,0.8359375,0.9164882226980728,0.874361593462717,0.09363162472124589,0.9415762348927522
task_d_mlx5_sleeve_activation,logistic_regression,validation,104,0.5192307692307693,0.7596153846153846,0.5096153846153846,0.5189873417721519,0.7592592592592593,0.6165413533834586,0.3990308686243049,0.5170370370370371
task_d_mlx5_sleeve_activation,logistic_regression,holdout,332,0.7289156626506024,0.7469879518072289,0.608433734939759,0.7258064516129032,0.743801652892562,0.7346938775510204,0.312811324763669,0.4803489439853076
task_d_mlx5_sleeve_activation,random_forest,train,939,0.49733759318423854,0.6879659211927582,0.8072417465388712,0.7213622291021672,0.9978586723768736,0.8373764600179695,0.11968156110184489,0.9679345261858963
task_d_mlx5_sleeve_activation,random_forest,validation,104,0.5192307692307693,0.9903846153846154,0.5288461538461539,0.5242718446601942,1.0,0.6878980891719745,0.2756835351912211,0.5062962962962962
task_d_mlx5_sleeve_activation,random_forest,holdout,332,0.7289156626506024,0.9879518072289156,0.7409638554216867,0.7378048780487805,1.0,0.8491228070175438,0.2088710949246264,0.474931129476584
task_d_mlx5_sleeve_activation,gradient_boosting,train,939,0.49733759318423854,0.6123535676251332,0.8700745473908413,0.8,0.9850107066381156,0.8829174664107485,0.1064766236937247,0.9673833157913839
task_d_mlx5_sleeve_activation,gradient_boosting,validation,104,0.5192307692307693,0.875,0.47115384615384615,0.4945054945054945,0.8333333333333334,0.6206896551724138,0.28071046617210826,0.5025925925925925
task_d_mlx5_sleeve_activation,gradient_boosting,holdout,332,0.7289156626506024,0.8162650602409639,0.641566265060241,0.7269372693726938,0.8140495867768595,0.7680311890838206,0.23113051489233644,0.4794306703397613
task_d_mlx5_sleeve_activation,xgboost,train,939,0.49733759318423854,0.6613418530351438,0.8274760383386581,0.7455716586151369,0.9914346895074947,0.8511029411764706,0.1181646418811724,0.9485854534896382
task_d_mlx5_sleeve_activation,xgboost,validation,104,0.5192307692307693,0.9711538461538461,0.5096153846153846,0.5148514851485149,0.9629629629629629,0.6709677419354839,0.27493491425572353,0.512962962962963
task_d_mlx5_sleeve_activation,xgboost,holdout,332,0.7289156626506024,0.8614457831325302,0.6686746987951807,0.7307692307692307,0.8636363636363636,0.7916666666666666,0.218776071527612,0.49857667584940313
task_d_mlx5_sleeve_activation,lightgbm,train,939,0.49733759318423854,0.6773162939297125,0.8115015974440895,0.7279874213836478,0.9914346895074947,0.8395285584768812,0.12158832069478645,0.9505634595143904
task_d_mlx5_sleeve_activation,lightgbm,validation,104,0.5192307692307693,0.9615384615384616,0.5,0.51,0.9444444444444444,0.6623376623376623,0.2810068031273338,0.46277777777777784
task_d_mlx5_sleeve_activation,lightgbm,holdout,332,0.7289156626506024,0.8614457831325302,0.6686746987951807,0.7307692307692307,0.8636363636363636,0.7916666666666666,0.2190971153871996,0.4980945821854913
task_e_bad_week_avoidance,logistic_regression,train,939,0.03194888178913738,0.055378061767838126,0.9765708200212992,0.5769230769230769,1.0,0.7317073170731707,0.018108278010024313,0.999046571323799
task_e_bad_week_avoidance,logistic_regression,validation,104,0.038461538461538464,0.028846153846153848,0.9326923076923077,0.0,0.0,0.0,0.055266592961909826,0.7975
task_e_bad_week_avoidance,logistic_regression,holdout,332,0.045180722891566265,0.1355421686746988,0.8674698795180723,0.17777777777777778,0.5333333333333333,0.26666666666666666,0.11609220257872312,0.7333333333333334
task_e_bad_week_avoidance,random_forest,train,939,0.03194888178913738,0.046858359957401494,0.9850905218317358,0.6818181818181818,1.0,0.8108108108108109,0.026759589362654122,0.9985698569856986
task_e_bad_week_avoidance,random_forest,validation,104,0.038461538461538464,0.0,0.9615384615384616,0.0,0.0,0.0,0.0458430337268227,0.7475
task_e_bad_week_avoidance,random_forest,holdout,332,0.045180722891566265,0.02108433734939759,0.9337349397590361,0.0,0.0,0.0,0.0759380769887791,0.7024185068349107
task_e_bad_week_avoidance,gradient_boosting,train,939,0.03194888178913738,0.02023429179978701,0.9882854100106496,1.0,0.6333333333333333,0.7755102040816326,0.007780541434200591,0.9999633296663
task_e_bad_week_avoidance,gradient_boosting,validation,104,0.038461538461538464,0.0,0.9615384615384616,0.0,0.0,0.0,0.03787041243120186,0.6975
task_e_bad_week_avoidance,gradient_boosting,holdout,332,0.045180722891566265,0.012048192771084338,0.9427710843373494,0.0,0.0,0.0,0.05468979897432102,0.6240799158780231
task_e_bad_week_avoidance,xgboost,train,939,0.03194888178913738,0.012779552715654952,0.9808306709265175,1.0,0.4,0.5714285714285714,0.011922742641074511,0.9982764943160983
task_e_bad_week_avoidance,xgboost,validation,104,0.038461538461538464,0.0,0.9615384615384616,0.0,0.0,0.0,0.037173038789806385,0.8200000000000001
task_e_bad_week_avoidance,xgboost,holdout,332,0.045180722891566265,0.0,0.9548192771084337,0.0,0.0,0.0,0.04340569664592501,0.7493165089379601
task_e_bad_week_avoidance,lightgbm,train,939,0.03194888178913738,0.019169329073482427,0.987220447284345,1.0,0.6,0.75,0.007656962212821042,0.9999266593325998
task_e_bad_week_avoidance,lightgbm,validation,104,0.038461538461538464,0.0,0.9615384615384616,0.0,0.0,0.0,0.038091490905795146,0.7100000000000001
task_e_bad_week_avoidance,lightgbm,holdout,332,0.045180722891566265,0.0030120481927710845,0.9518072289156626,0.0,0.0,0.0,0.04486215832537653,0.7355415352260779
