decision_at,cik10,company_name,score,intended_weight
2025-01-01 00:00:00+00:00,0001475115,"EVENTBRITE, INC.",0.9653409977630965,0.1
2025-01-01 00:00:00+00:00,0001171486,NATURAL RESOURCE PARTNERS LP,0.959349593495935,0.1
2025-01-01 00:00:00+00:00,0000004127,SKYWORKS SOLUTIONS INC,0.9589640881582828,0.1
2025-01-01 00:00:00+00:00,0001314727,SONOS INC,0.945638037767258,0.1
2025-01-01 00:00:00+00:00,0001114995,IMPINJ INC,0.9286228302901036,0.1
2025-01-01 00:00:00+00:00,0001013857,PEGASYSTEMS INC,0.9203298132445508,0.1
2025-04-01 00:00:00+00:00,0000785786,PLEXUS CORP,1.0,0.1
2025-04-01 00:00:00+00:00,0001679268,"MAMMOTH ENERGY SERVICES, INC.",0.9794848757112908,0.1
2025-04-01 00:00:00+00:00,0001615165,"VERITONE, INC.",0.969100817438692,0.1
2025-04-01 00:00:00+00:00,0001361113,VARONIS SYSTEMS INC,0.9663669391462308,0.1
2025-04-01 00:00:00+00:00,0001393052,VEEVA SYSTEMS INC,0.9615168029064488,0.1
2025-04-01 00:00:00+00:00,0001171486,NATURAL RESOURCE PARTNERS LP,0.9603174603174603,0.1
2025-04-01 00:00:00+00:00,0001475115,"EVENTBRITE, INC.",0.9578837420526796,0.1
2025-04-01 00:00:00+00:00,0001114995,IMPINJ INC,0.9304677565849228,0.1
2025-04-01 00:00:00+00:00,0001013857,PEGASYSTEMS INC,0.9203178928247048,0.1
2025-04-01 00:00:00+00:00,0001031308,BENTLEY SYSTEMS INC,0.9172842870118076,0.1
2025-07-01 00:00:00+00:00,0001070412,CNX RESOURCES CORP,1.0,0.1
2025-07-01 00:00:00+00:00,0000785786,PLEXUS CORP,0.9983164983164984,0.1
2025-07-01 00:00:00+00:00,0001361113,VARONIS SYSTEMS INC,0.977655341291705,0.1
2025-07-01 00:00:00+00:00,0001393052,VEEVA SYSTEMS INC,0.967707376798286,0.1
2025-07-01 00:00:00+00:00,0001621434,"BLACK STONE MINERALS, L.P.",0.9647058823529412,0.1
2025-07-01 00:00:00+00:00,0001475115,"EVENTBRITE, INC.",0.9640342822161004,0.1
2025-07-01 00:00:00+00:00,0001855747,"BLEND LABS, INC.",0.9621977349250076,0.1
2025-07-01 00:00:00+00:00,0001819974,"SKYWATER TECHNOLOGY, INC",0.9600550964187328,0.1
2025-07-01 00:00:00+00:00,0000874499,GULFPORT ENERGY CORP,0.9529411764705884,0.1
2025-07-01 00:00:00+00:00,0000033213,EQT CORP,0.948205697373289,0.1
2025-10-01 00:00:00+00:00,0000785786,PLEXUS CORP,1.0,0.1
2025-10-01 00:00:00+00:00,0001528129,"VITAL ENERGY, INC.",1.0,0.1
2025-10-01 00:00:00+00:00,0001361113,VARONIS SYSTEMS INC,0.9808543916181433,0.1
2025-10-01 00:00:00+00:00,0001393052,VEEVA SYSTEMS INC,0.9775990728701456,0.1
2025-10-01 00:00:00+00:00,0001819974,"SKYWATER TECHNOLOGY, INC",0.9685115043247216,0.1
2025-10-01 00:00:00+00:00,0001475115,"EVENTBRITE, INC.",0.9654022273729436,0.1
2025-10-01 00:00:00+00:00,0001493761,TURTLE BEACH CORP,0.9567527842161796,0.1
2025-10-01 00:00:00+00:00,0001855747,"BLEND LABS, INC.",0.9458184936024272,0.1
2025-10-01 00:00:00+00:00,0001520006,MATADOR RESOURCES CO,0.927710843373494,0.1
2025-10-01 00:00:00+00:00,0001792849,"HIGHPEAK ENERGY, INC.",0.927710843373494,0.1
2026-01-01 00:00:00+00:00,0000785786,PLEXUS CORP,1.0,0.1
2026-01-01 00:00:00+00:00,0001361113,VARONIS SYSTEMS INC,0.983949530516432,0.1
2026-01-01 00:00:00+00:00,0001393052,VEEVA SYSTEMS INC,0.980619131455399,0.1
2026-01-01 00:00:00+00:00,0001475115,"EVENTBRITE, INC.",0.9699188184663536,0.1
2026-01-01 00:00:00+00:00,0000917273,RAMBUS INC,0.9633998435054774,0.1
2026-01-01 00:00:00+00:00,0001327567,PALO ALTO NETWORKS INC,0.9505208333333331,0.1
2026-01-01 00:00:00+00:00,0001104485,"NORTHERN OIL & GAS, INC.",0.949367088607595,0.1
2026-01-01 00:00:00+00:00,0001792849,"HIGHPEAK ENERGY, INC.",0.9367088607594936,0.1
2026-01-01 00:00:00+00:00,0000851310,HARMONIC INC.,0.9360817683881064,0.1
2026-01-01 00:00:00+00:00,0001713683,"ZSCALER, INC.",0.9324677230046948,0.1
2026-04-01 00:00:00+00:00,0001361113,VARONIS SYSTEMS INC,0.9909872496526902,0.1
2026-04-01 00:00:00+00:00,0001393052,VEEVA SYSTEMS INC,0.989385422383064,0.1
2026-04-01 00:00:00+00:00,0000917273,RAMBUS INC,0.9755671902268762,0.1
2026-04-01 00:00:00+00:00,0001327567,PALO ALTO NETWORKS INC,0.9581151832460733,0.1
2026-04-01 00:00:00+00:00,0000851310,HARMONIC INC.,0.9534777944222792,0.1
2026-04-01 00:00:00+00:00,0001104485,"NORTHERN OIL & GAS, INC.",0.949367088607595,0.1
2026-04-01 00:00:00+00:00,0001713683,"ZSCALER, INC.",0.94795544547113,0.1
2026-04-01 00:00:00+00:00,0001792849,"HIGHPEAK ENERGY, INC.",0.9367088607594936,0.1
2026-04-01 00:00:00+00:00,0001031308,BENTLEY SYSTEMS INC,0.9344239601718504,0.1
2026-04-01 00:00:00+00:00,0001107843,"QUALYS, INC.",0.929618478362972,0.1
