rule_name,target,market_state,n_state_obs,n_events,event_frequency,precision,baseline_precision,precision_lift,avg_forward_return,baseline_avg_forward_return
rule_int_mom13_x_drawdown_repair__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,calm_trend,8906,603,0.06770716370985852,0.2703150912106136,0.25971255333483045,0.010602537875783136,0.0007957592779574591,0.0014150441011628431
rule_int_mom13_x_drawdown_repair__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,neutral_mixed,12671,1208,0.09533580617157288,0.31870860927152317,0.2599636966301002,0.05874491264142295,0.003653221941751597,0.007886207812807192
rule_int_mom13_x_drawdown_repair__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,recovery_confirmed,1395,40,0.02867383512544803,0.375,0.25806451612903225,0.11693548387096775,0.00925854769394246,0.005740015900132737
rule_int_mom13_x_drawdown_repair__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,recovery_fragile,1217,67,0.05505341002465078,0.23880597014925373,0.25883319638455216,-0.02002722623529843,0.0020516245807669746,0.004723361628163968
rule_int_mom13_x_drawdown_repair__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,stressed_panic,5161,849,0.16450300329393527,0.30742049469964666,0.25808951753536136,0.049330977164285306,0.0005964705260870459,0.006705046995841937
rule_int_mom13_x_drawdown_repair__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,calm_trend,8906,603,0.06770716370985852,0.2736318407960199,0.25971255333483045,0.013919287461189422,0.004736166941541587,0.00410352140722696
rule_int_mom13_x_drawdown_repair__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,neutral_mixed,12566,1208,0.09613242081808053,0.31374172185430466,0.2599872672290307,0.05375445462527395,0.008600302497430351,0.014558561184797762
rule_int_mom13_x_drawdown_repair__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,recovery_confirmed,1395,40,0.02867383512544803,0.5,0.25806451612903225,0.24193548387096775,0.033720223713202366,0.019242971263184132
rule_int_mom13_x_drawdown_repair__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,recovery_fragile,1217,67,0.05505341002465078,0.417910447761194,0.25883319638455216,0.15907725137664186,0.012155922189928007,0.0002025645882895124
rule_int_mom13_x_drawdown_repair__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,stressed_panic,5126,848,0.16543113538821694,0.25707547169811323,0.25809598127194694,-0.0010205095738337056,-0.00020294411706444303,0.01555455556525306
rule_int_mom26_x_ma_distance26__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,calm_trend,8906,1984,0.2227711655064002,0.2807459677419355,0.25971255333483045,0.021033414407105044,0.0014547742709907494,0.0014150441011628431
rule_int_mom26_x_ma_distance26__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,neutral_mixed,12674,2839,0.22400189364052392,0.2839027826699542,0.2599021619062648,0.024000620763689418,0.007067573958972079,0.007864108633122808
rule_int_mom26_x_ma_distance26__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,recovery_confirmed,1395,302,0.2164874551971326,0.3741721854304636,0.25806451612903225,0.11610766930143135,0.012812495323162521,0.005740015900132737
rule_int_mom26_x_ma_distance26__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,recovery_fragile,1220,269,0.22049180327868853,0.3159851301115242,0.2581967213114754,0.05778840880004876,0.004395547343170203,0.004480230484619026
rule_int_mom26_x_ma_distance26__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,stressed_panic,5162,1146,0.22200697404106937,0.24956369982547993,0.2580395195660597,-0.00847581974057976,0.0030957075966624465,0.006686765824965065
rule_int_mom26_x_ma_distance26__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,calm_trend,8906,1984,0.2227711655064002,0.3084677419354839,0.25971255333483045,0.04875518860065342,0.008882095308469751,0.00410352140722696
rule_int_mom26_x_ma_distance26__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,neutral_mixed,12569,2825,0.22475932850664332,0.2669026548672566,0.25992521282520487,0.006977442042051751,0.01266867115123881,0.014527301328741162
rule_int_mom26_x_ma_distance26__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,recovery_confirmed,1395,302,0.2164874551971326,0.3543046357615894,0.25806451612903225,0.09624011963255713,0.03534973622119641,0.019242971263184132
rule_int_mom26_x_ma_distance26__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,recovery_fragile,1220,269,0.22049180327868853,0.3159851301115242,0.2581967213114754,0.05778840880004876,0.00043036492735109644,-0.00022790410775056337
rule_int_mom26_x_ma_distance26__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,stressed_panic,5127,1140,0.22235225277940315,0.20789473684210527,0.2580456407255705,-0.05015090388346524,0.007863603352585354,0.015539357936034136
rule_int_mom26_x_ma_distance26__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,calm_trend,8906,1984,0.2227711655064002,0.2651209677419355,0.25971255333483045,0.005408414407105044,0.0014547742709907494,0.0014150441011628431
rule_int_mom26_x_ma_distance26__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,neutral_mixed,12671,2839,0.22405492857706574,0.27580133849947164,0.2599636966301002,0.01583764186937142,0.007067573958972079,0.007886207812807192
rule_int_mom26_x_ma_distance26__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,recovery_confirmed,1395,302,0.2164874551971326,0.31456953642384106,0.25806451612903225,0.056505020294808805,0.012812495323162521,0.005740015900132737
rule_int_mom26_x_ma_distance26__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,recovery_fragile,1217,269,0.22103533278553822,0.27137546468401486,0.25883319638455216,0.0125422682994627,0.004395547343170203,0.004723361628163968
rule_int_mom26_x_ma_distance26__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,stressed_panic,5161,1146,0.22204999031195505,0.2914485165794066,0.25808951753536136,0.03335899904404527,0.0030957075966624465,0.006705046995841937
rule_int_mom26_x_ma_distance26__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,calm_trend,8906,1984,0.2227711655064002,0.2661290322580645,0.25971255333483045,0.006416478923234048,0.008882095308469751,0.00410352140722696
rule_int_mom26_x_ma_distance26__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,neutral_mixed,12566,2825,0.22481298742638867,0.26300884955752213,0.2599872672290307,0.0030215823284914234,0.01266867115123881,0.014558561184797762
rule_int_mom26_x_ma_distance26__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,recovery_confirmed,1395,302,0.2164874551971326,0.25165562913907286,0.25806451612903225,-0.006408886989959395,0.03534973622119641,0.019242971263184132
rule_int_mom26_x_ma_distance26__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,recovery_fragile,1217,269,0.22103533278553822,0.26765799256505574,0.25883319638455216,0.00882479618050358,0.00043036492735109644,0.0002025645882895124
rule_int_mom26_x_ma_distance26__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,stressed_panic,5126,1140,0.222395630120952,0.2754385964912281,0.25809598127194694,0.017342615219281154,0.007863603352585354,0.01555455556525306
rule_int_trend_consistency_x_lowdownsidevol__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,calm_trend,8906,1035,0.11621378845721986,0.19227053140096617,0.25971255333483045,-0.06744202193386428,0.003195151139161747,0.0014150441011628431
rule_int_trend_consistency_x_lowdownsidevol__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,neutral_mixed,12674,1470,0.11598548208931671,0.18027210884353742,0.2599021619062648,-0.07963005306272739,0.003678690473887785,0.007864108633122808
rule_int_trend_consistency_x_lowdownsidevol__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,recovery_confirmed,1395,149,0.10681003584229391,0.174496644295302,0.25806451612903225,-0.08356787183373024,0.0056300436264766955,0.005740015900132737
rule_int_trend_consistency_x_lowdownsidevol__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,recovery_fragile,1220,154,0.12622950819672132,0.12337662337662338,0.2581967213114754,-0.13482009793485206,-0.0013563880429408365,0.004480230484619026
rule_int_trend_consistency_x_lowdownsidevol__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,stressed_panic,5162,715,0.13851220457187136,0.1986013986013986,0.2580395195660597,-0.059438120964661084,0.002228888665767609,0.006686765824965065
rule_int_trend_consistency_x_lowdownsidevol__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,calm_trend,8906,1035,0.11621378845721986,0.19903381642512077,0.25971255333483045,-0.06067873690970968,0.0041813435057555855,0.00410352140722696
rule_int_trend_consistency_x_lowdownsidevol__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,neutral_mixed,12569,1459,0.11607924258095313,0.14599040438656613,0.25992521282520487,-0.11393480843863873,0.0070723367584219115,0.014527301328741162
rule_int_trend_consistency_x_lowdownsidevol__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,recovery_confirmed,1395,149,0.10681003584229391,0.21476510067114093,0.25806451612903225,-0.043299415457891316,0.01890472494527728,0.019242971263184132
rule_int_trend_consistency_x_lowdownsidevol__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,recovery_fragile,1220,154,0.12622950819672132,0.16233766233766234,0.2581967213114754,-0.09585905897381308,-0.003399903169628277,-0.00022790410775056337
rule_int_trend_consistency_x_lowdownsidevol__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,stressed_panic,5127,714,0.13926272674078408,0.12044817927170869,0.2580456407255705,-0.1375974614538618,0.002781877787965689,0.015539357936034136
rule_int_trend_consistency_x_lowdownsidevol__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,calm_trend,8906,1035,0.11621378845721986,0.3159420289855073,0.25971255333483045,0.05622947565067682,0.003195151139161747,0.0014150441011628431
rule_int_trend_consistency_x_lowdownsidevol__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,neutral_mixed,12671,1470,0.11601294294057296,0.3414965986394558,0.2599636966301002,0.08153290200935559,0.003678690473887785,0.007886207812807192
rule_int_trend_consistency_x_lowdownsidevol__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,recovery_confirmed,1395,149,0.10681003584229391,0.35570469798657717,0.25806451612903225,0.09764018185754492,0.0056300436264766955,0.005740015900132737
rule_int_trend_consistency_x_lowdownsidevol__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,recovery_fragile,1217,154,0.1265406737880033,0.2987012987012987,0.25883319638455216,0.039868102316746534,-0.0013563880429408365,0.004723361628163968
rule_int_trend_consistency_x_lowdownsidevol__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,stressed_panic,5161,715,0.1385390428211587,0.2909090909090909,0.25808951753536136,0.03281957337372954,0.002228888665767609,0.006705046995841937
rule_int_trend_consistency_x_lowdownsidevol__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,calm_trend,8906,1035,0.11621378845721986,0.3545893719806763,0.25971255333483045,0.09487681864584585,0.0041813435057555855,0.00410352140722696
rule_int_trend_consistency_x_lowdownsidevol__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,neutral_mixed,12566,1459,0.11610695527614197,0.3591501028101439,0.2599872672290307,0.09916283558111322,0.0070723367584219115,0.014558561184797762
rule_int_trend_consistency_x_lowdownsidevol__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,recovery_confirmed,1395,149,0.10681003584229391,0.44966442953020136,0.25806451612903225,0.1915999134011691,0.01890472494527728,0.019242971263184132
rule_int_trend_consistency_x_lowdownsidevol__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,recovery_fragile,1217,154,0.1265406737880033,0.35064935064935066,0.25883319638455216,0.0918161542647985,-0.003399903169628277,0.0002025645882895124
rule_int_trend_consistency_x_lowdownsidevol__forward_risk_adjusted_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_8w,stressed_panic,5126,714,0.1392898946547015,0.27170868347338933,0.25809598127194694,0.013612702201442395,0.002781877787965689,0.01555455556525306
rule_int_credit_strength_x_trend__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,calm_trend,8906,1641,0.18425780372782394,0.2894576477757465,0.25971255333483045,0.029745094440916053,0.005390218481739787,0.0014150441011628431
rule_int_credit_strength_x_trend__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,neutral_mixed,12674,2265,0.1787123244437431,0.29050772626931565,0.2599021619062648,0.03060556436305084,0.006850248302695904,0.007864108633122808
rule_int_credit_strength_x_trend__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,recovery_confirmed,1395,268,0.1921146953405018,0.33955223880597013,0.25806451612903225,0.08148772267693788,0.010199522367822324,0.005740015900132737
rule_int_credit_strength_x_trend__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,recovery_fragile,1220,172,0.14098360655737704,0.27906976744186046,0.2581967213114754,0.020873046130385042,0.010505578313952053,0.004480230484619026
rule_int_credit_strength_x_trend__forward_top_quantile_4w,target_etf_forward_top_quantile_4w,stressed_panic,5162,592,0.11468423091824874,0.28716216216216217,0.2580395195660597,0.029122642596102477,-0.0049980933788075065,0.006686765824965065
rule_int_credit_strength_x_trend__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,calm_trend,8906,1641,0.18425780372782394,0.3016453382084095,0.25971255333483045,0.04193278487357904,0.00869106792359074,0.00410352140722696
rule_int_credit_strength_x_trend__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,neutral_mixed,12569,2248,0.178852732914313,0.28247330960854095,0.25992521282520487,0.02254809678333608,0.012264503586892631,0.014527301328741162
rule_int_credit_strength_x_trend__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,recovery_confirmed,1395,268,0.1921146953405018,0.34328358208955223,0.25806451612903225,0.08521906596051998,0.03004093131353461,0.019242971263184132
rule_int_credit_strength_x_trend__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,recovery_fragile,1220,172,0.14098360655737704,0.313953488372093,0.2581967213114754,0.05575676706061761,0.00497426594298688,-0.00022790410775056337
rule_int_credit_strength_x_trend__forward_top_quantile_8w,target_etf_forward_top_quantile_8w,stressed_panic,5127,586,0.11429685976204408,0.25597269624573377,0.2580456407255705,-0.002072944479836747,-0.0017329100245170644,0.015539357936034136
rule_int_credit_strength_x_trend__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,calm_trend,8906,1641,0.18425780372782394,0.2730042656916514,0.25971255333483045,0.013291712356820973,0.005390218481739787,0.0014150441011628431
rule_int_credit_strength_x_trend__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,neutral_mixed,12671,2265,0.17875463657169915,0.27947019867549666,0.2599636966301002,0.019506502045396445,0.006850248302695904,0.007886207812807192
rule_int_credit_strength_x_trend__forward_risk_adjusted_top_quantile_4w,target_etf_forward_risk_adjusted_top_quantile_4w,recovery_confirmed,1395,268,0.1921146953405018,0.25,0.25806451612903225,-0.008064516129032251,0.010199522367822324,0.005740015900132737
