cik10,company_name,allocation,recent_cagr,recent_sharpe,recent_drawdown,full_cagr,cagr_delta_vs_control
0001688568,DXC TECHNOLOGY CO,0.3,1.1010946793746617,2.4258146782537806,-0.13683540877014155,0.43388792698891177,0.050086478063715134
0000746838,UNISYS CORP,0.3,1.1127445023773355,2.528711123866618,-0.1352712005771285,0.43411531201095443,0.06173630106638894
0001454938,TEADS HOLDING CO.,0.3,1.129633291994001,2.5186574135375395,-0.12689510668394577,0.4412014265008437,0.07862509068305457
0001810019,"RACKSPACE TECHNOLOGY, INC.",0.4,0.9064952201528256,2.537193278043951,-0.10254869439517988,0.39201096643436806,-0.14451298115812095
0001596961,"RIDENOW GROUP, INC.",0.4,1.0019739015552567,2.12666376340085,-0.14925539070514937,0.4268663104656769,-0.04903429975568985
0000023197,COMTECH TELECOMMUNICATIONS CORP /DE/,0.4,1.0076197331877315,2.12710610397088,-0.1492553907051496,0.419634947523575,-0.04338846812321506
0001500435,"GOPRO, INC.",0.4,1.0460779836380953,2.208382609426707,-0.14925539070514926,0.4139294656114121,-0.004930217672851178
0001738177,CAMBIUM NETWORKS CORP,0.4,1.0516011113229613,2.2715171569007633,-0.14925539070514937,0.424231661976489,0.0005929100120147801
0000789460,WORLD KINECT CORP,0.4,1.0830113066363687,2.218844905303041,-0.15837200564697151,0.4312758405253736,0.032003105325422165
0001774675,SKILLSOFT CORP.,0.4,1.0949254568947797,2.296664220888505,-0.14701645507830874,0.41537429914487767,0.04391725558383319
0001738827,"KLX ENERGY SERVICES HOLDINGS, INC.",0.4,1.0991319387771799,2.2632703909034912,-0.14925539070514937,0.435334554573102,0.04812373746623333
0001597033,SABRE CORP,0.4,1.1025748710866594,2.2784278938388325,-0.14925539070514926,0.43411982219973244,0.05156666977571289
0001770561,CORONADO GLOBAL RESOURCES INC.,0.4,1.1035690058349332,2.251127985988827,-0.14813641166595481,0.4660838763814754,0.052560804523986704
0001102993,LIVEPERSON INC,0.4,1.1044105768693582,2.2940071026417015,-0.14387634125728566,0.43447269564137514,0.05340237555841165
0000101984,UNIVERSAL ELECTRONICS INC,0.4,1.1044402965215183,2.2704240749213174,-0.15168620775897224,0.43018873040601324,0.053432095210571795
0001897762,INGRAM MICRO HOLDING CORP,0.4,1.1045929785144142,2.269548331027738,-0.15109094520086697,0.4345077462098834,0.05358477720346766
0001177394,TD SYNNEX CORP,0.4,1.1062084295739951,2.273498587133887,-0.14925539070514926,0.4291668673064033,0.0552002282630486
0001688568,DXC TECHNOLOGY CO,0.4,1.1102749215233332,2.2824027466122336,-0.15027662945591158,0.43868342089808743,0.05926672021238666
0000746838,UNISYS CORP,0.4,1.1262355132830417,2.3996698092237962,-0.1482296355908248,0.4390703191285059,0.0752273119720952
0001454938,TEADS HOLDING CO.,0.4,1.1489061735418566,2.392387209606761,-0.13718567460704267,0.4485699150141116,0.09789797223091012
0001810019,"RACKSPACE TECHNOLOGY, INC.",0.5,0.8669103496224304,2.3994579629091763,-0.10826053065612373,0.38441774783835525,-0.1840978516885161
0001596961,"RIDENOW GROUP, INC.",0.5,0.9814191133229617,1.9640560157457398,-0.1623429237250138,0.4274485320445318,-0.0695890879879848
0000023197,COMTECH TELECOMMUNICATIONS CORP /DE/,0.5,0.9872467357299497,1.957353580302908,-0.1623429237250138,0.41792018970459144,-0.06376146558099682
0001500435,"GOPRO, INC.",0.5,1.0352772041122296,2.0482276730918456,-0.16234292372501402,0.4109320105962524,-0.015730997198716956
0001738177,CAMBIUM NETWORKS CORP,0.5,1.0440340759337121,2.1268125680435213,-0.1623429237250139,0.4239952603895101,-0.006974125377234408
0000789460,WORLD KINECT CORP,0.5,1.0813210279793424,2.0679925172061826,-0.17360135263496856,0.432544035874453,0.030312826668395854
0001774675,SKILLSOFT CORP.,0.5,1.0966380455294038,2.148435815709909,-0.1595363367413155,0.41272975730304995,0.04562984421845728
0001738827,"KLX ENERGY SERVICES HOLDINGS, INC.",0.5,1.1018827738709143,2.1181223441131025,-0.1623429237250137,0.4376300033162417,0.050874572559967746
0001597033,SABRE CORP,0.5,1.1063382152711716,2.134753006950836,-0.1623429237250137,0.43610008246456444,0.05533001396022508
0001770561,CORONADO GLOBAL RESOURCES INC.,0.5,1.1072426973217788,2.106206362636557,-0.16095785520930805,0.47648698948752943,0.0562344960108323
0000101984,UNIVERSAL ELECTRONICS INC,0.5,1.108247861744085,2.124301497782527,-0.1653471269202199,0.43112514326583784,0.05723966043313844
0001897762,INGRAM MICRO HOLDING CORP,0.5,1.10842763399044,2.1232435510202445,-0.16461584444869803,0.4365015454262291,0.057419432679493454
0001102993,LIVEPERSON INC,0.5,1.1085480376071555,2.1494739326326777,-0.15569010775207948,0.436524671187948,0.05753983629620896
0001177394,TD SYNNEX CORP,0.5,1.1107000788409058,2.1295156202719636,-0.1623429237250138,0.429953829936254,0.0596918775299593
0001688568,DXC TECHNOLOGY CO,0.5,1.1157061438325102,2.137858790217186,-0.16359206398715997,0.441782061420394,0.06469794252156369
0000746838,UNISYS CORP,0.5,1.136146071413997,2.2610224554850875,-0.16108089067457387,0.4423690699445868,0.08513787010305052
0001454938,TEADS HOLDING CO.,0.5,1.1646246349556155,2.258581209800654,-0.14743051773789706,0.45429247439221454,0.113616433644669
