security_id,ticker,universe,effective_from,effective_to,knowledge_at_utc,source_revision,point_in_time_membership
yahoo-ticker:PDBC,PDBC,portfolio_optimizer_free_current_etfs,,,2026-08-21T21:37:14.547234+00:00,yfinance-1.5.2:2026-08-21T21:37:14.547234+00:00,false
yahoo-ticker:QQQ,QQQ,portfolio_optimizer_free_current_etfs,,,2026-08-21T21:37:15.021570+00:00,yfinance-1.5.2:2026-08-21T21:37:15.021570+00:00,false
yahoo-ticker:SHY,SHY,portfolio_optimizer_free_current_etfs,,,2026-08-21T21:37:15.571109+00:00,yfinance-1.5.2:2026-08-21T21:37:15.571109+00:00,false
yahoo-ticker:SLV,SLV,portfolio_optimizer_free_current_etfs,,,2026-08-21T21:37:16.055100+00:00,yfinance-1.5.2:2026-08-21T21:37:16.055100+00:00,false
yahoo-ticker:SPY,SPY,portfolio_optimizer_free_current_etfs,,,2026-08-21T21:37:16.662509+00:00,yfinance-1.5.2:2026-08-21T21:37:16.662509+00:00,false
yahoo-ticker:TIP,TIP,portfolio_optimizer_free_current_etfs,,,2026-08-21T21:37:17.185761+00:00,yfinance-1.5.2:2026-08-21T21:37:17.185761+00:00,false
yahoo-ticker:TLT,TLT,portfolio_optimizer_free_current_etfs,,,2026-08-21T21:37:17.735057+00:00,yfinance-1.5.2:2026-08-21T21:37:17.735057+00:00,false
yahoo-ticker:USO,USO,portfolio_optimizer_free_current_etfs,,,2026-08-21T21:37:18.129682+00:00,yfinance-1.5.2:2026-08-21T21:37:18.129682+00:00,false
yahoo-ticker:UUP,UUP,portfolio_optimizer_free_current_etfs,,,2026-08-21T21:37:18.695295+00:00,yfinance-1.5.2:2026-08-21T21:37:18.695295+00:00,false
yahoo-ticker:VEA,VEA,portfolio_optimizer_free_current_etfs,,,2026-08-21T21:37:19.197473+00:00,yfinance-1.5.2:2026-08-21T21:37:19.197473+00:00,false
yahoo-ticker:VNQ,VNQ,portfolio_optimizer_free_current_etfs,,,2026-08-21T21:37:19.776070+00:00,yfinance-1.5.2:2026-08-21T21:37:19.776070+00:00,false
yahoo-ticker:VTV,VTV,portfolio_optimizer_free_current_etfs,,,2026-08-21T21:37:20.582183+00:00,yfinance-1.5.2:2026-08-21T21:37:20.582183+00:00,false
yahoo-ticker:VUG,VUG,portfolio_optimizer_free_current_etfs,,,2026-08-21T21:37:21.115975+00:00,yfinance-1.5.2:2026-08-21T21:37:21.115975+00:00,false
yahoo-ticker:VWO,VWO,portfolio_optimizer_free_current_etfs,,,2026-08-21T21:37:21.628951+00:00,yfinance-1.5.2:2026-08-21T21:37:21.628951+00:00,false
yahoo-ticker:XLB,XLB,portfolio_optimizer_free_current_etfs,,,2026-08-21T21:37:22.166170+00:00,yfinance-1.5.2:2026-08-21T21:37:22.166170+00:00,false
yahoo-ticker:XLE,XLE,portfolio_optimizer_free_current_etfs,,,2026-08-21T21:37:22.708506+00:00,yfinance-1.5.2:2026-08-21T21:37:22.708506+00:00,false
yahoo-ticker:XLF,XLF,portfolio_optimizer_free_current_etfs,,,2026-08-21T21:37:23.270792+00:00,yfinance-1.5.2:2026-08-21T21:37:23.270792+00:00,false
yahoo-ticker:XLI,XLI,portfolio_optimizer_free_current_etfs,,,2026-08-21T21:37:23.851625+00:00,yfinance-1.5.2:2026-08-21T21:37:23.851625+00:00,false
yahoo-ticker:XLK,XLK,portfolio_optimizer_free_current_etfs,,,2026-08-21T21:37:24.363884+00:00,yfinance-1.5.2:2026-08-21T21:37:24.363884+00:00,false
yahoo-ticker:XLP,XLP,portfolio_optimizer_free_current_etfs,,,2026-08-21T21:37:24.860589+00:00,yfinance-1.5.2:2026-08-21T21:37:24.860589+00:00,false
yahoo-ticker:XLU,XLU,portfolio_optimizer_free_current_etfs,,,2026-08-21T21:37:25.562539+00:00,yfinance-1.5.2:2026-08-21T21:37:25.562539+00:00,false
yahoo-ticker:XLV,XLV,portfolio_optimizer_free_current_etfs,,,2026-08-21T21:37:26.168542+00:00,yfinance-1.5.2:2026-08-21T21:37:26.168542+00:00,false
yahoo-ticker:XLY,XLY,portfolio_optimizer_free_current_etfs,,,2026-08-21T21:37:26.713684+00:00,yfinance-1.5.2:2026-08-21T21:37:26.713684+00:00,false
