execution_at,cik10,weight
2024-04-12 00:00:00+00:00,0000764622,0.05
2024-04-12 00:00:00+00:00,0001621563,0.05
2024-04-12 00:00:00+00:00,0001606366,0.05
2024-04-12 00:00:00+00:00,0000096021,0.05
2024-04-12 00:00:00+00:00,0001326801,0.05
2024-04-12 00:00:00+00:00,0000277135,0.05
2024-04-12 00:00:00+00:00,0000049938,0.05
2024-04-12 00:00:00+00:00,0001390777,0.05
2024-04-12 00:00:00+00:00,0000103595,0.05
2024-04-12 00:00:00+00:00,0001141391,0.05
2024-04-12 00:00:00+00:00,0001726978,0.05
2024-04-12 00:00:00+00:00,0000075362,0.05
2024-04-12 00:00:00+00:00,0000898173,0.05
2024-04-12 00:00:00+00:00,0000845877,0.05
2024-04-12 00:00:00+00:00,0001075531,0.05
2024-07-12 00:00:00+00:00,0001830188,0.05
2024-07-12 00:00:00+00:00,0000070318,0.05
2024-07-12 00:00:00+00:00,0001831359,0.05
2024-07-12 00:00:00+00:00,0001758730,0.05
2024-07-12 00:00:00+00:00,0001604665,0.05
2024-07-12 00:00:00+00:00,0001084869,0.05
2024-07-12 00:00:00+00:00,0000004904,0.05
2024-07-12 00:00:00+00:00,0001618563,0.05
2024-07-12 00:00:00+00:00,0000916907,0.05
2024-07-12 00:00:00+00:00,0001621563,0.05
2024-07-12 00:00:00+00:00,0000012659,0.05
2024-07-12 00:00:00+00:00,0001172052,0.05
2024-07-12 00:00:00+00:00,0001559720,0.05
2024-07-12 00:00:00+00:00,0001883685,0.05
2024-07-12 00:00:00+00:00,0000352915,0.05
2024-07-12 00:00:00+00:00,0000793733,0.05
2024-07-12 00:00:00+00:00,0001467623,0.05
2024-07-12 00:00:00+00:00,0000049938,0.05
2024-07-12 00:00:00+00:00,0000103595,0.05
2024-07-12 00:00:00+00:00,0001326801,0.05
2024-10-11 00:00:00+00:00,0000894315,0.05
2024-10-11 00:00:00+00:00,0001831359,0.05
2024-10-11 00:00:00+00:00,0001604665,0.05
2024-10-11 00:00:00+00:00,0001084869,0.05
2024-10-11 00:00:00+00:00,0001361658,0.05
2024-10-11 00:00:00+00:00,0001758730,0.05
2024-10-11 00:00:00+00:00,0001828937,0.05
2024-10-11 00:00:00+00:00,0000012659,0.05
2024-10-11 00:00:00+00:00,0001057877,0.05
2024-10-11 00:00:00+00:00,0001094831,0.05
2024-10-11 00:00:00+00:00,0001621563,0.05
2024-10-11 00:00:00+00:00,0000764622,0.05
2024-10-11 00:00:00+00:00,0001467623,0.05
2024-10-11 00:00:00+00:00,0000933036,0.05
2024-10-11 00:00:00+00:00,0001559720,0.05
2024-10-11 00:00:00+00:00,0000029644,0.05
2024-10-11 00:00:00+00:00,0000352915,0.05
2024-10-11 00:00:00+00:00,0000049938,0.05
2024-10-11 00:00:00+00:00,0001067837,0.05
2024-10-11 00:00:00+00:00,0001069202,0.05
2025-01-10 00:00:00+00:00,0000894315,0.05
2025-01-10 00:00:00+00:00,0001604665,0.05
2025-01-10 00:00:00+00:00,0001618181,0.05
2025-01-10 00:00:00+00:00,0001227500,0.05
2025-01-10 00:00:00+00:00,0001759124,0.05
2025-01-10 00:00:00+00:00,0001069202,0.05
2025-01-10 00:00:00+00:00,0000005513,0.05
2025-01-10 00:00:00+00:00,0001559720,0.05
2025-01-10 00:00:00+00:00,0001621563,0.05
2025-01-10 00:00:00+00:00,0001499832,0.05
2025-01-10 00:00:00+00:00,0000049938,0.05
2025-01-10 00:00:00+00:00,0001808834,0.05
2025-01-10 00:00:00+00:00,0000019745,0.05
2025-01-10 00:00:00+00:00,0001683695,0.05
2025-01-10 00:00:00+00:00,0000749251,0.05
2025-01-10 00:00:00+00:00,0001067837,0.05
2025-01-10 00:00:00+00:00,0000898173,0.05
2025-01-10 00:00:00+00:00,0001324424,0.05
2025-01-10 00:00:00+00:00,0001113809,0.05
2025-01-10 00:00:00+00:00,0001061219,0.05
2025-04-11 00:00:00+00:00,0000894315,0.05
2025-04-11 00:00:00+00:00,0001604665,0.05
2025-04-11 00:00:00+00:00,0001618181,0.05
2025-04-11 00:00:00+00:00,0001069202,0.05
2025-04-11 00:00:00+00:00,0001725210,0.05
2025-04-11 00:00:00+00:00,0001227500,0.05
2025-04-11 00:00:00+00:00,0001759124,0.05
2025-04-11 00:00:00+00:00,0001773751,0.05
2025-04-11 00:00:00+00:00,0000854775,0.05
2025-04-11 00:00:00+00:00,0001677703,0.05
2025-04-11 00:00:00+00:00,0001499832,0.05
2025-04-11 00:00:00+00:00,0001683695,0.05
2025-04-11 00:00:00+00:00,0000749251,0.05
2025-04-11 00:00:00+00:00,0001295947,0.05
2025-04-11 00:00:00+00:00,0001594805,0.05
2025-04-11 00:00:00+00:00,0001856236,0.05
2025-04-11 00:00:00+00:00,0001856314,0.05
2025-04-11 00:00:00+00:00,0001640428,0.05
2025-04-11 00:00:00+00:00,0000019745,0.05
2025-04-11 00:00:00+00:00,0001622536,0.05
2025-07-11 00:00:00+00:00,0001604665,0.05
2025-07-11 00:00:00+00:00,0001618181,0.05
2025-07-11 00:00:00+00:00,0000034782,0.05
2025-07-11 00:00:00+00:00,0001090425,0.05
2025-07-11 00:00:00+00:00,0001725210,0.05
2025-07-11 00:00:00+00:00,0001590976,0.05
2025-07-11 00:00:00+00:00,0001759124,0.05
2025-07-11 00:00:00+00:00,0001295947,0.05
2025-07-11 00:00:00+00:00,0001594805,0.05
2025-07-11 00:00:00+00:00,0001856314,0.05
2025-07-11 00:00:00+00:00,0001005731,0.05
2025-07-11 00:00:00+00:00,0000779152,0.05
2025-07-11 00:00:00+00:00,0001061219,0.05
2025-07-11 00:00:00+00:00,0000012659,0.05
2025-07-11 00:00:00+00:00,0001773751,0.05
2025-07-11 00:00:00+00:00,0001326801,0.05
2025-07-11 00:00:00+00:00,0001546417,0.05
2025-07-11 00:00:00+00:00,0001624794,0.05
2025-07-11 00:00:00+00:00,0001888447,0.05
2025-07-11 00:00:00+00:00,0000319201,0.05
2025-10-10 00:00:00+00:00,0001728688,0.05
2025-10-10 00:00:00+00:00,0001604665,0.05
2025-10-10 00:00:00+00:00,0001618181,0.05
2025-10-10 00:00:00+00:00,0001725210,0.05
2025-10-10 00:00:00+00:00,0001758730,0.05
2025-10-10 00:00:00+00:00,0001056288,0.05
2025-10-10 00:00:00+00:00,0001628063,0.05
2025-10-10 00:00:00+00:00,0000004904,0.05
2025-10-10 00:00:00+00:00,0001590976,0.05
2025-10-10 00:00:00+00:00,0001499832,0.05
2025-10-10 00:00:00+00:00,0001856236,0.05
2025-10-10 00:00:00+00:00,0001594805,0.05
2025-10-10 00:00:00+00:00,0001846576,0.05
2025-10-10 00:00:00+00:00,0001005731,0.05
2025-10-10 00:00:00+00:00,0000779152,0.05
2025-10-10 00:00:00+00:00,0000795403,0.05
2025-10-10 00:00:00+00:00,0001856314,0.05
2025-10-10 00:00:00+00:00,0000059478,0.05
2025-10-10 00:00:00+00:00,0001326801,0.05
2025-10-10 00:00:00+00:00,0001720420,0.05
2026-01-09 00:00:00+00:00,0001758730,0.05
2026-01-09 00:00:00+00:00,0001604665,0.05
2026-01-09 00:00:00+00:00,0001779128,0.05
2026-01-09 00:00:00+00:00,0001725210,0.05
2026-01-09 00:00:00+00:00,0001468327,0.05
2026-01-09 00:00:00+00:00,0001841408,0.05
2026-01-09 00:00:00+00:00,0001729997,0.05
2026-01-09 00:00:00+00:00,0001846576,0.05
2026-01-09 00:00:00+00:00,0001077428,0.05
2026-01-09 00:00:00+00:00,0000352915,0.05
2026-01-09 00:00:00+00:00,0001856236,0.05
2026-01-09 00:00:00+00:00,0001830043,0.05
2026-01-09 00:00:00+00:00,0001594805,0.05
2026-01-09 00:00:00+00:00,0001720420,0.05
2026-01-09 00:00:00+00:00,0001620533,0.05
2026-01-09 00:00:00+00:00,0001141391,0.05
2026-01-09 00:00:00+00:00,0001856314,0.05
2026-01-09 00:00:00+00:00,0000779152,0.05
2026-01-09 00:00:00+00:00,0001059556,0.05
2026-01-09 00:00:00+00:00,0001037038,0.05
2026-04-10 00:00:00+00:00,0001758730,0.05
2026-04-10 00:00:00+00:00,0001725210,0.05
2026-04-10 00:00:00+00:00,0001604665,0.05
2026-04-10 00:00:00+00:00,0001729997,0.05
2026-04-10 00:00:00+00:00,0001841408,0.05
2026-04-10 00:00:00+00:00,0000906553,0.05
2026-04-10 00:00:00+00:00,0001723788,0.05
2026-04-10 00:00:00+00:00,0001846576,0.05
2026-04-10 00:00:00+00:00,0000059478,0.05
2026-04-10 00:00:00+00:00,0001568100,0.05
2026-04-10 00:00:00+00:00,0001585521,0.05
2026-04-10 00:00:00+00:00,0001779128,0.05
2026-04-10 00:00:00+00:00,0001625297,0.05
2026-04-10 00:00:00+00:00,0000352915,0.05
2026-04-10 00:00:00+00:00,0001830043,0.05
2026-04-10 00:00:00+00:00,0001620533,0.05
2026-04-10 00:00:00+00:00,0001802255,0.05
2026-04-10 00:00:00+00:00,0000779152,0.05
2026-04-10 00:00:00+00:00,0001141391,0.05
2026-04-10 00:00:00+00:00,0001544522,0.05
