portfolio,window,upside_capture_spy,downside_capture_spy,beta_spy,corr_spy,beta_qqq,corr_qqq,active_return_vs_SPY,active_return_vs_QQQ,active_return_vs_ggg1,active_return_vs_phase2_best,active_return_vs_phase3_best,active_return_vs_phase4_best
phase4_best,recovery_2023,0.1285104102443954,-0.2271664544966763,-0.07731731510912447,-0.12720281373320258,-0.05750035697391977,-0.12523274077410315,-0.06931641476516637,-0.1578180485047913,-0.006583307227145507,-0.010798303889532734,-0.01285172818947622,0.0
prod_pin,full,0.04327651253096276,-0.12266030807974496,-0.02490799584957499,-0.05614344901717657,-0.02024499259805253,-0.05158636767756301,-0.03644308355131809,-0.0779301408661719,-0.0024575950890244336,-0.004968415052544639,-0.003756030049728576,-0.007524675334551256
prod_pin,holdout_2016,0.062114202438239126,-0.11868673722953461,-0.04192833300718099,-0.09076735322479826,-0.02798687093905803,-0.07189577263386374,-0.06736046402611362,-0.11266377653377302,-0.007542427028962795,-0.009418641553566642,-0.011175736824152516,-0.009664303728130097
prod_pin,holdout_2020,0.06173665330946788,-0.10859976720873923,-0.04643104120260173,-0.10401923187431777,-0.031917220741017334,-0.08360332210298749,-0.06071118301701417,-0.1075854873633495,-0.014822228368851276,-0.016348117159511455,-0.018683257072237724,-0.012456102774490052
prod_pin,holdout_2021,0.08544420519535349,-0.13034502311469282,-0.030388878488560492,-0.06391796635019428,-0.021884481778717355,-0.059911258564323555,-0.042468615850536295,-0.04875659480603112,-0.007569125379075059,-0.01035234504198601,-0.011020049054646375,-0.007176001372904306
prod_pin,bear_2022,0.0670397977393635,0.04303194562893097,0.017894921687628122,0.07052512860155719,0.014980418558932078,0.07319611353181296,0.1868596445866213,0.33087613755334155,0.018038994650568574,0.01651621481815091,0.019364714934918204,0.013338594035891105
prod_pin,recovery_2023,0.11966647361855476,-0.1992069304308264,-0.06532777562115827,-0.12327604950113226,-0.049335861598322206,-0.12324546441991098,-0.08275130893835136,-0.1712529426779763,-0.020018201400330504,-0.02423319806271773,-0.026286622362661216,-0.013434894173184997
official_shadow,full,0.04273059916833247,-0.12247722389503288,-0.024890010116535147,-0.05633020869102831,-0.020282575219187627,-0.051891521545727085,-0.036782969028889,-0.0782700263437428,-0.002797154003670199,-0.005307973967190405,-0.0040955889643743415,-0.007864234249197022
official_shadow,holdout_2016,0.062033490246228874,-0.11874057690643494,-0.04155570016673052,-0.09034366146657814,-0.02780707550727211,-0.07173801151606563,-0.06735533208920574,-0.11265864459686514,-0.007537295092054919,-0.009413509616658766,-0.01117060488724464,-0.00965917179122222
official_shadow,holdout_2020,0.06143688276079747,-0.10824749464211304,-0.04594577152981764,-0.10386906237249138,-0.03165386424832327,-0.08366824245923524,-0.06098511307214349,-0.10785941741847882,-0.015096158423980599,-0.01662204721464078,-0.018957187127367048,-0.012730032829619375
official_shadow,holdout_2021,0.0842987423264745,-0.1297313958815778,-0.030231971969344427,-0.06391593198657568,-0.021817014289611573,-0.060034633756327414,-0.043338084929232856,-0.04962606388472768,-0.00843859445777162,-0.011221814120682572,-0.011889518133342936,-0.008045470451600867
official_shadow,bear_2022,0.06315022663049615,0.042888725573450914,0.016702875398021573,0.06735913997063868,0.013726322870646093,0.06862928778803194,0.1847244426137593,0.32874093558047957,0.015903792677706585,0.01438101284528892,0.017229512962056215,0.011203392063029116
official_shadow,recovery_2023,0.1190759674612589,-0.19797796620436045,-0.06420726295454651,-0.12205882112516403,-0.04848198886337364,-0.12200927106369289,-0.08344865437683358,-0.17195028811645852,-0.020715546838812715,-0.024930543501199942,-0.026983967801143427,-0.014132239611667208
equal_weight_etf,full,0.02662116819126979,-0.09794383974505787,-0.021073736758711673,-0.05560205476115078,-0.01528049487720892,-0.04557678983587678,-0.054674146489034126,-0.09616120380388793,-0.020671279684560506,-0.023182099648080712,-0.02196971464526465,-0.02573835993008733
equal_weight_etf,holdout_2016,0.05156848647277287,-0.09467202502408813,-0.030005265403353208,-0.0743986632231646,-0.016595214747244902,-0.04882895962111289,-0.0815036802724125,-0.1268069927800719,-0.02168564327526168,-0.023561857799865527,-0.0253189530704514,-0.02380751997442898
equal_weight_etf,holdout_2020,0.0554722337324411,-0.09355578306601607,-0.03389750647454935,-0.08532155731429969,-0.02135586792619417,-0.06284945208119595,-0.0705853896370161,-0.11745969398335143,-0.02469643498885321,-0.02622232377951339,-0.02855746369223966,-0.022330309394491987
equal_weight_etf,holdout_2021,0.08052895240311182,-0.12159605578963613,-0.020445303120011717,-0.04959333668014484,-0.012370012648781034,-0.03905384683613334,-0.048056807696170045,-0.05434478665166487,-0.013157317224708809,-0.01594053688761976,-0.016608240900280125,-0.012764193218538056
equal_weight_etf,bear_2022,0.0638470944161722,0.03651229831239763,0.021970788887056225,0.0980895937965955,0.01890636787143782,0.10464907129045056,0.19036760585442059,0.33438409882114084,0.02154695591836786,0.020024176085950196,0.02287267620271749,0.01684655530369039
equal_weight_etf,recovery_2023,0.1106022038200719,-0.17488848908304466,-0.04996841583192335,-0.11145381594998711,-0.033721316609863224,-0.09957063462118627,-0.09503692992465229,-0.18353856366427723,-0.03230382238663143,-0.03651881904901866,-0.03857224334896214,-0.025720515159485924
bench_60_40,full,0.051406206664591614,-0.14775023707968557,-0.04697730894893653,-0.08005552377444566,-0.02564265145107535,-0.0493995645062653,-0.024570734843421427,-0.06605779215827523,0.009490541666832941,0.006979721703312736,0.008192106706128799,0.0044234614213061185
bench_60_40,holdout_2016,0.07001093419428636,-0.16290845885720223,-0.05868716445626156,-0.09594505949119538,-0.031656543116970574,-0.06141435751486637,-0.0482991942451898,-0.0936025067528492,0.011518842751961023,0.009642628227357175,0.007885532956771302,0.00939696605279372
bench_60_40,holdout_2020,0.04658551969011537,-0.15283082168510256,-0.059678725459041126,-0.09590385278767126,-0.030242409142312517,-0.056823260255506054,-0.05366813286218086,-0.10054243720851619,-0.007779178214017968,-0.009305067004678147,-0.011640206917404416,-0.005413052619656744
bench_60_40,holdout_2021,0.05371958444284412,-0.13181388240782982,-0.05333589456289561,-0.08232794720927328,-0.02668732058180298,-0.05361626728451225,-0.06235638764585749,-0.06864436660135231,-0.027456897174396255,-0.030240116837307207,-0.03090782084996757,-0.027063773168225502
bench_60_40,bear_2022,-0.09239532046813001,0.09733708419558942,-0.03045251100353787,-0.0459213924660151,-0.01928871195961955,-0.03606161373193593,0.050000038749964615,0.19401653171668487,-0.11882061118608811,-0.12034339101850577,-0.11749489090173848,-0.12352101180076558
bench_60_40,recovery_2023,0.11174871981272298,-0.2367406165116406,-0.08071669383773698,-0.1258123637647372,-0.04403174136070387,-0.09085591558788544,-0.07599701188872898,-0.16449864562835392,-0.013263904350708122,-0.01747890101309535,-0.019532325313038834,-0.006680597123562615
SPY,full,1.0,1.0,1.0,1.0,0.8088397411286165,0.9143648115356346,0.0,-0.041487057314853804,0.033983122026767454,0.0314698791225172,0.032683434738910666,0.028911146606681593
SPY,holdout_2016,1.0,1.0,1.0,0.9999999999999999,0.7796089839041616,0.9251321414213366,0.0,-0.0453033125076594,0.059818036997150825,0.05794182247254698,0.056184727201961104,0.05769616029798352
SPY,holdout_2020,1.0,1.0,1.0,1.0,0.7924444330067429,0.9265355066322079,0.0,-0.04687430434633533,0.045888954648162894,0.044363065857502715,0.042027925944776445,0.04825508024252412
SPY,holdout_2021,1.0,1.0,1.0,1.0,0.7239367998814851,0.9422465445063606,0.0,-0.006287978955494822,0.034899490471461236,0.032116270808550285,0.03144856679588992,0.03529261447763199
SPY,bear_2022,1.0,1.0,1.0,1.0,0.7776181634653833,0.9640873530524172,0.0,0.14401649296672026,-0.16882064993605272,-0.1703434297684704,-0.1674949296517031,-0.1735210505507302
SPY,recovery_2023,1.0,1.0,1.0,0.9999999999999998,0.7090459315115863,0.9386458413570249,0.0,-0.08850163373962494,0.06273310753802086,0.05851811087563363,0.05646468657569015,0.06931641476516637
QQQ,full,1.143462287107602,1.077156885388338,1.0336571833228596,0.9143648115356346,1.0,1.0,0.041487057314853804,0.0,0.07547017934162126,0.072956936437371,0.07417049205376447,0.0703982039215354
QQQ,holdout_2016,1.2181583219881333,1.1825213159739074,1.0978189025025928,0.9251321414213366,1.0,1.0,0.0453033125076594,0.0,0.10512134950481022,0.10324513498020638,0.1014880397096205,0.10299947280564292
QQQ,holdout_2020,1.2239970471929011,1.1928532343111058,1.0833163932932788,0.9265355066322077,1.0,0.9999999999999998,0.04687430434633533,0.0,0.09276325899449822,0.09123737020383804,0.08890223029111177,0.09512938458885944
QQQ,holdout_2021,1.2543289857764435,1.3117105301051268,1.2263895837033318,0.9422465445063605,1.0,1.0,0.006287978955494822,0.0,0.04118746942695606,0.038404249764045106,0.03773654575138474,0.04158059343312681
QQQ,bear_2022,1.1825776060923492,1.3737699389072862,1.1952709800058476,0.9640873530524172,1.0,1.0,-0.14401649296672026,0.0,-0.312837142902773,-0.31435992273519064,-0.31151142261842335,-0.31753754351745045
QQQ,recovery_2023,1.3114916396515095,1.255059253852329,1.2425937112685348,0.9386458413570249,1.0,0.9999999999999999,0.08850163373962494,0.0,0.1512347412776458,0.14701974461525857,0.1449663203153151,0.1578180485047913
EqualWeightSectorSleeve,full,0.9347961756057098,0.9211756323279169,0.967903738683699,0.9701534293967425,0.7409784125740684,0.8395969150224408,-0.002909712116352825,-0.04439676943120663,0.03107340991041463,0.028560167006164372,0.02977372262255784,0.026001434490328768
EqualWeightSectorSleeve,holdout_2016,0.8636513548600645,0.8563993659327223,0.9357135126142142,0.9511324618907664,0.6549251035648971,0.7899810528426452,-0.01915289185590341,-0.06445620436356281,0.040665145141247416,0.03878893061664357,0.037031835346057695,0.038543268442080114
EqualWeightSectorSleeve,holdout_2020,0.8545187954153743,0.8453365297683456,0.9466540583115992,0.944457430453375,0.662551990373622,0.7728661702195612,-0.0206235065803293,-0.06749781092666463,0.025265448067833596,0.023739559277173417,0.021404419364447147,0.02763157366219482
EqualWeightSectorSleeve,holdout_2021,0.8077514372308656,0.7593235853018176,0.8319850754523553,0.9228918152537168,0.5341729711062215,0.7712249438131139,-0.007425974979905492,-0.013713953935400314,0.027473515491555744,0.024690295828644793,0.02402259181598443,0.027866639497726498
EqualWeightSectorSleeve,bear_2022,0.9274489393687927,0.7871895484471776,0.8991226878713344,0.9695067026264975,0.6609473739127837,0.8835858052835901,0.10826771520198375,0.252284208168704,-0.060552934734068975,-0.06207571456648664,-0.059227214449719345,-0.06525333534874644
EqualWeightSectorSleeve,recovery_2023,0.7178642288071967,0.7163082176851002,0.7745595424168279,0.8875897364844485,0.4714175570227523,0.715139237101881,-0.06211729538641442,-0.15061892912603936,0.000615812151606443,-0.003599184510780784,-0.005652608810724269,0.00719911937875195
