left_signal,right_signal,avg_cs_corr,abs_avg_cs_corr
quality_proxy_asset_class_neutral,trend_clarity_momentum,0.293833122756744,0.293833122756744
quality_proxy,value_proxy,-0.2867901716025885,0.2867901716025885
contained_recovery_quality,residual_momentum,0.2771175265074511,0.2771175265074511
quality_proxy_asset_class_neutral,xsmom_asset_class_neutral,0.27191111674920326,0.27191111674920326
contained_recovery_quality,xsmom_asset_class_neutral,0.2603755368054952,0.2603755368054952
quality_proxy,trend_clarity_momentum,0.25797427444350957,0.25797427444350957
reversal_4w_global,value_proxy,0.24984279480574237,0.24984279480574237
bab_proxy_asset_class_neutral,quality_proxy,0.24654740968508132,0.24654740968508132
quality_proxy_asset_class_neutral,xsmom_global,0.23695872430225506,0.23695872430225506
moving_average_distance,quality_proxy_asset_class_neutral,0.23458903218448152,0.23458903218448152
bab_proxy,carry_proxy,0.23191046272921137,0.23191046272921137
reversal_4w_asset_class_neutral,value_proxy_asset_class_neutral,0.22674828970984712,0.22674828970984712
bab_proxy,quality_proxy_asset_class_neutral,0.2226612929529639,0.2226612929529639
multi_mom_invvol,quality_proxy_asset_class_neutral,0.2215143869922512,0.2215143869922512
quality_proxy,xsmom_asset_class_neutral,0.22096160279211116,0.22096160279211116
contained_recovery_quality,reversal_1w_global,-0.22017012539806277,0.22017012539806277
multi_mom_equal,quality_proxy_asset_class_neutral,0.21320968759503048,0.21320968759503048
bab_proxy,multi_mom_equal,-0.21220145506383642,0.21220145506383642
bab_proxy,xsmom_global,-0.2045393696962227,0.2045393696962227
bab_proxy,moving_average_distance,-0.19870796716534733,0.19870796716534733
bab_proxy,multi_mom_invvol,-0.195038180471879,0.195038180471879
carry_proxy,quality_proxy_asset_class_neutral,-0.1863525452734804,0.1863525452734804
reversal_4w_global,value_proxy_asset_class_neutral,0.18454622070648566,0.18454622070648566
reversal_4w_asset_class_neutral,value_proxy,0.17649994389005938,0.17649994389005938
contained_recovery_quality,reversal_1w_asset_class_neutral,-0.1745918611485718,0.1745918611485718
carry_proxy_asset_class_neutral,quality_proxy_asset_class_neutral,-0.169131348631119,0.169131348631119
breadth_confirmed_momentum,quality_proxy_asset_class_neutral,0.1671382721330068,0.1671382721330068
bab_proxy,breadth_confirmed_momentum,-0.16564596548196192,0.16564596548196192
bab_proxy,value_proxy,0.16526457823958923,0.16526457823958923
contained_recovery_quality,quality_proxy_asset_class_neutral,0.16494645973181338,0.16494645973181338
contained_recovery_quality,quality_proxy,0.1614311299275646,0.1614311299275646
quality_proxy,xsmom_global,0.16008498560749482,0.16008498560749482
moving_average_distance,quality_proxy,0.15462329186411686,0.15462329186411686
multi_mom_invvol,quality_proxy,0.14270271653066222,0.14270271653066222
reversal_1w_global,value_proxy,0.14246006160934235,0.14246006160934235
carry_proxy_asset_class_neutral,value_proxy,0.1402546342331858,0.1402546342331858
bab_proxy,trend_clarity_momentum,-0.1396077928286078,0.1396077928286078
bab_proxy_asset_class_neutral,carry_proxy,0.13707030114147975,0.13707030114147975
residual_momentum,value_proxy_asset_class_neutral,-0.1367978689773346,0.1367978689773346
residual_momentum,value_proxy,-0.13626431720458881,0.13626431720458881
multi_mom_equal,quality_proxy,0.12833995431033396,0.12833995431033396
carry_proxy,xsmom_global,-0.1269604158276268,0.1269604158276268
moving_average_distance,reversal_4w_global,-0.1263921571662654,0.1263921571662654
reversal_1w_asset_class_neutral,value_proxy_asset_class_neutral,0.12408801529411029,0.12408801529411029
carry_proxy,multi_mom_equal,-0.12144088890456153,0.12144088890456153
carry_proxy_asset_class_neutral,xsmom_global,-0.120657005333962,0.120657005333962
carry_proxy,moving_average_distance,-0.11763477659289463,0.11763477659289463
breadth_confirmed_momentum,quality_proxy,0.11699730559370994,0.11699730559370994
quality_proxy_asset_class_neutral,residual_momentum,0.11632678566909815,0.11632678566909815
carry_proxy,multi_mom_invvol,-0.11308958672617139,0.11308958672617139
bab_proxy,carry_proxy_asset_class_neutral,0.10927863995393468,0.10927863995393468
carry_proxy_asset_class_neutral,multi_mom_invvol,-0.10898850057438915,0.10898850057438915
carry_proxy_asset_class_neutral,moving_average_distance,-0.10842728101235743,0.10842728101235743
carry_proxy_asset_class_neutral,multi_mom_equal,-0.10842406606993545,0.10842406606993545
bab_proxy,reversal_4w_global,0.10685023470609255,0.10685023470609255
carry_proxy_asset_class_neutral,trend_clarity_momentum,-0.10542368469592607,0.10542368469592607
carry_proxy_asset_class_neutral,xsmom_asset_class_neutral,-0.10026943493398363,0.10026943493398363
reversal_1w_global,value_proxy_asset_class_neutral,0.1000167047314822,0.1000167047314822
reversal_1w_asset_class_neutral,value_proxy,0.09847713038694027,0.09847713038694027
bab_proxy_asset_class_neutral,carry_proxy_asset_class_neutral,0.09713366492871998,0.09713366492871998
carry_proxy_asset_class_neutral,value_proxy_asset_class_neutral,0.09269653415530907,0.09269653415530907
breadth_confirmed_momentum,carry_proxy,-0.08649569921592361,0.08649569921592361
carry_proxy,trend_clarity_momentum,-0.0860606930632093,0.0860606930632093
breadth_confirmed_momentum,carry_proxy_asset_class_neutral,-0.08276479954973565,0.08276479954973565
carry_proxy,value_proxy,0.07817714294278773,0.07817714294278773
carry_proxy_asset_class_neutral,tsmom_vol_scaled,-0.07796456378458815,0.07796456378458815
quality_proxy,residual_momentum,0.07772926908182923,0.07772926908182923
carry_proxy_asset_class_neutral,quality_proxy,-0.0765218553967331,0.0765218553967331
bab_proxy_asset_class_neutral,residual_momentum,0.07536359700937534,0.07536359700937534
carry_proxy,xsmom_asset_class_neutral,-0.07306268624701417,0.07306268624701417
moving_average_distance,reversal_4w_asset_class_neutral,-0.07037530914610576,0.07037530914610576
reversal_4w_global,trend_clarity_momentum,-0.06957383519499255,0.06957383519499255
carry_proxy_asset_class_neutral,residual_momentum,-0.06806999536734344,0.06806999536734344
carry_proxy,quality_proxy,0.06524161160639626,0.06524161160639626
reversal_4w_global,xsmom_global,-0.06440853038072605,0.06440853038072605
carry_proxy,residual_momentum,-0.0636771175173095,0.0636771175173095
multi_mom_equal,reversal_4w_global,-0.05861619879043615,0.05861619879043615
bab_proxy,reversal_1w_global,0.055600449242853615,0.055600449242853615
moving_average_distance,reversal_1w_global,-0.05301605764747143,0.05301605764747143
bab_proxy,residual_momentum,0.05269328374428248,0.05269328374428248
multi_mom_invvol,reversal_4w_global,-0.052233644595992355,0.052233644595992355
bab_proxy_asset_class_neutral,value_proxy,-0.052065823276139525,0.052065823276139525
carry_proxy,value_proxy_asset_class_neutral,0.05165615118025135,0.05165615118025135
reversal_1w_global,xsmom_global,-0.05147129986949874,0.05147129986949874
bab_proxy,contained_recovery_quality,-0.04800832570636032,0.04800832570636032
breadth_confirmed_momentum,reversal_4w_global,-0.04697502961761663,0.04697502961761663
multi_mom_equal,reversal_1w_global,-0.046889490356785704,0.046889490356785704
reversal_1w_global,trend_clarity_momentum,-0.04515960995629171,0.04515960995629171
carry_proxy,reversal_4w_global,0.043128257634879374,0.043128257634879374
multi_mom_invvol,reversal_1w_global,-0.042904526542241715,0.042904526542241715
bab_proxy_asset_class_neutral,value_proxy_asset_class_neutral,-0.04237433424674074,0.04237433424674074
breadth_confirmed_momentum,reversal_1w_global,-0.038055834012522945,0.038055834012522945
reversal_4w_asset_class_neutral,trend_clarity_momentum,-0.03426300206698554,0.03426300206698554
carry_proxy_asset_class_neutral,contained_recovery_quality,-0.032665869570334925,0.032665869570334925
quality_proxy_asset_class_neutral,reversal_4w_global,-0.03264114138492781,0.03264114138492781
carry_proxy_asset_class_neutral,reversal_4w_global,0.032023206538569896,0.032023206538569896
bab_proxy_asset_class_neutral,reversal_4w_asset_class_neutral,0.031144985810138276,0.031144985810138276
reversal_4w_asset_class_neutral,xsmom_asset_class_neutral,-0.031065658453407675,0.031065658453407675
reversal_1w_asset_class_neutral,xsmom_asset_class_neutral,-0.03078602924232513,0.03078602924232513
quality_proxy,reversal_4w_asset_class_neutral,-0.030176687210280696,0.030176687210280696
reversal_4w_global,xsmom_asset_class_neutral,-0.02945195735013252,0.02945195735013252
bab_proxy_asset_class_neutral,contained_recovery_quality,0.02721760272168082,0.02721760272168082
reversal_1w_global,tsmom_vol_scaled,-0.02676746875263285,0.02676746875263285
reversal_4w_global,tsmom_vol_scaled,-0.026637359004177606,0.026637359004177606
bab_proxy_asset_class_neutral,tsmom_vol_scaled,0.02603646693365933,0.02603646693365933
moving_average_distance,reversal_1w_asset_class_neutral,-0.02598718308695367,0.02598718308695367
quality_proxy_asset_class_neutral,reversal_4w_asset_class_neutral,-0.02509778351614827,0.02509778351614827
bab_proxy,value_proxy_asset_class_neutral,-0.02496734311091123,0.02496734311091123
reversal_1w_global,xsmom_asset_class_neutral,-0.024857730706320618,0.024857730706320618
reversal_4w_asset_class_neutral,xsmom_global,-0.024469664987820317,0.024469664987820317
reversal_4w_asset_class_neutral,tsmom_vol_scaled,-0.024240405966960758,0.024240405966960758
reversal_1w_asset_class_neutral,xsmom_global,-0.024219404013590587,0.024219404013590587
bab_proxy,xsmom_asset_class_neutral,-0.022842977739518405,0.022842977739518405
reversal_1w_asset_class_neutral,trend_clarity_momentum,-0.021928586972229207,0.021928586972229207
bab_proxy_asset_class_neutral,xsmom_asset_class_neutral,-0.020649659125255834,0.020649659125255834
multi_mom_equal,reversal_1w_asset_class_neutral,-0.020003241238757425,0.020003241238757425
bab_proxy_asset_class_neutral,reversal_1w_asset_class_neutral,0.019163907530692005,0.019163907530692005
multi_mom_equal,reversal_4w_asset_class_neutral,-0.018705576040447043,0.018705576040447043
carry_proxy_asset_class_neutral,reversal_4w_asset_class_neutral,0.017917311971136354,0.017917311971136354
bab_proxy_asset_class_neutral,reversal_4w_global,0.01706205127651987,0.01706205127651987
reversal_1w_asset_class_neutral,tsmom_vol_scaled,-0.016939987660805556,0.016939987660805556
multi_mom_invvol,reversal_1w_asset_class_neutral,-0.016793595746229597,0.016793595746229597
multi_mom_invvol,reversal_4w_asset_class_neutral,-0.014778062474948834,0.014778062474948834
quality_proxy,reversal_1w_global,0.014570685785289016,0.014570685785289016
bab_proxy,reversal_4w_asset_class_neutral,0.014157345533938614,0.014157345533938614
carry_proxy,tsmom_vol_scaled,0.01404286294507909,0.01404286294507909
residual_momentum,reversal_1w_global,-0.013697462230357775,0.013697462230357775
carry_proxy,reversal_4w_asset_class_neutral,0.013357568529615737,0.013357568529615737
quality_proxy,reversal_4w_global,0.012749449982094076,0.012749449982094076
bab_proxy_asset_class_neutral,trend_clarity_momentum,0.012677203385771963,0.012677203385771963
carry_proxy,reversal_1w_asset_class_neutral,-0.012350979196776442,0.012350979196776442
bab_proxy_asset_class_neutral,xsmom_global,-0.011173847241909618,0.011173847241909618
breadth_confirmed_momentum,reversal_1w_asset_class_neutral,-0.01114186491873334,0.01114186491873334
bab_proxy,reversal_1w_asset_class_neutral,0.010958665217285977,0.010958665217285977
bab_proxy_asset_class_neutral,reversal_1w_global,0.01040538168422943,0.01040538168422943
carry_proxy_asset_class_neutral,reversal_1w_asset_class_neutral,-0.009108824905851997,0.009108824905851997
bab_proxy_asset_class_neutral,multi_mom_equal,-0.00826875955710465,0.00826875955710465
bab_proxy_asset_class_neutral,breadth_confirmed_momentum,0.008097948250467888,0.008097948250467888
quality_proxy_asset_class_neutral,reversal_1w_global,-0.008042120989844049,0.008042120989844049
residual_momentum,reversal_1w_asset_class_neutral,-0.007681181152992584,0.007681181152992584
carry_proxy,reversal_1w_global,0.007424790262402017,0.007424790262402017
residual_momentum,reversal_4w_asset_class_neutral,0.006828475890428154,0.006828475890428154
bab_proxy_asset_class_neutral,multi_mom_invvol,0.0059199111756357975,0.0059199111756357975
quality_proxy,reversal_1w_asset_class_neutral,-0.005822209394571855,0.005822209394571855
bab_proxy_asset_class_neutral,moving_average_distance,0.005364874377429772,0.005364874377429772
bab_proxy,tsmom_vol_scaled,-0.005132560466531497,0.005132560466531497
breadth_confirmed_momentum,reversal_4w_asset_class_neutral,-0.004818414157863,0.004818414157863
carry_proxy_asset_class_neutral,reversal_1w_global,0.0032794733090445,0.0032794733090445
quality_proxy_asset_class_neutral,reversal_1w_asset_class_neutral,0.003258076400366927,0.003258076400366927
carry_proxy,contained_recovery_quality,0.002390670302148033,0.002390670302148033
residual_momentum,reversal_4w_global,-0.0011817551497994455,0.0011817551497994455
