decision_at,cik10,company_name,sector,score,available_features,intended_weight
2014-07-01 00:00:00+00:00,0001131554,SYNCHRONOSS TECHNOLOGIES INC,technology,0.8212137486573577,2,0.2
2014-07-01 00:00:00+00:00,0001511737,"UBIQUITI NETWORKS, INC.",technology,0.818228535433312,3,0.2
2014-10-01 00:00:00+00:00,0001162194,FLUIDIGM CORP,technology,0.8931486068277827,3,0.2
2014-10-01 00:00:00+00:00,0000894627,VAALCO ENERGY INC /DE/,energy,0.8675424192665572,2,0.2
2014-10-01 00:00:00+00:00,0001044777,VASCO DATA SECURITY INTERNATIONAL INC,technology,0.8214526923313071,2,0.2
2014-10-01 00:00:00+00:00,0001327567,PALO ALTO NETWORKS INC,technology,0.7968932277276356,2,0.2
2014-10-01 00:00:00+00:00,0001326801,FACEBOOK INC,technology,0.7819470556026049,3,0.2
2015-01-01 00:00:00+00:00,0001162194,FLUIDIGM CORP,technology,0.9162162162162163,3,0.2
2015-01-01 00:00:00+00:00,0001044777,VASCO DATA SECURITY INTERNATIONAL INC,technology,0.8295795795795796,2,0.2
2015-01-01 00:00:00+00:00,0001327567,PALO ALTO NETWORKS INC,technology,0.8195195195195195,3,0.2
2015-01-01 00:00:00+00:00,0001131554,SYNCHRONOSS TECHNOLOGIES INC,technology,0.8087087087087088,2,0.2
2015-01-01 00:00:00+00:00,0001373715,"SERVICENOW, INC.",technology,0.7723723723723723,3,0.2
2015-04-01 00:00:00+00:00,0001162194,FLUIDIGM CORP,technology,0.9379599379599379,3,0.2
2015-04-01 00:00:00+00:00,0000874499,GULFPORT ENERGY CORP,energy,0.9087021035175002,3,0.2
2015-04-01 00:00:00+00:00,0001370880,"FIREEYE, INC.",technology,0.8972972972972973,2,0.2
2015-04-01 00:00:00+00:00,0001044777,VASCO DATA SECURITY INTERNATIONAL INC,technology,0.8951951951951953,2,0.2
2015-04-01 00:00:00+00:00,0001131554,SYNCHRONOSS TECHNOLOGIES INC,technology,0.8244744744744745,2,0.2
2015-07-01 00:00:00+00:00,0001044777,VASCO DATA SECURITY INTERNATIONAL INC,technology,0.9601980198019802,2,0.2
2015-07-01 00:00:00+00:00,0001280263,AMBARELLA INC,technology,0.9553465346534653,2,0.2
2015-07-01 00:00:00+00:00,0000894627,VAALCO ENERGY INC /DE/,energy,0.9089924160346696,2,0.2
2015-07-01 00:00:00+00:00,0000788965,HALLADOR ENERGY CO,energy,0.8734242919489995,3,0.2
2015-07-01 00:00:00+00:00,0000004127,SKYWORKS SOLUTIONS INC,technology,0.8615759963093085,3,0.2
2015-10-01 00:00:00+00:00,0001280263,AMBARELLA INC,technology,0.9021951749619648,2,0.2
2015-10-01 00:00:00+00:00,0001158114,"APPLIED OPTOELECTRONICS, INC.",technology,0.8927624429471854,2,0.2
2015-10-01 00:00:00+00:00,0000788965,HALLADOR ENERGY CO,energy,0.8923677415480693,3,0.2
2015-10-01 00:00:00+00:00,0001035002,VALERO ENERGY CORP/TX,energy,0.8846153846153847,2,0.2
2015-10-01 00:00:00+00:00,0001138639,INFINERA CORP,technology,0.8329875723494817,3,0.2
2016-01-01 00:00:00+00:00,0001006655,EVOLUTION PETROLEUM CORP,energy,0.9111427892611071,2,0.2
2016-01-01 00:00:00+00:00,0001158114,"APPLIED OPTOELECTRONICS, INC.",technology,0.8439802336028751,2,0.2
2016-01-01 00:00:00+00:00,0001138639,INFINERA CORP,technology,0.818122525040764,3,0.2
2016-01-01 00:00:00+00:00,0001433270,ANTERO RESOURCES CORP,energy,0.8086956521739129,3,0.2
2016-01-01 00:00:00+00:00,0001092699,SPS COMMERCE INC,technology,0.7679212006256032,3,0.2
2016-04-01 00:00:00+00:00,0001158114,"APPLIED OPTOELECTRONICS, INC.",technology,0.8677612172022978,2,0.2
2016-04-01 00:00:00+00:00,0001590955,"PAYCOM SOFTWARE, INC.",technology,0.8020493712156498,2,0.2
2016-04-01 00:00:00+00:00,0000796343,ADOBE SYSTEMS INC,technology,0.7770564703289242,3,0.2
2016-04-01 00:00:00+00:00,0001408710,FABRINET,technology,0.7610516233573832,3,0.2
2016-04-01 00:00:00+00:00,0001092699,SPS COMMERCE INC,technology,0.7581005642018598,3,0.2
2016-07-01 00:00:00+00:00,0001590955,"PAYCOM SOFTWARE, INC.",technology,0.9144534115920764,2,0.2
2016-07-01 00:00:00+00:00,0001158114,"APPLIED OPTOELECTRONICS, INC.",technology,0.8890315480557593,2,0.2
2016-07-01 00:00:00+00:00,0001591698,PAYLOCITY HOLDING CORP,technology,0.888481291269259,2,0.2
2016-07-01 00:00:00+00:00,0001326801,FACEBOOK INC,technology,0.7983482415250575,3,0.2
2016-07-01 00:00:00+00:00,0000796505,"CLEARFIELD, INC.",technology,0.7842170790813491,3,0.2
2016-10-01 00:00:00+00:00,0001419612,SOLAREDGE TECHNOLOGIES INC,technology,0.8739295488655425,2,0.2
2016-10-01 00:00:00+00:00,0001590955,"PAYCOM SOFTWARE, INC.",technology,0.8455195550454665,2,0.2
2016-10-01 00:00:00+00:00,0001326801,FACEBOOK INC,technology,0.8170892720274218,3,0.2
2016-10-01 00:00:00+00:00,0001538849,CROSSAMERICA PARTNERS LP,energy,0.8062160062160061,3,0.2
2016-10-01 00:00:00+00:00,0001596532,"ARISTA NETWORKS, INC.",technology,0.8050043040605459,3,0.2
2017-01-01 00:00:00+00:00,0000896429,USA TECHNOLOGIES INC,technology,0.9747151986662962,2,0.2
2017-01-01 00:00:00+00:00,0001039399,FORMFACTOR INC,technology,0.9546401778271743,2,0.2
2017-01-01 00:00:00+00:00,0001101680,DASAN ZHONE SOLUTIONS INC,technology,0.9221079929610076,3,0.2
2017-01-01 00:00:00+00:00,0001408710,FABRINET,technology,0.9083389664624916,3,0.2
2017-01-01 00:00:00+00:00,0001493594,"MACOM TECHNOLOGY SOLUTIONS HOLDINGS, INC.",technology,0.8512436889369951,3,0.2
2017-04-01 00:00:00+00:00,0001039399,FORMFACTOR INC,technology,0.9749642715705013,2,0.2
2017-04-01 00:00:00+00:00,0001158114,"APPLIED OPTOELECTRONICS, INC.",technology,0.9294901596156826,2,0.2
2017-04-01 00:00:00+00:00,0001101680,DASAN ZHONE SOLUTIONS INC,technology,0.8864610775349967,3,0.2
2017-04-01 00:00:00+00:00,0001045810,NVIDIA CORP,technology,0.8674173941491469,2,0.2
2017-04-01 00:00:00+00:00,0001006655,EVOLUTION PETROLEUM CORP,energy,0.8570768875548372,2,0.2
2017-07-01 00:00:00+00:00,0001005284,UNIVERSAL DISPLAY CORP PA,technology,0.9390354308158088,3,0.2
2017-07-01 00:00:00+00:00,0001101680,DASAN ZHONE SOLUTIONS INC,technology,0.8951788997081526,3,0.2
2017-07-01 00:00:00+00:00,0001621434,"BLACK STONE MINERALS, L.P.",energy,0.8324753324753325,2,0.2
2017-07-01 00:00:00+00:00,0000006951,APPLIED MATERIALS INC /DE,technology,0.7897616670757985,3,0.2
2017-07-01 00:00:00+00:00,0001172358,"DORCHESTER MINERALS, L.P.",energy,0.7740709459459459,2,0.2
2017-10-01 00:00:00+00:00,0001158114,"APPLIED OPTOELECTRONICS, INC.",technology,0.9878684807256236,2,0.2
2017-10-01 00:00:00+00:00,0001005284,UNIVERSAL DISPLAY CORP PA,technology,0.8736220560831592,3,0.2
2017-10-01 00:00:00+00:00,0001172358,"DORCHESTER MINERALS, L.P.",energy,0.7875844594594594,2,0.2
2017-10-01 00:00:00+00:00,0001596532,"ARISTA NETWORKS, INC.",technology,0.7829011472575829,3,0.2
2017-10-01 00:00:00+00:00,0001097864,ON SEMICONDUCTOR CORP,technology,0.7823742918509539,3,0.2
2018-01-01 00:00:00+00:00,0000723125,MICRON TECHNOLOGY INC,technology,0.9712600589793572,2,0.2
2018-01-01 00:00:00+00:00,0000026058,CTS CORP,technology,0.9009311740890689,2,0.2
2018-01-01 00:00:00+00:00,0000021535,COHU INC,technology,0.9008230452674897,3,0.2
2018-01-01 00:00:00+00:00,0000927003,ADVANCED ENERGY INDUSTRIES INC,technology,0.8272260264462994,3,0.2
2018-01-01 00:00:00+00:00,0001596532,"ARISTA NETWORKS, INC.",technology,0.7964748449153906,3,0.2
2018-04-01 00:00:00+00:00,0000723125,MICRON TECHNOLOGY INC,technology,0.9156097560975609,2,0.2
2018-04-01 00:00:00+00:00,0000315374,HURCO COMPANIES INC,technology,0.84269918699187,2,0.2
2018-04-01 00:00:00+00:00,0000807863,MITEK SYSTEMS INC,technology,0.8255934959349593,2,0.2
2018-04-01 00:00:00+00:00,0001078271,EXTREME NETWORKS INC,technology,0.7993629610907508,3,0.2
2018-04-01 00:00:00+00:00,0001274494,"FIRST SOLAR, INC.",technology,0.7717586531305728,3,0.2
2018-07-01 00:00:00+00:00,0000010254,EARTHSTONE ENERGY INC,energy,0.9558287795992714,2,0.2
2018-07-01 00:00:00+00:00,0000896429,USA TECHNOLOGIES INC,technology,0.8789144677525996,2,0.2
2018-07-01 00:00:00+00:00,0001045810,NVIDIA CORP,technology,0.8747718028036995,3,0.2
2018-07-01 00:00:00+00:00,0001419612,SOLAREDGE TECHNOLOGIES INC,technology,0.8736851595840597,2,0.2
2018-07-01 00:00:00+00:00,0000732834,"CONTINENTAL RESOURCES, INC",energy,0.8010482881677262,3,0.2
2018-10-01 00:00:00+00:00,0001437352,"EVERBRIDGE, INC.",technology,0.8970472955317481,2,0.2
2018-10-01 00:00:00+00:00,0001658566,"CENTENNIAL RESOURCE DEVELOPMENT, INC.",energy,0.8967905795428307,2,0.2
2018-10-01 00:00:00+00:00,0001616543,"SENSEONICS HOLDINGS, INC.",technology,0.8913857677902621,2,0.2
2018-10-01 00:00:00+00:00,0000896429,USA TECHNOLOGIES INC,technology,0.8688703074645066,2,0.2
2018-10-01 00:00:00+00:00,0000106040,WESTERN DIGITAL CORP,technology,0.8215406417653609,2,0.2
2019-01-01 00:00:00+00:00,0000751978,VICOR CORP,technology,0.9033896386837563,3,0.2
2019-01-01 00:00:00+00:00,0001633978,LUMENTUM HOLDINGS INC.,technology,0.8959553518377049,3,0.2
2019-01-01 00:00:00+00:00,0000896429,USA TECHNOLOGIES INC,technology,0.8822150072150072,2,0.2
2019-01-01 00:00:00+00:00,0000912093,VIAVI SOLUTIONS INC.,technology,0.8560959737430326,3,0.2
2019-01-01 00:00:00+00:00,0001616543,"SENSEONICS HOLDINGS, INC.",technology,0.8409090909090909,2,0.2
2019-04-01 00:00:00+00:00,0001463972,VUZIX CORP,technology,1.0,2,0.2
2019-04-01 00:00:00+00:00,0000896429,USA TECHNOLOGIES INC,technology,0.8682503170249787,2,0.2
2019-04-01 00:00:00+00:00,0001494259,"CARGURUS, INC.",technology,0.8650800672387862,2,0.2
2019-04-01 00:00:00+00:00,0000909494,TUCOWS INC /PA/,technology,0.8350768163465198,3,0.2
2019-04-01 00:00:00+00:00,0000894627,VAALCO ENERGY INC /DE/,energy,0.8283836416747808,2,0.2
2019-07-01 00:00:00+00:00,0000896429,USA TECHNOLOGIES INC,technology,0.8892249103942653,2,0.2
2019-07-01 00:00:00+00:00,0001138639,INFINERA CORP,technology,0.8841952551629971,3,0.2
2019-07-01 00:00:00+00:00,0001701732,ALTAIR ENGINEERING INC.,technology,0.87959229390681,2,0.2
2019-07-01 00:00:00+00:00,0001494259,"CARGURUS, INC.",technology,0.8687275985663083,2,0.2
2019-07-01 00:00:00+00:00,0001049521,MERCURY SYSTEMS INC,technology,0.8559374466632531,3,0.2
2019-10-01 00:00:00+00:00,0001439404,ZYNGA INC,technology,0.9157509157509157,2,0.2
2019-10-01 00:00:00+00:00,0001138639,INFINERA CORP,technology,0.8673033566650586,3,0.2
2019-10-01 00:00:00+00:00,0000351817,"SILVERBOW RESOURCES, INC.",energy,0.8457792207792207,2,0.2
2019-10-01 00:00:00+00:00,0000804328,QUALCOMM INC/DE,technology,0.8426856831112151,2,0.2
2019-10-01 00:00:00+00:00,0001049521,MERCURY SYSTEMS INC,technology,0.8336517485453655,3,0.2
2020-01-01 00:00:00+00:00,0001439404,ZYNGA INC,technology,0.9236819727891157,2,0.2
2020-01-01 00:00:00+00:00,0001657788,"KIMBELL ROYALTY PARTNERS, LP",energy,0.907599680013473,3,0.2
2020-01-01 00:00:00+00:00,0000946581,TAKE TWO INTERACTIVE SOFTWARE INC,technology,0.9040532879818595,2,0.2
2020-01-01 00:00:00+00:00,0001104485,"NORTHERN OIL & GAS, INC.",energy,0.8720306513409962,3,0.2
2020-01-01 00:00:00+00:00,0001138639,INFINERA CORP,technology,0.8580038778796544,3,0.2
2020-04-01 00:00:00+00:00,0001517228,"COMMSCOPE HOLDING COMPANY, INC.",technology,0.9696610169491525,2,0.2
2020-04-01 00:00:00+00:00,0001439404,ZYNGA INC,technology,0.9288700564971751,2,0.2
2020-04-01 00:00:00+00:00,0000002488,ADVANCED MICRO DEVICES INC,technology,0.8476930320150659,3,0.2
2020-04-01 00:00:00+00:00,0001660134,"OKTA, INC.",technology,0.8152071563088512,3,0.2
2020-04-01 00:00:00+00:00,0001384905,"RINGCENTRAL, INC.",technology,0.8144632768361582,2,0.2
2020-07-01 00:00:00+00:00,0001719489,"KALEYRA, INC.",technology,0.9465726446858522,2,0.2
2020-07-01 00:00:00+00:00,0001517228,"COMMSCOPE HOLDING COMPANY, INC.",technology,0.935970782093715,3,0.2
2020-07-01 00:00:00+00:00,0001652535,"ICHOR HOLDINGS, LTD.",technology,0.886208857856737,3,0.2
2020-07-01 00:00:00+00:00,0001463101,"ENPHASE ENERGY, INC.",technology,0.8758429094394694,3,0.2
2020-07-01 00:00:00+00:00,0001707753,ELASTIC N.V.,technology,0.8138625997146703,2,0.2
2020-10-01 00:00:00+00:00,0001652535,"ICHOR HOLDINGS, LTD.",technology,0.9594152345511118,3,0.2
2020-10-01 00:00:00+00:00,0001719489,"KALEYRA, INC.",technology,0.9443353458541375,2,0.2
2020-10-01 00:00:00+00:00,0000844965,TETRA TECHNOLOGIES INC,energy,0.867538779629793,3,0.2
2020-10-01 00:00:00+00:00,0000946581,TAKE TWO INTERACTIVE SOFTWARE INC,technology,0.7995024295589639,3,0.2
2020-10-01 00:00:00+00:00,0000097210,"TERADYNE, INC",technology,0.7486348262019021,3,0.2
2021-01-01 00:00:00+00:00,0001719489,"KALEYRA, INC.",technology,0.9473894594428387,2,0.2
2021-01-01 00:00:00+00:00,0000927003,ADVANCED ENERGY INDUSTRIES INC,technology,0.9313125642168228,3,0.2
2021-01-01 00:00:00+00:00,0001652535,"ICHOR HOLDINGS, LTD.",technology,0.9264601774165309,3,0.2
2021-01-01 00:00:00+00:00,0000007039,TRECORA RESOURCES,energy,0.8849683685289138,3,0.2
2021-01-01 00:00:00+00:00,0000844965,TETRA TECHNOLOGIES INC,energy,0.8753840134196468,3,0.2
2021-04-01 00:00:00+00:00,0001585521,"ZOOM VIDEO COMMUNICATIONS, INC.",technology,0.9786491533062907,3,0.2
2021-04-01 00:00:00+00:00,0000928022,CALLON PETROLEUM CO,energy,0.9301874595992243,2,0.2
2021-04-01 00:00:00+00:00,0001719489,"KALEYRA, INC.",technology,0.9299594359667761,2,0.2
2021-04-01 00:00:00+00:00,0001652535,"ICHOR HOLDINGS, LTD.",technology,0.9171287922688348,3,0.2
2021-04-01 00:00:00+00:00,0000927003,ADVANCED ENERGY INDUSTRIES INC,technology,0.9128499599042385,3,0.2
2021-07-01 00:00:00+00:00,0000031791,PERKINELMER INC,technology,0.9471520441733207,3,0.2
2021-07-01 00:00:00+00:00,0001552275,SUNOCO LP,energy,0.868001483129403,2,0.2
2021-07-01 00:00:00+00:00,0000056978,KULICKE & SOFFA INDUSTRIES INC,technology,0.8441286373201266,3,0.2
2021-07-01 00:00:00+00:00,0001585521,"ZOOM VIDEO COMMUNICATIONS, INC.",technology,0.8402183159629968,3,0.2
2021-07-01 00:00:00+00:00,0000857005,PTC INC.,technology,0.8299427286661331,3,0.2
2021-10-01 00:00:00+00:00,0001005284,UNIVERSAL DISPLAY CORP PA,technology,0.9420706852731021,3,0.2
2021-10-01 00:00:00+00:00,0001494259,"CARGURUS, INC.",technology,0.8864210811859277,3,0.2
2021-10-01 00:00:00+00:00,0000056978,KULICKE & SOFFA INDUSTRIES INC,technology,0.878722915418591,3,0.2
2021-10-01 00:00:00+00:00,0001431959,TORCHLIGHT ENERGY RESOURCES INC,energy,0.8444444444444444,2,0.2
2021-10-01 00:00:00+00:00,0000704532,ONTO INNOVATION INC.,technology,0.7973626508516259,3,0.2
2022-01-01 00:00:00+00:00,0001431959,TORCHLIGHT ENERGY RESOURCES INC,energy,0.9893617021276596,2,0.2
2022-01-01 00:00:00+00:00,0001786352,"BILL.COM HOLDINGS, INC.",technology,0.9601013351013351,3,0.2
2022-01-01 00:00:00+00:00,0001713683,"ZSCALER, INC.",technology,0.9217899717899719,3,0.2
2022-01-01 00:00:00+00:00,0000704532,ONTO INNOVATION INC.,technology,0.888044863044863,3,0.2
2022-01-01 00:00:00+00:00,0000056978,KULICKE & SOFFA INDUSTRIES INC,technology,0.8851192101192101,3,0.2
2022-04-01 00:00:00+00:00,0001774155,BTRS HOLDINGS INC.,technology,0.9854236892167006,2,0.2
2022-04-01 00:00:00+00:00,0001431959,META MATERIALS INC.,technology,0.969403529697959,2,0.2
2022-04-01 00:00:00+00:00,0001786352,"BILL.COM HOLDINGS, INC.",technology,0.9192525203495391,3,0.2
2022-04-01 00:00:00+00:00,0001507605,"MARATHON DIGITAL HOLDINGS, INC.",technology,0.8916552637141363,3,0.2
2022-04-01 00:00:00+00:00,0001694028,LIBERTY OILFIELD SERVICES INC.,energy,0.8746753246753247,3,0.2
2022-07-01 00:00:00+00:00,0001431959,META MATERIALS INC.,technology,0.9449412827461607,3,0.2
2022-07-01 00:00:00+00:00,0001167419,"RIOT BLOCKCHAIN, INC.",technology,0.9288931443033439,3,0.2
2022-07-01 00:00:00+00:00,0001816431,QUANTUM-SI INC,technology,0.9159891598915989,2,0.2
2022-07-01 00:00:00+00:00,0001786352,"BILL.COM HOLDINGS, INC.",technology,0.9127539250599117,3,0.2
2022-07-01 00:00:00+00:00,0000858470,COTERRA ENERGY INC.,energy,0.8531306092281703,3,0.2
2022-10-01 00:00:00+00:00,0001786352,"BILL.COM HOLDINGS, INC.",technology,0.9343335125494198,3,0.2
2022-10-01 00:00:00+00:00,0001431959,META MATERIALS INC.,technology,0.9322147330178306,3,0.2
2022-10-01 00:00:00+00:00,0001451809,SITIME CORP,technology,0.9081479609174608,3,0.2
2022-10-01 00:00:00+00:00,0001823882,AIRSPAN NETWORKS HOLDINGS INC.,technology,0.9072663733045507,2,0.2
2022-10-01 00:00:00+00:00,0000858470,COTERRA ENERGY INC.,energy,0.8997119341563785,3,0.2
2023-01-01 00:00:00+00:00,0001463101,"ENPHASE ENERGY, INC.",technology,0.9103641456582633,2,0.2
2023-01-01 00:00:00+00:00,0000858470,COTERRA ENERGY INC.,energy,0.8980450070323488,3,0.2
2023-01-01 00:00:00+00:00,0001561550,"DATADOG, INC.",technology,0.866778817287066,3,0.2
2023-01-01 00:00:00+00:00,0001431959,META MATERIALS INC.,technology,0.8595419281971525,3,0.2
2023-01-01 00:00:00+00:00,0001743725,"GRID DYNAMICS HOLDINGS, INC.",technology,0.8593514837474178,3,0.2
2023-04-01 00:00:00+00:00,0001463101,"ENPHASE ENERGY, INC.",technology,0.9205338073898498,2,0.2
2023-04-01 00:00:00+00:00,0000858470,COTERRA ENERGY INC.,energy,0.8982402209747841,3,0.2
2023-04-01 00:00:00+00:00,0001561550,"DATADOG, INC.",technology,0.8653708366329816,3,0.2
2023-04-01 00:00:00+00:00,0001431959,META MATERIALS INC.,technology,0.8626561695852998,3,0.2
2023-04-01 00:00:00+00:00,0001743725,"GRID DYNAMICS HOLDINGS, INC.",technology,0.8525355837525819,3,0.2
2023-07-01 00:00:00+00:00,0001280452,MONOLITHIC POWER SYSTEMS INC,technology,0.8453763818213721,3,0.2
2023-07-01 00:00:00+00:00,0001035002,VALERO ENERGY CORP/TX,energy,0.7987515605493133,2,0.2
2023-07-01 00:00:00+00:00,0001784535,"PORCH GROUP, INC.",technology,0.796213760698758,3,0.2
2023-07-01 00:00:00+00:00,0001863105,"ENGAGESMART, INC.",technology,0.7688015441305492,3,0.2
2023-07-01 00:00:00+00:00,0000896429,"CANTALOUPE, INC.",technology,0.7663956639566395,3,0.2
2023-10-01 00:00:00+00:00,0001045810,NVIDIA CORP,technology,0.8340246440889132,3,0.2
2023-10-01 00:00:00+00:00,0001694028,LIBERTY ENERGY INC.,energy,0.8259593091053765,3,0.2
2023-10-01 00:00:00+00:00,0000807863,MITEK SYSTEMS INC,technology,0.8248780710150871,3,0.2
2023-10-01 00:00:00+00:00,0001006655,EVOLUTION PETROLEUM CORP,energy,0.8195936398183589,3,0.2
2023-10-01 00:00:00+00:00,0000889900,PATTERSON UTI ENERGY INC,energy,0.8073150320341331,3,0.2
2024-01-01 00:00:00+00:00,0000788965,HALLADOR ENERGY CO,energy,0.9466816761997485,3,0.2
2024-01-01 00:00:00+00:00,0000909494,TUCOWS INC /PA/,technology,0.8707125603864735,2,0.2
2024-01-01 00:00:00+00:00,0001045810,NVIDIA CORP,technology,0.8404156234940112,3,0.2
2024-01-01 00:00:00+00:00,0000797721,VIASAT INC,technology,0.8351690821256038,3,0.2
2024-01-01 00:00:00+00:00,0000936395,CIENA CORP,technology,0.8113627067244966,3,0.2
2024-04-01 00:00:00+00:00,0000788965,HALLADOR ENERGY CO,energy,0.947951366926699,3,0.2
2024-04-01 00:00:00+00:00,0000909494,TUCOWS INC /PA/,technology,0.8678096681506742,2,0.2
2024-04-01 00:00:00+00:00,0001045810,NVIDIA CORP,technology,0.8452385214936893,3,0.2
2024-04-01 00:00:00+00:00,0001451505,TRANSOCEAN LTD.,energy,0.798102466793169,3,0.2
2024-04-01 00:00:00+00:00,0001680247,PROPETRO HOLDING CORP.,energy,0.790779394194954,3,0.2
2024-07-01 00:00:00+00:00,0001045810,NVIDIA CORP,technology,0.9428571428571427,3,0.2
2024-07-01 00:00:00+00:00,0001162194,STANDARD BIOTOOLS INC.,technology,0.8024371859296482,2,0.2
2024-07-01 00:00:00+00:00,0001658566,PERMIAN RESOURCES CORP,energy,0.8008954008954009,3,0.2
2024-07-01 00:00:00+00:00,0000004447,HESS CORP,energy,0.7993166179212691,3,0.2
2024-07-01 00:00:00+00:00,0000797721,VIASAT INC,technology,0.7684787885003247,3,0.2
