,dual_momentum_topn,cta_trend_long_only,composite_trend_quality_refined,composite_regime_conditioned,taa_10m_sma,cash::BIL
2015-10-02,0.0739598087274463,0.032374104740569204,0.03385379883463626,0.15537801186456798,0.1044342758327803,0.6
2015-10-09,0.0739598087274463,0.032374104740569204,0.03385379883463626,0.15537801186456798,0.1044342758327803,0.6
2015-10-16,0.0739598087274463,0.032374104740569204,0.03385379883463626,0.15537801186456798,0.1044342758327803,0.6
2015-10-23,0.0739598087274463,0.032374104740569204,0.03385379883463626,0.15537801186456798,0.1044342758327803,0.6
2015-10-30,0.16573265935035386,0.10006925810984589,0.10124245312022512,0.27667241152055366,0.18132460616558435,0.17495861173343707
2015-11-06,0.16573265935035386,0.10006925810984589,0.10124245312022512,0.27667241152055366,0.18132460616558435,0.17495861173343707
2015-11-13,0.16573265935035386,0.10006925810984589,0.10124245312022512,0.27667241152055366,0.18132460616558435,0.17495861173343707
2015-11-20,0.16573265935035386,0.10006925810984589,0.10124245312022512,0.27667241152055366,0.18132460616558435,0.17495861173343707
2015-11-27,0.17582492193662372,0.08596591061143902,0.08524783176358763,0.28954047808246053,0.19773150071416373,0.16568935689172526
2015-12-04,0.17582492193662372,0.08596591061143902,0.08524783176358763,0.28954047808246053,0.19773150071416373,0.16568935689172526
2015-12-11,0.17582492193662372,0.08596591061143902,0.08524783176358763,0.28954047808246053,0.19773150071416373,0.16568935689172526
2015-12-18,0.17582492193662372,0.08596591061143902,0.08524783176358763,0.28954047808246053,0.19773150071416373,0.16568935689172526
2015-12-25,0.08469570826778204,0.0353092591606136,0.03586348797965155,0.1455132427130756,0.09861830187887724,0.6
2016-01-01,0.08469570826778204,0.0353092591606136,0.03586348797965155,0.1455132427130756,0.09861830187887724,0.6
2016-01-08,0.08469570826778204,0.0353092591606136,0.03586348797965155,0.1455132427130756,0.09861830187887724,0.6
2016-01-15,0.08469570826778204,0.0353092591606136,0.03586348797965155,0.1455132427130756,0.09861830187887724,0.6
2016-01-22,0.08469570826778204,0.0353092591606136,0.03586348797965155,0.1455132427130756,0.09861830187887724,0.6
2016-01-29,0.07774900943730824,0.031559635499450504,0.03263267888049503,0.15930794562784537,0.09875073055490088,0.6
2016-02-05,0.07774900943730824,0.031559635499450504,0.03263267888049503,0.15930794562784537,0.09875073055490088,0.6
2016-02-12,0.07774900943730824,0.031559635499450504,0.03263267888049503,0.15930794562784537,0.09875073055490088,0.6
2016-02-19,0.07774900943730824,0.031559635499450504,0.03263267888049503,0.15930794562784537,0.09875073055490088,0.6
2016-02-26,0.07370280641540806,0.02938582102682598,0.03028768533325853,0.16758476737670724,0.09903891984780022,0.6
2016-03-04,0.07370280641540806,0.02938582102682598,0.03028768533325853,0.16758476737670724,0.09903891984780022,0.6
2016-03-11,0.07370280641540806,0.02938582102682598,0.03028768533325853,0.16758476737670724,0.09903891984780022,0.6
2016-03-18,0.07370280641540806,0.02938582102682598,0.03028768533325853,0.16758476737670724,0.09903891984780022,0.6
2016-03-25,0.14974529660047278,0.05882546332829348,0.058553906149976166,0.34727968063565867,0.19681622841299273,0.18877942487260613
2016-04-01,0.14974529660047278,0.05882546332829348,0.058553906149976166,0.34727968063565867,0.19681622841299273,0.18877942487260613
2016-04-08,0.14974529660047278,0.05882546332829348,0.058553906149976166,0.34727968063565867,0.19681622841299273,0.18877942487260613
2016-04-15,0.14974529660047278,0.05882546332829348,0.058553906149976166,0.34727968063565867,0.19681622841299273,0.18877942487260613
2016-04-22,0.14974529660047278,0.05882546332829348,0.058553906149976166,0.34727968063565867,0.19681622841299273,0.18877942487260613
2016-04-29,0.1765786885714678,0.06596893455831859,0.06622384500722664,0.42923886264812483,0.23291861937402317,0.02907104984083897
2016-05-06,0.1765786885714678,0.06596893455831859,0.06622384500722664,0.42923886264812483,0.23291861937402317,0.02907104984083897
2016-05-13,0.1765786885714678,0.06596893455831859,0.06622384500722664,0.42923886264812483,0.23291861937402317,0.02907104984083897
2016-05-20,0.1765786885714678,0.06596893455831859,0.06622384500722664,0.42923886264812483,0.23291861937402317,0.02907104984083897
2016-05-27,0.16242445413828632,0.060541831031391574,0.059647785013947636,0.4115021696216807,0.24579534895631408,0.06008841123837971
2016-06-03,0.16242445413828632,0.060541831031391574,0.059647785013947636,0.4115021696216807,0.24579534895631408,0.06008841123837971
2016-06-10,0.16242445413828632,0.060541831031391574,0.059647785013947636,0.4115021696216807,0.24579534895631408,0.06008841123837971
2016-06-17,0.16242445413828632,0.060541831031391574,0.059647785013947636,0.4115021696216807,0.24579534895631408,0.06008841123837971
2016-06-24,0.16619441793759882,0.06163205315367309,0.06022687390665037,0.41556387781256504,0.25288475537704114,0.04349802181247153
2016-07-01,0.16619441793759882,0.06163205315367309,0.06022687390665037,0.41556387781256504,0.25288475537704114,0.04349802181247153
2016-07-08,0.16619441793759882,0.06163205315367309,0.06022687390665037,0.41556387781256504,0.25288475537704114,0.04349802181247153
2016-07-15,0.16619441793759882,0.06163205315367309,0.06022687390665037,0.41556387781256504,0.25288475537704114,0.04349802181247153
2016-07-22,0.16619441793759882,0.06163205315367309,0.06022687390665037,0.41556387781256504,0.25288475537704114,0.04349802181247153
2016-07-29,0.17457932792895883,0.06488773936260178,0.0711396925368313,0.4392401727062715,0.25015306746533655,0.0
2016-08-05,0.17457932792895883,0.06488773936260178,0.0711396925368313,0.4392401727062715,0.25015306746533655,0.0
2016-08-12,0.17457932792895883,0.06488773936260178,0.0711396925368313,0.4392401727062715,0.25015306746533655,0.0
2016-08-19,0.17457932792895883,0.06488773936260178,0.0711396925368313,0.4392401727062715,0.25015306746533655,0.0
2016-08-26,0.16756899754855908,0.08096393530117035,0.07436427779916198,0.41420808737920584,0.26289470197190273,0.0
2016-09-02,0.16756899754855908,0.08096393530117035,0.07436427779916198,0.41420808737920584,0.26289470197190273,0.0
2016-09-09,0.16756899754855908,0.08096393530117035,0.07436427779916198,0.41420808737920584,0.26289470197190273,0.0
2016-09-16,0.16756899754855908,0.08096393530117035,0.07436427779916198,0.41420808737920584,0.26289470197190273,0.0
2016-09-23,0.16756899754855908,0.08096393530117035,0.07436427779916198,0.41420808737920584,0.26289470197190273,0.0
2016-09-30,0.16569354342054293,0.08134247876276121,0.06649369641423104,0.3895772082150776,0.2968930731873872,0.0
2016-10-07,0.16569354342054293,0.08134247876276121,0.06649369641423104,0.3895772082150776,0.2968930731873872,0.0
2016-10-14,0.16569354342054293,0.08134247876276121,0.06649369641423104,0.3895772082150776,0.2968930731873872,0.0
2016-10-21,0.16569354342054293,0.08134247876276121,0.06649369641423104,0.3895772082150776,0.2968930731873872,0.0
2016-10-28,0.16422500826637162,0.08140286802964089,0.0658510007693012,0.39176436194600234,0.29675676098868387,0.0
2016-11-04,0.16422500826637162,0.08140286802964089,0.0658510007693012,0.39176436194600234,0.29675676098868387,0.0
2016-11-11,0.16422500826637162,0.08140286802964089,0.0658510007693012,0.39176436194600234,0.29675676098868387,0.0
2016-11-18,0.16422500826637162,0.08140286802964089,0.0658510007693012,0.39176436194600234,0.29675676098868387,0.0
2016-11-25,0.13508697116916568,0.12645730120736975,0.09913439379913905,0.310797147542895,0.2925849104370164,0.03593927584441414
2016-12-02,0.13508697116916568,0.12645730120736975,0.09913439379913905,0.310797147542895,0.2925849104370164,0.03593927584441414
2016-12-09,0.13508697116916568,0.12645730120736975,0.09913439379913905,0.310797147542895,0.2925849104370164,0.03593927584441414
2016-12-16,0.13508697116916568,0.12645730120736975,0.09913439379913905,0.310797147542895,0.2925849104370164,0.03593927584441414
2016-12-23,0.13508697116916568,0.12645730120736975,0.09913439379913905,0.310797147542895,0.2925849104370164,0.03593927584441414
2016-12-30,0.10417812413835942,0.19267244953457605,0.156955069318288,0.22343843287039616,0.3227559241383804,0.0
2017-01-06,0.10417812413835942,0.19267244953457605,0.156955069318288,0.22343843287039616,0.3227559241383804,0.0
2017-01-13,0.10417812413835942,0.19267244953457605,0.156955069318288,0.22343843287039616,0.3227559241383804,0.0
2017-01-20,0.10417812413835942,0.19267244953457605,0.156955069318288,0.22343843287039616,0.3227559241383804,0.0
2017-01-27,0.10498961915687556,0.20365229216207853,0.15756987446495596,0.2221706802440622,0.3116175339720277,0.0
2017-02-03,0.10498961915687556,0.20365229216207853,0.15756987446495596,0.2221706802440622,0.3116175339720277,0.0
2017-02-10,0.10498961915687556,0.20365229216207853,0.15756987446495596,0.2221706802440622,0.3116175339720277,0.0
2017-02-17,0.10498961915687556,0.20365229216207853,0.15756987446495596,0.2221706802440622,0.3116175339720277,0.0
2017-02-24,0.10443207737690353,0.20569843860205833,0.1580880437262873,0.21957137234024154,0.31221006795450923,0.0
2017-03-03,0.10443207737690353,0.20569843860205833,0.1580880437262873,0.21957137234024154,0.31221006795450923,0.0
2017-03-10,0.10443207737690353,0.20569843860205833,0.1580880437262873,0.21957137234024154,0.31221006795450923,0.0
2017-03-17,0.10443207737690353,0.20569843860205833,0.1580880437262873,0.21957137234024154,0.31221006795450923,0.0
2017-03-24,0.10443207737690353,0.20569843860205833,0.1580880437262873,0.21957137234024154,0.31221006795450923,0.0
2017-03-31,0.10669183403602892,0.21301679910189925,0.17296911129262524,0.21606585851941368,0.2912563970500328,0.0
2017-04-07,0.10669183403602892,0.21301679910189925,0.17296911129262524,0.21606585851941368,0.2912563970500328,0.0
2017-04-14,0.10669183403602892,0.21301679910189925,0.17296911129262524,0.21606585851941368,0.2912563970500328,0.0
2017-04-21,0.10669183403602892,0.21301679910189925,0.17296911129262524,0.21606585851941368,0.2912563970500328,0.0
2017-04-28,0.10825477539808251,0.21192554010899653,0.17431241615775472,0.21590820161471855,0.2895990667204477,0.0
2017-05-05,0.10825477539808251,0.21192554010899653,0.17431241615775472,0.21590820161471855,0.2895990667204477,0.0
2017-05-12,0.10825477539808251,0.21192554010899653,0.17431241615775472,0.21590820161471855,0.2895990667204477,0.0
2017-05-19,0.10825477539808251,0.21192554010899653,0.17431241615775472,0.21590820161471855,0.2895990667204477,0.0
2017-05-26,0.10666049586074279,0.19632017679639693,0.15322812281668832,0.22522282381651235,0.31856838070965965,0.0
2017-06-02,0.10666049586074279,0.19632017679639693,0.15322812281668832,0.22522282381651235,0.31856838070965965,0.0
2017-06-09,0.10666049586074279,0.19632017679639693,0.15322812281668832,0.22522282381651235,0.31856838070965965,0.0
2017-06-16,0.10666049586074279,0.19632017679639693,0.15322812281668832,0.22522282381651235,0.31856838070965965,0.0
2017-06-23,0.10666049586074279,0.19632017679639693,0.15322812281668832,0.22522282381651235,0.31856838070965965,0.0
2017-06-30,0.1256462933865349,0.21508247505008332,0.1801555908882053,0.2186707045288169,0.26044493614635955,0.0
2017-07-07,0.1256462933865349,0.21508247505008332,0.1801555908882053,0.2186707045288169,0.26044493614635955,0.0
2017-07-14,0.1256462933865349,0.21508247505008332,0.1801555908882053,0.2186707045288169,0.26044493614635955,0.0
2017-07-21,0.1256462933865349,0.21508247505008332,0.1801555908882053,0.2186707045288169,0.26044493614635955,0.0
2017-07-28,0.12670301192328215,0.21807908945845678,0.18115310709762414,0.21037688613976072,0.26368790538087633,0.0
2017-08-04,0.12670301192328215,0.21807908945845678,0.18115310709762414,0.21037688613976072,0.26368790538087633,0.0
2017-08-11,0.12670301192328215,0.21807908945845678,0.18115310709762414,0.21037688613976072,0.26368790538087633,0.0
2017-08-18,0.12670301192328215,0.21807908945845678,0.18115310709762414,0.21037688613976072,0.26368790538087633,0.0
2017-08-25,0.1210079704401783,0.20423981423965906,0.16419510066786397,0.1933963999560508,0.2786330188028168,0.03852769589343108
2017-09-01,0.1210079704401783,0.20423981423965906,0.16419510066786397,0.1933963999560508,0.2786330188028168,0.03852769589343108
2017-09-08,0.1210079704401783,0.20423981423965906,0.16419510066786397,0.1933963999560508,0.2786330188028168,0.03852769589343108
2017-09-15,0.1210079704401783,0.20423981423965906,0.16419510066786397,0.1933963999560508,0.2786330188028168,0.03852769589343108
2017-09-22,0.1210079704401783,0.20423981423965906,0.16419510066786397,0.1933963999560508,0.2786330188028168,0.03852769589343108
2017-09-29,0.11893718146053914,0.2160007613290494,0.17768297869072938,0.22390836079621843,0.26347071772346375,0.0
2017-10-06,0.11893718146053914,0.2160007613290494,0.17768297869072938,0.22390836079621843,0.26347071772346375,0.0
2017-10-13,0.11893718146053914,0.2160007613290494,0.17768297869072938,0.22390836079621843,0.26347071772346375,0.0
2017-10-20,0.11893718146053914,0.2160007613290494,0.17768297869072938,0.22390836079621843,0.26347071772346375,0.0
2017-10-27,0.12332259248754493,0.19948243800194748,0.17170697779108796,0.21324866886324195,0.25459731580902145,0.037642007047156256
2017-11-03,0.12332259248754493,0.19948243800194748,0.17170697779108796,0.21324866886324195,0.25459731580902145,0.037642007047156256
2017-11-10,0.12332259248754493,0.19948243800194748,0.17170697779108796,0.21324866886324195,0.25459731580902145,0.037642007047156256
2017-11-17,0.12332259248754493,0.19948243800194748,0.17170697779108796,0.21324866886324195,0.25459731580902145,0.037642007047156256
2017-11-24,0.12849450554961458,0.19436517516068502,0.16794491330248143,0.2161421407662371,0.2555707555698108,0.03748250965117106
2017-12-01,0.12849450554961458,0.19436517516068502,0.16794491330248143,0.2161421407662371,0.2555707555698108,0.03748250965117106
2017-12-08,0.12849450554961458,0.19436517516068502,0.16794491330248143,0.2161421407662371,0.2555707555698108,0.03748250965117106
2017-12-15,0.12849450554961458,0.19436517516068502,0.16794491330248143,0.2161421407662371,0.2555707555698108,0.03748250965117106
2017-12-22,0.12849450554961458,0.19436517516068502,0.16794491330248143,0.2161421407662371,0.2555707555698108,0.03748250965117106
2017-12-29,0.12941134325535522,0.1892831207893747,0.1556224474283314,0.21537759035853063,0.2725650314674968,0.037740466700911246
2018-01-05,0.12941134325535522,0.1892831207893747,0.1556224474283314,0.21537759035853063,0.2725650314674968,0.037740466700911246
2018-01-12,0.12941134325535522,0.1892831207893747,0.1556224474283314,0.21537759035853063,0.2725650314674968,0.037740466700911246
2018-01-19,0.12941134325535522,0.1892831207893747,0.1556224474283314,0.21537759035853063,0.2725650314674968,0.037740466700911246
2018-01-26,0.12639751368759117,0.1913320386043683,0.15309801592514677,0.2219718452259302,0.27313974810559155,0.03406083845137209
2018-02-02,0.12639751368759117,0.1913320386043683,0.15309801592514677,0.2219718452259302,0.27313974810559155,0.03406083845137209
2018-02-09,0.12639751368759117,0.1913320386043683,0.15309801592514677,0.2219718452259302,0.27313974810559155,0.03406083845137209
2018-02-16,0.12639751368759117,0.1913320386043683,0.15309801592514677,0.2219718452259302,0.27313974810559155,0.03406083845137209
2018-02-23,0.04761753295172385,0.07488945896311959,0.06364246533057892,0.09477504162270818,0.11907550113186952,0.6
2018-03-02,0.04761753295172385,0.07488945896311959,0.06364246533057892,0.09477504162270818,0.11907550113186952,0.6
2018-03-09,0.04761753295172385,0.07488945896311959,0.06364246533057892,0.09477504162270818,0.11907550113186952,0.6
2018-03-16,0.04761753295172385,0.07488945896311959,0.06364246533057892,0.09477504162270818,0.11907550113186952,0.6
2018-03-23,0.04761753295172385,0.07488945896311959,0.06364246533057892,0.09477504162270818,0.11907550113186952,0.6
2018-03-30,0.052423477621199144,0.05614677665427911,0.04843346227368922,0.1256207103419488,0.11737557310888376,0.6
2018-04-06,0.052423477621199144,0.05614677665427911,0.04843346227368922,0.1256207103419488,0.11737557310888376,0.6
2018-04-13,0.052423477621199144,0.05614677665427911,0.04843346227368922,0.1256207103419488,0.11737557310888376,0.6
2018-04-20,0.052423477621199144,0.05614677665427911,0.04843346227368922,0.1256207103419488,0.11737557310888376,0.6
2018-04-27,0.05522521509280035,0.04490477994242205,0.039263557257035786,0.1449400698591463,0.11566637784859557,0.6
2018-05-04,0.05522521509280035,0.04490477994242205,0.039263557257035786,0.1449400698591463,0.11566637784859557,0.6
2018-05-11,0.05522521509280035,0.04490477994242205,0.039263557257035786,0.1449400698591463,0.11566637784859557,0.6
2018-05-18,0.05522521509280035,0.04490477994242205,0.039263557257035786,0.1449400698591463,0.11566637784859557,0.6
2018-05-25,0.056879077548881087,0.037988817681187635,0.03361879076014427,0.1567114260271923,0.11480188798259475,0.6
2018-06-01,0.056879077548881087,0.037988817681187635,0.03361879076014427,0.1567114260271923,0.11480188798259475,0.6
2018-06-08,0.056879077548881087,0.037988817681187635,0.03361879076014427,0.1567114260271923,0.11480188798259475,0.6
2018-06-15,0.056879077548881087,0.037988817681187635,0.03361879076014427,0.1567114260271923,0.11480188798259475,0.6
2018-06-22,0.056879077548881087,0.037988817681187635,0.03361879076014427,0.1567114260271923,0.11480188798259475,0.6
2018-06-29,0.12228699185029326,0.07066112939950611,0.061398316459222085,0.3242792130030211,0.22824663731039224,0.19312771197756518
2018-07-06,0.12228699185029326,0.07066112939950611,0.061398316459222085,0.3242792130030211,0.22824663731039224,0.19312771197756518
2018-07-13,0.12228699185029326,0.07066112939950611,0.061398316459222085,0.3242792130030211,0.22824663731039224,0.19312771197756518
2018-07-20,0.12228699185029326,0.07066112939950611,0.061398316459222085,0.3242792130030211,0.22824663731039224,0.19312771197756518
2018-07-27,0.1244303284637278,0.0667117358355937,0.05720595664337996,0.3297172659557539,0.22378137857222064,0.19815333452932404
2018-08-03,0.1244303284637278,0.0667117358355937,0.05720595664337996,0.3297172659557539,0.22378137857222064,0.19815333452932404
2018-08-10,0.1244303284637278,0.0667117358355937,0.05720595664337996,0.3297172659557539,0.22378137857222064,0.19815333452932404
2018-08-17,0.1244303284637278,0.0667117358355937,0.05720595664337996,0.3297172659557539,0.22378137857222064,0.19815333452932404
2018-08-24,0.1244303284637278,0.0667117358355937,0.05720595664337996,0.3297172659557539,0.22378137857222064,0.19815333452932404
2018-08-31,0.14134373966572164,0.09035339404897466,0.07036463621891735,0.387877869903682,0.2831641184160633,0.02689624174664096
2018-09-07,0.14134373966572164,0.09035339404897466,0.07036463621891735,0.387877869903682,0.2831641184160633,0.02689624174664096
2018-09-14,0.14134373966572164,0.09035339404897466,0.07036463621891735,0.387877869903682,0.2831641184160633,0.02689624174664096
2018-09-21,0.14134373966572164,0.09035339404897466,0.07036463621891735,0.387877869903682,0.2831641184160633,0.02689624174664096
2018-09-28,0.11642615424478989,0.06961837374195455,0.05635879392999761,0.3243535124962793,0.23324316558697858,0.20000000000000007
2018-10-05,0.11642615424478989,0.06961837374195455,0.05635879392999761,0.3243535124962793,0.23324316558697858,0.20000000000000007
2018-10-12,0.11642615424478989,0.06961837374195455,0.05635879392999761,0.3243535124962793,0.23324316558697858,0.20000000000000007
2018-10-19,0.11642615424478989,0.06961837374195455,0.05635879392999761,0.3243535124962793,0.23324316558697858,0.20000000000000007
2018-10-26,0.05609371214328094,0.031718547965702774,0.027307052358223883,0.16732247894820015,0.1175582085845923,0.5999999999999999
2018-11-02,0.05609371214328094,0.031718547965702774,0.027307052358223883,0.16732247894820015,0.1175582085845923,0.5999999999999999
2018-11-09,0.05609371214328094,0.031718547965702774,0.027307052358223883,0.16732247894820015,0.1175582085845923,0.5999999999999999
2018-11-16,0.05609371214328094,0.031718547965702774,0.027307052358223883,0.16732247894820015,0.1175582085845923,0.5999999999999999
2018-11-23,0.05609371214328094,0.031718547965702774,0.027307052358223883,0.16732247894820015,0.1175582085845923,0.5999999999999999
2018-11-30,0.05392999808364372,0.029312832922777587,0.025937234271872736,0.1694800345997594,0.1213399001219466,0.5999999999999999
2018-12-07,0.05392999808364372,0.029312832922777587,0.025937234271872736,0.1694800345997594,0.1213399001219466,0.5999999999999999
2018-12-14,0.05392999808364372,0.029312832922777587,0.025937234271872736,0.1694800345997594,0.1213399001219466,0.5999999999999999
2018-12-21,0.05392999808364372,0.029312832922777587,0.025937234271872736,0.1694800345997594,0.1213399001219466,0.5999999999999999
2018-12-28,0.054203402035874905,0.028782412042941154,0.02558411865455297,0.17368802075985565,0.11774204650677539,0.5999999999999999
2019-01-04,0.054203402035874905,0.028782412042941154,0.02558411865455297,0.17368802075985565,0.11774204650677539,0.5999999999999999
2019-01-11,0.054203402035874905,0.028782412042941154,0.02558411865455297,0.17368802075985565,0.11774204650677539,0.5999999999999999
2019-01-18,0.054203402035874905,0.028782412042941154,0.02558411865455297,0.17368802075985565,0.11774204650677539,0.5999999999999999
2019-01-25,0.05471218669911118,0.028886521564091085,0.025571015270757225,0.17621281245591336,0.11461746401012714,0.6000000000000001
2019-02-01,0.05471218669911118,0.028886521564091085,0.025571015270757225,0.17621281245591336,0.11461746401012714,0.6000000000000001
2019-02-08,0.05471218669911118,0.028886521564091085,0.025571015270757225,0.17621281245591336,0.11461746401012714,0.6000000000000001
2019-02-15,0.05471218669911118,0.028886521564091085,0.025571015270757225,0.17621281245591336,0.11461746401012714,0.6000000000000001
2019-02-22,0.11416859266081086,0.06028325918294406,0.052226661797666545,0.35113021653119003,0.22219126982738846,0.20000000000000007
2019-03-01,0.11416859266081086,0.06028325918294406,0.052226661797666545,0.35113021653119003,0.22219126982738846,0.20000000000000007
2019-03-08,0.11416859266081086,0.06028325918294406,0.052226661797666545,0.35113021653119003,0.22219126982738846,0.20000000000000007
2019-03-15,0.11416859266081086,0.06028325918294406,0.052226661797666545,0.35113021653119003,0.22219126982738846,0.20000000000000007
2019-03-22,0.11416859266081086,0.06028325918294406,0.052226661797666545,0.35113021653119003,0.22219126982738846,0.20000000000000007
2019-03-29,0.11671855791664741,0.06195331608384328,0.053104738589724546,0.3496445523905769,0.21857883501920794,0.19999999999999996
2019-04-05,0.11671855791664741,0.06195331608384328,0.053104738589724546,0.3496445523905769,0.21857883501920794,0.19999999999999996
2019-04-12,0.11671855791664741,0.06195331608384328,0.053104738589724546,0.3496445523905769,0.21857883501920794,0.19999999999999996
2019-04-19,0.11671855791664741,0.06195331608384328,0.053104738589724546,0.3496445523905769,0.21857883501920794,0.19999999999999996
2019-04-26,0.1403886419704627,0.08383626022454575,0.06587916881621288,0.41940000000000005,0.23016495613356477,0.06033097285521383
2019-05-03,0.1403886419704627,0.08383626022454575,0.06587916881621288,0.41940000000000005,0.23016495613356477,0.06033097285521383
2019-05-10,0.1403886419704627,0.08383626022454575,0.06587916881621288,0.41940000000000005,0.23016495613356477,0.06033097285521383
2019-05-17,0.1403886419704627,0.08383626022454575,0.06587916881621288,0.41940000000000005,0.23016495613356477,0.06033097285521383
2019-05-24,0.1403886419704627,0.08383626022454575,0.06587916881621288,0.41940000000000005,0.23016495613356477,0.06033097285521383
2019-05-31,0.11949198385291411,0.06829518975466423,0.05511788582516211,0.3576301983925545,0.19946474217470517,0.19999999999999996
2019-06-07,0.11949198385291411,0.06829518975466423,0.05511788582516211,0.3576301983925545,0.19946474217470517,0.19999999999999996
2019-06-14,0.11949198385291411,0.06829518975466423,0.05511788582516211,0.3576301983925545,0.19946474217470517,0.19999999999999996
2019-06-21,0.11949198385291411,0.06829518975466423,0.05511788582516211,0.3576301983925545,0.19946474217470517,0.19999999999999996
2019-06-28,0.14750465184552888,0.07335073660037733,0.07171895681569514,0.41940000000000005,0.227594428011949,0.060431226726449516
2019-07-05,0.14750465184552888,0.07335073660037733,0.07171895681569514,0.41940000000000005,0.227594428011949,0.060431226726449516
2019-07-12,0.14750465184552888,0.07335073660037733,0.07171895681569514,0.41940000000000005,0.227594428011949,0.060431226726449516
2019-07-19,0.14750465184552888,0.07335073660037733,0.07171895681569514,0.41940000000000005,0.227594428011949,0.060431226726449516
2019-07-26,0.15046863872036337,0.07497707279291851,0.0731337658774351,0.4263293932093389,0.2313693138203423,0.04372181557960175
2019-08-02,0.15046863872036337,0.07497707279291851,0.0731337658774351,0.4263293932093389,0.2313693138203423,0.04372181557960175
2019-08-09,0.15046863872036337,0.07497707279291851,0.0731337658774351,0.4263293932093389,0.2313693138203423,0.04372181557960175
2019-08-16,0.15046863872036337,0.07497707279291851,0.0731337658774351,0.4263293932093389,0.2313693138203423,0.04372181557960175
2019-08-23,0.15046863872036337,0.07497707279291851,0.0731337658774351,0.4263293932093389,0.2313693138203423,0.04372181557960175
2019-08-30,0.14775684752035254,0.07797079941844531,0.07386700339764957,0.42927512327895817,0.23404910122804234,0.03708112515655215
2019-09-06,0.14775684752035254,0.07797079941844531,0.07386700339764957,0.42927512327895817,0.23404910122804234,0.03708112515655215
2019-09-13,0.14775684752035254,0.07797079941844531,0.07386700339764957,0.42927512327895817,0.23404910122804234,0.03708112515655215
2019-09-20,0.14775684752035254,0.07797079941844531,0.07386700339764957,0.42927512327895817,0.23404910122804234,0.03708112515655215
2019-09-27,0.1497443536790811,0.0773097848515321,0.07226579491236135,0.429484357290066,0.23457146859283037,0.03662424067412906
2019-10-04,0.1497443536790811,0.0773097848515321,0.07226579491236135,0.429484357290066,0.23457146859283037,0.03662424067412906
2019-10-11,0.1497443536790811,0.0773097848515321,0.07226579491236135,0.429484357290066,0.23457146859283037,0.03662424067412906
2019-10-18,0.1497443536790811,0.0773097848515321,0.07226579491236135,0.429484357290066,0.23457146859283037,0.03662424067412906
2019-10-25,0.14826021567757958,0.08390627602269649,0.0732661019089682,0.44999999999999996,0.24456740639075583,0.0
2019-11-01,0.14826021567757958,0.08390627602269649,0.0732661019089682,0.44999999999999996,0.24456740639075583,0.0
2019-11-08,0.14826021567757958,0.08390627602269649,0.0732661019089682,0.44999999999999996,0.24456740639075583,0.0
2019-11-15,0.14826021567757958,0.08390627602269649,0.0732661019089682,0.44999999999999996,0.24456740639075583,0.0
2019-11-22,0.14826021567757958,0.08390627602269649,0.0732661019089682,0.44999999999999996,0.24456740639075583,0.0
2019-11-29,0.12714062577362845,0.07865384770167513,0.05708974619249667,0.44339320791419456,0.2937225724180052,0.0
2019-12-06,0.12714062577362845,0.07865384770167513,0.05708974619249667,0.44339320791419456,0.2937225724180052,0.0
2019-12-13,0.12714062577362845,0.07865384770167513,0.05708974619249667,0.44339320791419456,0.2937225724180052,0.0
2019-12-20,0.12714062577362845,0.07865384770167513,0.05708974619249667,0.44339320791419456,0.2937225724180052,0.0
2019-12-27,0.12650277002763782,0.07435413755436515,0.05699656964196114,0.45,0.29214652277603587,0.0
2020-01-03,0.12650277002763782,0.07435413755436515,0.05699656964196114,0.45,0.29214652277603587,0.0
2020-01-10,0.12650277002763782,0.07435413755436515,0.05699656964196114,0.45,0.29214652277603587,0.0
2020-01-17,0.12650277002763782,0.07435413755436515,0.05699656964196114,0.45,0.29214652277603587,0.0
2020-01-24,0.12650277002763782,0.07435413755436515,0.05699656964196114,0.45,0.29214652277603587,0.0
2020-01-31,0.1260285319560664,0.06824239119903897,0.060635250330407155,0.45,0.2950938265144875,0.0
2020-02-07,0.1260285319560664,0.06824239119903897,0.060635250330407155,0.45,0.2950938265144875,0.0
2020-02-14,0.1260285319560664,0.06824239119903897,0.060635250330407155,0.45,0.2950938265144875,0.0
2020-02-21,0.1260285319560664,0.06824239119903897,0.060635250330407155,0.45,0.2950938265144875,0.0
2020-02-28,0.10794053397528879,0.05467434932778076,0.04730151003919677,0.36000000000000004,0.23008360665773375,0.19999999999999984
2020-03-06,0.10794053397528879,0.05467434932778076,0.04730151003919677,0.36000000000000004,0.23008360665773375,0.19999999999999984
2020-03-13,0.10794053397528879,0.05467434932778076,0.04730151003919677,0.36000000000000004,0.23008360665773375,0.19999999999999984
2020-03-20,0.10794053397528879,0.05467434932778076,0.04730151003919677,0.36000000000000004,0.23008360665773375,0.19999999999999984
2020-03-27,0.061592184627587476,0.027787547561765463,0.027117468826357505,0.18000000000000002,0.1035027989842896,0.5999999999999999
2020-04-03,0.061592184627587476,0.027787547561765463,0.027117468826357505,0.18000000000000002,0.1035027989842896,0.5999999999999999
2020-04-10,0.061592184627587476,0.027787547561765463,0.027117468826357505,0.18000000000000002,0.1035027989842896,0.5999999999999999
2020-04-17,0.061592184627587476,0.027787547561765463,0.027117468826357505,0.18000000000000002,0.1035027989842896,0.5999999999999999
