,dual_momentum_topn,cta_trend_long_only,composite_selective_concentrated,composite_regime_conditioned,taa_10m_sma,cash::BIL
2017-06-30,0.11091731697597647,0.18259289407432902,0.2797138758145249,0.17840616886724667,0.24836974426792296,0.0
2017-07-07,0.11091731697597647,0.18259289407432902,0.2797138758145249,0.17840616886724667,0.24836974426792296,0.0
2017-07-14,0.11091731697597647,0.18259289407432902,0.2797138758145249,0.17840616886724667,0.24836974426792296,0.0
2017-07-21,0.11091731697597647,0.18259289407432902,0.2797138758145249,0.17840616886724667,0.24836974426792296,0.0
2017-07-28,0.11145263739216045,0.18485535045760065,0.28158250428531545,0.17102949854312302,0.2510800093218003,2.220446049250313e-16
2017-08-04,0.11145263739216045,0.18485535045760065,0.28158250428531545,0.17102949854312302,0.2510800093218003,2.220446049250313e-16
2017-08-11,0.11145263739216045,0.18485535045760065,0.28158250428531545,0.17102949854312302,0.2510800093218003,2.220446049250313e-16
2017-08-18,0.11145263739216045,0.18485535045760065,0.28158250428531545,0.17102949854312302,0.2510800093218003,2.220446049250313e-16
2017-08-25,0.09264428520542889,0.15399768972559588,0.23435952002214533,0.14952385417235717,0.2194746508744727,0.15000000000000002
2017-09-01,0.09264428520542889,0.15399768972559588,0.23435952002214533,0.14952385417235717,0.2194746508744727,0.15000000000000002
2017-09-08,0.09264428520542889,0.15399768972559588,0.23435952002214533,0.14952385417235717,0.2194746508744727,0.15000000000000002
2017-09-15,0.09264428520542889,0.15399768972559588,0.23435952002214533,0.14952385417235717,0.2194746508744727,0.15000000000000002
2017-09-22,0.09264428520542889,0.15399768972559588,0.23435952002214533,0.14952385417235717,0.2194746508744727,0.15000000000000002
2017-09-29,0.11166463271234668,0.18332394744972225,0.28151407635334846,0.17230858559164938,0.2511887578929332,0.0
2017-10-06,0.11166463271234668,0.18332394744972225,0.28151407635334846,0.17230858559164938,0.2511887578929332,0.0
2017-10-13,0.11166463271234668,0.18332394744972225,0.28151407635334846,0.17230858559164938,0.2511887578929332,0.0
2017-10-20,0.11166463271234668,0.18332394744972225,0.28151407635334846,0.17230858559164938,0.2511887578929332,0.0
2017-10-27,0.09276951320431646,0.15549977283665012,0.23241506569868883,0.15056814722456632,0.2187475010357783,0.1499999999999999
2017-11-03,0.09276951320431646,0.15549977283665012,0.23241506569868883,0.15056814722456632,0.2187475010357783,0.1499999999999999
2017-11-10,0.09276951320431646,0.15549977283665012,0.23241506569868883,0.15056814722456632,0.2187475010357783,0.1499999999999999
2017-11-17,0.09276951320431646,0.15549977283665012,0.23241506569868883,0.15056814722456632,0.2187475010357783,0.1499999999999999
2017-11-24,0.09139281086037923,0.15528270674091774,0.2285100056881192,0.15256526064613438,0.2222492160644495,0.15000000000000002
2017-12-01,0.09139281086037923,0.15528270674091774,0.2285100056881192,0.15256526064613438,0.2222492160644495,0.15000000000000002
2017-12-08,0.09139281086037923,0.15528270674091774,0.2285100056881192,0.15256526064613438,0.2222492160644495,0.15000000000000002
2017-12-15,0.09139281086037923,0.15528270674091774,0.2285100056881192,0.15256526064613438,0.2222492160644495,0.15000000000000002
2017-12-22,0.09139281086037923,0.15528270674091774,0.2285100056881192,0.15256526064613438,0.2222492160644495,0.15000000000000002
2017-12-29,0.08925401606775366,0.15385591229307777,0.22741467678602775,0.1522671993449203,0.22720819550822058,0.1499999999999999
2018-01-05,0.08925401606775366,0.15385591229307777,0.22741467678602775,0.1522671993449203,0.22720819550822058,0.1499999999999999
2018-01-12,0.08925401606775366,0.15385591229307777,0.22741467678602775,0.1522671993449203,0.22720819550822058,0.1499999999999999
2018-01-19,0.08925401606775366,0.15385591229307777,0.22741467678602775,0.1522671993449203,0.22720819550822058,0.1499999999999999
2018-01-26,0.08586886437834952,0.15141172743540443,0.2313665075067293,0.15076930694038942,0.23058359373912726,0.15000000000000002
2018-02-02,0.08586886437834952,0.15141172743540443,0.2313665075067293,0.15076930694038942,0.23058359373912726,0.15000000000000002
2018-02-09,0.08586886437834952,0.15141172743540443,0.2313665075067293,0.15076930694038942,0.23058359373912726,0.15000000000000002
2018-02-16,0.08586886437834952,0.15141172743540443,0.2313665075067293,0.15076930694038942,0.23058359373912726,0.15000000000000002
2018-02-23,0.037404708104949724,0.0669687528516718,0.11044521868984139,0.07473173922612411,0.11044958112741304,0.5999999999999999
2018-03-02,0.037404708104949724,0.0669687528516718,0.11044521868984139,0.07473173922612411,0.11044958112741304,0.5999999999999999
2018-03-09,0.037404708104949724,0.0669687528516718,0.11044521868984139,0.07473173922612411,0.11044958112741304,0.5999999999999999
2018-03-16,0.037404708104949724,0.0669687528516718,0.11044521868984139,0.07473173922612411,0.11044958112741304,0.5999999999999999
2018-03-23,0.037404708104949724,0.0669687528516718,0.11044521868984139,0.07473173922612411,0.11044958112741304,0.5999999999999999
2018-03-30,0.034164571246020785,0.06253165644591112,0.08990118159536478,0.10323701996758546,0.11016557074511786,0.6000000000000001
2018-04-06,0.034164571246020785,0.06253165644591112,0.08990118159536478,0.10323701996758546,0.11016557074511786,0.6000000000000001
2018-04-13,0.034164571246020785,0.06253165644591112,0.08990118159536478,0.10323701996758546,0.11016557074511786,0.6000000000000001
2018-04-20,0.034164571246020785,0.06253165644591112,0.08990118159536478,0.10323701996758546,0.11016557074511786,0.6000000000000001
2018-04-27,0.032128542831151,0.05979179989151019,0.07807019440589874,0.12087345808233735,0.10913600478910271,0.6
2018-05-04,0.032128542831151,0.05979179989151019,0.07807019440589874,0.12087345808233735,0.10913600478910271,0.6
2018-05-11,0.032128542831151,0.05979179989151019,0.07807019440589874,0.12087345808233735,0.10913600478910271,0.6
2018-05-18,0.032128542831151,0.05979179989151019,0.07807019440589874,0.12087345808233735,0.10913600478910271,0.6
2018-05-25,0.030893114008140512,0.057659993883597986,0.07192192131238298,0.13140058009099237,0.10812439070488616,0.6
2018-06-01,0.030893114008140512,0.057659993883597986,0.07192192131238298,0.13140058009099237,0.10812439070488616,0.6
2018-06-08,0.030893114008140512,0.057659993883597986,0.07192192131238298,0.13140058009099237,0.10812439070488616,0.6
2018-06-15,0.030893114008140512,0.057659993883597986,0.07192192131238298,0.13140058009099237,0.10812439070488616,0.6
2018-06-22,0.030893114008140512,0.057659993883597986,0.07192192131238298,0.13140058009099237,0.10812439070488616,0.6
2018-06-29,0.062410815258530095,0.1165394115988115,0.1429192386387536,0.26738341302814705,0.21074712147575775,0.19999999999999996
2018-07-06,0.062410815258530095,0.1165394115988115,0.1429192386387536,0.26738341302814705,0.21074712147575775,0.19999999999999996
2018-07-13,0.062410815258530095,0.1165394115988115,0.1429192386387536,0.26738341302814705,0.21074712147575775,0.19999999999999996
2018-07-20,0.062410815258530095,0.1165394115988115,0.1429192386387536,0.26738341302814705,0.21074712147575775,0.19999999999999996
2018-07-27,0.06246038472190703,0.11816245291184513,0.19019274994231544,0.22116691864589733,0.20801749377803508,0.19999999999999996
2018-08-03,0.06246038472190703,0.11816245291184513,0.19019274994231544,0.22116691864589733,0.20801749377803508,0.19999999999999996
2018-08-10,0.06246038472190703,0.11816245291184513,0.19019274994231544,0.22116691864589733,0.20801749377803508,0.19999999999999996
2018-08-17,0.06246038472190703,0.11816245291184513,0.19019274994231544,0.22116691864589733,0.20801749377803508,0.19999999999999996
2018-08-24,0.06246038472190703,0.11816245291184513,0.19019274994231544,0.22116691864589733,0.20801749377803508,0.19999999999999996
2018-08-31,0.12774547367105418,0.15136526875894357,0.18591877027102954,0.20964196834360047,0.2453285189553723,0.07999999999999985
2018-09-07,0.12774547367105418,0.15136526875894357,0.18591877027102954,0.20964196834360047,0.2453285189553723,0.07999999999999985
2018-09-14,0.12774547367105418,0.15136526875894357,0.18591877027102954,0.20964196834360047,0.2453285189553723,0.07999999999999985
2018-09-21,0.12774547367105418,0.15136526875894357,0.18591877027102954,0.20964196834360047,0.2453285189553723,0.07999999999999985
2018-09-28,0.11693483338743482,0.13047980354659813,0.1551532619022396,0.1792321399068939,0.21819996125683364,0.19999999999999996
2018-10-05,0.11693483338743482,0.13047980354659813,0.1551532619022396,0.1792321399068939,0.21819996125683364,0.19999999999999996
2018-10-12,0.11693483338743482,0.13047980354659813,0.1551532619022396,0.1792321399068939,0.21819996125683364,0.19999999999999996
2018-10-19,0.11693483338743482,0.13047980354659813,0.1551532619022396,0.1792321399068939,0.21819996125683364,0.19999999999999996
2018-10-26,0.05860192594126717,0.06194199589494303,0.0752704684056725,0.0918962062694821,0.11228940348863524,0.6
2018-11-02,0.05860192594126717,0.06194199589494303,0.0752704684056725,0.0918962062694821,0.11228940348863524,0.6
2018-11-09,0.05860192594126717,0.06194199589494303,0.0752704684056725,0.0918962062694821,0.11228940348863524,0.6
2018-11-16,0.05860192594126717,0.06194199589494303,0.0752704684056725,0.0918962062694821,0.11228940348863524,0.6
2018-11-23,0.05860192594126717,0.06194199589494303,0.0752704684056725,0.0918962062694821,0.11228940348863524,0.6
2018-11-30,0.0439260115615766,0.045820803400551724,0.09082533800414024,0.10485497851266548,0.11457286852106599,0.6
2018-12-07,0.0439260115615766,0.045820803400551724,0.09082533800414024,0.10485497851266548,0.11457286852106599,0.6
2018-12-14,0.0439260115615766,0.045820803400551724,0.09082533800414024,0.10485497851266548,0.11457286852106599,0.6
2018-12-21,0.0439260115615766,0.045820803400551724,0.09082533800414024,0.10485497851266548,0.11457286852106599,0.6
2018-12-28,0.03584788376911452,0.03697596576843392,0.10082568351725568,0.11697954993146809,0.10937091701372781,0.6
2019-01-04,0.03584788376911452,0.03697596576843392,0.10082568351725568,0.11697954993146809,0.10937091701372781,0.6
2019-01-11,0.03584788376911452,0.03697596576843392,0.10082568351725568,0.11697954993146809,0.10937091701372781,0.6
2019-01-18,0.03584788376911452,0.03697596576843392,0.10082568351725568,0.11697954993146809,0.10937091701372781,0.6
2019-01-25,0.04415074368011134,0.048619935808650455,0.08864322856895954,0.11294512317280976,0.10564096876946893,0.6
2019-02-01,0.04415074368011134,0.048619935808650455,0.08864322856895954,0.11294512317280976,0.10564096876946893,0.6
2019-02-08,0.04415074368011134,0.048619935808650455,0.08864322856895954,0.11294512317280976,0.10564096876946893,0.6
2019-02-15,0.04415074368011134,0.048619935808650455,0.08864322856895954,0.11294512317280976,0.10564096876946893,0.6
2019-02-22,0.07573214927439276,0.081871474541412,0.19567802655905428,0.2537551690616323,0.1929631805635087,0.19999999999999996
2019-03-01,0.07573214927439276,0.081871474541412,0.19567802655905428,0.2537551690616323,0.1929631805635087,0.19999999999999996
2019-03-08,0.07573214927439276,0.081871474541412,0.19567802655905428,0.2537551690616323,0.1929631805635087,0.19999999999999996
2019-03-15,0.07573214927439276,0.081871474541412,0.19567802655905428,0.2537551690616323,0.1929631805635087,0.19999999999999996
2019-03-22,0.07573214927439276,0.081871474541412,0.19567802655905428,0.2537551690616323,0.1929631805635087,0.19999999999999996
2019-03-29,0.06797603332818747,0.0726869093305578,0.20649083695486878,0.2703787088794544,0.18246751150693152,0.20000000000000007
2019-04-05,0.06797603332818747,0.0726869093305578,0.20649083695486878,0.2703787088794544,0.18246751150693152,0.20000000000000007
2019-04-12,0.06797603332818747,0.0726869093305578,0.20649083695486878,0.2703787088794544,0.18246751150693152,0.20000000000000007
2019-04-19,0.06797603332818747,0.0726869093305578,0.20649083695486878,0.2703787088794544,0.18246751150693152,0.20000000000000007
2019-04-26,0.07263175718073277,0.07545818870050128,0.28806206438879467,0.31250777771635513,0.17134021201361618,0.07999999999999996
2019-05-03,0.07263175718073277,0.07545818870050128,0.28806206438879467,0.31250777771635513,0.17134021201361618,0.07999999999999996
2019-05-10,0.07263175718073277,0.07545818870050128,0.28806206438879467,0.31250777771635513,0.17134021201361618,0.07999999999999996
2019-05-17,0.07263175718073277,0.07545818870050128,0.28806206438879467,0.31250777771635513,0.17134021201361618,0.07999999999999996
2019-05-24,0.07263175718073277,0.07545818870050128,0.28806206438879467,0.31250777771635513,0.17134021201361618,0.07999999999999996
2019-05-31,0.08485669237143445,0.09639962175598588,0.21183821517968468,0.2442709513601311,0.1626345193327639,0.19999999999999996
2019-06-07,0.08485669237143445,0.09639962175598588,0.21183821517968468,0.2442709513601311,0.1626345193327639,0.19999999999999996
2019-06-14,0.08485669237143445,0.09639962175598588,0.21183821517968468,0.2442709513601311,0.1626345193327639,0.19999999999999996
2019-06-21,0.08485669237143445,0.09639962175598588,0.21183821517968468,0.2442709513601311,0.1626345193327639,0.19999999999999996
2019-06-28,0.14728033786601935,0.177520249536994,0.19880377793502482,0.20964604504363138,0.18674958961833052,0.07999999999999996
2019-07-05,0.14728033786601935,0.177520249536994,0.19880377793502482,0.20964604504363138,0.18674958961833052,0.07999999999999996
2019-07-12,0.14728033786601935,0.177520249536994,0.19880377793502482,0.20964604504363138,0.18674958961833052,0.07999999999999996
2019-07-19,0.14728033786601935,0.177520249536994,0.19880377793502482,0.20964604504363138,0.18674958961833052,0.07999999999999996
2019-07-26,0.13035457788577387,0.1572257721406058,0.17796733694177766,0.20458840201487402,0.1798639110169687,0.1499999999999999
2019-08-02,0.13035457788577387,0.1572257721406058,0.17796733694177766,0.20458840201487402,0.1798639110169687,0.1499999999999999
2019-08-09,0.13035457788577387,0.1572257721406058,0.17796733694177766,0.20458840201487402,0.1798639110169687,0.1499999999999999
2019-08-16,0.13035457788577387,0.1572257721406058,0.17796733694177766,0.20458840201487402,0.1798639110169687,0.1499999999999999
2019-08-23,0.13035457788577387,0.1572257721406058,0.17796733694177766,0.20458840201487402,0.1798639110169687,0.1499999999999999
2019-08-30,0.10074358732190342,0.11815780187635665,0.2030616515712074,0.25380717997790825,0.17422977925262426,0.15000000000000002
2019-09-06,0.10074358732190342,0.11815780187635665,0.2030616515712074,0.25380717997790825,0.17422977925262426,0.15000000000000002
2019-09-13,0.10074358732190342,0.11815780187635665,0.2030616515712074,0.25380717997790825,0.17422977925262426,0.15000000000000002
2019-09-20,0.10074358732190342,0.11815780187635665,0.2030616515712074,0.25380717997790825,0.17422977925262426,0.15000000000000002
2019-09-27,0.08203510885992937,0.09327547573205729,0.21401993716426915,0.2931318434002876,0.1675376348434566,0.15000000000000002
2019-10-04,0.08203510885992937,0.09327547573205729,0.21401993716426915,0.2931318434002876,0.1675376348434566,0.15000000000000002
2019-10-11,0.08203510885992937,0.09327547573205729,0.21401993716426915,0.2931318434002876,0.1675376348434566,0.15000000000000002
2019-10-18,0.08203510885992937,0.09327547573205729,0.21401993716426915,0.2931318434002876,0.1675376348434566,0.15000000000000002
2019-10-25,0.06574695577267528,0.06848993193038717,0.2511932626393183,0.4109533529877314,0.20361649666988793,0.0
2019-11-01,0.06574695577267528,0.06848993193038717,0.2511932626393183,0.4109533529877314,0.20361649666988793,0.0
2019-11-08,0.06574695577267528,0.06848993193038717,0.2511932626393183,0.4109533529877314,0.20361649666988793,0.0
2019-11-15,0.06574695577267528,0.06848993193038717,0.2511932626393183,0.4109533529877314,0.20361649666988793,0.0
2019-11-22,0.06574695577267528,0.06848993193038717,0.2511932626393183,0.4109533529877314,0.20361649666988793,0.0
2019-11-29,0.06484585895930974,0.06565365392887919,0.28314957269922475,0.4085637979768272,0.1777871164357592,0.0
2019-12-06,0.06484585895930974,0.06565365392887919,0.28314957269922475,0.4085637979768272,0.1777871164357592,0.0
2019-12-13,0.06484585895930974,0.06565365392887919,0.28314957269922475,0.4085637979768272,0.1777871164357592,0.0
2019-12-20,0.06484585895930974,0.06565365392887919,0.28314957269922475,0.4085637979768272,0.1777871164357592,0.0
2019-12-27,0.06427003183271422,0.0655141274030088,0.28003096998556826,0.41388675934233915,0.17629811143636961,0.0
2020-01-03,0.06427003183271422,0.0655141274030088,0.28003096998556826,0.41388675934233915,0.17629811143636961,0.0
2020-01-10,0.06427003183271422,0.0655141274030088,0.28003096998556826,0.41388675934233915,0.17629811143636961,0.0
2020-01-17,0.06427003183271422,0.0655141274030088,0.28003096998556826,0.41388675934233915,0.17629811143636961,0.0
2020-01-24,0.06427003183271422,0.0655141274030088,0.28003096998556826,0.41388675934233915,0.17629811143636961,0.0
2020-01-31,0.06303435229697411,0.06262781291076143,0.2814154448535128,0.41884593245104745,0.17407645748770426,0.0
2020-02-07,0.06303435229697411,0.06262781291076143,0.2814154448535128,0.41884593245104745,0.17407645748770426,0.0
2020-02-14,0.06303435229697411,0.06262781291076143,0.2814154448535128,0.41884593245104745,0.17407645748770426,0.0
2020-02-21,0.06303435229697411,0.06262781291076143,0.2814154448535128,0.41884593245104745,0.17407645748770426,0.0
2020-02-28,0.04844287292954008,0.04655683979086023,0.2198625360774069,0.3450460475765028,0.14009170362569004,0.19999999999999996
2020-03-06,0.04844287292954008,0.04655683979086023,0.2198625360774069,0.3450460475765028,0.14009170362569004,0.19999999999999996
2020-03-13,0.04844287292954008,0.04655683979086023,0.2198625360774069,0.3450460475765028,0.14009170362569004,0.19999999999999996
2020-03-20,0.04844287292954008,0.04655683979086023,0.2198625360774069,0.3450460475765028,0.14009170362569004,0.19999999999999996
2020-03-27,0.042484573327226605,0.02500995460309612,0.09833981883789025,0.17551381427295085,0.05865183895883622,0.6
2020-04-03,0.042484573327226605,0.02500995460309612,0.09833981883789025,0.17551381427295085,0.05865183895883622,0.6
2020-04-10,0.042484573327226605,0.02500995460309612,0.09833981883789025,0.17551381427295085,0.05865183895883622,0.6
2020-04-17,0.042484573327226605,0.02500995460309612,0.09833981883789025,0.17551381427295085,0.05865183895883622,0.6
2020-04-24,0.04069294134223163,0.02685813588869758,0.0854214096667004,0.1773082885637705,0.06971922453859992,0.6
2020-05-01,0.04069294134223163,0.02685813588869758,0.0854214096667004,0.1773082885637705,0.06971922453859992,0.6
2020-05-08,0.04069294134223163,0.02685813588869758,0.0854214096667004,0.1773082885637705,0.06971922453859992,0.6
2020-05-15,0.04069294134223163,0.02685813588869758,0.0854214096667004,0.1773082885637705,0.06971922453859992,0.6
2020-05-22,0.04069294134223163,0.02685813588869758,0.0854214096667004,0.1773082885637705,0.06971922453859992,0.6
2020-05-29,0.039747187201462406,0.028164874553571292,0.0776962435410697,0.1783849731382623,0.07600672156563433,0.6
2020-06-05,0.039747187201462406,0.028164874553571292,0.0776962435410697,0.1783849731382623,0.07600672156563433,0.6
2020-06-12,0.039747187201462406,0.028164874553571292,0.0776962435410697,0.1783849731382623,0.07600672156563433,0.6
2020-06-19,0.039747187201462406,0.028164874553571292,0.0776962435410697,0.1783849731382623,0.07600672156563433,0.6
2020-06-26,0.03929733378788219,0.02905799836863289,0.07316071025748264,0.1790309838829574,0.07945297370304492,0.6
2020-07-03,0.03929733378788219,0.02905799836863289,0.07316071025748264,0.1790309838829574,0.07945297370304492,0.6
2020-07-10,0.03929733378788219,0.02905799836863289,0.07316071025748264,0.1790309838829574,0.07945297370304492,0.6
2020-07-17,0.03929733378788219,0.02905799836863289,0.07316071025748264,0.1790309838829574,0.07945297370304492,0.6
2020-07-24,0.03929733378788219,0.02905799836863289,0.07316071025748264,0.1790309838829574,0.07945297370304492,0.6
2020-07-31,0.09771016135454949,0.07532508797555343,0.16824590997519379,0.40298837977378427,0.17573046092091912,0.07999999999999985
2020-08-07,0.09771016135454949,0.07532508797555343,0.16824590997519379,0.40298837977378427,0.17573046092091912,0.07999999999999985
2020-08-14,0.09771016135454949,0.07532508797555343,0.16824590997519379,0.40298837977378427,0.17573046092091912,0.07999999999999985
2020-08-21,0.09771016135454949,0.07532508797555343,0.16824590997519379,0.40298837977378427,0.17573046092091912,0.07999999999999985
2020-08-28,0.10736389221702443,0.08525148387879798,0.17986741444905568,0.3810751819071938,0.1664420275479281,0.07999999999999996
2020-09-04,0.10736389221702443,0.08525148387879798,0.17986741444905568,0.3810751819071938,0.1664420275479281,0.07999999999999996
2020-09-11,0.10736389221702443,0.08525148387879798,0.17986741444905568,0.3810751819071938,0.1664420275479281,0.07999999999999996
2020-09-18,0.10736389221702443,0.08525148387879798,0.17986741444905568,0.3810751819071938,0.1664420275479281,0.07999999999999996
2020-09-25,0.09421475271655187,0.07475266761929096,0.1579539317324728,0.36424819866594443,0.15883044926573994,0.1499999999999999
2020-10-02,0.09421475271655187,0.07475266761929096,0.1579539317324728,0.36424819866594443,0.15883044926573994,0.1499999999999999
2020-10-09,0.09421475271655187,0.07475266761929096,0.1579539317324728,0.36424819866594443,0.15883044926573994,0.1499999999999999
2020-10-16,0.09421475271655187,0.07475266761929096,0.1579539317324728,0.36424819866594443,0.15883044926573994,0.1499999999999999
2020-10-23,0.09421475271655187,0.07475266761929096,0.1579539317324728,0.36424819866594443,0.15883044926573994,0.1499999999999999
2020-10-30,0.09091986156248917,0.07161377023301967,0.15606542912132357,0.37154891919956673,0.15985201988360093,0.1499999999999999
2020-11-06,0.09091986156248917,0.07161377023301967,0.15606542912132357,0.37154891919956673,0.15985201988360093,0.1499999999999999
2020-11-13,0.09091986156248917,0.07161377023301967,0.15606542912132357,0.37154891919956673,0.15985201988360093,0.1499999999999999
2020-11-20,0.09091986156248917,0.07161377023301967,0.15606542912132357,0.37154891919956673,0.15985201988360093,0.1499999999999999
2020-11-27,0.10738635813735177,0.08336722481179137,0.18811352965735537,0.38051085343924695,0.16062203395425456,0.07999999999999996
2020-12-04,0.10738635813735177,0.08336722481179137,0.18811352965735537,0.38051085343924695,0.16062203395425456,0.07999999999999996
2020-12-11,0.10738635813735177,0.08336722481179137,0.18811352965735537,0.38051085343924695,0.16062203395425456,0.07999999999999996
2020-12-18,0.10738635813735177,0.08336722481179137,0.18811352965735537,0.38051085343924695,0.16062203395425456,0.07999999999999996
2020-12-25,0.10881791385787906,0.08358669250792104,0.1871960697770917,0.38044601166236935,0.15995331219473877,0.08000000000000007
2021-01-01,0.10881791385787906,0.08358669250792104,0.1871960697770917,0.38044601166236935,0.15995331219473877,0.08000000000000007
2021-01-08,0.10881791385787906,0.08358669250792104,0.1871960697770917,0.38044601166236935,0.15995331219473877,0.08000000000000007
2021-01-15,0.10881791385787906,0.08358669250792104,0.1871960697770917,0.38044601166236935,0.15995331219473877,0.08000000000000007
2021-01-22,0.10881791385787906,0.08358669250792104,0.1871960697770917,0.38044601166236935,0.15995331219473877,0.08000000000000007
2021-01-29,0.09737027063937279,0.07267112749716291,0.1637096797270957,0.36389941950848737,0.15234950262788122,0.15000000000000013
2021-02-05,0.09737027063937279,0.07267112749716291,0.1637096797270957,0.36389941950848737,0.15234950262788122,0.15000000000000013
2021-02-12,0.09737027063937279,0.07267112749716291,0.1637096797270957,0.36389941950848737,0.15234950262788122,0.15000000000000013
2021-02-19,0.09737027063937279,0.07267112749716291,0.1637096797270957,0.36389941950848737,0.15234950262788122,0.15000000000000013
2021-02-26,0.095752076092493,0.06986302643119355,0.15835269720864456,0.3713396517050925,0.15469254856257647,0.1499999999999999
2021-03-05,0.095752076092493,0.06986302643119355,0.15835269720864456,0.3713396517050925,0.15469254856257647,0.1499999999999999
2021-03-12,0.095752076092493,0.06986302643119355,0.15835269720864456,0.3713396517050925,0.15469254856257647,0.1499999999999999
2021-03-19,0.095752076092493,0.06986302643119355,0.15835269720864456,0.3713396517050925,0.15469254856257647,0.1499999999999999
2021-03-26,0.21724689075164771,0.07872117249929177,0.18490442612224417,0.4121335362770351,0.08699397434978126,0.019999999999999907
2021-04-02,0.21724689075164771,0.07872117249929177,0.18490442612224417,0.4121335362770351,0.08699397434978126,0.019999999999999907
2021-04-09,0.21724689075164771,0.07872117249929177,0.18490442612224417,0.4121335362770351,0.08699397434978126,0.019999999999999907
2021-04-16,0.21724689075164771,0.07872117249929177,0.18490442612224417,0.4121335362770351,0.08699397434978126,0.019999999999999907
2021-04-23,0.21724689075164771,0.07872117249929177,0.18490442612224417,0.4121335362770351,0.08699397434978126,0.019999999999999907
2021-04-30,0.21636668730413364,0.07874095014741053,0.18567486032227218,0.41213798381138866,0.08707951841479505,0.020000000000000018
2021-05-07,0.21636668730413364,0.07874095014741053,0.18567486032227218,0.41213798381138866,0.08707951841479505,0.020000000000000018
2021-05-14,0.21636668730413364,0.07874095014741053,0.18567486032227218,0.41213798381138866,0.08707951841479505,0.020000000000000018
2021-05-21,0.21636668730413364,0.07874095014741053,0.18567486032227218,0.41213798381138866,0.08707951841479505,0.020000000000000018
2021-05-28,0.2182258903984112,0.08026948733768735,0.19203767570148617,0.42055199420445166,0.08891495235796368,0.0
2021-06-04,0.2182258903984112,0.08026948733768735,0.19203767570148617,0.42055199420445166,0.08891495235796368,0.0
2021-06-11,0.2182258903984112,0.08026948733768735,0.19203767570148617,0.42055199420445166,0.08891495235796368,0.0
2021-06-18,0.2182258903984112,0.08026948733768735,0.19203767570148617,0.42055199420445166,0.08891495235796368,0.0
2021-06-25,0.21700594977007892,0.07901404776661299,0.19524822104671766,0.42051566112153493,0.08821612029505552,0.0
2021-07-02,0.21700594977007892,0.07901404776661299,0.19524822104671766,0.42051566112153493,0.08821612029505552,0.0
2021-07-09,0.21700594977007892,0.07901404776661299,0.19524822104671766,0.42051566112153493,0.08821612029505552,0.0
2021-07-16,0.21700594977007892,0.07901404776661299,0.19524822104671766,0.42051566112153493,0.08821612029505552,0.0
2021-07-23,0.21700594977007892,0.07901404776661299,0.19524822104671766,0.42051566112153493,0.08821612029505552,0.0
2021-07-30,0.1196635771567207,0.08215239904659556,0.19753835621384905,0.4250581980824324,0.17558746950040235,0.0
2021-08-06,0.1196635771567207,0.08215239904659556,0.19753835621384905,0.4250581980824324,0.17558746950040235,0.0
2021-08-13,0.1196635771567207,0.08215239904659556,0.19753835621384905,0.4250581980824324,0.17558746950040235,0.0
2021-08-20,0.1196635771567207,0.08215239904659556,0.19753835621384905,0.4250581980824324,0.17558746950040235,0.0
2021-08-27,0.11680454139526118,0.08130019552182463,0.2038969597608576,0.4249273609423098,0.17307094237974677,0.0
2021-09-03,0.11680454139526118,0.08130019552182463,0.2038969597608576,0.4249273609423098,0.17307094237974677,0.0
2021-09-10,0.11680454139526118,0.08130019552182463,0.2038969597608576,0.4249273609423098,0.17307094237974677,0.0
2021-09-17,0.11680454139526118,0.08130019552182463,0.2038969597608576,0.4249273609423098,0.17307094237974677,0.0
2021-09-24,0.11693323440095646,0.08129012501316885,0.20363994587667236,0.4249342004745873,0.17320249423461506,0.0
2021-10-01,0.11693323440095646,0.08129012501316885,0.20363994587667236,0.4249342004745873,0.17320249423461506,0.0
2021-10-08,0.11693323440095646,0.08129012501316885,0.20363994587667236,0.4249342004745873,0.17320249423461506,0.0
2021-10-15,0.11693323440095646,0.08129012501316885,0.20363994587667236,0.4249342004745873,0.17320249423461506,0.0
2021-10-22,0.11693323440095646,0.08129012501316885,0.20363994587667236,0.4249342004745873,0.17320249423461506,0.0
2021-10-29,0.21465842666922996,0.0799290252446579,0.19774781369885094,0.42046292588454387,0.08720180850271736,0.0
2021-11-05,0.21465842666922996,0.0799290252446579,0.19774781369885094,0.42046292588454387,0.08720180850271736,0.0
2021-11-12,0.21465842666922996,0.0799290252446579,0.19774781369885094,0.42046292588454387,0.08720180850271736,0.0
2021-11-19,0.21465842666922996,0.0799290252446579,0.19774781369885094,0.42046292588454387,0.08720180850271736,0.0
2021-11-26,0.1723548931554654,0.07862740666912181,0.19289474222780367,0.43227775553072634,0.12384520241688288,0.0
2021-12-03,0.1723548931554654,0.07862740666912181,0.19289474222780367,0.43227775553072634,0.12384520241688288,0.0
2021-12-10,0.1723548931554654,0.07862740666912181,0.19289474222780367,0.43227775553072634,0.12384520241688288,0.0
2021-12-17,0.1723548931554654,0.07862740666912181,0.19289474222780367,0.43227775553072634,0.12384520241688288,0.0
2021-12-24,0.1723548931554654,0.07862740666912181,0.19289474222780367,0.43227775553072634,0.12384520241688288,0.0
2021-12-31,0.15528290943110865,0.065016626788052,0.16079848812075845,0.37346165532067044,0.09544032033941048,0.1499999999999999
2022-01-07,0.15528290943110865,0.065016626788052,0.16079848812075845,0.37346165532067044,0.09544032033941048,0.1499999999999999
