target,model,state,feature,feature_family,mean_abs_importance
target_state_quality_good_4w,logistic_l2_balanced,calm_trend,breadth_ret13_positive_x_state_calm_trend,regime_state_interaction,0.25764702002060963
target_etf_forward_top_quantile_4w,logistic_l2,recovery_fragile,breadth_ret13_positive_x_state_recovery_fragile,regime_state_interaction,0.2559348815830572
target_etf_forward_top_quantile_4w,logistic_l2_balanced,recovery_fragile,breadth_ret13_positive_x_state_recovery_fragile,regime_state_interaction,0.2516669353327687
target_etf_forward_top_quantile_4w,logistic_l2,recovery_confirmed,asset_downside_vol_13w_x_state_recovery_confirmed,regime_state_interaction,0.23688604387791534
target_sleeve_opportunity_top_quantile_4w,logistic_l2_balanced,calm_trend,sleeve_ret_13w_x_state_calm_trend,regime_state_interaction,0.23678523738236337
target_state_quality_good_4w,logistic_l2_balanced,recovery_confirmed,breadth_ret13_positive_x_state_recovery_confirmed,regime_state_interaction,0.2302103059629636
target_stress_transition_4w,logistic_l2,neutral_mixed,leadlag_HYG_minus_LQD_13w_x_state_neutral_mixed,regime_state_interaction,0.2265112302694509
target_etf_forward_top_quantile_4w,logistic_l2_balanced,recovery_confirmed,breadth_ret13_positive_x_state_recovery_confirmed,regime_state_interaction,0.224683760328738
target_sleeve_opportunity_top_quantile_4w,logistic_l2_balanced,stressed_panic,breadth_ret13_positive_x_state_stressed_panic,regime_state_interaction,0.2210470090236448
target_sleeve_opportunity_top_quantile_4w,logistic_l2_balanced,recovery_confirmed,breadth_ret13_positive_x_state_recovery_confirmed,regime_state_interaction,0.21910432628786936
target_stress_transition_4w,logistic_l2_balanced,recovery_confirmed,breadth_ret13_positive_x_state_recovery_confirmed,regime_state_interaction,0.21675239331478727
target_sleeve_opportunity_top_quantile_4w,logistic_l2,recovery_confirmed,breadth_ret13_positive_x_state_recovery_confirmed,regime_state_interaction,0.21198590911886397
target_state_quality_good_4w,logistic_l2,recovery_fragile,breadth_ret13_positive_x_state_recovery_fragile,regime_state_interaction,0.20301843212038284
target_state_quality_good_4w,logistic_l2,neutral_mixed,breadth_ret13_positive_x_state_neutral_mixed,regime_state_interaction,0.19884322358884654
target_etf_forward_top_quantile_4w,logistic_l2,recovery_confirmed,breadth_ret13_positive_x_state_recovery_confirmed,regime_state_interaction,0.19460489447478413
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2_balanced,calm_trend,asset_ret_13w_x_state_calm_trend,regime_state_interaction,0.1890360452768172
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2,calm_trend,asset_ret_13w_x_state_calm_trend,regime_state_interaction,0.18409462690540185
target_sleeve_opportunity_top_quantile_4w,logistic_l2,recovery_fragile,breadth_ret13_positive_x_state_recovery_fragile,regime_state_interaction,0.18238733541588306
target_stress_transition_4w,logistic_l2,recovery_confirmed,breadth_ret13_positive_x_state_recovery_confirmed,regime_state_interaction,0.18188340222103022
target_state_quality_good_4w,logistic_l2,stressed_panic,breadth_ret13_positive_x_state_stressed_panic,regime_state_interaction,0.18060757265957525
target_state_quality_good_4w,logistic_l2,recovery_fragile,leadlag_HYG_minus_LQD_13w_x_state_recovery_fragile,regime_state_interaction,0.1774958630951894
target_etf_forward_top_quantile_4w,logistic_l2_balanced,neutral_mixed,breadth_ret13_positive_x_state_neutral_mixed,regime_state_interaction,0.1720232493862728
target_state_quality_good_4w,logistic_l2_balanced,recovery_fragile,breadth_ret13_positive_x_state_recovery_fragile,regime_state_interaction,0.17201663763962494
target_state_quality_good_4w,logistic_l2_balanced,neutral_mixed,breadth_ret13_positive_x_state_neutral_mixed,regime_state_interaction,0.17158801534143012
target_stress_transition_4w,logistic_l2_balanced,neutral_mixed,leadlag_HYG_minus_LQD_13w_x_state_neutral_mixed,regime_state_interaction,0.17002403599291424
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2_balanced,stressed_panic,asset_downside_vol_13w_x_state_stressed_panic,regime_state_interaction,0.16473086062452244
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2_balanced,recovery_confirmed,breadth_ret13_positive_x_state_recovery_confirmed,regime_state_interaction,0.16225060541335373
target_etf_forward_top_quantile_4w,logistic_l2_balanced,calm_trend,breadth_ret13_positive_x_state_calm_trend,regime_state_interaction,0.16138017825982495
target_sleeve_opportunity_top_quantile_4w,logistic_l2_balanced,recovery_fragile,breadth_ret13_positive_x_state_recovery_fragile,regime_state_interaction,0.16031335240912503
target_state_quality_good_4w,logistic_l2_balanced,stressed_panic,breadth_ret13_positive_x_state_stressed_panic,regime_state_interaction,0.15990892815012958
target_state_quality_good_4w,logistic_l2_balanced,recovery_fragile,leadlag_HYG_minus_LQD_13w_x_state_recovery_fragile,regime_state_interaction,0.15910353495249874
target_stress_transition_4w,logistic_l2_balanced,recovery_fragile,leadlag_HYG_minus_LQD_13w_x_state_recovery_fragile,regime_state_interaction,0.15880361342354338
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2,stressed_panic,asset_downside_vol_13w_x_state_stressed_panic,regime_state_interaction,0.15802879179057966
target_etf_forward_top_quantile_4w,logistic_l2_balanced,stressed_panic,breadth_ret13_positive_x_state_stressed_panic,regime_state_interaction,0.156946692521077
target_stress_transition_4w,logistic_l2,recovery_fragile,leadlag_HYG_minus_LQD_13w_x_state_recovery_fragile,regime_state_interaction,0.1530438971672416
target_sleeve_opportunity_top_quantile_4w,logistic_l2_balanced,recovery_confirmed,sleeve_ret_13w_x_state_recovery_confirmed,regime_state_interaction,0.15260227069292953
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2,calm_trend,breadth_ret13_positive_x_state_calm_trend,regime_state_interaction,0.1523537492071489
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2,stressed_panic,asset_mom_multi_avg_x_state_stressed_panic,regime_state_interaction,0.15083233126511067
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2,recovery_confirmed,breadth_ret13_positive_x_state_recovery_confirmed,regime_state_interaction,0.15016816623053736
target_etf_forward_top_quantile_4w,logistic_l2,calm_trend,breadth_ret13_positive_x_state_calm_trend,regime_state_interaction,0.14827933771879398
target_etf_forward_top_quantile_4w,logistic_l2,neutral_mixed,breadth_ret13_positive_x_state_neutral_mixed,regime_state_interaction,0.1457308555668921
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2_balanced,neutral_mixed,asset_downside_vol_13w_x_state_neutral_mixed,regime_state_interaction,0.14518881836251848
target_sleeve_opportunity_top_quantile_4w,logistic_l2,recovery_confirmed,sleeve_ret_13w_x_state_recovery_confirmed,regime_state_interaction,0.143908731935565
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2_balanced,neutral_mixed,breadth_ret13_positive_x_state_neutral_mixed,regime_state_interaction,0.14351483344553898
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2_balanced,calm_trend,breadth_ret13_positive_x_state_calm_trend,regime_state_interaction,0.14215655949679065
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2,stressed_panic,breadth_ret13_positive_x_state_stressed_panic,regime_state_interaction,0.14120212084988104
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2_balanced,stressed_panic,breadth_ret13_positive_x_state_stressed_panic,regime_state_interaction,0.14089248876191385
target_etf_forward_top_quantile_4w,logistic_l2,stressed_panic,breadth_ret13_positive_x_state_stressed_panic,regime_state_interaction,0.14048541874526674
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2_balanced,stressed_panic,asset_mom_multi_avg_x_state_stressed_panic,regime_state_interaction,0.14027208846873568
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2,neutral_mixed,breadth_ret13_positive_x_state_neutral_mixed,regime_state_interaction,0.1388444006745426
target_state_quality_good_4w,logistic_l2,neutral_mixed,leadlag_HYG_minus_LQD_13w_x_state_neutral_mixed,regime_state_interaction,0.13276401327963896
target_etf_forward_top_quantile_4w,logistic_l2_balanced,stressed_panic,asset_downside_vol_13w_x_state_stressed_panic,regime_state_interaction,0.12571003414121218
target_stress_transition_4w,logistic_l2,recovery_fragile,breadth_ret13_positive_x_state_recovery_fragile,regime_state_interaction,0.1256738399470583
target_etf_forward_top_quantile_4w,logistic_l2_balanced,recovery_fragile,asset_downside_vol_13w_x_state_recovery_fragile,regime_state_interaction,0.12502258191515112
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2,stressed_panic,asset_ret_13w_x_state_stressed_panic,regime_state_interaction,0.12435371006610749
target_etf_forward_top_quantile_4w,logistic_l2,stressed_panic,asset_downside_vol_13w_x_state_stressed_panic,regime_state_interaction,0.12358293096793269
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2_balanced,recovery_fragile,breadth_ret13_positive_x_state_recovery_fragile,regime_state_interaction,0.12248547029559007
target_state_quality_good_4w,logistic_l2_balanced,neutral_mixed,leadlag_HYG_minus_LQD_13w_x_state_neutral_mixed,regime_state_interaction,0.12239415724540689
target_etf_forward_top_quantile_4w,logistic_l2_balanced,recovery_confirmed,leadlag_HYG_minus_LQD_13w_x_state_recovery_confirmed,regime_state_interaction,0.12161746865528142
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2,neutral_mixed,asset_downside_vol_13w_x_state_neutral_mixed,regime_state_interaction,0.11767222939435618
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2_balanced,stressed_panic,asset_ret_13w_x_state_stressed_panic,regime_state_interaction,0.1171908083062126
target_etf_forward_top_quantile_4w,logistic_l2,recovery_confirmed,leadlag_HYG_minus_LQD_13w_x_state_recovery_confirmed,regime_state_interaction,0.1144123561547923
target_etf_forward_top_quantile_4w,logistic_l2,recovery_fragile,asset_downside_vol_13w_x_state_recovery_fragile,regime_state_interaction,0.11172754221298822
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2,recovery_fragile,breadth_ret13_positive_x_state_recovery_fragile,regime_state_interaction,0.10851357912492834
target_state_quality_good_4w,logistic_l2,recovery_confirmed,leadlag_HYG_minus_LQD_13w_x_state_recovery_confirmed,regime_state_interaction,0.10554659551767234
target_etf_forward_top_quantile_4w,random_forest_small,neutral_mixed,asset_downside_vol_13w_x_state_neutral_mixed,regime_state_interaction,0.10180242013411228
target_etf_forward_top_quantile_4w,logistic_l2_balanced,recovery_confirmed,asset_ret_13w_x_state_recovery_confirmed,regime_state_interaction,0.10132372387421203
target_etf_forward_top_quantile_4w,logistic_l2,recovery_confirmed,asset_ret_13w_x_state_recovery_confirmed,regime_state_interaction,0.09976157938305484
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2_balanced,recovery_confirmed,leadlag_HYG_minus_LQD_13w_x_state_recovery_confirmed,regime_state_interaction,0.09783809476620059
target_stress_transition_4w,logistic_l2_balanced,recovery_fragile,breadth_ret13_positive_x_state_recovery_fragile,regime_state_interaction,0.09766229458763416
target_state_quality_good_4w,logistic_l2_balanced,recovery_confirmed,leadlag_HYG_minus_LQD_13w_x_state_recovery_confirmed,regime_state_interaction,0.09484483499148608
target_etf_forward_risk_adjusted_top_quantile_4w,random_forest_small,stressed_panic,asset_ret_13w_x_state_stressed_panic,regime_state_interaction,0.09455752664500726
target_stress_transition_4w,logistic_l2,recovery_confirmed,leadlag_HYG_minus_LQD_13w_x_state_recovery_confirmed,regime_state_interaction,0.09129895482715411
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2,recovery_confirmed,leadlag_HYG_minus_LQD_13w_x_state_recovery_confirmed,regime_state_interaction,0.09025695880272726
target_sleeve_opportunity_top_quantile_4w,logistic_l2,recovery_confirmed,leadlag_HYG_minus_LQD_13w_x_state_recovery_confirmed,regime_state_interaction,0.08979025025103861
target_stress_transition_4w,logistic_l2_balanced,recovery_confirmed,leadlag_HYG_minus_LQD_13w_x_state_recovery_confirmed,regime_state_interaction,0.08974212180858805
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2_balanced,recovery_confirmed,asset_downside_vol_13w_x_state_recovery_confirmed,regime_state_interaction,0.08808397032385723
target_sleeve_opportunity_top_quantile_4w,logistic_l2_balanced,recovery_confirmed,leadlag_HYG_minus_LQD_13w_x_state_recovery_confirmed,regime_state_interaction,0.08759785324826906
target_etf_forward_top_quantile_4w,logistic_l2,stressed_panic,asset_ret_13w_x_state_stressed_panic,regime_state_interaction,0.07846172112153527
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2,recovery_confirmed,asset_downside_vol_13w_x_state_recovery_confirmed,regime_state_interaction,0.07784647361370838
target_etf_forward_top_quantile_4w,random_forest_small,stressed_panic,asset_ret_13w_x_state_stressed_panic,regime_state_interaction,0.0774009621377829
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2_balanced,recovery_confirmed,asset_ret_13w_x_state_recovery_confirmed,regime_state_interaction,0.07730832069556959
target_etf_forward_top_quantile_4w,logistic_l2_balanced,stressed_panic,asset_ret_13w_x_state_stressed_panic,regime_state_interaction,0.07568069631546011
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2,recovery_confirmed,asset_ret_13w_x_state_recovery_confirmed,regime_state_interaction,0.07312077449911905
target_etf_forward_top_quantile_4w,logistic_l2,recovery_confirmed,asset_mom_multi_avg_x_state_recovery_confirmed,regime_state_interaction,0.07194343381837766
target_etf_forward_top_quantile_4w,logistic_l2_balanced,recovery_fragile,asset_ret_13w_x_state_recovery_fragile,regime_state_interaction,0.07165750486227232
target_etf_forward_top_quantile_4w,logistic_l2_balanced,stressed_panic,asset_mom_multi_avg_x_state_stressed_panic,regime_state_interaction,0.07020038687622399
target_state_quality_good_4w,logistic_l2,calm_trend,leadlag_HYG_minus_LQD_13w_x_state_calm_trend,regime_state_interaction,0.06991031244673532
target_etf_forward_top_quantile_4w,logistic_l2_balanced,recovery_confirmed,asset_mom_multi_avg_x_state_recovery_confirmed,regime_state_interaction,0.06959221594781191
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2,neutral_mixed,asset_ret_13w_x_state_neutral_mixed,regime_state_interaction,0.06917249115192504
target_etf_forward_top_quantile_4w,logistic_l2,recovery_fragile,asset_ret_13w_x_state_recovery_fragile,regime_state_interaction,0.06827757912917662
target_etf_forward_top_quantile_4w,logistic_l2,stressed_panic,asset_mom_multi_avg_x_state_stressed_panic,regime_state_interaction,0.0662528437603354
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2_balanced,recovery_confirmed,asset_mom_multi_avg_x_state_recovery_confirmed,regime_state_interaction,0.0652162037054883
target_state_quality_good_4w,logistic_l2_balanced,calm_trend,leadlag_HYG_minus_LQD_13w_x_state_calm_trend,regime_state_interaction,0.06503339342465143
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2_balanced,calm_trend,leadlag_HYG_minus_LQD_13w_x_state_calm_trend,regime_state_interaction,0.06462464305536508
target_sleeve_opportunity_top_quantile_4w,logistic_l2,recovery_fragile,leadlag_HYG_minus_LQD_13w_x_state_recovery_fragile,regime_state_interaction,0.06458085012181322
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2_balanced,neutral_mixed,asset_ret_13w_x_state_neutral_mixed,regime_state_interaction,0.062348515245756124
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2,recovery_confirmed,asset_mom_multi_avg_x_state_recovery_confirmed,regime_state_interaction,0.0623116624233029
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2_balanced,neutral_mixed,asset_mom_multi_avg_x_state_neutral_mixed,regime_state_interaction,0.06170348774996381
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2,calm_trend,leadlag_HYG_minus_LQD_13w_x_state_calm_trend,regime_state_interaction,0.060214917436291926
target_etf_forward_top_quantile_4w,random_forest_small,neutral_mixed,asset_ret_13w_x_state_neutral_mixed,regime_state_interaction,0.060143838304315834
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2,recovery_fragile,asset_downside_vol_13w_x_state_recovery_fragile,regime_state_interaction,0.060005923804961614
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2_balanced,calm_trend,asset_downside_vol_13w_x_state_calm_trend,regime_state_interaction,0.059983269101918736
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2_balanced,recovery_fragile,asset_downside_vol_13w_x_state_recovery_fragile,regime_state_interaction,0.05973908962245444
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2,neutral_mixed,asset_mom_multi_avg_x_state_neutral_mixed,regime_state_interaction,0.05716862813439014
target_sleeve_opportunity_top_quantile_4w,logistic_l2_balanced,calm_trend,sleeve_vol_13w_x_state_calm_trend,regime_state_interaction,0.056490815224329305
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2,calm_trend,asset_downside_vol_13w_x_state_calm_trend,regime_state_interaction,0.05600846052901265
target_sleeve_opportunity_top_quantile_4w,logistic_l2,stressed_panic,leadlag_HYG_minus_LQD_13w_x_state_stressed_panic,regime_state_interaction,0.05497083133357915
target_sleeve_opportunity_top_quantile_4w,random_forest_small,neutral_mixed,sleeve_ret_13w_x_state_neutral_mixed,regime_state_interaction,0.0545221922441218
target_sleeve_opportunity_top_quantile_4w,logistic_l2_balanced,recovery_fragile,leadlag_HYG_minus_LQD_13w_x_state_recovery_fragile,regime_state_interaction,0.05207811595065143
target_sleeve_opportunity_top_quantile_4w,logistic_l2,neutral_mixed,leadlag_HYG_minus_LQD_13w_x_state_neutral_mixed,regime_state_interaction,0.05140844559165818
target_etf_forward_top_quantile_4w,logistic_l2_balanced,neutral_mixed,asset_ret_13w_x_state_neutral_mixed,regime_state_interaction,0.05067805598123423
target_etf_forward_top_quantile_4w,logistic_l2,neutral_mixed,asset_ret_13w_x_state_neutral_mixed,regime_state_interaction,0.05042961577890811
target_etf_forward_top_quantile_4w,logistic_l2_balanced,neutral_mixed,asset_mom_multi_avg_x_state_neutral_mixed,regime_state_interaction,0.049875436571195614
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2,neutral_mixed,leadlag_HYG_minus_LQD_13w_x_state_neutral_mixed,regime_state_interaction,0.049523224737108726
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2_balanced,neutral_mixed,leadlag_HYG_minus_LQD_13w_x_state_neutral_mixed,regime_state_interaction,0.049461791265407534
target_sleeve_opportunity_top_quantile_4w,logistic_l2_balanced,stressed_panic,leadlag_HYG_minus_LQD_13w_x_state_stressed_panic,regime_state_interaction,0.04820193640814634
target_sleeve_opportunity_top_quantile_4w,logistic_l2_balanced,neutral_mixed,leadlag_HYG_minus_LQD_13w_x_state_neutral_mixed,regime_state_interaction,0.04787529341770299
target_sleeve_opportunity_top_quantile_4w,logistic_l2,calm_trend,sleeve_vol_13w_x_state_calm_trend,regime_state_interaction,0.046607578660235016
target_etf_forward_top_quantile_4w,random_forest_small,neutral_mixed,asset_mom_multi_avg_x_state_neutral_mixed,regime_state_interaction,0.04581672984078126
target_sleeve_opportunity_top_quantile_4w,logistic_l2,recovery_fragile,sleeve_ret_13w_x_state_recovery_fragile,regime_state_interaction,0.04564685238198589
target_etf_forward_top_quantile_4w,random_forest_small,calm_trend,asset_downside_vol_13w_x_state_calm_trend,regime_state_interaction,0.0441457239293337
target_etf_forward_top_quantile_4w,logistic_l2,neutral_mixed,asset_mom_multi_avg_x_state_neutral_mixed,regime_state_interaction,0.04304412750153645
target_sleeve_opportunity_top_quantile_4w,logistic_l2,calm_trend,leadlag_HYG_minus_LQD_13w_x_state_calm_trend,regime_state_interaction,0.043037292751314404
target_sleeve_opportunity_top_quantile_4w,logistic_l2_balanced,calm_trend,leadlag_HYG_minus_LQD_13w_x_state_calm_trend,regime_state_interaction,0.04291902153586569
target_etf_forward_top_quantile_4w,logistic_l2_balanced,calm_trend,asset_ret_13w_x_state_calm_trend,regime_state_interaction,0.04282689805951666
target_etf_forward_top_quantile_4w,logistic_l2_balanced,calm_trend,asset_mom_multi_avg_x_state_calm_trend,regime_state_interaction,0.04061324525345113
target_etf_forward_top_quantile_4w,decision_tree_depth3,stressed_panic,asset_ret_13w_x_state_stressed_panic,regime_state_interaction,0.03967633111239902
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2_balanced,calm_trend,asset_mom_multi_avg_x_state_calm_trend,regime_state_interaction,0.03960124223220124
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2,calm_trend,asset_mom_multi_avg_x_state_calm_trend,regime_state_interaction,0.03922085248388093
target_stress_transition_4w,random_forest_small,stressed_panic,breadth_ret13_positive_x_state_stressed_panic,regime_state_interaction,0.03816767061409738
target_etf_forward_top_quantile_4w,logistic_l2,calm_trend,asset_ret_13w_x_state_calm_trend,regime_state_interaction,0.03758980630356528
target_etf_forward_risk_adjusted_top_quantile_4w,random_forest_small,calm_trend,breadth_ret13_positive_x_state_calm_trend,regime_state_interaction,0.037147844603073764
target_sleeve_opportunity_top_quantile_4w,logistic_l2_balanced,recovery_fragile,sleeve_ret_13w_x_state_recovery_fragile,regime_state_interaction,0.03533859117693046
target_etf_forward_risk_adjusted_top_quantile_4w,decision_tree_depth3,stressed_panic,asset_downside_vol_13w_x_state_stressed_panic,regime_state_interaction,0.03462341420843484
target_etf_forward_top_quantile_4w,random_forest_small,stressed_panic,asset_mom_multi_avg_x_state_stressed_panic,regime_state_interaction,0.032510309617028235
target_etf_forward_top_quantile_4w,logistic_l2,calm_trend,asset_mom_multi_avg_x_state_calm_trend,regime_state_interaction,0.03222106542922719
target_etf_forward_top_quantile_4w,logistic_l2,calm_trend,leadlag_HYG_minus_LQD_13w_x_state_calm_trend,regime_state_interaction,0.03182775071314058
target_etf_forward_top_quantile_4w,logistic_l2_balanced,calm_trend,leadlag_HYG_minus_LQD_13w_x_state_calm_trend,regime_state_interaction,0.031821552364042875
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2_balanced,recovery_fragile,asset_mom_multi_avg_x_state_recovery_fragile,regime_state_interaction,0.03145263819216529
target_etf_forward_risk_adjusted_top_quantile_4w,random_forest_small,neutral_mixed,asset_mom_multi_avg_x_state_neutral_mixed,regime_state_interaction,0.028273007244621624
target_sleeve_opportunity_top_quantile_4w,random_forest_small,neutral_mixed,leadlag_HYG_minus_LQD_13w_x_state_neutral_mixed,regime_state_interaction,0.027057796533545703
target_etf_forward_risk_adjusted_top_quantile_4w,random_forest_small,stressed_panic,asset_mom_multi_avg_x_state_stressed_panic,regime_state_interaction,0.02701893527090941
target_etf_forward_risk_adjusted_top_quantile_4w,random_forest_small,stressed_panic,asset_downside_vol_13w_x_state_stressed_panic,regime_state_interaction,0.026816805558881163
target_etf_forward_risk_adjusted_top_quantile_4w,random_forest_small,calm_trend,asset_ret_13w_x_state_calm_trend,regime_state_interaction,0.02551472845266756
target_sleeve_opportunity_top_quantile_4w,random_forest_small,stressed_panic,breadth_ret13_positive_x_state_stressed_panic,regime_state_interaction,0.025186121526875483
target_etf_forward_risk_adjusted_top_quantile_4w,random_forest_small,neutral_mixed,asset_downside_vol_13w_x_state_neutral_mixed,regime_state_interaction,0.024594080252431455
target_stress_transition_4w,random_forest_small,neutral_mixed,breadth_ret13_positive_x_state_neutral_mixed,regime_state_interaction,0.02446233150222241
target_sleeve_opportunity_top_quantile_4w,decision_tree_depth3,neutral_mixed,leadlag_HYG_minus_LQD_13w_x_state_neutral_mixed,regime_state_interaction,0.023820484336010053
target_etf_forward_risk_adjusted_top_quantile_4w,decision_tree_depth3,stressed_panic,asset_ret_13w_x_state_stressed_panic,regime_state_interaction,0.023787679282323875
