feature,mean_abs_importance,max_abs_importance,fold_count,target_count,model_count,sign_consistency,feature_family,oos_auc_delta,oos_brier_delta,avg_abs_redundancy_top_features,max_abs_redundancy_top_features,discovery_score
breadth_ret13_positive_x_state_recovery_confirmed,0.10453850439498244,0.48562644578501407,33,5,4,0.49696969696969695,regime_state_interaction,0.0914371592405483,-0.009904919084781444,0.11865202571199945,0.9955534424224762,2.8775000000000004
breadth_ret26_positive,0.13510780974288372,0.8695769017911547,33,5,4,0.4,breadth_dispersion,0.0914371592405483,-0.009904919084781444,0.28823137479368904,0.9537939764618887,2.8375
leadlag_HYG_minus_LQD_13w_x_state_calm_trend,0.08667633520579095,1.1562865861340252,33,5,4,0.15151515151515152,regime_state_interaction,0.0914371592405483,-0.009904919084781444,0.10835419611096282,0.3676516219617525,2.8175
regime_market_trend_positive,0.13442403265072453,1.2042351615715032,33,5,4,0.06060606060606061,regime_state,0.0914371592405483,-0.009904919084781444,0.28407546667094624,0.7655305851558627,2.805
defensive_breadth_13w,0.09141260982165744,0.6366276648734527,33,5,4,0.32727272727272727,breadth_dispersion,0.0914371592405483,-0.009904919084781444,0.12256809838095313,0.46198802896118013,2.805
regime_breadth_13w_mom,0.13469633112044269,0.9056183650892516,33,5,4,0.2727272727272727,regime_state,0.0914371592405483,-0.009904919084781444,0.295340899449611,0.952924163036042,2.8025
state_calm_trend,0.12330617868108276,0.6057915715682142,33,5,4,0.21212121212121213,regime_state,0.0914371592405483,-0.009904919084781444,0.22000927791895586,0.9775156228947439,2.8025
state_neutral_mixed,0.09322865888238248,0.5496827279097641,33,5,4,0.6,regime_state,0.0914371592405483,-0.009904919084781444,0.16087243142436936,0.9044820092322436,2.79
regime_breadth_sma_43,0.13482726922365554,1.1967594730886495,33,5,4,0.296969696969697,regime_state,0.0914371592405483,-0.009904919084781444,0.306829404714243,0.9004272779066191,2.785
leadlag_QQQ_minus_SPY_13w,0.21489572634380147,1.268210534860626,33,3,4,0.06060606060606061,cross_asset_lead_lag,0.03226360637713066,-0.00677564508440226,0.07899588536936897,0.32198866970955453,2.7500000000000004
breadth_ret13_positive_x_state_recovery_fragile,0.08398363792280263,0.5084465482242624,33,5,4,0.17575757575757575,regime_state_interaction,0.0914371592405483,-0.009904919084781444,0.1183853551892267,0.9823125975939493,2.75
asset_downside_vol_13w,0.25427676225207474,0.9058048354814762,33,2,4,0.3333333333333333,volatility_risk,0.0914371592405483,-0.009904919084781444,0.2230727933831327,0.7534728204219718,2.685
leadlag_HYG_minus_LQD_13w_x_state_recovery_confirmed,0.049147274451160496,0.5943107938917144,33,5,4,0.006060606060606061,regime_state_interaction,0.0914371592405483,-0.009904919084781444,0.024654343388647214,0.12164142122882418,2.6825
state_recovery_fragile,0.06977085007052895,0.5235784457809636,33,5,4,0.19393939393939394,regime_state,0.0914371592405483,-0.009904919084781444,0.1127058183631844,0.9823125975939493,2.6750000000000003
asset_downside_vol_13w_x_state_neutral_mixed,0.147755610252164,0.625219697392724,33,2,4,1.0,regime_state_interaction,0.0914371592405483,-0.009904919084781444,0.10584539598635176,0.70138545241397,2.67
leadlag_HYG_minus_LQD_13w_x_state_neutral_mixed,0.04692443920505868,0.36941630679555737,33,5,4,0.024242424242424242,regime_state_interaction,0.0914371592405483,-0.009904919084781444,0.08358237963755719,0.4794235903402674,2.64
breadth_ret13_positive,0.09046691185616891,0.7311196582706166,33,5,4,0.28484848484848485,breadth_dispersion,0.0914371592405483,-0.009904919084781444,0.29864365326150255,0.952924163036042,2.5675
regime_canary_breadth_default,0.07172907254421591,0.6602410837983668,33,5,4,0.24242424242424243,regime_state,0.0914371592405483,-0.009904919084781444,0.20035272173816213,0.5683658625828023,2.555
regime_breadth_26w_mom,0.085801959752982,0.432879366953647,33,5,4,0.6787878787878788,regime_state,0.0914371592405483,-0.009904919084781444,0.2898350825509978,0.9537939764618887,2.5450000000000004
offensive_breadth_13w,0.08738879016885037,0.5956643091744311,33,5,4,0.18787878787878787,breadth_dispersion,0.0914371592405483,-0.009904919084781444,0.30233046464519614,0.8732193877323791,2.5450000000000004
leadlag_HYG_minus_LQD_13w,0.07463476486182305,0.516987047704584,33,5,4,0.17575757575757575,cross_asset_lead_lag,0.0914371592405483,-0.009904919084781444,0.2357293679267181,0.8964651002797466,2.52
regime_breadth_change_4w,0.030803431574955988,0.3722815078615239,33,5,4,0.07272727272727272,regime_state,0.0914371592405483,-0.009904919084781444,0.11705999883921642,0.3689193877492496,2.4850000000000003
leadlag_IWM_minus_SPY_26w,0.36102931537256183,1.0393582052892965,33,2,4,0.0,cross_asset_lead_lag,0.03226360637713066,-0.00677564508440226,0.12244981121641815,0.6919329512964479,2.4475000000000002
leadlag_EFA_minus_SPY_26w,0.2031829720216596,0.8827703867128839,33,2,4,0.9242424242424242,cross_asset_lead_lag,0.03226360637713066,-0.00677564508440226,0.10680718420066117,0.6772883639163564,2.41
leadlag_VWO_minus_SPY_13w,0.13641127847771406,0.9607386750124044,33,3,4,0.7171717171717171,cross_asset_lead_lag,0.03226360637713066,-0.00677564508440226,0.11734573976470743,0.6718708995883937,2.4050000000000002
asset_mom_agreement_count,0.13085308982669222,0.7846283067712858,33,2,4,0.6060606060606061,cross_asset_momentum,0.0914371592405483,-0.009904919084781444,0.20812190616132017,0.6997268334307261,2.3425000000000002
asset_downside_vol_13w_x_state_recovery_confirmed,0.08449517257218742,0.32823857782358823,33,2,4,0.9393939393939394,regime_state_interaction,0.0914371592405483,-0.009904919084781444,0.09713110097710756,0.8143127785804206,2.3375000000000004
leadlag_GLD_minus_SPY_26w,0.30149612726682573,1.1078642483608558,33,2,4,0.0,cross_asset_lead_lag,0.03226360637713066,-0.00677564508440226,0.21240892904204225,0.7233782216039567,2.3000000000000003
cross_asset_dispersion_13w,0.2736269598758187,1.2792224044920588,33,2,4,0.09090909090909091,breadth_dispersion,0.03226360637713066,-0.00677564508440226,0.20440642750324953,0.8743499965625755,2.29
asset_downside_vol_13w_x_state_calm_trend,0.0927642159208637,0.4422619544283402,33,2,4,0.30303030303030304,regime_state_interaction,0.0914371592405483,-0.009904919084781444,0.16512213494610556,0.7556710359259607,2.2675
leadlag_TLT_minus_SPY_13w,0.15677744964886903,1.053561439262183,33,3,4,0.46464646464646464,cross_asset_lead_lag,0.03226360637713066,-0.00677564508440226,0.29784358623446494,0.953248815051766,2.2475000000000005
leadlag_IWM_minus_SPY_13w,0.12624804292704167,0.9593902049064419,33,3,4,0.26262626262626265,cross_asset_lead_lag,0.03226360637713066,-0.00677564508440226,0.14313734069855089,0.6919329512964479,2.2475
leadlag_IEF_minus_SPY_13w,0.1590605268509271,0.8805328922749299,33,3,4,0.010101010101010102,cross_asset_lead_lag,0.03226360637713066,-0.00677564508440226,0.3283585628347375,0.953248815051766,2.2375000000000003
asset_ret_4w,0.08301026134406154,0.23683636474929692,33,2,4,1.0,cross_asset_momentum,0.0914371592405483,-0.009904919084781444,0.15193194128469018,0.5118233772868822,2.1875000000000004
leadlag_HYG_minus_LQD_26w,0.17378412363562523,0.8018339759800928,33,2,4,0.6212121212121212,cross_asset_lead_lag,0.03226360637713066,-0.00677564508440226,0.23208114253778064,0.9297047806051278,2.1500000000000004
leadlag_UUP_minus_SPY_13w,0.13528101240492116,1.0924026335624586,33,3,4,0.3838383838383838,cross_asset_lead_lag,0.03226360637713066,-0.00677564508440226,0.32053279623899933,0.8537723486012094,2.1175
asset_ret_13w_x_state_recovery_confirmed,0.043939299806494435,0.3151687053971903,33,2,4,0.30303030303030304,regime_state_interaction,0.0914371592405483,-0.009904919084781444,0.09603451426167782,0.871384137161126,2.105
leadlag_HYG_minus_TLT_26w,0.16437185766198678,0.6856415242594501,33,2,4,0.015151515151515152,cross_asset_lead_lag,0.03226360637713066,-0.00677564508440226,0.24134519771000768,0.9297047806051278,2.0975
asset_downside_vol_13w_x_state_recovery_fragile,0.04467941609879097,0.1739171601341724,33,2,4,0.0,regime_state_interaction,0.0914371592405483,-0.009904919084781444,0.10581017776179968,0.8208550780258995,2.0875
asset_ret_13w_x_state_stressed_panic,0.07888867937335356,0.2255847919479357,33,2,4,0.7575757575757576,regime_state_interaction,0.0914371592405483,-0.009904919084781444,0.20161744095267337,0.8604947710248327,2.0875
leadlag_HYG_minus_LQD_13w_x_state_stressed_panic,0.11232250122733113,0.6279592753463588,33,3,4,0.5454545454545454,regime_state_interaction,0.03226360637713066,-0.00677564508440226,0.21269348270333854,0.7515876796561025,2.0825000000000005
leadlag_PDBC_minus_SPY_13w,0.102097449459196,0.6817319196027104,33,3,4,0.5656565656565656,cross_asset_lead_lag,0.03226360637713066,-0.00677564508440226,0.19597920151006978,0.628132257498674,2.0825
asset_ret_13w_x_state_calm_trend,0.061240697882080135,0.4049547460719151,33,2,4,0.30303030303030304,regime_state_interaction,0.0914371592405483,-0.009904919084781444,0.13869328678028187,0.7757987400530774,2.0775
asset_mom_multi_avg_x_state_recovery_confirmed,0.03369052919755869,0.2858785663995527,33,2,4,0.18181818181818182,regime_state_interaction,0.0914371592405483,-0.009904919084781444,0.09289761054072727,0.871384137161126,2.0725
leadlag_HYG_minus_LQD_13w_x_state_recovery_fragile,0.06375882289257814,0.34838852894417455,33,3,4,0.25252525252525254,regime_state_interaction,0.03226360637713066,-0.00677564508440226,0.07137842401016418,0.46608323174387606,2.06
asset_ret_13w_x_state_neutral_mixed,0.039595791855987605,0.11077921804146497,33,2,4,0.07575757575757576,regime_state_interaction,0.0914371592405483,-0.009904919084781444,0.11307639088533226,0.7665004784500019,2.0325
asset_mom_multi_avg_x_state_recovery_fragile,0.010103474845621243,0.060800946522877916,33,2,4,0.12121212121212122,regime_state_interaction,0.0914371592405483,-0.009904919084781444,0.07738914809767193,0.5801264864115064,2.0175
leadlag_HYG_minus_TLT_13w,0.10737713495570858,0.5623806517923755,33,3,4,0.6060606060606061,cross_asset_lead_lag,0.03226360637713066,-0.00677564508440226,0.24373334381127484,0.9196738498982506,2.0175
asset_mom_multi_avg_x_state_stressed_panic,0.0623140191269343,0.2403130135835068,33,2,4,0.030303030303030304,regime_state_interaction,0.0914371592405483,-0.009904919084781444,0.19646268984304735,0.8604947710248327,2.015
asset_mom_multi_avg_x_state_neutral_mixed,0.036107024536689306,0.2045896403745468,33,2,4,0.10606060606060606,regime_state_interaction,0.0914371592405483,-0.009904919084781444,0.11522284212490418,0.7665004784500019,2.015
asset_ret_13w_x_state_recovery_fragile,0.021781791475406556,0.08642269659318184,33,2,4,0.8939393939393939,regime_state_interaction,0.0914371592405483,-0.009904919084781444,0.10438441008116228,0.5801264864115064,2.0050000000000003
asset_downside_vol_13w_x_state_stressed_panic,0.08046334119857049,0.33120084960611884,33,2,4,0.0,regime_state_interaction,0.0914371592405483,-0.009904919084781444,0.3007061989797444,0.7534728204219718,1.975
sleeve_ret_4w,0.18216703807755236,0.42153540647054694,33,1,4,1.0,sleeve_factor_momentum,0.0,-3.240851218966334e-05,0.10030557054110133,0.5081199491598022,1.97
sleeve_ret_13w_x_state_neutral_mixed,0.19298748052750084,0.5153377648534918,33,1,4,1.0,regime_state_interaction,0.0,-3.240851218966334e-05,0.10639948220435061,0.5839928717226336,1.9650000000000003
leadlag_IEF_minus_SPY_26w,0.152998164987148,0.78247190859296,33,2,4,0.4393939393939394,cross_asset_lead_lag,0.03226360637713066,-0.00677564508440226,0.30431099561069386,0.8085701688113299,1.9525000000000003
asset_mom_multi_avg,0.0572013806599077,0.5189306322244447,33,2,4,0.21212121212121213,cross_asset_momentum,0.0914371592405483,-0.009904919084781444,0.2576520443003741,0.7929207047071014,1.9000000000000001
sleeve_ret_13w_x_state_stressed_panic,0.18995451428382829,0.5043504142095954,33,1,4,1.0,regime_state_interaction,0.0,-3.240851218966334e-05,0.1250225635722626,0.6237471609593125,1.8825
asset_ret_13w,0.05187251124785852,0.38740840175813607,33,2,4,0.3333333333333333,cross_asset_momentum,0.0914371592405483,-0.009904919084781444,0.264618684115516,0.7929207047071014,1.8824999999999998
cross_asset_mom_spread_13w,0.11200161118689995,0.6263431980498786,33,2,4,0.21212121212121213,breadth_dispersion,0.03226360637713066,-0.00677564508440226,0.19337628768017223,0.8743499965625755,1.875
asset_mom_multi_avg_x_state_calm_trend,0.019909795604964954,0.2878147195205707,33,2,4,0.25757575757575757,regime_state_interaction,0.0914371592405483,-0.009904919084781444,0.16226895705731653,0.7757987400530774,1.8599999999999999
sleeve_ret_13w,0.2980621396824236,0.8042673395421249,33,1,4,1.0,sleeve_factor_momentum,0.0,-3.240851218966334e-05,0.20655619828621785,0.6237471609593125,1.8599999999999999
sleeve_vol_13w,0.16837259875668772,0.32455802817352053,33,1,4,1.0,sleeve_factor_momentum,0.0,-3.240851218966334e-05,0.1551070437956492,0.7684071385479301,1.82
cross_asset_vol_median_13w,0.11623047471422826,0.6133122099331578,33,2,4,0.2878787878787879,breadth_dispersion,0.03226360637713066,-0.00677564508440226,0.2691839038939166,0.712196234424613,1.8025000000000002
leadlag_DBA_minus_SPY_26w,0.07031959364440243,0.42108350357673485,33,2,4,0.36363636363636365,cross_asset_lead_lag,0.03226360637713066,-0.00677564508440226,0.1670923462069746,0.6770697587925917,1.6500000000000001
sleeve_ret_13w_x_state_calm_trend,0.13404455802339532,0.37367971626766594,33,1,4,1.0,regime_state_interaction,0.0,-3.240851218966334e-05,0.14547866347387442,0.5936832899057172,1.5925000000000002
sleeve_ret_13w_x_state_recovery_confirmed,0.07412775065712363,0.5852638491195085,33,1,4,0.9696969696969697,regime_state_interaction,0.0,-3.240851218966334e-05,0.08130626956590388,0.7034934464272637,1.4075
sleeve_ret_13w_x_state_recovery_fragile,0.020246360889729087,0.10670232991708237,33,1,4,0.15151515151515152,regime_state_interaction,0.0,-3.240851218966334e-05,0.06890239092486414,0.5745878014429163,1.1775
sleeve_vol_4w,0.05028978142436651,0.35060198880752874,33,1,4,0.5454545454545454,sleeve_factor_momentum,0.0,-3.240851218966334e-05,0.12333316550350729,0.7684071385479301,1.1750000000000003
sleeve_vol_13w_x_state_calm_trend,0.027566917308212497,0.1272381403491665,33,1,4,0.5454545454545454,regime_state_interaction,0.0,-3.240851218966334e-05,0.1897252427300131,0.8211558620910665,0.9974999999999999
