candidate,source,source_weight,trailing_1y_cagr,trailing_2y_cagr,trailing_3y_cagr,trailing_3y_cagr_vs_ceiling,trailing_3y_sharpe,trailing_3y_100bps_cagr,recent_drawdown,full_cagr,full_drawdown,rolling_win_share,rolling_median_cagr_difference,rolling_worst_cagr_difference,raw_pvalue,adjusted_pvalue_64_trials,gate_parent_source,gate_three_year_return,gate_one_year_guard,gate_two_year_guard,gate_cost_stress,gate_recent_drawdown,gate_full_drawdown,gate_rolling_win_share,gate_adjusted_pvalue,qualified
blend::downside_adjusted_momentum_top3::0.2,downside_adjusted_momentum_top3,0.2,0.21944486121445284,0.20014204504361421,0.18502008594915664,-0.020454520047428648,1.450766995593922,0.1678042077509212,-0.12006524906107907,0.06869144574753205,-0.23898520947335078,0.23684210526315788,-0.005325634902725418,-0.02767251526637282,0.9817339422019266,1.0,False,False,False,False,False,True,True,False,False,False
blend::momentum_acceleration_top3::0.4,momentum_acceleration_top3,0.4,0.3446395931813233,0.2463176183532183,0.18375628985988435,-0.021718316136700944,1.475136828652492,0.15825461492370407,-0.10363400669748091,0.06008274638561906,-0.2546762080380437,0.2894736842105263,-0.01823217893582607,-0.09452034844310453,0.6609446351788274,1.0,True,False,True,True,False,True,True,False,False,False
blend::downside_adjusted_momentum_top6::0.2,downside_adjusted_momentum_top6,0.2,0.23450537092870416,0.20436710901242727,0.1829227146657244,-0.022551891330860885,1.4580018247537683,0.16553294618561387,-0.10565079808589517,0.07114667818467502,-0.242918990651099,0.3684210526315789,-0.0026584569136081093,-0.02344411183231343,0.9995666811106296,1.0,False,False,False,False,False,True,True,False,False,False
blend::momentum_acceleration_top6::0.2,momentum_acceleration_top6,0.2,0.258044188122025,0.21890715804897187,0.18112280947762205,-0.024351796518963242,1.4584983606907203,0.16186864262382472,-0.09484558545610555,0.06978103412603609,-0.24659382310170141,0.2631578947368421,-0.006840913421444106,-0.0269807117227574,0.9811672944235192,1.0,False,False,False,False,False,True,True,False,False,False
blend::breakout_52w_top3::0.2,breakout_52w_top3,0.2,0.23602499020715362,0.20422474758561404,0.17907716339724367,-0.026397442599341625,1.422961995315211,0.15902864246714743,-0.11213650376354545,0.067303785726323,-0.2325826413125971,0.18421052631578946,-0.0070469289951335945,-0.026481203414092214,0.985800473317556,1.0,False,False,False,False,False,True,True,False,False,False
blend::multi_horizon_strength_top6::0.4,multi_horizon_strength_top6,0.4,0.24416722285634762,0.218121239551881,0.17842042427065286,-0.027054181725932436,1.3420850111761964,0.15980051893036862,-0.11054047211406814,0.08080377727918542,-0.26206018537714626,0.7631578947368421,0.00851647165551861,-0.028200672572251673,0.9460684643845205,1.0,True,False,False,False,False,True,True,True,False,False
blend::breakout_52w_top6::0.2,breakout_52w_top6,0.2,0.2320333516353561,0.20290473299274492,0.1759406962199257,-0.029533909776659595,1.4311463989405686,0.156555551896723,-0.1015509231866113,0.07096573056095323,-0.21806285791876212,0.3157894736842105,-0.004372904074063655,-0.030496811218986286,0.9995333488883704,1.0,False,False,False,False,False,True,True,False,False,False
blend::multi_horizon_strength_top3::0.4,multi_horizon_strength_top3,0.4,0.22018915635796943,0.2134834640476091,0.17561419737397643,-0.02986040862260886,1.230161057701885,0.15549174890955397,-0.1412114244632552,0.07894827977849372,-0.261282505402903,0.6710526315789473,0.00625421861886255,-0.03129818334681467,0.7661077964067864,1.0,True,False,False,False,False,True,True,True,False,False
blend::residual_momentum_top3::0.4,residual_momentum_top3,0.4,0.2166390984648061,0.18555626545759174,0.1736232811744618,-0.031851324822123495,1.3012640344418467,0.1503344380975169,-0.1214990078536139,0.07360679843778883,-0.2829404175349499,0.4868421052631579,-0.0017275587425655825,-0.06482457248701112,0.9315022832572247,1.0,True,False,False,False,False,True,True,True,False,False
blend::reversal_4w_top6::0.2,reversal_4w_top6,0.2,0.24818825477768391,0.2013007318031763,0.17190207990183204,-0.03357252609475325,1.34818169467579,0.14937746840230437,-0.10706076309159807,0.06084127924721128,-0.2623085370589455,0.14473684210526316,-0.016111587452635634,-0.04609405915988063,0.9994000199993334,1.0,False,False,False,False,False,True,True,False,False,False
blend::residual_momentum_top6::0.4,residual_momentum_top6,0.4,0.2281276297432906,0.19000665288266627,0.17099957347544592,-0.03447503252113937,1.3959318209389002,0.15210953174040664,-0.11834375791229512,0.0733085700436591,-0.21044643672296892,0.4473684210526316,-0.0014646252122205716,-0.039506320067187684,0.9882337255424819,1.0,True,False,False,False,False,True,True,False,False,False
blend::momentum_acceleration_top3::0.6,momentum_acceleration_top3,0.6,0.371857412829141,0.2449782084895593,0.16907892054126217,-0.036395685455323123,1.2689720151683557,0.13763470159059832,-0.11496256480320388,0.04942956462516812,-0.31570519030741107,0.2631578947368421,-0.030472431324387927,-0.1403482056098001,0.664511182960568,1.0,True,False,True,True,False,True,True,False,False,False
blend::risk_adjusted_13w_top6::0.2,risk_adjusted_13w_top6,0.2,0.21884344887079332,0.19842248686844832,0.16704094887349452,-0.03843365712309077,1.386320852932337,0.1478684517028137,-0.10882077667105072,0.0725655182006899,-0.24760618195180295,0.4605263157894737,-0.0008595015840463516,-0.03909217133184906,0.9998333388887037,1.0,False,False,False,False,False,True,True,True,False,False
blend::risk_adjusted_13w_top3::0.2,risk_adjusted_13w_top3,0.2,0.20921325085206788,0.1945200740787163,0.16490720873252918,-0.040567397264056115,1.3355835425479232,0.14468346778194374,-0.11272755241754673,0.07091898839073618,-0.24685105027453935,0.32894736842105265,-0.0039719557544675155,-0.04096794996741848,0.9969667677744075,1.0,False,False,False,False,False,True,True,False,False,False
blend::downside_adjusted_momentum_top3::0.4,downside_adjusted_momentum_top3,0.4,0.1595652080328278,0.161114378355955,0.1641316003900637,-0.0413430056065216,1.3531851536002375,0.14584396538052458,-0.12703802081395632,0.06009657062929663,-0.23669979107807848,0.23684210526315788,-0.011096222961751612,-0.05583020702484953,0.9826339122029266,1.0,False,False,False,False,False,True,True,False,False,False
blend::multi_horizon_strength_top6::0.6,multi_horizon_strength_top6,0.6,0.2230776692047134,0.20557292539591998,0.16340805629176947,-0.042066549704815825,1.2179612517701432,0.142573103286459,-0.10948729876787389,0.08188802418395547,-0.27230951144710835,0.7236842105263158,0.011642681077293937,-0.04311753264141882,0.9528349055031499,1.0,True,False,False,False,False,True,True,True,False,False
blend::downside_adjusted_momentum_top6::0.4,downside_adjusted_momentum_top6,0.4,0.18838925925919758,0.16941644420624158,0.16036308410716393,-0.04511152188942136,1.3800484764175154,0.14196869979376836,-0.09819694190925177,0.06530872238741336,-0.24453733548382672,0.3684210526315789,-0.0057452625688528824,-0.04687162998024719,0.9997000099996667,1.0,False,False,False,False,False,True,True,False,False,False
blend::reversal_4w_top3::0.2,reversal_4w_top3,0.2,0.22932422767306604,0.19449731187779662,0.16028448233328207,-0.04519012366330322,1.2633613021989354,0.13599620471875995,-0.11148165097888374,0.057900552268411065,-0.2605436394606002,0.21052631578947367,-0.018220167860935443,-0.061018525247767075,0.9993000233325556,1.0,False,False,False,False,False,True,True,False,False,False
blend::multi_horizon_strength_top3::0.6,multi_horizon_strength_top3,0.6,0.18761801564297986,0.19860022519944232,0.15926376741426318,-0.04621083858232211,1.05004438898534,0.13698747733186467,-0.1867175759556211,0.07876380105181635,-0.2711656307544078,0.6578947368421053,0.008573676057976543,-0.04836605615053213,0.7706743108563048,1.0,True,False,False,False,False,True,True,True,False,False
blend::residual_momentum_top3::0.6,residual_momentum_top3,0.6,0.18235162929412296,0.15722847043897747,0.1561924615664254,-0.04928214443015988,1.1212460114129517,0.12917371511331788,-0.12675469676466433,0.07025978640005359,-0.37209572566177485,0.4605263157894737,-0.0038113808812854644,-0.10026804049178772,0.9349355021499284,1.0,True,False,False,False,False,True,False,True,False,False
blend::momentum_acceleration_top6::0.4,momentum_acceleration_top6,0.4,0.23270151170299003,0.196207135729916,0.15529624694243127,-0.05017835905415402,1.3290162465352349,0.1322281153867353,-0.09179764815128233,0.06173867803474686,-0.25182247380734146,0.2631578947368421,-0.015416824509665417,-0.054155659131925216,0.9832005599813339,1.0,False,False,False,False,False,True,True,False,False,False
blend::residual_momentum_top6::0.6,residual_momentum_top6,0.6,0.20092154776432314,0.16481176224974847,0.15317488032814675,-0.052299725668438546,1.2821917136251062,0.1327853268085002,-0.12097631528770747,0.07066684790387812,-0.25972336878701663,0.4473684210526316,-0.0029038960365781463,-0.06079418327998343,0.9894336855438152,1.0,True,False,False,False,False,True,True,False,False,False
blend::breakout_52w_top3::0.4,breakout_52w_top3,0.4,0.18893820899787994,0.16641513897603222,0.15007541040131644,-0.055399195595268846,1.2594582906075091,0.12414786826061808,-0.11119856248873461,0.05553501682541362,-0.22383783884936392,0.15789473684210525,-0.017032407344753753,-0.0556189487271892,0.9893336888770374,1.0,False,False,False,False,False,True,True,False,False,False
blend::breakout_52w_top6::0.4,breakout_52w_top6,0.4,0.18247419237193108,0.1656150548178721,0.1458958578310834,-0.059578748165501905,1.3045992102565813,0.12297159071481079,-0.08994872764611495,0.06403566571307229,-0.19425437134672585,0.2894736842105263,-0.00997450830801494,-0.06148098360080767,0.9997666744441852,1.0,False,False,False,False,False,True,True,False,False,False
blend::downside_adjusted_momentum_top3::0.6,downside_adjusted_momentum_top3,0.6,0.10216524296443352,0.12288269906296057,0.14307170335625652,-0.06240290264032877,1.2199901609193708,0.12356380194829497,-0.13399211063812333,0.05112624655217379,-0.2507811851914774,0.23684210526315788,-0.017353738802528107,-0.08373915852284952,0.9829672344255191,1.0,False,False,False,False,False,True,True,False,False,False
blend::reversal_4w_top6::0.4,reversal_4w_top6,0.4,0.21392403922642922,0.16233367986683644,0.13792504347894385,-0.06754956251764144,1.1238673733268443,0.10908419530863833,-0.10874202045485593,0.04386831988727935,-0.28286161787380026,0.13157894736842105,-0.03305488238816212,-0.09276548091482661,0.9995666811106296,1.0,False,False,False,False,False,True,True,False,False,False
blend::downside_adjusted_momentum_top6::0.6,downside_adjusted_momentum_top6,0.6,0.14362202383846778,0.13513213960016413,0.13780980793346775,-0.06766479806311754,1.2735419725156907,0.11826684415982669,-0.09071217466221126,0.059138071881926546,-0.2462503949520276,0.35526315789473684,-0.009163636630498795,-0.07026825923231406,0.9997666744441852,1.0,False,False,False,False,False,True,True,False,False,False
blend::risk_adjusted_13w_top6::0.4,risk_adjusted_13w_top6,0.4,0.15776781474764245,0.1571204209408661,0.12867293367504762,-0.07680167232153767,1.1902987712930637,0.10644031979334123,-0.1046524643295006,0.06749901459157526,-0.25378483662987095,0.40789473684210525,-0.002757150874229841,-0.07810556413962844,0.999866671110963,1.0,False,False,False,False,False,True,True,False,False,False
blend::momentum_acceleration_top6::0.6,momentum_acceleration_top6,0.6,0.20572319000357253,0.17139756852907362,0.1278363995136249,-0.07763820648296038,1.120169072589998,0.09970055036450476,-0.09756109161187987,0.05225858092519653,-0.30322377364785846,0.2631578947368421,-0.025676744144308428,-0.08167502319020037,0.9856338122062598,1.0,False,False,False,False,False,True,True,False,False,False
blend::risk_adjusted_13w_top3::0.4,risk_adjusted_13w_top3,0.4,0.13845212602796875,0.14841274909178104,0.12341863306362422,-0.08205597293296107,1.0493759072939177,0.09856834929533731,-0.12550204696632583,0.06337370923817565,-0.25228112340222175,0.3157894736842105,-0.009927142575493653,-0.08287841251322647,0.9969334355521483,1.0,False,False,False,False,False,True,True,False,False,False
blend::breakout_52w_top3::0.6,breakout_52w_top3,0.6,0.14257519145551711,0.12820405672122148,0.12032135567407698,-0.08515325032250831,1.037037781312049,0.08796040032532626,-0.11026470664003407,0.04236274310168797,-0.22213373588692786,0.14473684210526316,-0.028292080509198736,-0.0855322927494393,0.9907669744341855,1.0,False,False,False,False,False,True,True,False,False,False
blend::reversal_4w_top3::0.4,reversal_4w_top3,0.4,0.17724660935705638,0.14870826363008605,0.11517065219938938,-0.09030395379719591,0.9291640341917559,0.08327213420646662,-0.11245733945365366,0.03752244056458709,-0.34352304156374225,0.17105263157894737,-0.03792612710724885,-0.11997424809943791,0.9994666844438519,1.0,False,False,False,False,False,True,True,False,False,False
blend::breakout_52w_top6::0.6,breakout_52w_top6,0.6,0.1327787437669692,0.1275455412668518,0.11462644721306625,-0.09084815878351904,1.115101242618672,0.08679742305563565,-0.07887196232909544,0.05578043606144911,-0.17654756290307094,0.2894736842105263,-0.016782030517773494,-0.09367512414623014,0.9996666777774075,1.0,False,False,False,False,False,True,True,False,False,False
blend::reversal_4w_top6::0.6,reversal_4w_top6,0.6,0.1790139504110111,0.12320820553937128,0.10373653103079006,-0.10173807496579523,0.8584079455983785,0.06842529266013853,-0.12256211984536602,0.025988091071216912,-0.3718854934743413,0.10526315789473684,-0.05065438183661991,-0.13940013366218273,0.9995000166661111,1.0,False,False,False,False,False,True,False,False,False,False
blend::risk_adjusted_13w_top6::0.6,risk_adjusted_13w_top6,0.6,0.09853185373322049,0.11537783169205196,0.08991980692597723,-0.11555479907060806,0.9089352763029692,0.06376887809826037,-0.11710578530913252,0.0613132989155567,-0.2599314788671252,0.39473684210526316,-0.005809663088846229,-0.11749742875685953,0.9999333355554815,1.0,False,False,False,False,False,True,True,False,False,False
blend::risk_adjusted_13w_top3::0.6,risk_adjusted_13w_top3,0.6,0.06999897802529964,0.10211547008185895,0.08175758111551223,-0.12371702488107306,0.7008535096234212,0.05203090023234358,-0.16334979077539125,0.05468075830164043,-0.26319932490259135,0.2894736842105263,-0.01669733821080488,-0.12497056215506097,0.9976000799973335,1.0,False,False,False,False,False,True,True,False,False,False
blend::reversal_4w_top3::0.6,reversal_4w_top3,0.6,0.12601477654964532,0.10319116976507337,0.07066967175120831,-0.13480493424537698,0.5732294640119402,0.03175069139673137,-0.12461937071702722,0.016131675041051174,-0.46423906404930604,0.17105263157894737,-0.058387612899380825,-0.17668297459489601,0.9994333522215926,1.0,False,False,False,False,False,True,False,False,False,False
