implementation,kind,candidate_id,candidate_weight,cost_bps,window,weeks,start,end,cagr,sharpe_zero_rf,sortino_zero_target,max_drawdown,annual_one_way_turnover
blend::candidate-052f66f29b9fafbe::0.2,blend,candidate-052f66f29b9fafbe,0.2,50,post_2024,136,2024-01-05,2026-08-07,0.14447285128263077,1.5963409485330402,2.521136233724529,-0.08130845509792906,3.36943187803018
blend::candidate-052f66f29b9fafbe::0.3,blend,candidate-052f66f29b9fafbe,0.3,10,full,1127,2005-01-07,2026-08-07,0.07565978905633663,0.8812533783163096,1.2884896171236042,-0.15205420549101545,2.8484419461654733
blend::candidate-052f66f29b9fafbe::0.3,blend,candidate-052f66f29b9fafbe,0.3,10,trailing_1y,53,2025-08-08,2026-08-07,0.1940514634676993,1.7492498898591955,2.7700931677234375,-0.0843199314387374,3.2706931076085426
blend::candidate-052f66f29b9fafbe::0.3,blend,candidate-052f66f29b9fafbe,0.3,10,trailing_2y,105,2024-08-09,2026-08-07,0.1764299369402087,1.7135491785140993,2.716634808098237,-0.0843199314387375,3.288121579625439
blend::candidate-052f66f29b9fafbe::0.3,blend,candidate-052f66f29b9fafbe,0.3,10,trailing_3y,157,2023-08-11,2026-08-07,0.16351045959966948,1.6915473798839142,2.7358670938864496,-0.0843199314387374,3.157355695682254
blend::candidate-052f66f29b9fafbe::0.3,blend,candidate-052f66f29b9fafbe,0.3,10,post_2024,136,2024-01-05,2026-08-07,0.16930384888062688,1.7660462948654176,2.8251507181792244,-0.0843199314387374,3.2312567107848227
blend::candidate-052f66f29b9fafbe::0.3,blend,candidate-052f66f29b9fafbe,0.3,100,full,1127,2005-01-07,2026-08-07,0.048469709326807386,0.5860447934343713,0.8319146535613224,-0.15581848490454286,2.8484419461654733
blend::candidate-052f66f29b9fafbe::0.3,blend,candidate-052f66f29b9fafbe,0.3,100,trailing_1y,53,2025-08-08,2026-08-07,0.15957928077694694,1.4754345460344531,2.264462861050699,-0.08612057748499768,3.2706931076085426
blend::candidate-052f66f29b9fafbe::0.3,blend,candidate-052f66f29b9fafbe,0.3,100,trailing_2y,105,2024-08-09,2026-08-07,0.14213086684570997,1.399622509570934,2.14411363954052,-0.08612057748499757,3.288121579625439
blend::candidate-052f66f29b9fafbe::0.3,blend,candidate-052f66f29b9fafbe,0.3,100,trailing_3y,157,2023-08-11,2026-08-07,0.13095642757691728,1.3777465746948143,2.1493991861437185,-0.08612057748499757,3.157355695682254
blend::candidate-052f66f29b9fafbe::0.3,blend,candidate-052f66f29b9fafbe,0.3,100,post_2024,136,2024-01-05,2026-08-07,0.1358008552188139,1.435214505876561,2.2173734026328082,-0.08612057748499746,3.2312567107848227
blend::candidate-052f66f29b9fafbe::0.3,blend,candidate-052f66f29b9fafbe,0.3,50,full,1127,2005-01-07,2026-08-07,0.06349621801867822,0.7503786982571997,1.082741077949652,-0.15372741395602096,2.8484419461654733
blend::candidate-052f66f29b9fafbe::0.3,blend,candidate-052f66f29b9fafbe,0.3,50,trailing_1y,53,2025-08-08,2026-08-07,0.17861435119579183,1.6287065321720153,2.542564121382684,-0.08512032761260724,3.2706931076085426
blend::candidate-052f66f29b9fafbe::0.3,blend,candidate-052f66f29b9fafbe,0.3,50,trailing_2y,105,2024-08-09,2026-08-07,0.16106962762024812,1.574347925682967,2.4572590205983866,-0.08512032761260746,3.288121579625439
blend::candidate-052f66f29b9fafbe::0.3,blend,candidate-052f66f29b9fafbe,0.3,50,trailing_3y,157,2023-08-11,2026-08-07,0.14893636459247728,1.5527765154272164,2.47086339602387,-0.08512032761260735,3.157355695682254
blend::candidate-052f66f29b9fafbe::0.3,blend,candidate-052f66f29b9fafbe,0.3,50,post_2024,136,2024-01-05,2026-08-07,0.15430208336201878,1.6194444314625154,2.5502332850513154,-0.08512032761260724,3.2312567107848227
standalone::candidate-0788c02844e389fa,standalone,candidate-0788c02844e389fa,1.0,10,full,1127,2005-01-07,2026-08-07,0.08482334119379664,0.7436394983315153,1.064341866909292,-0.2231070143387862,2.412122185535676
standalone::candidate-0788c02844e389fa,standalone,candidate-0788c02844e389fa,1.0,10,trailing_1y,53,2025-08-08,2026-08-07,0.25222390476744283,1.6970503881765362,2.592356252583985,-0.1115264249288681,1.8990328099314542
standalone::candidate-0788c02844e389fa,standalone,candidate-0788c02844e389fa,1.0,10,trailing_2y,105,2024-08-09,2026-08-07,0.21484719049818213,1.5706748542667754,2.4080041004708788,-0.1115264249288681,2.115790186191169
standalone::candidate-0788c02844e389fa,standalone,candidate-0788c02844e389fa,1.0,10,trailing_3y,157,2023-08-11,2026-08-07,0.19887241233681174,1.5446200823323222,2.4419450727499608,-0.1115264249288681,2.0845131114778015
standalone::candidate-0788c02844e389fa,standalone,candidate-0788c02844e389fa,1.0,10,post_2024,136,2024-01-05,2026-08-07,0.21340239823512763,1.6715663290329283,2.583727739827745,-0.11152642492886822,2.052916167509176
standalone::candidate-0788c02844e389fa,standalone,candidate-0788c02844e389fa,1.0,100,full,1127,2005-01-07,2026-08-07,0.06155245637056117,0.5607819477056714,0.7894352641237687,-0.22509670729070896,2.412122185535676
standalone::candidate-0788c02844e389fa,standalone,candidate-0788c02844e389fa,1.0,100,trailing_1y,53,2025-08-08,2026-08-07,0.23110691049521792,1.5751844924531297,2.374090465506747,-0.11267492710116911,1.8990328099314542
standalone::candidate-0788c02844e389fa,standalone,candidate-0788c02844e389fa,1.0,100,trailing_2y,105,2024-08-09,2026-08-07,0.19186511571725529,1.4135538184538243,2.132803742057505,-0.11267492710116889,2.115790186191169
standalone::candidate-0788c02844e389fa,standalone,candidate-0788c02844e389fa,1.0,100,trailing_3y,157,2023-08-11,2026-08-07,0.17661173822110077,1.387915503587424,2.152750742729681,-0.112674927101169,2.0845131114778015
standalone::candidate-0788c02844e389fa,standalone,candidate-0788c02844e389fa,1.0,100,post_2024,136,2024-01-05,2026-08-07,0.19115789853407117,1.508895128997166,2.291517488189583,-0.112674927101169,2.052916167509176
standalone::candidate-0788c02844e389fa,standalone,candidate-0788c02844e389fa,1.0,50,full,1127,2005-01-07,2026-08-07,0.07442640715548166,0.6625975816123398,0.9413747256362551,-0.22399132231741858,2.412122185535676
standalone::candidate-0788c02844e389fa,standalone,candidate-0788c02844e389fa,1.0,50,trailing_1y,53,2025-08-08,2026-08-07,0.24279937979954824,1.6432267492054446,2.49485855885188,-0.11203687033877985,1.8990328099314542
standalone::candidate-0788c02844e389fa,standalone,candidate-0788c02844e389fa,1.0,50,trailing_2y,105,2024-08-09,2026-08-07,0.20458484426946755,1.5009362750625914,2.284496012357721,-0.11203687033877963,2.115790186191169
standalone::candidate-0788c02844e389fa,standalone,candidate-0788c02844e389fa,1.0,50,trailing_3y,157,2023-08-11,2026-08-07,0.18893298442709705,1.475269162826254,2.3123075029304645,-0.11203687033877963,2.0845131114778015
standalone::candidate-0788c02844e389fa,standalone,candidate-0788c02844e389fa,1.0,50,post_2024,136,2024-01-05,2026-08-07,0.20347089316158162,1.5994618036239199,2.4526258598460964,-0.11203687033877963,2.052916167509176
blend::candidate-0788c02844e389fa::0.1,blend,candidate-0788c02844e389fa,0.1,10,full,1127,2005-01-07,2026-08-07,0.07082031764976371,0.9094519682417603,1.3325445034479906,-0.12705345041445604,3.0155219309840877
blend::candidate-0788c02844e389fa::0.1,blend,candidate-0788c02844e389fa,0.1,10,trailing_1y,53,2025-08-08,2026-08-07,0.16292281910405437,1.6326744049768902,2.603304470404862,-0.07645147103123395,3.6097415303123968
blend::candidate-0788c02844e389fa::0.1,blend,candidate-0788c02844e389fa,0.1,10,trailing_2y,105,2024-08-09,2026-08-07,0.15123472885588196,1.6366593491434243,2.607028368433058,-0.07645147103123406,3.6187449285380597
blend::candidate-0788c02844e389fa::0.1,blend,candidate-0788c02844e389fa,0.1,10,trailing_3y,157,2023-08-11,2026-08-07,0.14554994259450438,1.6723271426990325,2.7142143586211533,-0.07645147103123406,3.34116643447496
blend::candidate-0788c02844e389fa::0.1,blend,candidate-0788c02844e389fa,0.1,10,post_2024,136,2024-01-05,2026-08-07,0.1486331772888072,1.7302302214177865,2.790794756083338,-0.07645147103123417,3.4745998754944982
blend::candidate-0788c02844e389fa::0.1,blend,candidate-0788c02844e389fa,0.1,100,full,1127,2005-01-07,2026-08-07,0.04217775559280623,0.5628034419158953,0.7957676676860636,-0.13261781828307617,3.0155219309840877
blend::candidate-0788c02844e389fa::0.1,blend,candidate-0788c02844e389fa,0.1,100,trailing_1y,53,2025-08-08,2026-08-07,0.12589097281435158,1.2985631142874234,1.9918693646910839,-0.08061023898695907,3.6097415303123968
blend::candidate-0788c02844e389fa::0.1,blend,candidate-0788c02844e389fa,0.1,100,trailing_2y,105,2024-08-09,2026-08-07,0.11434785802862568,1.2572556017044076,1.9203451949522017,-0.08061023898695974,3.6187449285380597
blend::candidate-0788c02844e389fa::0.1,blend,candidate-0788c02844e389fa,0.1,100,trailing_3y,157,2023-08-11,2026-08-07,0.11165621127968905,1.3061542299073736,2.0313981040430438,-0.08061023898695929,3.34116643447496
blend::candidate-0788c02844e389fa::0.1,blend,candidate-0788c02844e389fa,0.1,100,post_2024,136,2024-01-05,2026-08-07,0.11327461516729631,1.336217434277495,2.0650478208506233,-0.08061023898695974,3.4745998754944982
blend::candidate-0788c02844e389fa::0.1,blend,candidate-0788c02844e389fa,0.1,50,full,1127,2005-01-07,2026-08-07,0.058002143395380124,0.7557487395601868,1.0898209930481886,-0.12912297545645945,3.0155219309840877
blend::candidate-0788c02844e389fa::0.1,blend,candidate-0788c02844e389fa,0.1,50,trailing_1y,53,2025-08-08,2026-08-07,0.1463253908855604,1.4855453664051845,2.327510673746105,-0.07738747425889636,3.6097415303123968
blend::candidate-0788c02844e389fa::0.1,blend,candidate-0788c02844e389fa,0.1,50,trailing_2y,105,2024-08-09,2026-08-07,0.1347025573477827,1.4684055457689715,2.294960775511581,-0.07738747425889647,3.6187449285380597
blend::candidate-0788c02844e389fa::0.1,blend,candidate-0788c02844e389fa,0.1,50,trailing_3y,157,2023-08-11,2026-08-07,0.13036950420029858,1.510488434457142,2.4048299258537855,-0.07738747425889647,3.34116643447496
blend::candidate-0788c02844e389fa::0.1,blend,candidate-0788c02844e389fa,0.1,50,post_2024,136,2024-01-05,2026-08-07,0.1327913430819132,1.5555585361546227,2.4611325591459394,-0.07738747425889636,3.4745998754944982
blend::candidate-0788c02844e389fa::0.2,blend,candidate-0788c02844e389fa,0.2,10,full,1127,2005-01-07,2026-08-07,0.07267878828214847,0.8987468383150753,1.3131177118272048,-0.13757728620282494,2.851477979022446
blend::candidate-0788c02844e389fa::0.2,blend,candidate-0788c02844e389fa,0.2,10,trailing_1y,53,2025-08-08,2026-08-07,0.1727955700747421,1.6535335752297307,2.614516694432743,-0.08021600562946962,3.3430210572773302
blend::candidate-0788c02844e389fa::0.2,blend,candidate-0788c02844e389fa,0.2,10,trailing_2y,105,2024-08-09,2026-08-07,0.15841341270386278,1.6427349675677243,2.6028033387050735,-0.08021600562946973,3.377246964848074
blend::candidate-0788c02844e389fa::0.2,blend,candidate-0788c02844e389fa,0.2,10,trailing_3y,157,2023-08-11,2026-08-07,0.15163831992269494,1.6749921729968669,2.711613326178302,-0.08021600562946951,3.1302693645161663
blend::candidate-0788c02844e389fa::0.2,blend,candidate-0788c02844e389fa,0.2,10,post_2024,136,2024-01-05,2026-08-07,0.15592294319000022,1.741076423530555,2.792044887958704,-0.08021600562946951,3.2404154006263504
blend::candidate-0788c02844e389fa::0.2,blend,candidate-0788c02844e389fa,0.2,100,full,1127,2005-01-07,2026-08-07,0.045529591668786784,0.5836679219549549,0.8259550739127808,-0.1417877701759901,2.851477979022446
blend::candidate-0788c02844e389fa::0.2,blend,candidate-0788c02844e389fa,0.2,100,trailing_1y,53,2025-08-08,2026-08-07,0.13817442294208027,1.3572149939619267,2.074570524800342,-0.08218282643852948,3.3430210572773302
blend::candidate-0788c02844e389fa::0.2,blend,candidate-0788c02844e389fa,0.2,100,trailing_2y,105,2024-08-09,2026-08-07,0.12373089685050664,1.301502216734742,1.986728735884855,-0.08218282643852959,3.377246964848074
blend::candidate-0788c02844e389fa::0.2,blend,candidate-0788c02844e389fa,0.2,100,trailing_3y,157,2023-08-11,2026-08-07,0.11968753525035591,1.3445118208572113,2.0946501344758186,-0.0821828264385297,3.1302693645161663
blend::candidate-0788c02844e389fa::0.2,blend,candidate-0788c02844e389fa,0.2,100,post_2024,136,2024-01-05,2026-08-07,0.12270368806267173,1.3871168757917747,2.1419324271903233,-0.08218282643852959,3.2404154006263504
blend::candidate-0788c02844e389fa::0.2,blend,candidate-0788c02844e389fa,0.2,50,full,1127,2005-01-07,2026-08-07,0.06053338611516201,0.7590255238326165,1.093251432477791,-0.1394488604550842,2.851477979022446
blend::candidate-0788c02844e389fa::0.2,blend,candidate-0788c02844e389fa,0.2,50,trailing_1y,53,2025-08-08,2026-08-07,0.15728842437057544,1.522949961751121,2.3712855266896704,-0.08109028357375747,3.3430210572773302
blend::candidate-0788c02844e389fa::0.2,blend,candidate-0788c02844e389fa,0.2,50,trailing_2y,105,2024-08-09,2026-08-07,0.14287782417727968,1.4913239702230996,2.3233214774136446,-0.08109028357375736,3.377246964848074
blend::candidate-0788c02844e389fa::0.2,blend,candidate-0788c02844e389fa,0.2,50,trailing_3y,157,2023-08-11,2026-08-07,0.13733498634905783,1.5288544609163843,2.432597488480673,-0.08109028357375747,3.1302693645161663
blend::candidate-0788c02844e389fa::0.2,blend,candidate-0788c02844e389fa,0.2,50,post_2024,136,2024-01-05,2026-08-07,0.1410475916623526,1.58411743989772,2.4974648383936944,-0.08109028357375725,3.2404154006263504
blend::candidate-0788c02844e389fa::0.3,blend,candidate-0788c02844e389fa,0.3,10,full,1127,2005-01-07,2026-08-07,0.07445668863244781,0.8838523983985267,1.287570140235914,-0.14802700000015268,2.7172615327008947
blend::candidate-0788c02844e389fa::0.3,blend,candidate-0788c02844e389fa,0.3,10,trailing_1y,53,2025-08-08,2026-08-07,0.18268404770044455,1.6692809744828663,2.619956088728525,-0.08397632864159166,3.094646340356875
blend::candidate-0788c02844e389fa::0.3,blend,candidate-0788c02844e389fa,0.3,10,trailing_2y,105,2024-08-09,2026-08-07,0.16556853968832863,1.643267208607397,2.5899035458077737,-0.08397632864159199,3.152987011472863
blend::candidate-0788c02844e389fa::0.3,blend,candidate-0788c02844e389fa,0.3,10,trailing_3y,157,2023-08-11,2026-08-07,0.157679627963615,1.6703323482973296,2.6955364452139254,-0.08397632864159199,2.9444926818074775
blend::candidate-0788c02844e389fa::0.3,blend,candidate-0788c02844e389fa,0.3,10,post_2024,136,2024-01-05,2026-08-07,0.16318697570963137,1.744806013189841,2.7813221837272826,-0.08397632864159199,3.029423858472619
blend::candidate-0788c02844e389fa::0.3,blend,candidate-0788c02844e389fa,0.3,100,full,1127,2005-01-07,2026-08-07,0.048528935683957775,0.5963604271195608,0.844156719783221,-0.1518022443388939,2.7172615327008947
blend::candidate-0788c02844e389fa::0.3,blend,candidate-0788c02844e389fa,0.3,100,trailing_1y,53,2025-08-08,2026-08-07,0.1503344945878753,1.4065118158502328,2.142929396348016,-0.08582374079446098,3.094646340356875
