candidate,cap_multiple,breadth_entry,breadth_exit,overlay_entry,overlay_exit,recent_cagr,recent_sharpe,recent_drawdown,full_cagr,severe_recent_cagr,overlay_delay1_recent_cagr,peak_total_stock_weight,annual_one_way_turnover,breadth_transitions,overlay_transitions
cap2.00x__breadth2in1out__overlay1in1out,2.0,2,1,1,1,1.129334880951899,2.8063277222372527,-0.09130115412557327,0.4239109488166286,1.0000080831418998,1.0157224126704953,0.07378789503220702,3.595744680851064,9,23
cap2.00x__breadth2in2out__overlay1in1out,2.0,2,2,1,1,1.129334880951899,2.8063277222372527,-0.09130115412557327,0.4239109488166286,1.0000080831418998,1.0157224126704953,0.07378789503220702,3.595744680851064,9,23
cap2.00x__breadth2in3out__overlay1in1out,2.0,2,3,1,1,1.129334880951899,2.8063277222372527,-0.09130115412557327,0.4239109488166286,1.0000080831418998,1.0157224126704953,0.07378789503220702,3.595744680851064,9,23
cap2.00x__breadth3in1out__overlay1in1out,2.0,3,1,1,1,1.129334880951899,2.8063277222372527,-0.09130115412557327,0.4239109488166286,1.0000080831418998,1.0157224126704927,0.07378789503220702,3.595744680851064,9,23
cap2.00x__breadth3in2out__overlay1in1out,2.0,3,2,1,1,1.129334880951899,2.8063277222372527,-0.09130115412557327,0.4239109488166286,1.0000080831418998,1.0157224126704927,0.07378789503220702,3.595744680851064,9,23
cap2.00x__breadth3in3out__overlay1in1out,2.0,3,3,1,1,1.129334880951899,2.8063277222372527,-0.09130115412557327,0.4239109488166286,1.0000080831418998,1.0157224126704927,0.07378789503220702,3.595744680851064,9,23
uncapped__breadth3in1out__overlay1in2out,,3,1,1,2,1.129334880951899,2.806327722237252,-0.09130115412557338,0.40323117453452495,1.0000080831419003,1.0157224126704945,0.07378789503220702,3.042553191489362,9,19
uncapped__breadth3in2out__overlay1in2out,,3,2,1,2,1.129334880951899,2.806327722237252,-0.09130115412557338,0.40323117453452495,1.0000080831419003,1.0157224126704945,0.07378789503220702,3.042553191489362,9,19
uncapped__breadth3in3out__overlay1in2out,,3,3,1,2,1.129334880951899,2.806327722237252,-0.09130115412557338,0.40323117453452495,1.0000080831419003,1.0157224126704945,0.07378789503220702,3.042553191489362,9,19
cap2.00x__breadth3in1out__overlay1in2out,2.0,3,1,1,2,1.129334880951899,2.806327722237252,-0.09130115412557338,0.40323117453452495,1.0000080831419003,1.0157224126704945,0.07378789503220702,3.042553191489362,9,19
cap2.00x__breadth3in2out__overlay1in2out,2.0,3,2,1,2,1.129334880951899,2.806327722237252,-0.09130115412557338,0.40323117453452495,1.0000080831419003,1.0157224126704945,0.07378789503220702,3.042553191489362,9,19
cap2.00x__breadth3in3out__overlay1in2out,2.0,3,3,1,2,1.129334880951899,2.806327722237252,-0.09130115412557338,0.40323117453452495,1.0000080831419003,1.0157224126704945,0.07378789503220702,3.042553191489362,9,19
uncapped__breadth2in1out__overlay1in2out,,2,1,1,2,1.129334880951899,2.8063277222372514,-0.09130115412557338,0.39820445184073217,1.0000080831418998,1.0157224126704945,0.07378789503220702,3.2085106382978723,9,19
uncapped__breadth2in2out__overlay1in2out,,2,2,1,2,1.129334880951899,2.8063277222372514,-0.09130115412557338,0.39820445184073217,1.0000080831418998,1.0157224126704927,0.07378789503220702,3.2085106382978723,9,19
uncapped__breadth2in3out__overlay1in2out,,2,3,1,2,1.129334880951899,2.8063277222372514,-0.09130115412557338,0.39820445184073217,1.0000080831418998,1.0157224126704927,0.07378789503220702,3.2085106382978723,9,19
cap2.00x__breadth2in1out__overlay1in2out,2.0,2,1,1,2,1.129334880951899,2.8063277222372514,-0.09130115412557338,0.39820445184073217,1.0000080831418998,1.0157224126704945,0.07378789503220702,3.2085106382978723,9,19
cap2.00x__breadth2in2out__overlay1in2out,2.0,2,2,1,2,1.129334880951899,2.8063277222372514,-0.09130115412557338,0.39820445184073217,1.0000080831418998,1.0157224126704927,0.07378789503220702,3.2085106382978723,9,19
cap2.00x__breadth2in3out__overlay1in2out,2.0,2,3,1,2,1.129334880951899,2.8063277222372514,-0.09130115412557338,0.39820445184073217,1.0000080831418998,1.0157224126704927,0.07378789503220702,3.2085106382978723,9,19
uncapped__breadth1in2out__overlay1in2out,,1,2,1,2,1.1293348809518986,2.806327722237252,-0.09130115412557327,0.39761658967395364,1.0000080831418998,1.0157224126704945,0.07378789503220702,3.3744680851063826,11,19
uncapped__breadth1in3out__overlay1in2out,,1,3,1,2,1.1293348809518986,2.806327722237252,-0.09130115412557327,0.39761658967395364,1.0000080831418998,1.0157224126704931,0.07378789503220702,3.3744680851063826,11,19
cap2.00x__breadth1in2out__overlay1in2out,2.0,1,2,1,2,1.1293348809518986,2.806327722237252,-0.09130115412557327,0.39761658967395364,1.0000080831418998,1.0157224126704945,0.07378789503220702,3.3744680851063826,11,19
cap2.00x__breadth1in3out__overlay1in2out,2.0,1,3,1,2,1.1293348809518986,2.806327722237252,-0.09130115412557327,0.39761658967395364,1.0000080831418998,1.0157224126704931,0.07378789503220702,3.3744680851063826,11,19
cap1.50x__breadth2in1out__overlay1in2out,1.5,2,1,1,2,1.1236955524689378,2.8023500104033743,-0.09134952675727037,0.3971595258757197,0.9946211191878993,1.0131321307224979,0.06949108709070234,3.2085106382978723,9,19
cap1.50x__breadth2in2out__overlay1in2out,1.5,2,2,1,2,1.1236955524689378,2.8023500104033743,-0.09134952675727037,0.3971595258757197,0.9946211191878993,1.0131321307224974,0.06949108709070234,3.2085106382978723,9,19
cap1.50x__breadth2in3out__overlay1in2out,1.5,2,3,1,2,1.1236955524689378,2.8023500104033743,-0.09134952675727037,0.3971595258757197,0.9946211191878993,1.0131321307224974,0.06949108709070234,3.2085106382978723,9,19
cap1.50x__breadth1in1out__overlay1in1out,1.5,1,1,1,1,1.1236955524689374,2.8023500104033743,-0.0913495267572706,0.4190177595306399,0.994621119187898,1.0131321307224974,0.06949108709070234,4.093617021276595,13,23
cap1.50x__breadth1in2out__overlay1in1out,1.5,1,2,1,1,1.1236955524689374,2.8023500104033743,-0.0913495267572706,0.4190177595306399,0.994621119187898,1.013132130722496,0.06949108709070234,4.093617021276595,11,23
cap1.50x__breadth1in3out__overlay1in1out,1.5,1,3,1,1,1.1236955524689374,2.8023500104033743,-0.0913495267572706,0.4190177595306399,0.994621119187898,1.013132130722496,0.06949108709070234,4.093617021276595,11,23
cap1.50x__breadth1in1out__overlay1in2out,1.5,1,1,1,2,1.1236955524689374,2.802350010403373,-0.09134952675727037,0.39572399619547394,0.9946211191878984,1.0131321307224987,0.06949108709070234,3.3744680851063826,13,19
cap1.50x__breadth3in1out__overlay1in2out,1.5,3,1,1,2,1.123695552468937,2.802350010403373,-0.0913495267572706,0.4021824919278747,0.9946211191878984,1.0131321307224983,0.06949108709070234,3.042553191489362,9,19
cap1.50x__breadth3in2out__overlay1in2out,1.5,3,2,1,2,1.123695552468937,2.802350010403373,-0.0913495267572706,0.4021824919278747,0.9946211191878984,1.0131321307224987,0.06949108709070234,3.042553191489362,9,19
cap1.50x__breadth3in3out__overlay1in2out,1.5,3,3,1,2,1.123695552468937,2.802350010403373,-0.0913495267572706,0.4021824919278747,0.9946211191878984,1.0131321307224987,0.06949108709070234,3.042553191489362,9,19
cap1.50x__breadth1in2out__overlay1in2out,1.5,1,2,1,2,1.123695552468937,2.8023500104033743,-0.09134952675727048,0.39657210303842616,0.9946211191878993,1.0131321307224983,0.06949108709070234,3.3744680851063826,11,19
cap1.50x__breadth1in3out__overlay1in2out,1.5,1,3,1,2,1.123695552468937,2.8023500104033743,-0.09134952675727048,0.39657210303842616,0.9946211191878993,1.0131321307224965,0.06949108709070234,3.3744680851063826,11,19
cap1.50x__breadth2in1out__overlay1in1out,1.5,2,1,1,1,1.1236955524689365,2.8023500104033734,-0.09134952675727048,0.42284681150800707,0.9946211191878989,1.0131321307224983,0.06949108709070234,3.595744680851064,9,23
cap1.50x__breadth2in2out__overlay1in1out,1.5,2,2,1,1,1.1236955524689365,2.8023500104033734,-0.09134952675727048,0.42284681150800707,0.9946211191878989,1.0131321307224983,0.06949108709070234,3.595744680851064,9,23
cap1.50x__breadth2in3out__overlay1in1out,1.5,2,3,1,1,1.1236955524689365,2.8023500104033734,-0.09134952675727048,0.42284681150800707,0.9946211191878989,1.0131321307224983,0.06949108709070234,3.595744680851064,9,23
cap1.50x__breadth3in1out__overlay1in1out,1.5,3,1,1,1,1.1236955524689365,2.8023500104033734,-0.09134952675727048,0.42284681150800707,0.9946211191878989,1.013132130722497,0.06949108709070234,3.595744680851064,9,23
cap1.50x__breadth3in2out__overlay1in1out,1.5,3,2,1,1,1.1236955524689365,2.8023500104033734,-0.09134952675727048,0.42284681150800707,0.9946211191878989,1.013132130722497,0.06949108709070234,3.595744680851064,9,23
cap1.50x__breadth3in3out__overlay1in1out,1.5,3,3,1,1,1.1236955524689365,2.8023500104033734,-0.09134952675727048,0.42284681150800707,0.9946211191878989,1.013132130722497,0.06949108709070234,3.595744680851064,9,23
cap1.25x__breadth1in1out__overlay1in1out,1.25,1,1,1,1,1.1155136769773142,2.801084451517955,-0.0902246343440598,0.41783234318772045,0.9868159298949903,1.008061805427011,0.06760281644531978,4.093617021276595,13,23
cap1.25x__breadth1in2out__overlay1in1out,1.25,1,2,1,1,1.1155136769773142,2.801084451517955,-0.0902246343440598,0.41783234318772045,0.9868159298949903,1.008061805427011,0.06760281644531978,4.093617021276595,11,23
cap1.25x__breadth1in3out__overlay1in1out,1.25,1,3,1,1,1.1155136769773142,2.801084451517955,-0.0902246343440598,0.41783234318772045,0.9868159298949903,1.008061805427011,0.06760281644531978,4.093617021276595,11,23
cap1.25x__breadth2in1out__overlay1in1out,1.25,2,1,1,1,1.1155136769773137,2.801084451517955,-0.0902246343440597,0.4216592442265785,0.9868159298949886,1.008061805427011,0.06760281644531978,3.595744680851064,9,23
cap1.25x__breadth2in2out__overlay1in1out,1.25,2,2,1,1,1.1155136769773137,2.801084451517955,-0.0902246343440597,0.4216592442265785,0.9868159298949886,1.008061805427011,0.06760281644531978,3.595744680851064,9,23
cap1.25x__breadth2in3out__overlay1in1out,1.25,2,3,1,1,1.1155136769773137,2.801084451517955,-0.0902246343440597,0.4216592442265785,0.9868159298949886,1.008061805427011,0.06760281644531978,3.595744680851064,9,23
cap1.25x__breadth3in1out__overlay1in1out,1.25,3,1,1,1,1.1155136769773137,2.801084451517955,-0.0902246343440597,0.4216592442265785,0.9868159298949886,1.0080618054270118,0.06760281644531978,3.595744680851064,9,23
cap1.25x__breadth3in2out__overlay1in1out,1.25,3,2,1,1,1.1155136769773137,2.801084451517955,-0.0902246343440597,0.4216592442265785,0.9868159298949886,1.0080618054270118,0.06760281644531978,3.595744680851064,9,23
cap1.25x__breadth3in3out__overlay1in1out,1.25,3,3,1,1,1.1155136769773137,2.801084451517955,-0.0902246343440597,0.4216592442265785,0.9868159298949886,1.0080618054270118,0.06760281644531978,3.595744680851064,9,23
cap1.25x__breadth3in1out__overlay1in2out,1.25,3,1,1,2,1.1155136769773133,2.8010844515179545,-0.09022463434405958,0.4008940332432229,0.986815929894989,1.0080618054270127,0.06760281644531978,3.042553191489362,9,19
cap1.25x__breadth3in2out__overlay1in2out,1.25,3,2,1,2,1.1155136769773133,2.8010844515179545,-0.09022463434405958,0.4008940332432229,0.986815929894989,1.008061805427011,0.06760281644531978,3.042553191489362,9,19
cap1.25x__breadth3in3out__overlay1in2out,1.25,3,3,1,2,1.1155136769773133,2.8010844515179545,-0.09022463434405958,0.4008940332432229,0.986815929894989,1.008061805427011,0.06760281644531978,3.042553191489362,9,19
cap1.25x__breadth1in2out__overlay1in2out,1.25,1,2,1,2,1.1155136769773133,2.8010844515179536,-0.0902246343440597,0.39527239111877766,0.9868159298949881,1.0080618054270123,0.06760281644531978,3.3744680851063826,11,19
cap1.25x__breadth1in3out__overlay1in2out,1.25,1,3,1,2,1.1155136769773133,2.8010844515179536,-0.0902246343440597,0.39527239111877766,0.9868159298949881,1.0080618054270123,0.06760281644531978,3.3744680851063826,11,19
cap1.25x__breadth2in1out__overlay1in2out,1.25,2,1,1,2,1.1155136769773129,2.801084451517954,-0.09022463434405992,0.3958757126417687,0.986815929894989,1.0080618054270118,0.06760281644531978,3.2085106382978723,9,19
cap1.25x__breadth2in2out__overlay1in2out,1.25,2,2,1,2,1.1155136769773129,2.801084451517954,-0.09022463434405992,0.3958757126417687,0.986815929894989,1.0080618054270136,0.06760281644531978,3.2085106382978723,9,19
cap1.25x__breadth2in3out__overlay1in2out,1.25,2,3,1,2,1.1155136769773129,2.801084451517954,-0.09022463434405992,0.3958757126417687,0.986815929894989,1.0080618054270136,0.06760281644531978,3.2085106382978723,9,19
cap1.25x__breadth1in1out__overlay1in2out,1.25,1,1,1,2,1.1155136769773129,2.8010844515179536,-0.0902246343440597,0.3944404773632477,0.9868159298949903,1.0080618054270136,0.06760281644531978,3.3744680851063826,13,19
cap1.00x__breadth2in1out__overlay2in2out,1.0,2,1,2,2,1.053672973460288,2.6797287639245053,-0.10426742117095789,0.3955889834210171,0.928472165291961,0.961753090754758,0.06760281644531978,2.2127659574468086,9,13
cap1.00x__breadth2in2out__overlay2in2out,1.0,2,2,2,2,1.053672973460288,2.6797287639245053,-0.10426742117095789,0.3955889834210171,0.928472165291961,0.9617530907547576,0.06760281644531978,2.2127659574468086,9,13
cap1.00x__breadth2in3out__overlay2in2out,1.0,2,3,2,2,1.053672973460288,2.6797287639245053,-0.10426742117095789,0.3955889834210171,0.928472165291961,0.9617530907547576,0.06760281644531978,2.2127659574468086,9,13
cap1.00x__breadth3in1out__overlay2in2out,1.0,3,1,2,2,1.053672973460288,2.6797287639245053,-0.10426742117095789,0.3955889834210171,0.928472165291961,0.9617530907547571,0.06760281644531978,2.2127659574468086,9,13
cap1.00x__breadth3in2out__overlay2in2out,1.0,3,2,2,2,1.053672973460288,2.6797287639245053,-0.10426742117095789,0.3955889834210171,0.928472165291961,0.9617530907547587,0.06760281644531978,2.2127659574468086,9,13
cap1.00x__breadth3in3out__overlay2in2out,1.0,3,3,2,2,1.053672973460288,2.6797287639245053,-0.10426742117095789,0.3955889834210171,0.928472165291961,0.9617530907547587,0.06760281644531978,2.2127659574468086,9,13
cap1.00x__breadth1in1out__overlay2in1out,1.0,1,1,2,1,1.0536729734602877,2.679728763924505,-0.10426742117095789,0.410047724548106,0.9284721652919612,0.9617530907547576,0.06760281644531978,2.65531914893617,13,15
cap1.00x__breadth1in2out__overlay2in1out,1.0,1,2,2,1,1.0536729734602877,2.679728763924505,-0.10426742117095789,0.410047724548106,0.9284721652919612,0.9617530907547569,0.06760281644531978,2.65531914893617,11,15
cap1.00x__breadth1in3out__overlay2in1out,1.0,1,3,2,1,1.0536729734602877,2.679728763924505,-0.10426742117095789,0.410047724548106,0.9284721652919612,0.9617530907547569,0.06760281644531978,2.65531914893617,11,15
cap1.00x__breadth2in1out__overlay2in1out,1.0,2,1,2,1,1.0536729734602863,2.679728763924504,-0.10426742117095766,0.41020714275964987,0.928472165291961,0.961753090754758,0.06760281644531978,2.4893617021276597,9,15
cap1.00x__breadth2in2out__overlay2in1out,1.0,2,2,2,1,1.0536729734602863,2.679728763924504,-0.10426742117095766,0.41020714275964987,0.928472165291961,0.961753090754758,0.06760281644531978,2.4893617021276597,9,15
cap1.00x__breadth2in3out__overlay2in1out,1.0,2,3,2,1,1.0536729734602863,2.679728763924504,-0.10426742117095766,0.41020714275964987,0.928472165291961,0.961753090754758,0.06760281644531978,2.4893617021276597,9,15
cap1.00x__breadth3in1out__overlay2in1out,1.0,3,1,2,1,1.0536729734602863,2.679728763924504,-0.10426742117095766,0.41020714275964987,0.928472165291961,0.961753090754758,0.06760281644531978,2.4893617021276597,9,15
cap1.00x__breadth3in2out__overlay2in1out,1.0,3,2,2,1,1.0536729734602863,2.679728763924504,-0.10426742117095766,0.41020714275964987,0.928472165291961,0.961753090754758,0.06760281644531978,2.4893617021276597,9,15
cap1.00x__breadth3in3out__overlay2in1out,1.0,3,3,2,1,1.0536729734602863,2.679728763924504,-0.10426742117095766,0.41020714275964987,0.928472165291961,0.961753090754758,0.06760281644531978,2.4893617021276597,9,15
cap1.00x__breadth1in2out__overlay2in2out,1.0,1,2,2,2,1.0536729734602863,2.679728763924504,-0.10426742117095789,0.3949587446961753,0.9284721652919612,0.9617530907547576,0.06760281644531978,2.5446808510638297,11,13
cap1.00x__breadth1in3out__overlay2in2out,1.0,1,3,2,2,1.0536729734602863,2.679728763924504,-0.10426742117095789,0.3949587446961753,0.9284721652919612,0.9617530907547567,0.06760281644531978,2.5446808510638297,11,13
cap1.00x__breadth1in1out__overlay2in2out,1.0,1,1,2,2,1.0536729734602859,2.6797287639245035,-0.10426742117095789,0.3942070730844409,0.9284721652919612,0.9617530907547578,0.06760281644531978,2.5446808510638297,13,13
uncapped__breadth3in1out__overlay2in2out,,3,1,2,2,1.0157224126704945,2.54550650953899,-0.14069213695343263,0.3982238435237937,0.8931321086987629,1.0913590251045466,0.07378789503220702,1.9361702127659575,9,11
uncapped__breadth3in2out__overlay2in2out,,3,2,2,2,1.0157224126704945,2.54550650953899,-0.14069213695343263,0.3982238435237937,0.8931321086987629,1.0913590251045475,0.07378789503220702,1.9361702127659575,9,11
uncapped__breadth3in3out__overlay2in2out,,3,3,2,2,1.0157224126704945,2.54550650953899,-0.14069213695343263,0.3982238435237937,0.8931321086987629,1.0913590251045475,0.07378789503220702,1.9361702127659575,9,11
cap2.00x__breadth3in1out__overlay2in2out,2.0,3,1,2,2,1.0157224126704945,2.54550650953899,-0.14069213695343263,0.3982238435237937,0.8931321086987629,1.0913590251045466,0.07378789503220702,1.9361702127659575,9,11
cap2.00x__breadth3in2out__overlay2in2out,2.0,3,2,2,2,1.0157224126704945,2.54550650953899,-0.14069213695343263,0.3982238435237937,0.8931321086987629,1.0913590251045475,0.07378789503220702,1.9361702127659575,9,11
cap2.00x__breadth3in3out__overlay2in2out,2.0,3,3,2,2,1.0157224126704945,2.54550650953899,-0.14069213695343263,0.3982238435237937,0.8931321086987629,1.0913590251045475,0.07378789503220702,1.9361702127659575,9,11
uncapped__breadth1in1out__overlay2in2out,,1,1,2,2,1.0157224126704945,2.5455065095389906,-0.14069213695343274,0.39804766752185605,0.8931321086987627,1.0913590251045484,0.07378789503220702,2.1021276595744682,13,11
cap2.00x__breadth1in1out__overlay2in2out,2.0,1,1,2,2,1.0157224126704945,2.5455065095389906,-0.14069213695343274,0.39804766752185605,0.8931321086987627,1.0913590251045484,0.07378789503220702,2.1021276595744682,13,11
uncapped__breadth2in1out__overlay2in1out,,2,1,2,1,1.015722412670494,2.5455065095389915,-0.14069213695343263,0.412791575624031,0.8931321086987616,1.0913590251045466,0.07378789503220702,2.4893617021276597,9,15
uncapped__breadth2in2out__overlay2in1out,,2,2,2,1,1.015722412670494,2.5455065095389915,-0.14069213695343263,0.412791575624031,0.8931321086987616,1.0913590251045466,0.07378789503220702,2.4893617021276597,9,15
uncapped__breadth2in3out__overlay2in1out,,2,3,2,1,1.015722412670494,2.5455065095389915,-0.14069213695343263,0.412791575624031,0.8931321086987616,1.0913590251045466,0.07378789503220702,2.4893617021276597,9,15
uncapped__breadth3in1out__overlay2in1out,,3,1,2,1,1.015722412670494,2.5455065095389915,-0.14069213695343263,0.412791575624031,0.8931321086987616,1.0913590251045466,0.07378789503220702,2.4893617021276597,9,15
uncapped__breadth3in2out__overlay2in1out,,3,2,2,1,1.015722412670494,2.5455065095389915,-0.14069213695343263,0.412791575624031,0.8931321086987616,1.0913590251045466,0.07378789503220702,2.4893617021276597,9,15
uncapped__breadth3in3out__overlay2in1out,,3,3,2,1,1.015722412670494,2.5455065095389915,-0.14069213695343263,0.412791575624031,0.8931321086987616,1.0913590251045466,0.07378789503220702,2.4893617021276597,9,15
cap2.00x__breadth2in1out__overlay2in1out,2.0,2,1,2,1,1.015722412670494,2.5455065095389915,-0.14069213695343263,0.412791575624031,0.8931321086987616,1.0913590251045466,0.07378789503220702,2.4893617021276597,9,15
cap2.00x__breadth2in2out__overlay2in1out,2.0,2,2,2,1,1.015722412670494,2.5455065095389915,-0.14069213695343263,0.412791575624031,0.8931321086987616,1.0913590251045466,0.07378789503220702,2.4893617021276597,9,15
cap2.00x__breadth2in3out__overlay2in1out,2.0,2,3,2,1,1.015722412670494,2.5455065095389915,-0.14069213695343263,0.412791575624031,0.8931321086987616,1.0913590251045466,0.07378789503220702,2.4893617021276597,9,15
cap2.00x__breadth3in1out__overlay2in1out,2.0,3,1,2,1,1.015722412670494,2.5455065095389915,-0.14069213695343263,0.412791575624031,0.8931321086987616,1.0913590251045466,0.07378789503220702,2.4893617021276597,9,15
cap2.00x__breadth3in2out__overlay2in1out,2.0,3,2,2,1,1.015722412670494,2.5455065095389915,-0.14069213695343263,0.412791575624031,0.8931321086987616,1.0913590251045466,0.07378789503220702,2.4893617021276597,9,15
cap2.00x__breadth3in3out__overlay2in1out,2.0,3,3,2,1,1.015722412670494,2.5455065095389915,-0.14069213695343263,0.412791575624031,0.8931321086987616,1.0913590251045466,0.07378789503220702,2.4893617021276597,9,15
uncapped__breadth1in1out__overlay2in1out,,1,1,2,1,1.0157224126704936,2.5455065095389893,-0.14069213695343252,0.4113911652973532,0.8931321086987618,1.0913590251045475,0.07378789503220702,2.8212765957446804,13,15
uncapped__breadth1in2out__overlay2in1out,,1,2,2,1,1.0157224126704936,2.5455065095389893,-0.14069213695343252,0.4113911652973532,0.8931321086987618,1.0913590251045475,0.07378789503220702,2.8212765957446804,11,15
uncapped__breadth1in3out__overlay2in1out,,1,3,2,1,1.0157224126704936,2.5455065095389893,-0.14069213695343252,0.4113911652973532,0.8931321086987618,1.0913590251045475,0.07378789503220702,2.8212765957446804,11,15
cap2.00x__breadth1in1out__overlay2in1out,2.0,1,1,2,1,1.0157224126704936,2.5455065095389893,-0.14069213695343252,0.4113911652973532,0.8931321086987618,1.0913590251045475,0.07378789503220702,2.8212765957446804,13,15
cap2.00x__breadth1in2out__overlay2in1out,2.0,1,2,2,1,1.0157224126704936,2.5455065095389893,-0.14069213695343252,0.4113911652973532,0.8931321086987618,1.0913590251045475,0.07378789503220702,2.8212765957446804,11,15
cap2.00x__breadth1in3out__overlay2in1out,2.0,1,3,2,1,1.0157224126704936,2.5455065095389893,-0.14069213695343252,0.4113911652973532,0.8931321086987618,1.0913590251045475,0.07378789503220702,2.8212765957446804,11,15
uncapped__breadth1in2out__overlay2in2out,,1,2,2,2,1.0157224126704927,2.5455065095389897,-0.14069213695343263,0.3988971863356259,0.8931321086987631,1.0913590251045466,0.07378789503220702,2.1021276595744682,11,11
uncapped__breadth1in3out__overlay2in2out,,1,3,2,2,1.0157224126704927,2.5455065095389897,-0.14069213695343263,0.3988971863356259,0.8931321086987631,1.091359025104547,0.07378789503220702,2.1021276595744682,11,11
cap2.00x__breadth1in2out__overlay2in2out,2.0,1,2,2,2,1.0157224126704927,2.5455065095389897,-0.14069213695343263,0.3988971863356259,0.8931321086987631,1.0913590251045466,0.07378789503220702,2.1021276595744682,11,11
cap2.00x__breadth1in3out__overlay2in2out,2.0,1,3,2,2,1.0157224126704927,2.5455065095389897,-0.14069213695343263,0.3988971863356259,0.8931321086987631,1.091359025104547,0.07378789503220702,2.1021276595744682,11,11
uncapped__breadth2in1out__overlay2in2out,,2,1,2,2,1.0157224126704927,2.5455065095389893,-0.14069213695343263,0.398270108957127,0.8931321086987625,1.0913590251045466,0.07378789503220702,1.9361702127659575,9,11
uncapped__breadth2in2out__overlay2in2out,,2,2,2,2,1.0157224126704927,2.5455065095389893,-0.14069213695343263,0.398270108957127,0.8931321086987625,1.0913590251045466,0.07378789503220702,1.9361702127659575,9,11
uncapped__breadth2in3out__overlay2in2out,,2,3,2,2,1.0157224126704927,2.5455065095389893,-0.14069213695343263,0.398270108957127,0.8931321086987625,1.0913590251045466,0.07378789503220702,1.9361702127659575,9,11
cap2.00x__breadth2in1out__overlay2in2out,2.0,2,1,2,2,1.0157224126704927,2.5455065095389893,-0.14069213695343263,0.398270108957127,0.8931321086987625,1.0913590251045466,0.07378789503220702,1.9361702127659575,9,11
cap2.00x__breadth2in2out__overlay2in2out,2.0,2,2,2,2,1.0157224126704927,2.5455065095389893,-0.14069213695343263,0.398270108957127,0.8931321086987625,1.0913590251045466,0.07378789503220702,1.9361702127659575,9,11
cap2.00x__breadth2in3out__overlay2in2out,2.0,2,3,2,2,1.0157224126704927,2.5455065095389893,-0.14069213695343263,0.398270108957127,0.8931321086987625,1.0913590251045466,0.07378789503220702,1.9361702127659575,9,11
