weeks,start,end,cagr,total_return,sharpe_zero_rf,max_drawdown,annual_volatility,peak_largest_stock_weight,average_growth_allocation,annual_total_turnover,cap_event_weeks,scenario,variant,cap_multiple,cap_name,cost_bps,window
188,2023-01-06,2026-08-07,0.34005639773525465,1.8813685732420944,1.385572384156813,-0.2336269393022935,0.23100623406988366,0.15593417350124608,0.19574468085106378,1.815702210963709,0,adverse,confidence_10_40,,uncapped,100,full_recent
157,2023-08-11,2026-08-07,0.3544238009588456,1.4991796311611312,1.3734879657495787,-0.23362693930229284,0.24286553173076086,0.15593417350124608,0.21464968152866234,2.070286970038874,0,adverse,confidence_10_40,,uncapped,100,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5211696912644261,1.3326992189590503,1.7025724180147246,-0.22231781619831015,0.2683132483583738,0.15593417350124608,0.2628571428571428,2.3191343077731634,0,adverse,confidence_10_40,,uncapped,100,trailing_2y
53,2025-08-08,2026-08-07,0.8916999876402607,0.9150333562157711,2.3710878965015527,-0.13557358823672494,0.28739327143887905,0.15593417350124608,0.3773584905660376,1.396629738370507,0,adverse,confidence_10_40,,uncapped,100,trailing_1y
32,2026-01-02,2026-08-07,0.8588056957956747,0.4644766723838145,2.1018656431727507,-0.13557358823672494,0.3200033577748424,0.15593417350124608,0.4,1.2331964946134828,0,adverse,confidence_10_40,,uncapped,100,ytd
188,2023-01-06,2026-08-07,0.3445151510999962,1.9161808648577585,1.4697131198490252,-0.19422349330122912,0.21801666969146521,0.07063480131186267,0.19999999999999998,0.9951865658929376,32,adverse,fixed_20,1.0,cap_1.00x,100,full_recent
157,2023-08-11,2026-08-07,0.3890330319366726,1.6970077436727014,1.566623856384929,-0.19422349330122934,0.22664186872870892,0.07063480131186267,0.19999999999999996,0.8772348058452303,25,adverse,fixed_20,1.0,cap_1.00x,100,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5435182274320933,1.4024189843540351,1.8673445349871576,-0.19422349330122957,0.24991457085395735,0.07063480131186267,0.2,0.8111544156739666,17,adverse,fixed_20,1.0,cap_1.00x,100,trailing_2y
53,2025-08-08,2026-08-07,0.7786232876086192,0.7984289355261325,2.3036237729698112,-0.12643202589344482,0.26633411772156435,0.07063480131186267,0.19999999999999993,0.8193563202472682,9,adverse,fixed_20,1.0,cap_1.00x,100,trailing_1y
32,2026-01-02,2026-08-07,0.6661743720940392,0.3691257984652796,1.8948817397842304,-0.1264320258934445,0.29246166583046324,0.07063480131186267,0.2,0.933878594404902,6,adverse,fixed_20,1.0,cap_1.00x,100,ytd
188,2023-01-06,2026-08-07,0.27027049284401716,1.3747875262925717,1.1518142354915857,-0.27575795538989667,0.23132603197229917,0.1378670312805322,0.19574468085106378,2.003604966727917,32,adverse,confidence_10_40,1.0,cap_1.00x,200,full_recent
157,2023-08-11,2026-08-07,0.2792113217329555,1.1032140102500727,1.1360023012617348,-0.2757579553898968,0.24320372130665288,0.1378670312805322,0.21464968152866234,2.2410528643856815,25,adverse,confidence_10_40,1.0,cap_1.00x,200,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.4299843002881478,1.0589683869820528,1.4723451390860667,-0.24483187794846406,0.2679471213977891,0.1378670312805322,0.2628571428571428,2.5423790644588897,17,adverse,confidence_10_40,1.0,cap_1.00x,200,trailing_2y
53,2025-08-08,2026-08-07,0.7804113374694313,0.800271682280665,2.1871690848479575,-0.13600456566683672,0.2829468940102005,0.1378670312805322,0.3773584905660376,1.7616781718345036,9,adverse,confidence_10_40,1.0,cap_1.00x,200,trailing_1y
32,2026-01-02,2026-08-07,0.7556405352538849,0.41391046012048194,1.9518240614950308,-0.13600456566683672,0.31407449248994496,0.1378670312805322,0.4,1.715303870372817,6,adverse,confidence_10_40,1.0,cap_1.00x,200,ytd
188,2023-01-06,2026-08-07,0.2792168109961952,1.435814794587234,1.175115633210113,-0.27652917658562415,0.23307708839859675,0.14783525440271603,0.19574468085106378,1.826028079455183,6,adverse,confidence_10_40,1.5,cap_1.50x,200,full_recent
157,2023-08-11,2026-08-07,0.28890513057388856,1.1517038205542542,1.159822248335786,-0.2765291765856248,0.24514800567296624,0.14783525440271603,0.21464968152866234,2.079335592183936,4,adverse,confidence_10_40,1.5,cap_1.50x,200,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.445645105195535,1.1047547076636817,1.5011685462940831,-0.24540640462067453,0.2705674828434253,0.14783525440271603,0.2628571428571428,2.3317382650037417,3,adverse,confidence_10_40,1.5,cap_1.50x,200,trailing_2y
53,2025-08-08,2026-08-07,0.8222769358977415,0.843428058056569,2.238093515216339,-0.13729138409387287,0.2875961838710721,0.14783525440271603,0.3773584905660376,1.4214071551959664,3,adverse,confidence_10_40,1.5,cap_1.50x,200,trailing_1y
32,2026-01-02,2026-08-07,0.7978916024146419,0.43475431935843667,1.9977049308495631,-0.13729138409387287,0.31978564051222913,0.14783525440271603,0.4,1.2746522396128888,3,adverse,confidence_10_40,1.5,cap_1.50x,200,ytd
188,2023-01-06,2026-08-07,0.2800177586142836,1.441333208731919,1.1773136885999174,-0.2765291765856237,0.23320187590102104,0.15593417350124605,0.19574468085106378,1.8158898514712414,0,adverse,confidence_10_40,2.0,cap_2.00x,200,full_recent
157,2023-08-11,2026-08-07,0.28976972283515345,1.1560645915741592,1.1620077044120547,-0.2765291765856246,0.24530028043897975,0.15593417350124605,0.21464968152866234,2.070272805982585,0,adverse,confidence_10_40,2.0,cap_2.00x,200,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.446906656363645,1.1084651332162125,1.503510209014573,-0.2454064046206752,0.27076801027446995,0.15593417350124605,0.2628571428571428,2.318607383711735,0,adverse,confidence_10_40,2.0,cap_2.00x,200,trailing_2y
53,2025-08-08,2026-08-07,0.8254287229465811,0.8466777966346384,2.2418284414604335,-0.1368419452887748,0.2879433791437568,0.15593417350124605,0.3773584905660376,1.3953931450891601,0,adverse,confidence_10_40,2.0,cap_2.00x,200,trailing_1y
32,2026-01-02,2026-08-07,0.8030448171008597,0.4372836160355116,2.004012859896135,-0.1368419452887748,0.3203100995147164,0.15593417350124605,0.4,1.2315665353734917,0,adverse,confidence_10_40,2.0,cap_2.00x,200,ytd
188,2023-01-06,2026-08-07,0.2800177586142836,1.441333208731919,1.1773136885999174,-0.2765291765856237,0.23320187590102104,0.15593417350124605,0.19574468085106378,1.8158898514712414,0,adverse,confidence_10_40,,uncapped,200,full_recent
157,2023-08-11,2026-08-07,0.28976972283515345,1.1560645915741592,1.1620077044120547,-0.2765291765856246,0.24530028043897975,0.15593417350124605,0.21464968152866234,2.070272805982585,0,adverse,confidence_10_40,,uncapped,200,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.446906656363645,1.1084651332162125,1.503510209014573,-0.2454064046206752,0.27076801027446995,0.15593417350124605,0.2628571428571428,2.318607383711735,0,adverse,confidence_10_40,,uncapped,200,trailing_2y
53,2025-08-08,2026-08-07,0.8254287229465811,0.8466777966346384,2.2418284414604335,-0.1368419452887748,0.2879433791437568,0.15593417350124605,0.3773584905660376,1.3953931450891601,0,adverse,confidence_10_40,,uncapped,200,trailing_1y
32,2026-01-02,2026-08-07,0.8030448171008597,0.4372836160355116,2.004012859896135,-0.1368419452887748,0.3203100995147164,0.15593417350124605,0.4,1.2315665353734917,0,adverse,confidence_10_40,,uncapped,200,ytd
188,2023-01-06,2026-08-07,0.29501424637905904,1.5463357450535162,1.2901509084511185,-0.2032984491186587,0.21937026960832573,0.07063480131186266,0.19999999999999998,0.9958047493202857,32,adverse,fixed_20,1.0,cap_1.00x,200,full_recent
157,2023-08-11,2026-08-07,0.3380648589388662,1.4091494866913674,1.392899442866908,-0.20329844911865835,0.2281722184753668,0.07063480131186266,0.19999999999999996,0.8776447600809916,25,adverse,fixed_20,1.0,cap_1.00x,200,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.4885775286296812,1.232880316823472,1.7108947265641796,-0.20329844911865846,0.2516816922810058,0.07063480131186266,0.2,0.8114559819130696,17,adverse,fixed_20,1.0,cap_1.00x,200,trailing_2y
53,2025-08-08,2026-08-07,0.7165163074634096,0.7344444458862005,2.1604793599225327,-0.1313005899622185,0.2674964641968931,0.07063480131186266,0.19999999999999993,0.819521934736217,9,adverse,fixed_20,1.0,cap_1.00x,200,trailing_1y
32,2026-01-02,2026-08-07,0.611331500331106,0.3412149890690064,1.7766442374718072,-0.13130058996221805,0.2929989685094446,0.07063480131186266,0.2,0.9329244287969553,6,adverse,fixed_20,1.0,cap_1.00x,200,ytd
