security_id,ticker,universe,effective_from,effective_to,knowledge_at_utc,source_revision,point_in_time_membership
yahoo-ticker:SHY,SHY,portfolio_optimizer_free_current_etfs,,,2026-08-12T03:56:51.712258+00:00,yfinance-1.5.2:2026-08-12T03:56:51.712258+00:00,false
yahoo-ticker:SLV,SLV,portfolio_optimizer_free_current_etfs,,,2026-08-12T03:56:52.167076+00:00,yfinance-1.5.2:2026-08-12T03:56:52.167076+00:00,false
yahoo-ticker:SPY,SPY,portfolio_optimizer_free_current_etfs,,,2026-08-12T03:56:52.811203+00:00,yfinance-1.5.2:2026-08-12T03:56:52.811203+00:00,false
yahoo-ticker:TIP,TIP,portfolio_optimizer_free_current_etfs,,,2026-08-12T03:56:53.336230+00:00,yfinance-1.5.2:2026-08-12T03:56:53.336230+00:00,false
yahoo-ticker:TLT,TLT,portfolio_optimizer_free_current_etfs,,,2026-08-12T03:56:53.945961+00:00,yfinance-1.5.2:2026-08-12T03:56:53.945961+00:00,false
yahoo-ticker:USO,USO,portfolio_optimizer_free_current_etfs,,,2026-08-12T03:56:54.375968+00:00,yfinance-1.5.2:2026-08-12T03:56:54.375968+00:00,false
yahoo-ticker:UUP,UUP,portfolio_optimizer_free_current_etfs,,,2026-08-12T03:56:54.910021+00:00,yfinance-1.5.2:2026-08-12T03:56:54.910021+00:00,false
yahoo-ticker:VEA,VEA,portfolio_optimizer_free_current_etfs,,,2026-08-12T03:56:55.412052+00:00,yfinance-1.5.2:2026-08-12T03:56:55.412052+00:00,false
yahoo-ticker:VNQ,VNQ,portfolio_optimizer_free_current_etfs,,,2026-08-12T03:56:55.963747+00:00,yfinance-1.5.2:2026-08-12T03:56:55.963747+00:00,false
yahoo-ticker:VTV,VTV,portfolio_optimizer_free_current_etfs,,,2026-08-12T03:56:56.511319+00:00,yfinance-1.5.2:2026-08-12T03:56:56.511319+00:00,false
yahoo-ticker:VUG,VUG,portfolio_optimizer_free_current_etfs,,,2026-08-12T03:56:57.044801+00:00,yfinance-1.5.2:2026-08-12T03:56:57.044801+00:00,false
yahoo-ticker:VWO,VWO,portfolio_optimizer_free_current_etfs,,,2026-08-12T03:56:57.489456+00:00,yfinance-1.5.2:2026-08-12T03:56:57.489456+00:00,false
yahoo-ticker:XLB,XLB,portfolio_optimizer_free_current_etfs,,,2026-08-12T03:56:58.009080+00:00,yfinance-1.5.2:2026-08-12T03:56:58.009080+00:00,false
yahoo-ticker:XLE,XLE,portfolio_optimizer_free_current_etfs,,,2026-08-12T03:56:58.644949+00:00,yfinance-1.5.2:2026-08-12T03:56:58.644949+00:00,false
yahoo-ticker:XLF,XLF,portfolio_optimizer_free_current_etfs,,,2026-08-12T03:56:59.115189+00:00,yfinance-1.5.2:2026-08-12T03:56:59.115189+00:00,false
yahoo-ticker:XLI,XLI,portfolio_optimizer_free_current_etfs,,,2026-08-12T03:56:59.659707+00:00,yfinance-1.5.2:2026-08-12T03:56:59.659707+00:00,false
yahoo-ticker:XLK,XLK,portfolio_optimizer_free_current_etfs,,,2026-08-12T03:57:00.229012+00:00,yfinance-1.5.2:2026-08-12T03:57:00.229012+00:00,false
yahoo-ticker:XLP,XLP,portfolio_optimizer_free_current_etfs,,,2026-08-12T03:57:00.724514+00:00,yfinance-1.5.2:2026-08-12T03:57:00.724514+00:00,false
yahoo-ticker:XLU,XLU,portfolio_optimizer_free_current_etfs,,,2026-08-12T03:57:01.460160+00:00,yfinance-1.5.2:2026-08-12T03:57:01.460160+00:00,false
yahoo-ticker:XLV,XLV,portfolio_optimizer_free_current_etfs,,,2026-08-12T03:57:02.085266+00:00,yfinance-1.5.2:2026-08-12T03:57:02.085266+00:00,false
yahoo-ticker:XLY,XLY,portfolio_optimizer_free_current_etfs,,,2026-08-12T03:57:02.610168+00:00,yfinance-1.5.2:2026-08-12T03:57:02.610168+00:00,false
