candidate,gate,lookback_weeks,allocation,outer_cost_bps,window,cagr,sharpe,drawdown,total_return,control_cagr,cagr_delta
candidate_negative_relative__lb26__w0.2__50bps,candidate_negative_relative,26,0.2,50,trailing_1y,1.0510082013109483,2.691874564272,-0.10076752452473337,1.0795375653641979,1.0510082013109483,0.0
candidate_negative_relative__lb26__w0.1__50bps,candidate_negative_relative,26,0.1,50,trailing_1y,1.0510082013109483,2.691874564272,-0.10076752452473337,1.0795375653641979,1.0510082013109483,0.0
candidate_negative_relative__lb26__w0.3__50bps,candidate_negative_relative,26,0.3,50,trailing_1y,1.0510082013109483,2.691874564272,-0.10076752452473337,1.0795375653641979,1.0510082013109483,0.0
relative_and_positive__lb26__w0.4__50bps,relative_and_positive,26,0.4,50,trailing_1y,1.0510082013109483,2.691874564272,-0.10076752452473337,1.0795375653641979,1.0510082013109483,0.0
relative_and_positive__lb26__w0.3__50bps,relative_and_positive,26,0.3,50,trailing_1y,1.0510082013109483,2.691874564272,-0.10076752452473337,1.0795375653641979,1.0510082013109483,0.0
candidate_negative_relative__lb8__w0.1__50bps,candidate_negative_relative,8,0.1,50,trailing_1y,1.0348590776270568,2.6808088194575084,-0.09891415559905936,1.0628501954398328,1.0510082013109483,-0.016149123683891542
relative_and_positive__lb13__w0.1__50bps,relative_and_positive,13,0.1,50,trailing_1y,1.0281587465269975,2.6764216447088014,-0.09891415559905925,1.0559272903548327,1.0510082013109483,-0.02284945478395084
relative__lb13__w0.1__50bps,relative,13,0.1,50,trailing_1y,1.0281587465269975,2.6764216447088014,-0.09891415559905925,1.0559272903548327,1.0510082013109483,-0.02284945478395084
relative__lb8__w0.1__50bps,relative,8,0.1,50,trailing_1y,1.0234877898924397,2.6855616356413443,-0.09975239122830715,1.0511014323051762,1.0510082013109483,-0.027520411418508584
relative_and_positive__lb8__w0.1__50bps,relative_and_positive,8,0.1,50,trailing_1y,1.0203305823272504,2.677799792716179,-0.10160403605646329,1.0478396445987497,1.0510082013109483,-0.03067761898369792
candidate_negative_relative__lb8__w0.2__50bps,candidate_negative_relative,8,0.2,50,trailing_1y,1.0185110026894075,2.663898454253922,-0.09706078667338547,1.045959837261202,1.0510082013109483,-0.03249719862154077
relative_and_positive__lb13__w0.2__50bps,relative_and_positive,13,0.2,50,trailing_1y,1.0054170836356189,2.6582096011008463,-0.09706078667338536,1.0324334750269153,1.0510082013109483,-0.04559111767532942
relative__lb13__w0.2__50bps,relative,13,0.2,50,trailing_1y,1.0054170836356189,2.6582096011008463,-0.09706078667338536,1.0324334750269153,1.0510082013109483,-0.04559111767532942
candidate_negative_relative__lb8__w0.3__50bps,candidate_negative_relative,8,0.3,50,trailing_1y,1.0019657878613972,2.6410746203297597,-0.09575192407087008,1.0288684782305566,1.0510082013109483,-0.04904241344955107
static__lb26__w0.1__50bps,static,26,0.1,50,trailing_1y,0.9973086138966167,2.801568913434213,-0.09477367391028901,1.024058063638106,1.0510082013109483,-0.05369958741433156
