candidate,gate,lookback_weeks,allocation,outer_cost_bps,window,cagr,sharpe,drawdown,total_return,control_cagr,cagr_delta
static__lb4__w0.2__50bps,static,4,0.2,50,trailing_1y,0.9429362618906112,2.9020025223375248,-0.08987116696090602,0.9679127235339469,1.0510082013109483,-0.1080719394203371
static__lb4__w0.2__50bps,static,4,0.2,50,ytd,1.0084533495488825,2.808006036308927,-0.08987116696090613,0.5359478162134261,1.095041975165166,-0.08658862561628355
static__lb4__w0.2__100bps,static,4,0.2,100,full_recent,0.4289598464581841,1.8085680647225415,-0.20427401487653474,2.6346032848450283,0.4093476771616662,0.01961216929651788
static__lb4__w0.2__100bps,static,4,0.2,100,trailing_2y,0.5456395340667866,1.9398336982727293,-0.20427401487653463,1.4090905914522551,0.5969664512506938,-0.05132691718390725
static__lb4__w0.2__100bps,static,4,0.2,100,trailing_1y,0.9429362618906112,2.9020025223375248,-0.08987116696090602,0.9679127235339469,1.0510082013109483,-0.1080719394203371
static__lb4__w0.2__100bps,static,4,0.2,100,ytd,1.0084533495488825,2.808006036308927,-0.08987116696090613,0.5359478162134261,1.095041975165166,-0.08658862561628355
static__lb4__w0.2__200bps,static,4,0.2,200,full_recent,0.4281963702852505,1.8065686635709843,-0.20427401487653485,2.6275873825970275,0.4093476771616662,0.01884869312358428
static__lb4__w0.2__200bps,static,4,0.2,200,trailing_2y,0.5456395340667866,1.9398336982727293,-0.20427401487653463,1.4090905914522551,0.5969664512506938,-0.05132691718390725
static__lb4__w0.2__200bps,static,4,0.2,200,trailing_1y,0.9429362618906112,2.9020025223375248,-0.08987116696090602,0.9679127235339469,1.0510082013109483,-0.1080719394203371
static__lb4__w0.2__200bps,static,4,0.2,200,ytd,1.0084533495488825,2.808006036308927,-0.08987116696090613,0.5359478162134261,1.095041975165166,-0.08658862561628355
static__lb4__w0.3__0bps,static,4,0.3,0,full_recent,0.43904320147295817,1.8885731389217,-0.20297753669164043,2.7281871100382253,0.4093476771616662,0.029695524311291965
static__lb4__w0.3__0bps,static,4,0.3,0,trailing_2y,0.5191966223958315,1.9290748714413624,-0.2029775366916402,1.3265937065949136,0.5969664512506938,-0.07776982885486228
static__lb4__w0.3__0bps,static,4,0.3,0,trailing_1y,0.8880155555792566,2.9781342383830918,-0.0870667533198839,0.9112318209639783,1.0510082013109483,-0.1629926457316917
static__lb4__w0.3__0bps,static,4,0.3,0,ytd,0.962325584782959,2.9325080888346102,-0.0870667533198839,0.5141427101503622,1.095041975165166,-0.13271639038220706
static__lb4__w0.3__50bps,static,4,0.3,50,full_recent,0.4384672727996175,1.8870908226587466,-0.20297753669164031,2.7227954838724644,0.4093476771616662,0.0291195956379513
static__lb4__w0.3__50bps,static,4,0.3,50,trailing_2y,0.5191966223958315,1.9290748714413624,-0.2029775366916402,1.3265937065949136,0.5969664512506938,-0.07776982885486228
static__lb4__w0.3__50bps,static,4,0.3,50,trailing_1y,0.8880155555792566,2.9781342383830918,-0.0870667533198839,0.9112318209639783,1.0510082013109483,-0.1629926457316917
static__lb4__w0.3__50bps,static,4,0.3,50,ytd,0.962325584782959,2.9325080888346102,-0.0870667533198839,0.5141427101503622,1.095041975165166,-0.13271639038220706
static__lb4__w0.3__100bps,static,4,0.3,100,full_recent,0.43789074041667564,1.8855796979921593,-0.20297753669164043,2.717403857706708,0.4093476771616662,0.028543063255009438
static__lb4__w0.3__100bps,static,4,0.3,100,trailing_2y,0.5191966223958315,1.9290748714413624,-0.2029775366916402,1.3265937065949136,0.5969664512506938,-0.07776982885486228
static__lb4__w0.3__100bps,static,4,0.3,100,trailing_1y,0.8880155555792566,2.9781342383830918,-0.0870667533198839,0.9112318209639783,1.0510082013109483,-0.1629926457316917
static__lb4__w0.3__100bps,static,4,0.3,100,ytd,0.962325584782959,2.9325080888346102,-0.0870667533198839,0.5141427101503622,1.095041975165166,-0.13271639038220706
static__lb4__w0.3__200bps,static,4,0.3,200,full_recent,0.43673585847675556,1.882471108723743,-0.20297753669164043,2.7066206053751896,0.4093476771616662,0.027388181315089355
static__lb4__w0.3__200bps,static,4,0.3,200,trailing_2y,0.5191966223958315,1.9290748714413624,-0.2029775366916402,1.3265937065949136,0.5969664512506938,-0.07776982885486228
static__lb4__w0.3__200bps,static,4,0.3,200,trailing_1y,0.8880155555792566,2.9781342383830918,-0.0870667533198839,0.9112318209639783,1.0510082013109483,-0.1629926457316917
static__lb4__w0.3__200bps,static,4,0.3,200,ytd,0.962325584782959,2.9325080888346102,-0.0870667533198839,0.5141427101503622,1.095041975165166,-0.13271639038220706
static__lb4__w0.4__0bps,static,4,0.4,0,full_recent,0.4477682108792038,1.9500042353070166,-0.20169342241459465,2.8105601737038257,0.4093476771616662,0.03842053371753762
static__lb4__w0.4__0bps,static,4,0.4,0,trailing_2y,0.4922836631513443,1.8962521520339275,-0.20169342241459454,1.2441199415788744,0.5969664512506938,-0.1046827880993495
static__lb4__w0.4__0bps,static,4,0.4,0,trailing_1y,0.8326693371819012,3.009277252100538,-0.08486455303273177,0.8541438437379232,1.0510082013109483,-0.21833886412904713
static__lb4__w0.4__0bps,static,4,0.4,0,ytd,0.9145227722043259,3.015070352774023,-0.08486455303273188,0.4913367317976085,1.095041975165166,-0.18051920296084023
static__lb4__w0.4__50bps,static,4,0.4,50,full_recent,0.4469948523968881,1.9479962537631297,-0.20169342241459454,2.8032062053181246,0.4093476771616662,0.037647175235221875
static__lb4__w0.4__50bps,static,4,0.4,50,trailing_2y,0.4922836631513443,1.8962521520339275,-0.20169342241459454,1.2441199415788744,0.5969664512506938,-0.1046827880993495
static__lb4__w0.4__50bps,static,4,0.4,50,trailing_1y,0.8326693371819012,3.009277252100538,-0.08486455303273177,0.8541438437379232,1.0510082013109483,-0.21833886412904713
static__lb4__w0.4__50bps,static,4,0.4,50,ytd,0.9145227722043259,3.015070352774023,-0.08486455303273188,0.4913367317976085,1.095041975165166,-0.18051920296084023
static__lb4__w0.4__100bps,static,4,0.4,100,full_recent,0.4462204113895447,1.9459335171901142,-0.20169342241459454,2.795852236932422,0.4093476771616662,0.03687273422787851
static__lb4__w0.4__100bps,static,4,0.4,100,trailing_2y,0.4922836631513443,1.8962521520339275,-0.20169342241459454,1.2441199415788744,0.5969664512506938,-0.1046827880993495
static__lb4__w0.4__100bps,static,4,0.4,100,trailing_1y,0.8326693371819012,3.009277252100538,-0.08486455303273177,0.8541438437379232,1.0510082013109483,-0.21833886412904713
static__lb4__w0.4__100bps,static,4,0.4,100,ytd,0.9145227722043259,3.015070352774023,-0.08486455303273188,0.4913367317976085,1.095041975165166,-0.18051920296084023
static__lb4__w0.4__200bps,static,4,0.4,200,full_recent,0.44466826731284215,1.9416440075403816,-0.20169342241459454,2.7811443001610154,0.4093476771616662,0.035320590151175946
static__lb4__w0.4__200bps,static,4,0.4,200,trailing_2y,0.4922836631513443,1.8962521520339275,-0.20169342241459454,1.2441199415788744,0.5969664512506938,-0.1046827880993495
static__lb4__w0.4__200bps,static,4,0.4,200,trailing_1y,0.8326693371819012,3.009277252100538,-0.08486455303273177,0.8541438437379232,1.0510082013109483,-0.21833886412904713
static__lb4__w0.4__200bps,static,4,0.4,200,ytd,0.9145227722043259,3.015070352774023,-0.08486455303273188,0.4913367317976085,1.095041975165166,-0.18051920296084023
static__lb4__w0.5__0bps,static,4,0.5,0,full_recent,0.45588419054100693,1.9906931345384815,-0.20042171517505758,2.888357894954458,0.4093476771616662,0.04653651337934073
static__lb4__w0.5__0bps,static,4,0.5,0,trailing_2y,0.4649380720106844,1.8388790705960523,-0.20042171517505747,1.1618589940239543,0.5969664512506938,-0.13202837924000943
static__lb4__w0.5__0bps,static,4,0.5,0,trailing_1y,0.7770184766905119,2.973102388983012,-0.08286012938198861,0.7967750633742334,1.0510082013109483,-0.27398972462043636
static__lb4__w0.5__0bps,static,4,0.5,0,ytd,0.8652094731316806,3.025417572060724,-0.08286012938198872,0.4675794021625119,1.095041975165166,-0.2298325020334855
static__lb4__w0.5__50bps,static,4,0.5,50,full_recent,0.45491106840879936,1.9881485081627372,-0.2004217151750577,2.878969710270823,0.4093476771616662,0.045563391247133156
static__lb4__w0.5__50bps,static,4,0.5,50,trailing_2y,0.4649380720106844,1.8388790705960523,-0.20042171517505747,1.1618589940239543,0.5969664512506938,-0.13202837924000943
static__lb4__w0.5__50bps,static,4,0.5,50,trailing_1y,0.7770184766905119,2.973102388983012,-0.08286012938198861,0.7967750633742334,1.0510082013109483,-0.27398972462043636
static__lb4__w0.5__50bps,static,4,0.5,50,ytd,0.8652094731316806,3.025417572060724,-0.08286012938198872,0.4675794021625119,1.095041975165166,-0.2298325020334855
static__lb4__w0.5__100bps,static,4,0.5,100,full_recent,0.4539362410014227,1.9855154140711277,-0.20042171517505758,2.8695815255871975,0.4093476771616662,0.04458856383975651
static__lb4__w0.5__100bps,static,4,0.5,100,trailing_2y,0.4649380720106844,1.8388790705960523,-0.20042171517505747,1.1618589940239543,0.5969664512506938,-0.13202837924000943
static__lb4__w0.5__100bps,static,4,0.5,100,trailing_1y,0.7770184766905119,2.973102388983012,-0.08286012938198861,0.7967750633742334,1.0510082013109483,-0.27398972462043636
static__lb4__w0.5__100bps,static,4,0.5,100,ytd,0.8652094731316806,3.025417572060724,-0.08286012938198872,0.4675794021625119,1.095041975165166,-0.2298325020334855
static__lb4__w0.5__200bps,static,4,0.5,200,full_recent,0.4519814417681103,1.9799843446467351,-0.20042171517505747,2.850805156219929,0.4093476771616662,0.04263376460644408
static__lb4__w0.5__200bps,static,4,0.5,200,trailing_2y,0.4649380720106844,1.8388790705960523,-0.20042171517505747,1.1618589940239543,0.5969664512506938,-0.13202837924000943
static__lb4__w0.5__200bps,static,4,0.5,200,trailing_1y,0.7770184766905119,2.973102388983012,-0.08286012938198861,0.7967750633742334,1.0510082013109483,-0.27398972462043636
static__lb4__w0.5__200bps,static,4,0.5,200,ytd,0.8652094731316806,3.025417572060724,-0.08286012938198872,0.4675794021625119,1.095041975165166,-0.2298325020334855
relative__lb4__w0.1__0bps,relative,4,0.1,0,full_recent,0.41160311819456785,1.6607426127562313,-0.20628755206159366,2.4775122091983923,0.4093476771616662,0.0022554410329016505
relative__lb4__w0.1__0bps,relative,4,0.1,0,trailing_2y,0.5682478215145272,1.874664064834841,-0.20628755206159377,1.4807749089369953,0.5969664512506938,-0.028718629736166568
relative__lb4__w0.1__0bps,relative,4,0.1,0,trailing_1y,0.9762952518762766,2.6334873822835356,-0.10202852005963403,1.002355963041929,1.0510082013109483,-0.07471294943467166
relative__lb4__w0.1__0bps,relative,4,0.1,0,ytd,0.9984997276238183,2.4374852529468503,-0.10202852005963414,0.5312590654967742,1.095041975165166,-0.09654224754134777
relative__lb4__w0.1__50bps,relative,4,0.1,50,full_recent,0.40289779442403595,1.6329519688277763,-0.20753156383964966,2.4006008243138997,0.4093476771616662,-0.0064498827376302525
relative__lb4__w0.1__50bps,relative,4,0.1,50,trailing_2y,0.5582561174558027,1.8498259450601033,-0.20753156383964932,1.4489632847362155,0.5969664512506938,-0.03871033379489108
relative__lb4__w0.1__50bps,relative,4,0.1,50,trailing_1y,0.9639119403708518,2.610911911904462,-0.10383759959421468,0.9895688483196101,1.0510082013109483,-0.08709626094009648
relative__lb4__w0.1__50bps,relative,4,0.1,50,ytd,0.9841332969514889,2.413944302194605,-0.1038375995942149,0.5244757493561671,1.095041975165166,-0.11090867821367723
relative__lb4__w0.1__100bps,relative,4,0.1,100,full_recent,0.3942418608765965,1.605081356114965,-0.20877427817704697,2.3253534336567876,0.4093476771616662,-0.015105816285069684
relative__lb4__w0.1__100bps,relative,4,0.1,100,trailing_2y,0.5483231468073468,1.824919977271622,-0.20877427817704675,1.4175440576536609,0.5969664512506938,-0.04864330444334697
relative__lb4__w0.1__100bps,relative,4,0.1,100,trailing_1y,0.9516001599787258,2.588240294377717,-0.1056439463050044,0.9768571342776871,1.0510082013109483,-0.09940804133222247
relative__lb4__w0.1__100bps,relative,4,0.1,100,ytd,0.9698631047346686,2.3903233515156135,-0.1056439463050044,0.5177191464939022,1.095041975165166,-0.12517887043049747
relative__lb4__w0.1__200bps,relative,4,0.1,200,full_recent,0.37707714232372136,1.5491162163075975,-0.21125581723155729,2.179710567383672,0.4093476771616662,-0.03227053483794484
relative__lb4__w0.1__200bps,relative,4,0.1,200,trailing_2y,0.5286321421959619,1.774915454767582,-0.21125581723155717,1.355864253672741,0.5969664512506938,-0.06833430905473192
relative__lb4__w0.1__200bps,relative,4,0.1,200,trailing_1y,0.9271896817211702,2.54261702173425,-0.10924845225999857,0.9516582795062039,1.0510082013109483,-0.12381851958977808
relative__lb4__w0.1__200bps,relative,4,0.1,200,ytd,0.9416090489764046,2.342849459902418,-0.10924845225999869,0.5042857126418945,1.095041975165166,-0.15343292618876148
relative__lb4__w0.2__0bps,relative,4,0.2,0,full_recent,0.4135951547173069,1.6921471023340806,-0.20242063485270856,2.4952871913240773,0.4093476771616662,0.0042474775556407
relative__lb4__w0.2__0bps,relative,4,0.2,0,trailing_2y,0.5397024112475706,1.8304836483554259,-0.20242063485270856,1.3904415745688024,0.5969664512506938,-0.05726404000312324
relative__lb4__w0.2__0bps,relative,4,0.2,0,trailing_1y,0.903586031683562,2.5601547922577397,-0.10424493347343511,0.9272981465084011,1.0510082013109483,-0.1474221696273863
relative__lb4__w0.2__0bps,relative,4,0.2,0,ytd,0.9054174801236665,2.3334377909766366,-0.10424493347343533,0.48696801802875367,1.095041975165166,-0.18962449504149959
relative__lb4__w0.2__50bps,relative,4,0.2,50,full_recent,0.39620858423235994,1.6354897733243472,-0.20333287996529037,2.3423436323864113,0.4093476771616662,-0.013139092929306262
relative__lb4__w0.2__50bps,relative,4,0.2,50,trailing_2y,0.5201345510064599,1.7798686876865402,-0.20333287996529004,1.3294950485795192,0.5969664512506938,-0.07683190024423392
relative__lb4__w0.2__50bps,relative,4,0.2,50,trailing_1y,0.8797812669953657,2.5135259438846687,-0.10785695711121335,0.9027363361120879,1.0510082013109483,-0.17122693431558256
relative__lb4__w0.2__50bps,relative,4,0.2,50,ytd,0.8780824543507346,2.284798732929588,-0.10785695711121357,0.47380419356314873,1.095041975165166,-0.21695952081443148
relative__lb4__w0.2__100bps,relative,4,0.2,100,full_recent,0.37901884888004456,1.5785149257765898,-0.2042451250778724,2.1959498962370767,0.4093476771616662,-0.030328828281621645
relative__lb4__w0.2__100bps,relative,4,0.2,100,trailing_2y,0.5007962461271767,1.7289907169973313,-0.20424512507787218,1.2700439840475264,0.5969664512506938,-0.09617020512351715
relative__lb4__w0.2__100bps,relative,4,0.2,100,trailing_1y,0.8562510680083426,2.466510185897596,-0.11145805368099537,0.8784637008474221,1.0510082013109483,-0.1947571333026057
relative__lb4__w0.2__100bps,relative,4,0.2,100,ytd,0.8511130429426488,2.2358493765412195,-0.11145805368099515,0.4607440212957419,1.095041975165166,-0.24392893222251733
relative__lb4__w0.2__200bps,relative,4,0.2,200,full_recent,0.34522176074538424,1.4637493866401816,-0.2085862533368218,1.921725606006777,0.4093476771616662,-0.06412591641628196
relative__lb4__w0.2__200bps,relative,4,0.2,200,trailing_2y,0.46279845378283735,1.6265392142366406,-0.20858625333682157,1.1554880033227581,0.5969664512506938,-0.13416799746785646
relative__lb4__w0.2__200bps,relative,4,0.2,200,trailing_1y,0.8100027958090099,2.37139333921655,-0.11862755377214462,0.8307734928986463,1.0510082013109483,-0.24100540550193839
relative__lb4__w0.2__200bps,relative,4,0.2,200,ytd,0.7982529759486883,2.137091393584662,-0.11862755377214473,0.43493177925692716,1.095041975165166,-0.29678899921647783
relative__lb4__w0.3__0bps,relative,4,0.3,0,full_recent,0.4153213175672834,1.717909601423607,-0.20018969039927081,2.5107428490420167,0.4093476771616662,0.005973640405617209
relative__lb4__w0.3__0bps,relative,4,0.3,0,trailing_2y,0.5113362916797672,1.778675595052175,-0.20018969039927081,1.3023506856928124,0.5969664512506938,-0.08563015957092657
relative__lb4__w0.3__0bps,relative,4,0.3,0,trailing_1y,0.8328524172964342,2.4705355818695747,-0.10837432872840536,0.8543326313218365,1.0510082013109483,-0.21815578401451408
relative__lb4__w0.3__0bps,relative,4,0.3,0,ytd,0.8157164867966611,2.2113480373605454,-0.10837432872840536,0.4434913196515924,1.095041975165166,-0.279325488368505
relative__lb4__w0.3__50bps,relative,4,0.3,50,full_recent,0.389282232194367,1.631585418746837,-0.20156188558976018,2.2827855260647403,0.4093476771616662,-0.02006544496729923
relative__lb4__w0.3__50bps,relative,4,0.3,50,trailing_2y,0.4826010109201242,1.7015613259261133,-0.2015618855897603,1.2148152874912097,0.5969664512506938,-0.11436544033056961
relative__lb4__w0.3__50bps,relative,4,0.3,50,trailing_1y,0.7985445123713995,2.3985724809749773,-0.11377164613500379,0.8189615601505758,1.0510082013109483,-0.25246368893954885
relative__lb4__w0.3__50bps,relative,4,0.3,50,ytd,0.7767283433323833,2.1363422152399134,-0.1137716461350039,0.4243376091782831,1.095041975165166,-0.31831363183278283
relative__lb4__w0.3__100bps,relative,4,0.3,100,full_recent,0.36368432208348067,1.5445628547452648,-0.20293408078024955,2.069321432194802,0.4093476771616662,-0.04566335507818553
relative__lb4__w0.3__100bps,relative,4,0.3,100,trailing_2y,0.4543703019106098,1.623883380086451,-0.20293408078024988,1.1304844110813175,0.5969664512506938,-0.14259614934008402
relative__lb4__w0.3__100bps,relative,4,0.3,100,trailing_1y,0.764829216670754,2.3257505095454234,-0.11914443924939322,0.7842141006736367,1.0510082013109483,-0.2861789846401943
relative__lb4__w0.3__100bps,relative,4,0.3,100,ytd,0.7385211252771118,2.060679259754251,-0.11914443924939355,0.40541006632836196,1.095041975165166,-0.3565208498880543
relative__lb4__w0.3__200bps,relative,4,0.3,200,full_recent,0.3137847993598617,1.3689090357817386,-0.21158308592510944,1.6823206159498594,0.4093476771616662,-0.0955628778018045
relative__lb4__w0.3__200bps,relative,4,0.3,200,trailing_2y,0.39939022022787407,1.467168840364389,-0.20593829708321665,0.9709889296361418,0.5969664512506938,-0.19757623102281974
relative__lb4__w0.3__200bps,relative,4,0.3,200,trailing_1y,0.6991390769218311,2.177811267125231,-0.129816749893652,0.7165497990610523,1.0510082013109483,-0.3518691243891172
relative__lb4__w0.3__200bps,relative,4,0.3,200,ytd,0.6643916651585513,1.9076470317746372,-0.12981674989365166,0.3682241465969356,1.095041975165166,-0.4306503100066148
relative__lb4__w0.4__0bps,relative,4,0.4,0,full_recent,0.41677921906240445,1.737211834385247,-0.19796595920631288,2.5238350179254603,0.4093476771616662,0.007431541900738248
relative__lb4__w0.4__0bps,relative,4,0.4,0,trailing_2y,0.4831553891548457,1.719179324820712,-0.19796595920631277,1.2164878721049148,0.5969664512506938,-0.11381106209584813
relative__lb4__w0.4__0bps,relative,4,0.4,0,trailing_1y,0.7640658128964801,2.363811748272844,-0.11292030474785775,0.7834274728484591,1.0510082013109483,-0.2869423884144682
relative__lb4__w0.4__0bps,relative,4,0.4,0,ytd,0.7293178777210871,2.0712164356616793,-0.11292030474785764,0.40082702465740905,1.095041975165166,-0.36572409744407897
relative__lb4__w0.4__50bps,relative,4,0.4,50,full_recent,0.3821210110097686,1.6207574415545247,-0.19980063965520656,2.2220189935816275,0.4093476771616662,-0.027226666151897616
relative__lb4__w0.4__50bps,relative,4,0.4,50,trailing_2y,0.4456545409089203,1.615107591850701,-0.19980063965520622,1.104782447375182,0.5969664512506938,-0.1513119103417735
relative__lb4__w0.4__50bps,relative,4,0.4,50,trailing_1y,0.7201306834749492,2.2655365448271176,-0.1200858021013248,0.7381668807258872,1.0510082013109483,-0.33087751783599906
relative__lb4__w0.4__50bps,relative,4,0.4,50,ytd,0.6799128298677943,1.9689977663356497,-0.12008580210132469,0.3760619877659086,1.095041975165166,-0.41512914529737177
relative__lb4__w0.4__100bps,relative,4,0.4,100,full_recent,0.3482439604170733,1.5031096138060935,-0.2016353201041,1.9455268018981733,0.4093476771616662,-0.06110371674459292
relative__lb4__w0.4__100bps,relative,4,0.4,100,trailing_2y,0.40902981169956143,1.5100999694289627,-0.2016353201041,0.9985002794715838,0.5969664512506938,-0.18793663955113238
relative__lb4__w0.4__100bps,relative,4,0.4,100,trailing_1y,0.6772058108228607,2.165789419608934,-0.12720783012170445,0.6939684868131208,1.0510082013109483,-0.3738023904880876
relative__lb4__w0.4__100bps,relative,4,0.4,100,ytd,0.6318250586656058,1.8657189903373745,-0.12720783012170456,0.3516867614328152,1.095041975165166,-0.4632169164995603
relative__lb4__w0.4__200bps,relative,4,0.4,200,full_recent,0.2827692398173576,1.265431359544467,-0.21924938120786586,1.4603594327144203,0.4093476771616662,-0.12657843734430863
relative__lb4__w0.4__200bps,relative,4,0.4,200,trailing_2y,0.3383339619100403,1.2980963301237676,-0.20530468100188715,0.8012041147432618,0.5969664512506938,-0.2586324893406535
relative__lb4__w0.4__200bps,relative,4,0.4,200,trailing_1y,0.5943020746677274,1.9626037228882378,-0.14132218198318236,0.6086671743889418,1.0510082013109483,-0.45670612664322086
relative__lb4__w0.4__200bps,relative,4,0.4,200,ytd,0.539471681610092,1.6566547155029336,-0.14132218198318214,0.30408429367062695,1.095041975165166,-0.5555702935550741
relative__lb4__w0.5__0bps,relative,4,0.5,0,full_recent,0.4179665542902482,1.7494192742335064,-0.19574950994522244,2.534523527523597,0.4093476771616662,0.008618877128582003
relative__lb4__w0.5__0bps,relative,4,0.5,0,trailing_2y,0.4551654841218997,1.652182339177239,-0.1957495099452221,1.1328371675024278,0.5969664512506938,-0.1418009671287941
relative__lb4__w0.5__0bps,relative,4,0.5,0,trailing_1y,0.6971971868195093,2.2399001160169747,-0.11748187204290572,0.7145503061018013,1.0510082013109483,-0.35381101449143904
relative__lb4__w0.5__0bps,relative,4,0.5,0,ytd,0.6461427556606472,1.9140459662970795,-0.11748187204290572,0.35897280578593693,1.095041975165166,-0.44889921950451894
relative__lb4__w0.5__50bps,relative,4,0.5,50,full_recent,0.37472727915282067,1.6027550712872976,-0.19804919826122003,2.1601375808308574,0.4093476771616662,-0.03462039800884553
relative__lb4__w0.5__50bps,relative,4,0.5,50,trailing_2y,0.40929397372237464,1.5209982489089222,-0.19804919826122003,0.9992569065148513,0.5969664512506938,-0.18767247752831917
relative__lb4__w0.5__50bps,relative,4,0.5,50,trailing_1y,0.6444694960162605,2.1147434357652855,-0.1264000017207716,0.6602755208701867,1.0510082013109483,-0.40653870529468783
relative__lb4__w0.5__50bps,relative,4,0.5,50,ytd,0.5874808014998729,1.7843112426151035,-0.12640000172077137,0.3289630674847115,1.095041975165166,-0.5075611736652932
relative__lb4__w0.5__100bps,relative,4,0.5,100,full_recent,0.33270343990681517,1.4543307698065935,-0.20034888657721783,1.824617493902006,0.4093476771616662,-0.07664423725485103
relative__lb4__w0.5__100bps,relative,4,0.5,100,trailing_2y,0.36475922677949746,1.3884788054141155,-0.20034888657721772,0.8737399211854284,0.5969664512506938,-0.23220722447119635
relative__lb4__w0.5__100bps,relative,4,0.5,100,trailing_1y,0.5932549549159098,1.9874288230751784,-0.13525041325303178,0.607590308245209,1.0510082013109483,-0.45775324639503845
relative__lb4__w0.5__100bps,relative,4,0.5,100,ytd,0.5307708036398164,1.6531398625053217,-0.13525041325303166,0.2995436577239241,1.095041975165166,-0.5642711715253497
relative__lb4__w0.5__200bps,relative,4,0.5,200,full_recent,0.25217778243972067,1.1545932515326098,-0.22692376318048635,1.254759011501045,0.4093476771616662,-0.15716989472194554
relative__lb4__w0.5__200bps,relative,4,0.5,200,trailing_2y,0.27955786625399304,1.1210743986263851,-0.205041818392801,0.645048501461186,0.5969664512506938,-0.31740858499670077
relative__lb4__w0.5__200bps,relative,4,0.5,200,trailing_1y,0.4952069915234354,1.7278313224412583,-0.15274945481635271,0.5068185563642043,1.0510082013109483,-0.5558012097875129
