signal_name,target_group,horizon_weeks,mean_top_minus_bottom_spread,mean_directional_hit_rate,target,top_quantile_return,bottom_quantile_return,top_minus_bottom
market_trend_positive_signal,ETF_forward_returns,1,,0.09453326456936566,,,,
market_trend_positive_signal,ETF_forward_returns,4,,0.09101486748545573,,,,
market_trend_positive_signal,ETF_forward_returns,8,,0.08376800311405216,,,,
market_trend_positive_signal,ETF_forward_returns,13,,0.08169968717413972,,,,
breadth_ret13_positive_x_recovery_confirmed_signal,ETF_forward_returns,1,-3.6221852634046114e-06,0.020422898401237753,,,,
breadth_ret13_positive_x_recovery_confirmed_signal,ETF_forward_returns,4,0.00018905499551623037,0.023865546218487396,,,,
breadth_ret13_positive_x_recovery_confirmed_signal,ETF_forward_returns,8,0.0005146344258105563,0.026521344232515898,,,,
breadth_ret13_positive_x_recovery_confirmed_signal,ETF_forward_returns,13,0.0007997859892125554,0.028258602711157457,,,,
breadth_ret13_positive_x_neutral_mixed_signal,ETF_forward_returns,1,0.002665177830717573,0.23875709128416708,,,,
breadth_ret13_positive_x_neutral_mixed_signal,ETF_forward_returns,4,0.005904233624959832,0.25279896574014227,,,,
breadth_ret13_positive_x_neutral_mixed_signal,ETF_forward_returns,8,0.004858920381318894,0.25991955365252367,,,,
breadth_ret13_positive_x_neutral_mixed_signal,ETF_forward_returns,13,0.005970046516411562,0.2670750782064651,,,,
breadth_ret13_positive_x_stressed_panic_signal,ETF_forward_returns,1,-0.0010465676641560893,0.11049510056730273,,,,
breadth_ret13_positive_x_stressed_panic_signal,ETF_forward_returns,4,-0.0025465117874395008,0.11524240465416935,,,,
breadth_ret13_positive_x_stressed_panic_signal,ETF_forward_returns,8,0.0004355463341785556,0.12227844816400672,,,,
breadth_ret13_positive_x_stressed_panic_signal,ETF_forward_returns,13,0.0009221937416560518,0.12698123044838372,,,,
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,ETF_forward_returns,1,0.00017551727480817264,0.13197772309286365,,,,
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,ETF_forward_returns,4,0.0010795310785007696,0.13506493506493508,,,,
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,ETF_forward_returns,8,0.000599038239552533,0.13451511991657975,,,,
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,ETF_forward_returns,13,-0.00022463348627793005,0.1348435249443498,,,,
leadlag_EFA_minus_SPY_13w_signal,SLEEVE_forward_returns,1,0.0007617619683581838,0.4974312481112118,,,,
leadlag_EFA_minus_SPY_13w_signal,SLEEVE_forward_returns,4,0.0030073809727273596,0.4948484848484848,,,,
leadlag_EFA_minus_SPY_13w_signal,SLEEVE_forward_returns,8,0.001520978203280827,0.5033454987834549,,,,
leadlag_EFA_minus_SPY_13w_signal,SLEEVE_forward_returns,13,0.0017386427024653373,0.4969446990528567,,,,
leadlag_GLD_minus_SPY_13w_signal,SLEEVE_forward_returns,1,-0.00017664348776632875,0.47793895436687817,,,,
leadlag_GLD_minus_SPY_13w_signal,SLEEVE_forward_returns,4,-0.00011083077082615549,0.4981818181818182,,,,
leadlag_GLD_minus_SPY_13w_signal,SLEEVE_forward_returns,8,0.0005668570859729133,0.49513381995133815,,,,
leadlag_GLD_minus_SPY_13w_signal,SLEEVE_forward_returns,13,0.00021402229524012493,0.4929728078215705,,,,
leadlag_DBA_minus_SPY_13w_signal,SLEEVE_forward_returns,1,0.001734253754210295,0.47990329404653975,,,,
leadlag_DBA_minus_SPY_13w_signal,SLEEVE_forward_returns,4,0.00275634600187883,0.4886363636363636,,,,
leadlag_DBA_minus_SPY_13w_signal,SLEEVE_forward_returns,8,-0.0008240988045240924,0.5010644768856447,,,,
leadlag_DBA_minus_SPY_13w_signal,SLEEVE_forward_returns,13,-0.00862555027825517,0.494347693247785,,,,
leadlag_HYG_minus_LQD_13w_signal,SLEEVE_forward_returns,1,-0.0009028861237559476,0.4637352674524026,,,,
leadlag_HYG_minus_LQD_13w_signal,SLEEVE_forward_returns,4,-0.005560700372598343,0.4642424242424243,,,,
leadlag_HYG_minus_LQD_13w_signal,SLEEVE_forward_returns,8,-0.011765680080403127,0.45437956204379565,,,,
leadlag_HYG_minus_LQD_13w_signal,SLEEVE_forward_returns,13,-0.00834497576197289,0.47479376718606786,,,,
breadth_ret13_positive_signal,SLEEVE_forward_returns,1,0.0003852447110502316,0.48225030084235865,,,,
breadth_ret13_positive_signal,SLEEVE_forward_returns,4,0.001536556906007662,0.477526395173454,,,,
breadth_ret13_positive_signal,SLEEVE_forward_returns,8,0.0035952921160253073,0.49788071450196786,,,,
breadth_ret13_positive_signal,SLEEVE_forward_returns,13,0.00921002555394638,0.5088199513381996,,,,
breadth_ret26_positive_signal,SLEEVE_forward_returns,1,0.0006180550470729993,0.4857099879663056,,,,
breadth_ret26_positive_signal,SLEEVE_forward_returns,4,0.0012195704288742114,0.4772247360482655,,,,
breadth_ret26_positive_signal,SLEEVE_forward_returns,8,0.00537469552093469,0.49727520435967304,,,,
breadth_ret26_positive_signal,SLEEVE_forward_returns,13,0.010464842573321408,0.508059610705596,,,,
canary_breadth_pair_signal,SLEEVE_forward_returns,1,,0.3151323706377858,,,,
canary_breadth_pair_signal,SLEEVE_forward_returns,4,,0.3250377073906485,,,,
canary_breadth_pair_signal,SLEEVE_forward_returns,8,,0.3257644565546473,,,,
canary_breadth_pair_signal,SLEEVE_forward_returns,13,,0.32572992700729925,,,,
recent_stress_26w_signal,SLEEVE_forward_returns,1,,0.2802346570397112,,,,
recent_stress_26w_signal,SLEEVE_forward_returns,4,,0.2998491704374057,,,,
recent_stress_26w_signal,SLEEVE_forward_returns,8,,0.306388132001211,,,,
recent_stress_26w_signal,SLEEVE_forward_returns,13,,0.32101581508515814,,,,
market_drawdown_signal,SLEEVE_forward_returns,1,0.0002217810649559411,0.48646209386281586,,,,
market_drawdown_signal,SLEEVE_forward_returns,4,0.0005991459244191672,0.4773755656108598,,,,
market_drawdown_signal,SLEEVE_forward_returns,8,0.003185790259641484,0.5089312745988496,,,,
market_drawdown_signal,SLEEVE_forward_returns,13,-0.0019861051397763794,0.5066909975669099,,,,
market_trend_positive_signal,SLEEVE_forward_returns,1,,0.09491576413959085,,,,
market_trend_positive_signal,SLEEVE_forward_returns,4,,0.0841628959276018,,,,
market_trend_positive_signal,SLEEVE_forward_returns,8,,0.08477141992128369,,,,
market_trend_positive_signal,SLEEVE_forward_returns,13,,0.07603406326034064,,,,
breadth_ret13_positive_x_recovery_confirmed_signal,SLEEVE_forward_returns,1,0.00017819922949588693,0.02707581227436823,,,,
breadth_ret13_positive_x_recovery_confirmed_signal,SLEEVE_forward_returns,4,0.0004969589494869583,0.03257918552036199,,,,
breadth_ret13_positive_x_recovery_confirmed_signal,SLEEVE_forward_returns,8,0.0008303302243007227,0.033151680290644865,,,,
breadth_ret13_positive_x_recovery_confirmed_signal,SLEEVE_forward_returns,13,0.0010113111599805008,0.032238442822384424,,,,
breadth_ret13_positive_x_neutral_mixed_signal,SLEEVE_forward_returns,1,0.0008297366420088681,0.25045126353790614,,,,
breadth_ret13_positive_x_neutral_mixed_signal,SLEEVE_forward_returns,4,-0.00016680978005947822,0.2683257918552036,,,,
breadth_ret13_positive_x_neutral_mixed_signal,SLEEVE_forward_returns,8,0.0011421479588223065,0.284741144414169,,,,
breadth_ret13_positive_x_neutral_mixed_signal,SLEEVE_forward_returns,13,0.0006317967271685605,0.30900243309002434,,,,
breadth_ret13_positive_x_stressed_panic_signal,SLEEVE_forward_returns,1,-0.00028834815703124853,0.1128158844765343,,,,
breadth_ret13_positive_x_stressed_panic_signal,SLEEVE_forward_returns,4,-0.002487479907754326,0.11945701357466064,,,,
breadth_ret13_positive_x_stressed_panic_signal,SLEEVE_forward_returns,8,-0.003011533896836463,0.12064789585225554,,,,
breadth_ret13_positive_x_stressed_panic_signal,SLEEVE_forward_returns,13,-0.008406600213843799,0.12788929440389293,,,,
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,SLEEVE_forward_returns,1,0.00010861258417402828,0.13161075853732246,,,,
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,SLEEVE_forward_returns,4,0.0005580940872476641,0.14181818181818182,,,,
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,SLEEVE_forward_returns,8,-0.000574784822290591,0.13336374695863748,,,,
leadlag_HYG_minus_LQD_13w_x_calm_trend_signal,SLEEVE_forward_returns,13,-0.0009485796088214878,0.13382218148487626,,,,
leadlag_EFA_minus_SPY_13w_signal,MARKET,1,,,fwd_ggg1_return_1w,0.001312731214462131,0.0011385862978315101,0.0001741449166306208
leadlag_EFA_minus_SPY_13w_signal,MARKET,1,,,fwd_ggg1_risk_adj_1w,0.13103316762228862,0.07510814216224254,0.055925025460046074
leadlag_EFA_minus_SPY_13w_signal,MARKET,1,,,fwd_prod_return_1w,0.001400250021791473,0.0008886195886273185,0.0005116304331641544
leadlag_EFA_minus_SPY_13w_signal,MARKET,4,,,fwd_ggg1_return_4w,0.005392490369139216,0.0043933119680109245,0.000999178401128292
leadlag_EFA_minus_SPY_13w_signal,MARKET,4,,,fwd_ggg1_risk_adj_4w,0.3691732688559324,0.14853570058582638,0.220637568270106
leadlag_EFA_minus_SPY_13w_signal,MARKET,4,,,fwd_prod_return_4w,0.005896305776996933,0.003741771929715269,0.0021545338472816642
leadlag_EFA_minus_SPY_13w_signal,MARKET,8,,,fwd_ggg1_return_8w,0.010948991821781709,0.012445665852497668,-0.0014966740307159592
leadlag_EFA_minus_SPY_13w_signal,MARKET,8,,,fwd_ggg1_risk_adj_8w,0.5605803909644522,0.35408995717804354,0.2064904337864087
leadlag_EFA_minus_SPY_13w_signal,MARKET,8,,,fwd_prod_return_8w,0.012084960781018643,0.010800027043876375,0.0012849337371422676
leadlag_EFA_minus_SPY_13w_signal,MARKET,13,,,fwd_ggg1_return_13w,0.01800709387205442,0.019960283272974024,-0.001953189400919604
leadlag_EFA_minus_SPY_13w_signal,MARKET,13,,,fwd_ggg1_risk_adj_13w,0.7372185709123128,0.5339160226543651,0.2033025482579477
leadlag_EFA_minus_SPY_13w_signal,MARKET,13,,,fwd_prod_return_13w,0.01976967052276838,0.017195682716675088,0.0025739878060932926
leadlag_EFA_minus_SPY_13w_signal,MARKET,4,,,fwd_stress_transition_4w,0.22727272727272727,0.34545454545454546,-0.1181818181818182
leadlag_EFA_minus_SPY_13w_signal,MARKET,4,,,fwd_drawdown_worsening_4w,0.09502262443438914,0.16289592760180996,-0.06787330316742082
leadlag_EFA_minus_SPY_13w_signal,MARKET,4,,,state_quality_good_4w,0.4117647058823529,0.4751131221719457,-0.06334841628959276
leadlag_GLD_minus_SPY_13w_signal,MARKET,1,,,fwd_ggg1_return_1w,0.0014196472378036741,0.0017278241293630192,-0.0003081768915593451
leadlag_GLD_minus_SPY_13w_signal,MARKET,1,,,fwd_ggg1_risk_adj_1w,0.1365570235986409,0.2026129937335864,-0.06605597013494552
leadlag_GLD_minus_SPY_13w_signal,MARKET,1,,,fwd_prod_return_1w,0.0012625041070013954,0.0017538563465451507,-0.0004913522395437553
leadlag_GLD_minus_SPY_13w_signal,MARKET,4,,,fwd_ggg1_return_4w,0.005776331810609389,0.007860977408649182,-0.0020846455980397935
leadlag_GLD_minus_SPY_13w_signal,MARKET,4,,,fwd_ggg1_risk_adj_4w,0.3059615752276085,0.45096373281569646,-0.145002157588088
leadlag_GLD_minus_SPY_13w_signal,MARKET,4,,,fwd_prod_return_4w,0.005370692110607414,0.008089830842393748,-0.002719138731786334
leadlag_GLD_minus_SPY_13w_signal,MARKET,8,,,fwd_ggg1_return_8w,0.011192833473670664,0.014000695895011132,-0.0028078624213404672
leadlag_GLD_minus_SPY_13w_signal,MARKET,8,,,fwd_ggg1_risk_adj_8w,0.3925171801092386,0.5297336295529309,-0.13721644944369232
leadlag_GLD_minus_SPY_13w_signal,MARKET,8,,,fwd_prod_return_8w,0.010003341006718016,0.014095090227551803,-0.0040917492208337874
leadlag_GLD_minus_SPY_13w_signal,MARKET,13,,,fwd_ggg1_return_13w,0.018274566481494652,0.020017991082109575,-0.0017434246006149227
leadlag_GLD_minus_SPY_13w_signal,MARKET,13,,,fwd_ggg1_risk_adj_13w,0.5127789044851125,0.6226002600672322,-0.1098213555821197
leadlag_GLD_minus_SPY_13w_signal,MARKET,13,,,fwd_prod_return_13w,0.01707999376881618,0.01933822763253924,-0.00225823386372306
leadlag_GLD_minus_SPY_13w_signal,MARKET,4,,,fwd_stress_transition_4w,0.6181818181818182,0.11818181818181818,0.5
leadlag_GLD_minus_SPY_13w_signal,MARKET,4,,,fwd_drawdown_worsening_4w,0.07692307692307693,0.11312217194570136,-0.03619909502262443
leadlag_GLD_minus_SPY_13w_signal,MARKET,4,,,state_quality_good_4w,0.4253393665158371,0.5565610859728507,-0.1312217194570136
leadlag_DBA_minus_SPY_13w_signal,MARKET,1,,,fwd_ggg1_return_1w,0.0017101372954593738,0.00022008977514292318,0.0014900475203164505
leadlag_DBA_minus_SPY_13w_signal,MARKET,1,,,fwd_ggg1_risk_adj_1w,0.12569384135540881,0.020598133915467345,0.10509570743994147
leadlag_DBA_minus_SPY_13w_signal,MARKET,1,,,fwd_prod_return_1w,0.0015813634420220977,0.0003176834482623144,0.0012636799937597832
leadlag_DBA_minus_SPY_13w_signal,MARKET,4,,,fwd_ggg1_return_4w,0.006335522088739683,0.004431173084645389,0.001904349004094294
leadlag_DBA_minus_SPY_13w_signal,MARKET,4,,,fwd_ggg1_risk_adj_4w,0.2428276269241396,0.27747700445330703,-0.03464937752916744
leadlag_DBA_minus_SPY_13w_signal,MARKET,4,,,fwd_prod_return_4w,0.006374544496810662,0.0045148508930332705,0.0018596936037773917
leadlag_DBA_minus_SPY_13w_signal,MARKET,8,,,fwd_ggg1_return_8w,0.010107186253610527,0.009001039088011847,0.0011061471655986806
leadlag_DBA_minus_SPY_13w_signal,MARKET,8,,,fwd_ggg1_risk_adj_8w,0.26103546679661843,0.3893277727032753,-0.12829230590665686
leadlag_DBA_minus_SPY_13w_signal,MARKET,8,,,fwd_prod_return_8w,0.009970496372328708,0.008796218730498184,0.001174277641830524
leadlag_DBA_minus_SPY_13w_signal,MARKET,13,,,fwd_ggg1_return_13w,0.01326880220459926,0.016413727504145662,-0.0031449252995464014
leadlag_DBA_minus_SPY_13w_signal,MARKET,13,,,fwd_ggg1_risk_adj_13w,0.2865515542631163,0.5806062789560444,-0.29405472469292815
leadlag_DBA_minus_SPY_13w_signal,MARKET,13,,,fwd_prod_return_13w,0.013230038887403758,0.016424309840711433,-0.003194270953307675
leadlag_DBA_minus_SPY_13w_signal,MARKET,4,,,fwd_stress_transition_4w,0.6136363636363636,0.1409090909090909,0.4727272727272728
leadlag_DBA_minus_SPY_13w_signal,MARKET,4,,,fwd_drawdown_worsening_4w,0.03619909502262444,0.19004524886877827,-0.15384615384615383
leadlag_DBA_minus_SPY_13w_signal,MARKET,4,,,state_quality_good_4w,0.4796380090497738,0.497737556561086,-0.01809954751131221
leadlag_HYG_minus_LQD_13w_signal,MARKET,1,,,fwd_ggg1_return_1w,0.0016632182672809436,0.0015963956675875653,6.682259969337831e-05
leadlag_HYG_minus_LQD_13w_signal,MARKET,1,,,fwd_ggg1_risk_adj_1w,0.18501352164567264,0.1523111446554969,0.03270237699017575
leadlag_HYG_minus_LQD_13w_signal,MARKET,1,,,fwd_prod_return_1w,0.0018383825562763953,0.0014249018502122649,0.0004134807060641305
leadlag_HYG_minus_LQD_13w_signal,MARKET,4,,,fwd_ggg1_return_4w,0.005961640418035011,0.0068561181104425,-0.0008944776924074893
leadlag_HYG_minus_LQD_13w_signal,MARKET,4,,,fwd_ggg1_risk_adj_4w,0.37714779767609113,0.38495540642973597,-0.007807608753644835
leadlag_HYG_minus_LQD_13w_signal,MARKET,4,,,fwd_prod_return_4w,0.00654235005181286,0.006727737249245228,-0.00018538719743236773
leadlag_HYG_minus_LQD_13w_signal,MARKET,8,,,fwd_ggg1_return_8w,0.012342669759562911,0.015424280248339693,-0.0030816104887767815
leadlag_HYG_minus_LQD_13w_signal,MARKET,8,,,fwd_ggg1_risk_adj_8w,0.5209849763733622,0.6282435393669887,-0.10725856299362657
leadlag_HYG_minus_LQD_13w_signal,MARKET,8,,,fwd_prod_return_8w,0.012951427367115359,0.014946804793700225,-0.001995377426584866
leadlag_HYG_minus_LQD_13w_signal,MARKET,13,,,fwd_ggg1_return_13w,0.02214228653194376,0.022836156502767147,-0.0006938699708233867
leadlag_HYG_minus_LQD_13w_signal,MARKET,13,,,fwd_ggg1_risk_adj_13w,0.6696403834706598,0.7108757915196914,-0.041235408049031586
leadlag_HYG_minus_LQD_13w_signal,MARKET,13,,,fwd_prod_return_13w,0.0234822914330036,0.022021699578292593,0.0014605918547110075
leadlag_HYG_minus_LQD_13w_signal,MARKET,4,,,fwd_stress_transition_4w,0.20454545454545456,0.5272727272727272,-0.32272727272727264
leadlag_HYG_minus_LQD_13w_signal,MARKET,4,,,fwd_drawdown_worsening_4w,0.13122171945701358,0.09502262443438914,0.036199095022624445
leadlag_HYG_minus_LQD_13w_signal,MARKET,4,,,state_quality_good_4w,0.5475113122171946,0.48868778280542985,0.058823529411764774
breadth_ret13_positive_signal,MARKET,1,,,fwd_ggg1_return_1w,0.00198313849429404,0.0013494745678558748,0.0006336639264381651
breadth_ret13_positive_signal,MARKET,1,,,fwd_ggg1_risk_adj_1w,0.2786111639560015,0.13704609139423657,0.14156507256176493
breadth_ret13_positive_signal,MARKET,1,,,fwd_prod_return_1w,0.0019292483563882934,0.001380039450869734,0.0005492089055185595
breadth_ret13_positive_signal,MARKET,4,,,fwd_ggg1_return_4w,0.0079961735887663,0.004428555939840417,0.003567617648925883
breadth_ret13_positive_signal,MARKET,4,,,fwd_ggg1_risk_adj_4w,0.5229762678292462,0.22822668983666805,0.29474957799257817
breadth_ret13_positive_signal,MARKET,4,,,fwd_prod_return_4w,0.00732489563598902,0.0047792203341808556,0.0025456753018081642
breadth_ret13_positive_signal,MARKET,8,,,fwd_ggg1_return_8w,0.015356291176292785,0.008656655342822532,0.0066996358334702535
breadth_ret13_positive_signal,MARKET,8,,,fwd_ggg1_risk_adj_8w,0.7470508068768454,0.2981800815134644,0.448870725363381
breadth_ret13_positive_signal,MARKET,8,,,fwd_prod_return_8w,0.014229840660335613,0.009182473813563602,0.005047366846772011
breadth_ret13_positive_signal,MARKET,13,,,fwd_ggg1_return_13w,0.026445659969052956,0.013595458492646647,0.012850201476406309
breadth_ret13_positive_signal,MARKET,13,,,fwd_ggg1_risk_adj_13w,0.9595097338947804,0.46133388005741316,0.4981758538373673
breadth_ret13_positive_signal,MARKET,13,,,fwd_prod_return_13w,0.024469013475388993,0.014498579689923637,0.009970433785465357
breadth_ret13_positive_signal,MARKET,4,,,fwd_stress_transition_4w,0.06772908366533864,0.6708333333333333,-0.6031042496679946
breadth_ret13_positive_signal,MARKET,4,,,fwd_drawdown_worsening_4w,0.13147410358565736,0.06224066390041494,0.06923343968524243
breadth_ret13_positive_signal,MARKET,4,,,state_quality_good_4w,0.5537848605577689,0.38589211618257263,0.16789274437519625
breadth_ret26_positive_signal,MARKET,1,,,fwd_ggg1_return_1w,0.001946157848306473,0.0006487792861728613,0.0012973785621336119
breadth_ret26_positive_signal,MARKET,1,,,fwd_ggg1_risk_adj_1w,0.2578043653899216,0.1755891122119596,0.08221525317796197
breadth_ret26_positive_signal,MARKET,1,,,fwd_prod_return_1w,0.0017222867338435035,0.0007531798989080581,0.0009691068349354454
breadth_ret26_positive_signal,MARKET,4,,,fwd_ggg1_return_4w,0.007193209098296704,0.0033292853549792448,0.0038639237433174592
breadth_ret26_positive_signal,MARKET,4,,,fwd_ggg1_risk_adj_4w,0.4546563149876098,0.18426054035043188,0.2703957746371779
breadth_ret26_positive_signal,MARKET,4,,,fwd_prod_return_4w,0.006387808566148201,0.003423213317970401,0.0029645952481778003
breadth_ret26_positive_signal,MARKET,8,,,fwd_ggg1_return_8w,0.015430246925978542,0.005683436573100569,0.009746810352877973
breadth_ret26_positive_signal,MARKET,8,,,fwd_ggg1_risk_adj_8w,0.6905282418788024,0.21828806928426386,0.4722401725945385
breadth_ret26_positive_signal,MARKET,8,,,fwd_prod_return_8w,0.013264071015699697,0.005933648402670181,0.0073304226130295165
breadth_ret26_positive_signal,MARKET,13,,,fwd_ggg1_return_13w,0.02333376471585355,0.008812119193549113,0.014521645522304437
breadth_ret26_positive_signal,MARKET,13,,,fwd_ggg1_risk_adj_13w,0.8506118402272782,0.3269018840980857,0.5237099561291925
breadth_ret26_positive_signal,MARKET,13,,,fwd_prod_return_13w,0.01970817281447808,0.00913072585484583,0.010577446959632251
breadth_ret26_positive_signal,MARKET,4,,,fwd_stress_transition_4w,0.048672566371681415,0.7342342342342343,-0.6855616678625529
breadth_ret26_positive_signal,MARKET,4,,,fwd_drawdown_worsening_4w,0.19383259911894274,0.036036036036036036,0.1577965630829067
breadth_ret26_positive_signal,MARKET,4,,,state_quality_good_4w,0.6035242290748899,0.36486486486486486,0.23865936421002504
canary_breadth_pair_signal,MARKET,1,,,fwd_ggg1_return_1w,,,
canary_breadth_pair_signal,MARKET,1,,,fwd_ggg1_risk_adj_1w,,,
canary_breadth_pair_signal,MARKET,1,,,fwd_prod_return_1w,,,
canary_breadth_pair_signal,MARKET,4,,,fwd_ggg1_return_4w,,,
canary_breadth_pair_signal,MARKET,4,,,fwd_ggg1_risk_adj_4w,,,
canary_breadth_pair_signal,MARKET,4,,,fwd_prod_return_4w,,,
canary_breadth_pair_signal,MARKET,8,,,fwd_ggg1_return_8w,,,
canary_breadth_pair_signal,MARKET,8,,,fwd_ggg1_risk_adj_8w,,,
canary_breadth_pair_signal,MARKET,8,,,fwd_prod_return_8w,,,
canary_breadth_pair_signal,MARKET,13,,,fwd_ggg1_return_13w,,,
canary_breadth_pair_signal,MARKET,13,,,fwd_ggg1_risk_adj_13w,,,
canary_breadth_pair_signal,MARKET,13,,,fwd_prod_return_13w,,,
canary_breadth_pair_signal,MARKET,4,,,fwd_stress_transition_4w,,,
canary_breadth_pair_signal,MARKET,4,,,fwd_drawdown_worsening_4w,,,
canary_breadth_pair_signal,MARKET,4,,,state_quality_good_4w,,,
recent_stress_26w_signal,MARKET,1,,,fwd_ggg1_return_1w,,,
recent_stress_26w_signal,MARKET,1,,,fwd_ggg1_risk_adj_1w,,,
recent_stress_26w_signal,MARKET,1,,,fwd_prod_return_1w,,,
recent_stress_26w_signal,MARKET,4,,,fwd_ggg1_return_4w,,,
recent_stress_26w_signal,MARKET,4,,,fwd_ggg1_risk_adj_4w,,,
recent_stress_26w_signal,MARKET,4,,,fwd_prod_return_4w,,,
recent_stress_26w_signal,MARKET,8,,,fwd_ggg1_return_8w,,,
recent_stress_26w_signal,MARKET,8,,,fwd_ggg1_risk_adj_8w,,,
recent_stress_26w_signal,MARKET,8,,,fwd_prod_return_8w,,,
recent_stress_26w_signal,MARKET,13,,,fwd_ggg1_return_13w,,,
recent_stress_26w_signal,MARKET,13,,,fwd_ggg1_risk_adj_13w,,,
recent_stress_26w_signal,MARKET,13,,,fwd_prod_return_13w,,,
recent_stress_26w_signal,MARKET,4,,,fwd_stress_transition_4w,,,
recent_stress_26w_signal,MARKET,4,,,fwd_drawdown_worsening_4w,,,
recent_stress_26w_signal,MARKET,4,,,state_quality_good_4w,,,
market_drawdown_signal,MARKET,1,,,fwd_ggg1_return_1w,0.0015113493708630616,0.001301580043159674,0.0002097693277033875
market_drawdown_signal,MARKET,1,,,fwd_ggg1_risk_adj_1w,0.19468207848020583,0.13964144623010155,0.05504063225010428
market_drawdown_signal,MARKET,1,,,fwd_prod_return_1w,0.0014519807925593103,0.0013623052781951204,8.967551436418991e-05
market_drawdown_signal,MARKET,4,,,fwd_ggg1_return_4w,0.006639941786434501,0.005683699866806915,0.0009562419196275859
market_drawdown_signal,MARKET,4,,,fwd_ggg1_risk_adj_4w,0.4525599254831987,0.2966646902627226,0.1558952352204761
