decision_time,effective_date,family,companies,spearman_ic
2014-06-28 00:00:00+00:00,2014-07-04,composite,18,-0.20743034055727552
2014-06-28 00:00:00+00:00,2014-07-04,growth,18,-0.3565895758545642
2014-06-28 00:00:00+00:00,2014-07-04,profitability,18,0.003095975232198142
2014-06-28 00:00:00+00:00,2014-07-04,shareholder_discipline,17,0.22058823529411767
2014-09-27 00:00:00+00:00,2014-10-03,balance_sheet_quality,18,0.17458687001982692
2014-09-27 00:00:00+00:00,2014-10-03,composite,18,0.19711042311661509
2014-09-27 00:00:00+00:00,2014-10-03,growth,16,0.12950702549515725
2014-09-27 00:00:00+00:00,2014-10-03,profitability,18,0.20123839009287925
2014-09-27 00:00:00+00:00,2014-10-03,shareholder_discipline,16,0.08529411764705883
2014-12-27 00:00:00+00:00,2015-01-02,balance_sheet_quality,18,-0.23450425736390954
2014-12-27 00:00:00+00:00,2015-01-02,composite,18,-0.5479876160990712
2014-12-27 00:00:00+00:00,2015-01-02,growth,16,0.10448862284268369
2014-12-27 00:00:00+00:00,2015-01-02,profitability,18,-0.5335397316821465
2014-12-27 00:00:00+00:00,2015-01-02,shareholder_discipline,16,-0.11176470588235293
2015-03-28 00:00:00+00:00,2015-04-03,balance_sheet_quality,18,-0.30991752074525486
2015-03-28 00:00:00+00:00,2015-04-03,composite,18,-0.3106295149638803
2015-03-28 00:00:00+00:00,2015-04-03,growth,16,-0.14159353640259145
2015-03-28 00:00:00+00:00,2015-04-03,profitability,18,-0.24871001031991744
2015-03-28 00:00:00+00:00,2015-04-03,shareholder_discipline,16,0.2088235294117647
2015-06-27 00:00:00+00:00,2015-07-03,balance_sheet_quality,18,0.35209090907879736
2015-06-27 00:00:00+00:00,2015-07-03,composite,18,0.04437564499484004
2015-06-27 00:00:00+00:00,2015-07-03,growth,16,-0.09572911707328521
2015-06-27 00:00:00+00:00,2015-07-03,profitability,18,-0.1867905056759546
2015-06-27 00:00:00+00:00,2015-07-03,shareholder_discipline,16,0.18235294117647058
2015-09-26 00:00:00+00:00,2015-10-02,balance_sheet_quality,18,0.17759424152948136
2015-09-26 00:00:00+00:00,2015-10-02,composite,18,-0.19711042311661509
2015-09-26 00:00:00+00:00,2015-10-02,growth,18,-0.017543859649122806
2015-09-26 00:00:00+00:00,2015-10-02,profitability,18,-0.4117647058823529
2015-09-26 00:00:00+00:00,2015-10-02,shareholder_discipline,17,-0.13970588235294118
2015-12-26 00:00:00+00:00,2016-01-01,balance_sheet_quality,18,0.11042311661506708
2015-12-26 00:00:00+00:00,2016-01-01,composite,18,0.32094943240454077
2015-12-26 00:00:00+00:00,2016-01-01,growth,18,0.23438309783251324
2015-12-26 00:00:00+00:00,2016-01-01,profitability,18,0.26019621433389134
2015-12-26 00:00:00+00:00,2016-01-01,shareholder_discipline,17,0.32598039215686275
2016-03-26 00:00:00+00:00,2016-04-01,balance_sheet_quality,18,0.13106295149638802
2016-03-26 00:00:00+00:00,2016-04-01,composite,18,-0.3869969040247678
2016-03-26 00:00:00+00:00,2016-04-01,growth,18,-0.15900879764848913
2016-03-26 00:00:00+00:00,2016-04-01,profitability,18,-0.44914822712397906
2016-03-26 00:00:00+00:00,2016-04-01,shareholder_discipline,17,-0.3088235294117647
2016-06-25 00:00:00+00:00,2016-07-01,balance_sheet_quality,18,-0.38906088751289986
2016-06-25 00:00:00+00:00,2016-07-01,composite,18,-0.2198142414860681
2016-06-25 00:00:00+00:00,2016-07-01,growth,18,-0.06711410290358306
2016-06-25 00:00:00+00:00,2016-07-01,profitability,18,0.0010319917440660476
2016-06-25 00:00:00+00:00,2016-07-01,shareholder_discipline,18,-0.013415892672858616
2016-10-01 00:00:00+00:00,2016-10-07,balance_sheet_quality,18,-0.30769234869642703
2016-10-01 00:00:00+00:00,2016-10-07,composite,18,-0.5087719298245614
2016-10-01 00:00:00+00:00,2016-10-07,growth,18,-0.27995882707321357
2016-10-01 00:00:00+00:00,2016-10-07,profitability,18,-0.7296181630546955
2016-10-01 00:00:00+00:00,2016-10-07,shareholder_discipline,18,0.015487869900826864
2016-12-31 00:00:00+00:00,2017-01-06,balance_sheet_quality,18,-0.4667011463449161
2016-12-31 00:00:00+00:00,2017-01-06,composite,18,-0.5479876160990712
2016-12-31 00:00:00+00:00,2017-01-06,growth,18,-0.434917587445841
2016-12-31 00:00:00+00:00,2017-01-06,profitability,18,-0.20134230871074923
2016-12-31 00:00:00+00:00,2017-01-06,shareholder_discipline,18,-0.03613836310192935
2017-04-01 00:00:00+00:00,2017-04-07,balance_sheet_quality,18,0.28586171310629516
2017-04-01 00:00:00+00:00,2017-04-07,composite,18,0.5768833849329206
2017-04-01 00:00:00+00:00,2017-04-07,growth,17,0.5392156862745099
2017-04-01 00:00:00+00:00,2017-04-07,profitability,18,0.1455108359133127
2017-04-01 00:00:00+00:00,2017-04-07,shareholder_discipline,18,0.2652218782249742
2017-07-01 00:00:00+00:00,2017-07-07,balance_sheet_quality,18,0.23426212590299278
2017-07-01 00:00:00+00:00,2017-07-07,composite,18,0.2528379772961816
2017-07-01 00:00:00+00:00,2017-07-07,growth,17,0.6155733836360735
2017-07-01 00:00:00+00:00,2017-07-07,profitability,18,-0.15376676986584106
2017-07-01 00:00:00+00:00,2017-07-07,shareholder_discipline,18,-0.1847265221878225
2017-09-30 00:00:00+00:00,2017-10-06,balance_sheet_quality,18,0.3684210526315789
2017-09-30 00:00:00+00:00,2017-10-06,composite,18,0.391124871001032
2017-09-30 00:00:00+00:00,2017-10-06,growth,16,0.3046358440624721
2017-09-30 00:00:00+00:00,2017-10-06,profitability,18,-0.18998453745014288
2017-09-30 00:00:00+00:00,2017-10-06,shareholder_discipline,18,0.052631578947368425
2017-12-30 00:00:00+00:00,2018-01-05,balance_sheet_quality,18,0.11248710010319916
2017-12-30 00:00:00+00:00,2018-01-05,composite,18,0.05675954592363261
2017-12-30 00:00:00+00:00,2018-01-05,growth,17,0.12009803921568628
2017-12-30 00:00:00+00:00,2018-01-05,profitability,18,-0.3065015479876161
2017-12-30 00:00:00+00:00,2018-01-05,shareholder_discipline,18,0.0010319917440660476
2018-03-31 00:00:00+00:00,2018-04-06,balance_sheet_quality,18,-0.09391124871001032
2018-03-31 00:00:00+00:00,2018-04-06,composite,18,-0.3952528379772961
2018-03-31 00:00:00+00:00,2018-04-06,growth,17,-0.12254901960784316
2018-03-31 00:00:00+00:00,2018-04-06,profitability,18,-0.15376676986584106
2018-03-31 00:00:00+00:00,2018-04-06,shareholder_discipline,18,-0.21362229102167182
2018-06-30 00:00:00+00:00,2018-07-06,balance_sheet_quality,19,-0.13684210526315788
2018-06-30 00:00:00+00:00,2018-07-06,composite,19,-0.1105263157894737
2018-06-30 00:00:00+00:00,2018-07-06,growth,18,0.011351909184726523
2018-06-30 00:00:00+00:00,2018-07-06,profitability,19,-0.44912280701754387
2018-06-30 00:00:00+00:00,2018-07-06,shareholder_discipline,18,0.39938080495356043
2018-09-29 00:00:00+00:00,2018-10-05,balance_sheet_quality,19,-0.12105263157894736
2018-09-29 00:00:00+00:00,2018-10-05,composite,19,-0.07017543859649124
2018-09-29 00:00:00+00:00,2018-10-05,growth,18,-0.19721221007052875
2018-09-29 00:00:00+00:00,2018-10-05,profitability,19,0.0456140350877193
2018-09-29 00:00:00+00:00,2018-10-05,shareholder_discipline,18,-0.01547987616099071
2018-12-29 00:00:00+00:00,2019-01-04,balance_sheet_quality,19,-0.10175438596491228
2018-12-29 00:00:00+00:00,2019-01-04,composite,19,0.1754385964912281
2018-12-29 00:00:00+00:00,2019-01-04,growth,18,0.2260061919504644
2018-12-29 00:00:00+00:00,2019-01-04,profitability,19,0.1701754385964912
2018-12-29 00:00:00+00:00,2019-01-04,shareholder_discipline,18,0.023735810113519093
2019-03-30 00:00:00+00:00,2019-04-05,balance_sheet_quality,19,-0.20974113471524683
2019-03-30 00:00:00+00:00,2019-04-05,composite,19,-0.015789473684210527
2019-03-30 00:00:00+00:00,2019-04-05,growth,18,-0.5170278637770898
2019-03-30 00:00:00+00:00,2019-04-05,profitability,19,0.0017543859649122807
2019-03-30 00:00:00+00:00,2019-04-05,shareholder_discipline,19,0.3385964912280702
2019-06-29 00:00:00+00:00,2019-07-05,balance_sheet_quality,19,-0.3140350877192983
2019-06-29 00:00:00+00:00,2019-07-05,composite,19,-0.5052631578947369
2019-06-29 00:00:00+00:00,2019-07-05,growth,19,-0.4070175438596491
2019-06-29 00:00:00+00:00,2019-07-05,profitability,19,-0.343859649122807
2019-06-29 00:00:00+00:00,2019-07-05,shareholder_discipline,19,-0.07894736842105264
2019-09-28 00:00:00+00:00,2019-10-04,balance_sheet_quality,19,0.39824561403508774
2019-09-28 00:00:00+00:00,2019-10-04,composite,19,0.14912280701754385
2019-09-28 00:00:00+00:00,2019-10-04,growth,19,0.09649122807017543
2019-09-28 00:00:00+00:00,2019-10-04,profitability,19,-0.013163669542797917
2019-09-28 00:00:00+00:00,2019-10-04,shareholder_discipline,19,-0.21939449237996528
2019-12-28 00:00:00+00:00,2020-01-03,balance_sheet_quality,19,0.3017543859649123
2019-12-28 00:00:00+00:00,2020-01-03,composite,19,0.2596491228070175
2019-12-28 00:00:00+00:00,2020-01-03,growth,19,0.007017543859649123
2019-12-28 00:00:00+00:00,2020-01-03,profitability,19,0.21851691441044546
2019-12-28 00:00:00+00:00,2020-01-03,shareholder_discipline,19,0.015796403451357504
2020-03-28 00:00:00+00:00,2020-04-03,balance_sheet_quality,19,-0.008771929824561405
2020-03-28 00:00:00+00:00,2020-04-03,composite,19,-0.1824561403508772
2020-03-28 00:00:00+00:00,2020-04-03,growth,19,0.1992101990810085
2020-03-28 00:00:00+00:00,2020-04-03,profitability,19,-0.21403508771929824
2020-03-28 00:00:00+00:00,2020-04-03,shareholder_discipline,19,-0.30701754385964913
2020-06-27 00:00:00+00:00,2020-07-03,balance_sheet_quality,19,0.0456140350877193
2020-06-27 00:00:00+00:00,2020-07-03,composite,19,-0.12456140350877193
2020-06-27 00:00:00+00:00,2020-07-03,growth,19,-0.03510311878079445
2020-06-27 00:00:00+00:00,2020-07-03,profitability,19,-0.12812638354989975
2020-06-27 00:00:00+00:00,2020-07-03,shareholder_discipline,19,-0.1105263157894737
2020-09-26 00:00:00+00:00,2020-10-02,balance_sheet_quality,19,-0.3132953351185905
2020-09-26 00:00:00+00:00,2020-10-02,composite,19,-0.3543859649122807
2020-09-26 00:00:00+00:00,2020-10-02,growth,19,-0.32733658263090826
2020-09-26 00:00:00+00:00,2020-10-02,profitability,19,-0.03508771929824562
2020-09-26 00:00:00+00:00,2020-10-02,shareholder_discipline,19,-0.0035087719298245615
2020-12-26 00:00:00+00:00,2021-01-01,balance_sheet_quality,19,-0.10526315789473684
2020-12-26 00:00:00+00:00,2021-01-01,composite,19,-0.09298245614035087
2020-12-26 00:00:00+00:00,2021-01-01,growth,19,-0.009653357664718473
2020-12-26 00:00:00+00:00,2021-01-01,profitability,19,0.056140350877192984
2020-12-26 00:00:00+00:00,2021-01-01,shareholder_discipline,19,-0.15971919045261476
2021-03-27 00:00:00+00:00,2021-04-02,balance_sheet_quality,19,0.10175438596491228
2021-03-27 00:00:00+00:00,2021-04-02,composite,19,-0.057894736842105256
2021-03-27 00:00:00+00:00,2021-04-02,growth,19,0.1307591174584593
2021-03-27 00:00:00+00:00,2021-04-02,profitability,19,0.006143045786639029
2021-03-27 00:00:00+00:00,2021-04-02,shareholder_discipline,19,-0.43878898475993056
2021-06-26 00:00:00+00:00,2021-07-02,balance_sheet_quality,19,0.4070175438596491
2021-06-26 00:00:00+00:00,2021-07-02,composite,19,0.15614035087719297
2021-06-26 00:00:00+00:00,2021-07-02,growth,17,-0.28977122849167997
2021-06-26 00:00:00+00:00,2021-07-02,profitability,19,-0.09649122807017543
2021-06-26 00:00:00+00:00,2021-07-02,shareholder_discipline,18,-0.025799793601651185
2021-09-25 00:00:00+00:00,2021-10-01,balance_sheet_quality,19,0.3017543859649123
2021-09-25 00:00:00+00:00,2021-10-01,composite,19,0.39473684210526316
2021-09-25 00:00:00+00:00,2021-10-01,growth,18,0.6842385484513666
2021-09-25 00:00:00+00:00,2021-10-01,profitability,19,0.25789473684210523
2021-09-25 00:00:00+00:00,2021-10-01,shareholder_discipline,19,-0.02631578947368421
2022-01-01 00:00:00+00:00,2022-01-07,balance_sheet_quality,19,-0.14912280701754385
2022-01-01 00:00:00+00:00,2022-01-07,composite,19,-0.01754385964912281
2022-01-01 00:00:00+00:00,2022-01-07,growth,19,-0.1360245852755785
2022-01-01 00:00:00+00:00,2022-01-07,profitability,19,0.24035087719298245
2022-01-01 00:00:00+00:00,2022-01-07,shareholder_discipline,19,0.025449761116075977
2022-03-26 00:00:00+00:00,2022-04-01,balance_sheet_quality,19,-0.2596491228070175
2022-03-26 00:00:00+00:00,2022-04-01,composite,19,-0.20350877192982456
2022-03-26 00:00:00+00:00,2022-04-01,growth,19,-0.3168056469966699
2022-03-26 00:00:00+00:00,2022-04-01,profitability,19,-0.12631578947368421
2022-03-26 00:00:00+00:00,2022-04-01,shareholder_discipline,19,0.34137783014322604
2022-06-25 00:00:00+00:00,2022-07-01,balance_sheet_quality,19,-0.046511632384552644
2022-06-25 00:00:00+00:00,2022-07-01,composite,19,0.29298245614035084
2022-06-25 00:00:00+00:00,2022-07-01,growth,19,0.1930671532943695
2022-06-25 00:00:00+00:00,2022-07-01,profitability,19,0.14831067684885654
2022-06-25 00:00:00+00:00,2022-07-01,shareholder_discipline,19,0.27017543859649124
2022-10-01 00:00:00+00:00,2022-10-07,balance_sheet_quality,19,-0.05265467817119167
2022-10-01 00:00:00+00:00,2022-10-07,composite,19,-0.2719298245614035
2022-10-01 00:00:00+00:00,2022-10-07,growth,19,-0.19947306728299785
2022-10-01 00:00:00+00:00,2022-10-07,profitability,19,-0.22904785004468378
2022-10-01 00:00:00+00:00,2022-10-07,shareholder_discipline,19,-0.15087719298245614
2022-12-31 00:00:00+00:00,2023-01-06,balance_sheet_quality,19,0.1588416124830949
2022-12-31 00:00:00+00:00,2023-01-06,composite,19,0.02982456140350877
2022-12-31 00:00:00+00:00,2023-01-06,growth,19,0.13514700730605864
2022-12-31 00:00:00+00:00,2023-01-06,profitability,19,-0.21676175847140572
2022-12-31 00:00:00+00:00,2023-01-06,shareholder_discipline,19,0.19043441938580993
2023-04-01 00:00:00+00:00,2023-04-07,balance_sheet_quality,19,0.008771929824561405
2023-04-01 00:00:00+00:00,2023-04-07,composite,19,-0.19824561403508772
2023-04-01 00:00:00+00:00,2023-04-07,growth,19,-0.1658622362392538
2023-04-01 00:00:00+00:00,2023-04-07,profitability,19,0.06666666666666667
2023-04-01 00:00:00+00:00,2023-04-07,shareholder_discipline,19,-0.1280701754385965
2023-07-01 00:00:00+00:00,2023-07-07,balance_sheet_quality,19,0.16315789473684209
2023-07-01 00:00:00+00:00,2023-07-07,composite,19,0.10175438596491228
2023-07-01 00:00:00+00:00,2023-07-07,growth,19,0.12560397375024365
2023-07-01 00:00:00+00:00,2023-07-07,profitability,19,-0.11929824561403508
2023-07-01 00:00:00+00:00,2023-07-07,shareholder_discipline,19,0.25483343397387387
2023-09-30 00:00:00+00:00,2023-10-06,balance_sheet_quality,19,-0.15087719298245614
2023-09-30 00:00:00+00:00,2023-10-06,composite,19,-0.27543859649122804
2023-09-30 00:00:00+00:00,2023-10-06,growth,19,-0.14216763106221753
2023-09-30 00:00:00+00:00,2023-10-06,profitability,19,-0.27368421052631575
2023-09-30 00:00:00+00:00,2023-10-06,shareholder_discipline,19,-0.15789473684210528
2023-12-30 00:00:00+00:00,2024-01-05,balance_sheet_quality,19,0.06491228070175438
2023-12-30 00:00:00+00:00,2024-01-05,composite,19,-0.0912280701754386
2023-12-30 00:00:00+00:00,2024-01-05,growth,19,0.21149629065428655
2023-12-30 00:00:00+00:00,2024-01-05,profitability,19,-0.272049170551157
2023-12-30 00:00:00+00:00,2024-01-05,shareholder_discipline,19,-0.061430457866390294
2024-03-30 00:00:00+00:00,2024-04-05,balance_sheet_quality,19,-0.028070175438596492
2024-03-30 00:00:00+00:00,2024-04-05,composite,19,0.18947368421052632
2024-03-30 00:00:00+00:00,2024-04-05,growth,19,0.06945071718584966
2024-03-30 00:00:00+00:00,2024-04-05,profitability,19,0.4526315789473684
2024-03-30 00:00:00+00:00,2024-04-05,shareholder_discipline,19,-0.2257358129637246
2024-06-29 00:00:00+00:00,2024-07-05,balance_sheet_quality,19,-0.2964912280701754
2024-06-29 00:00:00+00:00,2024-07-05,composite,19,-0.11578947368421051
2024-06-29 00:00:00+00:00,2024-07-05,growth,19,-0.013163669542797917
2024-06-29 00:00:00+00:00,2024-07-05,profitability,19,0.03248464816520138
2024-06-29 00:00:00+00:00,2024-07-05,shareholder_discipline,19,-0.10350877192982455
2024-09-28 00:00:00+00:00,2024-10-04,balance_sheet_quality,19,-0.3175438596491228
2024-09-28 00:00:00+00:00,2024-10-04,composite,19,0.10350877192982455
2024-09-28 00:00:00+00:00,2024-10-04,growth,19,-0.05189112170113459
2024-09-28 00:00:00+00:00,2024-10-04,profitability,19,0.392277352375378
2024-09-28 00:00:00+00:00,2024-10-04,shareholder_discipline,19,-0.08596491228070174
2024-12-28 00:00:00+00:00,2025-01-03,balance_sheet_quality,19,-0.12982456140350876
2024-12-28 00:00:00+00:00,2025-01-03,composite,19,-0.03684210526315789
2024-12-28 00:00:00+00:00,2025-01-03,growth,19,-0.17208083892917483
2024-12-28 00:00:00+00:00,2025-01-03,profitability,19,-0.036858274719834175
2024-12-28 00:00:00+00:00,2025-01-03,shareholder_discipline,19,0.1175954479156614
2025-03-29 00:00:00+00:00,2025-04-04,balance_sheet_quality,19,0.0
2025-03-29 00:00:00+00:00,2025-04-04,composite,19,-0.1842105263157895
2025-03-29 00:00:00+00:00,2025-04-04,growth,19,-0.1404124751231778
2025-03-29 00:00:00+00:00,2025-04-04,profitability,19,0.04912280701754386
2025-03-29 00:00:00+00:00,2025-04-04,shareholder_discipline,19,-0.05263157894736842
2025-06-28 00:00:00+00:00,2025-07-04,balance_sheet_quality,19,-0.20350877192982456
2025-06-28 00:00:00+00:00,2025-07-04,composite,19,-0.005263157894736842
2025-06-28 00:00:00+00:00,2025-07-04,growth,19,0.1846158304940308
2025-06-28 00:00:00+00:00,2025-07-04,profitability,19,-0.04385964912280702
2025-06-28 00:00:00+00:00,2025-07-04,shareholder_discipline,19,-0.0894736842105263
2025-09-27 00:00:00+00:00,2025-10-03,balance_sheet_quality,19,0.22456140350877193
2025-09-27 00:00:00+00:00,2025-10-03,composite,19,0.14736842105263157
2025-09-27 00:00:00+00:00,2025-10-03,growth,19,0.2157894736842105
2025-09-27 00:00:00+00:00,2025-10-03,profitability,19,-0.24912280701754386
2025-09-27 00:00:00+00:00,2025-10-03,shareholder_discipline,19,0.2852128400939549
2025-12-27 00:00:00+00:00,2026-01-02,balance_sheet_quality,19,-0.06140350877192983
2025-12-27 00:00:00+00:00,2026-01-02,composite,19,-0.18947368421052632
2025-12-27 00:00:00+00:00,2026-01-02,growth,19,-0.1789473684210526
2025-12-27 00:00:00+00:00,2026-01-02,profitability,19,-0.10175438596491228
2025-12-27 00:00:00+00:00,2026-01-02,shareholder_discipline,19,0.08249232913486697
2026-03-28 00:00:00+00:00,2026-04-03,balance_sheet_quality,19,-0.3017543859649123
2026-03-28 00:00:00+00:00,2026-04-03,composite,19,-0.019298245614035085
2026-03-28 00:00:00+00:00,2026-04-03,growth,19,0.050021944262632095
2026-03-28 00:00:00+00:00,2026-04-03,profitability,19,-0.15445372263549556
2026-03-28 00:00:00+00:00,2026-04-03,shareholder_discipline,19,0.2615182349169186
