decision_at,cik10,weight
2025-10-10 00:00:00+00:00,0001065059,0.05
2025-10-10 00:00:00+00:00,0001069258,0.05
2025-10-10 00:00:00+00:00,0001083301,0.05
2025-10-10 00:00:00+00:00,0001096296,0.05
2025-10-10 00:00:00+00:00,0001116942,0.05
2025-10-10 00:00:00+00:00,0001124796,0.05
2025-10-10 00:00:00+00:00,0001144879,0.05
2025-10-10 00:00:00+00:00,0001315098,0.05
2025-10-10 00:00:00+00:00,0001320461,0.05
2025-10-10 00:00:00+00:00,0001321655,0.05
2026-01-09 00:00:00+00:00,0000045876,0.050121775261613384
2026-01-09 00:00:00+00:00,0000106040,0.050121775261613384
2026-01-09 00:00:00+00:00,0000719413,0.050121775261613384
2026-01-09 00:00:00+00:00,0000797721,0.050121775261613384
2026-01-09 00:00:00+00:00,0000844965,0.050121775261613384
2026-01-09 00:00:00+00:00,0000874015,0.050121775261613384
2026-01-09 00:00:00+00:00,0000879407,0.050121775261613384
2026-01-09 00:00:00+00:00,0000906709,0.050121775261613384
2026-01-09 00:00:00+00:00,0000936395,0.050121775261613384
2026-01-09 00:00:00+00:00,0001012477,0.050121775261613384
2026-01-09 00:00:00+00:00,0001030894,0.050121775261613384
2026-01-09 00:00:00+00:00,0001034842,0.050121775261613384
2026-01-09 00:00:00+00:00,0001051627,0.050121775261613384
2026-01-09 00:00:00+00:00,0001096296,0.04768627002934581
2026-01-09 00:00:00+00:00,0001104506,0.050121775261613384
2026-01-09 00:00:00+00:00,0001124796,0.050121775261613384
2026-01-09 00:00:00+00:00,0001137789,0.050121775261613384
2026-01-09 00:00:00+00:00,0001144879,0.050121775261613384
2026-01-09 00:00:00+00:00,0001173420,0.050121775261613384
2026-01-09 00:00:00+00:00,0001325964,0.050121775261613384
2026-04-10 00:00:00+00:00,0000006951,0.05
2026-04-10 00:00:00+00:00,0000008063,0.05
2026-04-10 00:00:00+00:00,0000023197,0.05
2026-04-10 00:00:00+00:00,0000024741,0.05
2026-04-10 00:00:00+00:00,0000026780,0.05
2026-04-10 00:00:00+00:00,0000045876,0.05
2026-04-10 00:00:00+00:00,0000080420,0.05
2026-04-10 00:00:00+00:00,0000097210,0.05
2026-04-10 00:00:00+00:00,0000100591,0.05
2026-04-10 00:00:00+00:00,0000106040,0.05
2026-04-10 00:00:00+00:00,0000314203,0.05
2026-04-10 00:00:00+00:00,0000314808,0.05
2026-04-10 00:00:00+00:00,0000707549,0.05
2026-04-10 00:00:00+00:00,0000719413,0.05
2026-04-10 00:00:00+00:00,0000723125,0.05
2026-04-10 00:00:00+00:00,0000729580,0.05
2026-04-10 00:00:00+00:00,0000751978,0.05
2026-04-10 00:00:00+00:00,0000820318,0.05
2026-04-10 00:00:00+00:00,0000844965,0.05
2026-04-10 00:00:00+00:00,0000879407,0.05
