name,state,stage1_cash_budget,intended_cash_budget,post_overlay_cash_budget,final_etf_cash_budget,overlay_cash_added,duplicated_cash_over_intended,excess_cash_not_guardrail,recovery_regime_relief_cash,guardrail_cash_added
improved_phasexx_recovery_neutral_overlay_simplified,neutral_healthy_proxy,0.10921501706484642,0.13,0.20717896967451294,0.25990637306124004,0.09796395260966657,0.09960217786563928,0.09960217786563928,0.09960217786563928,0.10757679180887368
improved_phasexx_recovery_neutral_overlay_simplified,neutral_mixed,0.175,0.175,0.3444046332045419,0.3965988069786364,0.16940463320454185,0.16940463320454185,0.1693111866087871,0.0,0.17509344659575476
improved_phasexx_recovery_neutral_overlay_simplified,recovery_confirmed,1.0092936587501423e-17,0.05500000000000002,0.08988636363636358,0.1315476073324121,0.08988636363636357,0.03863636363636361,0.03863636363636361,0.03863636363636361,0.05124999999999999
improved_phasexx_recovery_neutral_overlay_simplified,recovery_fragile,0.0,0.11500000000000002,0.18605978990393585,0.2690793908057127,0.18605978990393585,0.0710597899039359,0.0710597899039359,0.0710597899039359,0.11499999999999992
improved_phasexx_recovery_neutral_overlay_simplified,stressed_panic,0.008733624454148475,0.008733624454148475,0.5138145406632137,0.6112055461956365,0.5050809162090654,0.5050809162090654,0.0,0.0,0.5138145406632137
improved_phasexx_conservative_hybrid_overlay,calm_trend,0.02711864406779661,0.02711864406779661,0.03405276923748503,0.06815748228046213,0.006934125169688409,0.006934125169688413,0.00680301591946736,0.0,0.027249753318017662
improved_phasexx_conservative_hybrid_overlay,neutral_healthy_proxy,0.10921501706484642,0.13,0.1519383568255837,0.2088132636339763,0.04272333976073732,0.09960217786563928,0.09960217786563928,0.09960217786563928,0.052336178959944454
improved_phasexx_conservative_hybrid_overlay,neutral_mixed,0.175,0.175,0.3323147888106689,0.38517332769450446,0.1573147888106689,0.1573147888106689,0.1572213422140077,0.0,0.17509344659666123
improved_phasexx_conservative_hybrid_overlay,recovery_confirmed,1.0092936587501423e-17,0.05500000000000002,0.06281806090794975,0.10579796740924934,0.06281806090794974,0.017649296131241846,0.017649296131241846,0.017649296131241846,0.045168764776707886
improved_phasexx_conservative_hybrid_overlay,recovery_fragile,0.0,0.11500000000000002,0.1273979553341647,0.21568107487381738,0.1273979553341647,0.06983530010801751,0.06983530010801751,0.06983530010801751,0.057562655226147195
improved_phasexx_conservative_hybrid_overlay,stressed_panic,0.008733624454148475,0.008733624454148475,0.509520094660279,0.6073914910176152,0.5007864702061307,0.5007864702061307,0.0,0.0,0.509520094660279
