label,ann_return,ann_vol,sharpe,sortino,calmar,max_drawdown,avg_drawdown,cvar_5pct,hit_rate,n_weeks,avg_turnover,ann_turnover,ann_cost_drag,state,variant,period,family,tilt_size,bucket_type
recovery_fragile,0.157405,0.032087,,,86.422024,-0.001821,-0.000596,,,4,0.182906,9.511104,0.009511,recovery_fragile,familyB_tilt7pct_intuitive,holdout,B,0.075,intuitive
stressed_panic,0.075615,0.074424,1.01601,1.13061,2.886862,-0.026193,-0.003698,-0.026193,0.857143,14,0.081436,4.234659,0.004235,stressed_panic,familyB_tilt7pct_intuitive,holdout,B,0.075,intuitive
calm_trend,0.038482,0.077443,0.496902,0.644162,0.27139,-0.141795,-0.06215,-0.026405,0.555957,277,0.073196,3.806175,0.003806,calm_trend,familyB_tilt10pct_data,dev,B,0.1,data
neutral_mixed,0.095152,0.072629,1.310121,1.610316,1.214529,-0.078345,-0.016332,-0.023792,0.528736,435,0.079697,4.144262,0.004144,neutral_mixed,familyB_tilt10pct_data,dev,B,0.1,data
recovery_confirmed,0.003852,0.075015,0.051355,0.070336,0.071385,-0.053967,-0.0167,-0.025075,0.5,34,0.091941,4.780945,0.004781,recovery_confirmed,familyB_tilt10pct_data,dev,B,0.1,data
recovery_fragile,0.058505,0.059968,0.975605,1.298638,1.869057,-0.031302,-0.008516,-0.017121,0.577778,45,0.113862,5.920805,0.005921,recovery_fragile,familyB_tilt10pct_data,dev,B,0.1,data
stressed_panic,0.035126,0.074631,0.470665,0.532942,0.288462,-0.121772,-0.02644,-0.022618,0.553488,215,0.056644,2.945479,0.002945,stressed_panic,familyB_tilt10pct_data,dev,B,0.1,data
calm_trend,0.102388,0.065403,1.565493,2.202236,3.751797,-0.02729,-0.007953,-0.01894,0.555556,18,0.073939,3.844818,0.003845,calm_trend,familyB_tilt10pct_data,holdout,B,0.1,data
neutral_mixed,0.219343,0.09279,2.363873,3.714599,4.396888,-0.049886,-0.006686,-0.025421,0.655172,58,0.095021,4.941107,0.004941,neutral_mixed,familyB_tilt10pct_data,holdout,B,0.1,data
recovery_confirmed,0.108772,0.076377,1.424149,1.931302,6.738928,-0.016141,-0.004542,-0.016141,0.6,10,0.121674,6.327047,0.006327,recovery_confirmed,familyB_tilt10pct_data,holdout,B,0.1,data
recovery_fragile,0.157405,0.032087,,,86.422024,-0.001821,-0.000596,,,4,0.182906,9.511104,0.009511,recovery_fragile,familyB_tilt10pct_data,holdout,B,0.1,data
stressed_panic,0.075532,0.074405,1.015147,1.129369,2.883691,-0.026193,-0.003699,-0.026193,0.857143,14,0.083033,4.317716,0.004318,stressed_panic,familyB_tilt10pct_data,holdout,B,0.1,data
calm_trend,0.038413,0.077442,0.496017,0.64307,0.270943,-0.141774,-0.06211,-0.026405,0.555957,277,0.074527,3.875425,0.003875,calm_trend,familyB_tilt10pct_intuitive,dev,B,0.1,intuitive
neutral_mixed,0.093305,0.072282,1.290855,1.579865,1.059569,-0.08806,-0.016254,-0.023705,0.535632,435,0.085216,4.431246,0.004431,neutral_mixed,familyB_tilt10pct_intuitive,dev,B,0.1,intuitive
recovery_confirmed,0.003481,0.074972,0.046426,0.063548,0.064403,-0.054046,-0.016745,-0.025075,0.5,34,0.09909,5.152678,0.005153,recovery_confirmed,familyB_tilt10pct_intuitive,dev,B,0.1,intuitive
recovery_fragile,0.058181,0.059978,0.970051,1.293946,1.858719,-0.031302,-0.008517,-0.017121,0.577778,45,0.120085,6.244397,0.006244,recovery_fragile,familyB_tilt10pct_intuitive,dev,B,0.1,intuitive
stressed_panic,0.035086,0.074631,0.470125,0.532317,0.288109,-0.121781,-0.026454,-0.022619,0.553488,215,0.057418,2.985728,0.002986,stressed_panic,familyB_tilt10pct_intuitive,dev,B,0.1,intuitive
calm_trend,0.102402,0.065403,1.565699,2.202546,3.752325,-0.02729,-0.007953,-0.01894,0.555556,18,0.073662,3.830411,0.00383,calm_trend,familyB_tilt10pct_intuitive,holdout,B,0.1,intuitive
neutral_mixed,0.223288,0.093876,2.378544,3.723451,4.507029,-0.049542,-0.006562,-0.025696,0.637931,58,0.093782,4.876662,0.004877,neutral_mixed,familyB_tilt10pct_intuitive,holdout,B,0.1,intuitive
recovery_confirmed,0.108772,0.076377,1.424149,1.931302,6.738928,-0.016141,-0.004542,-0.016141,0.6,10,0.121674,6.327047,0.006327,recovery_confirmed,familyB_tilt10pct_intuitive,holdout,B,0.1,intuitive
recovery_fragile,0.157405,0.032087,,,86.422024,-0.001821,-0.000596,,,4,0.182906,9.511104,0.009511,recovery_fragile,familyB_tilt10pct_intuitive,holdout,B,0.1,intuitive
stressed_panic,0.075525,0.074403,1.015075,1.129265,2.883426,-0.026193,-0.0037,-0.026193,0.857143,14,0.083166,4.324653,0.004325,stressed_panic,familyB_tilt10pct_intuitive,holdout,B,0.1,intuitive
calm_trend,0.038619,0.077447,0.498648,0.646715,0.272547,-0.141697,-0.061985,-0.026405,0.559567,277,0.070558,3.669019,0.003669,calm_trend,familyC_tilt2pct_data,dev,C,0.025,data
neutral_mixed,0.093823,0.073187,1.281965,1.568896,1.115611,-0.0841,-0.017207,-0.024106,0.533333,435,0.068867,3.581076,0.003581,neutral_mixed,familyC_tilt2pct_data,dev,C,0.025,data
recovery_confirmed,0.003813,0.075016,0.050824,0.069609,0.070647,-0.053967,-0.016701,-0.025075,0.5,34,0.092707,4.820764,0.004821,recovery_confirmed,familyC_tilt2pct_data,dev,C,0.025,data
recovery_fragile,0.058556,0.059984,0.976183,1.299963,1.870629,-0.031303,-0.008497,-0.017127,0.577778,45,0.112887,5.870104,0.00587,recovery_fragile,familyC_tilt2pct_data,dev,C,0.025,data
stressed_panic,0.035182,0.074638,0.47136,0.533737,0.289043,-0.121717,-0.026411,-0.022612,0.553488,215,0.055584,2.890357,0.00289,stressed_panic,familyC_tilt2pct_data,dev,C,0.025,data
calm_trend,0.102555,0.06542,1.567637,2.204814,3.756567,-0.0273,-0.007956,-0.01895,0.555556,18,0.070725,3.677706,0.003678,calm_trend,familyC_tilt2pct_data,holdout,C,0.025,data
neutral_mixed,0.219917,0.092593,2.375099,3.708114,4.58362,-0.047979,-0.006842,-0.025371,0.62069,58,0.074671,3.882912,0.003883,neutral_mixed,familyC_tilt2pct_data,holdout,C,0.025,data
recovery_confirmed,0.10864,0.076361,1.422702,1.928952,6.730728,-0.016141,-0.004542,-0.016141,0.6,10,0.124219,6.459406,0.006459,recovery_confirmed,familyC_tilt2pct_data,holdout,C,0.025,data
recovery_fragile,0.157405,0.032087,,,86.422024,-0.001821,-0.000596,,,4,0.182906,9.511104,0.009511,recovery_fragile,familyC_tilt2pct_data,holdout,C,0.025,data
stressed_panic,0.075674,0.074467,1.016207,1.13063,2.88801,-0.026203,-0.003697,-0.026203,0.857143,14,0.080302,4.175681,0.004176,stressed_panic,familyC_tilt2pct_data,holdout,C,0.025,data
calm_trend,0.038613,0.077447,0.498569,0.646626,0.272525,-0.141685,-0.061957,-0.026405,0.559567,277,0.070679,3.675293,0.003675,calm_trend,familyC_tilt2pct_intuitive,dev,C,0.025,intuitive
neutral_mixed,0.093475,0.072948,1.281391,1.583949,1.083351,-0.086283,-0.017315,-0.023853,0.54023,435,0.069378,3.607673,0.003608,neutral_mixed,familyC_tilt2pct_intuitive,dev,C,0.025,intuitive
recovery_confirmed,0.003704,0.075005,0.049386,0.067644,0.068584,-0.05401,-0.01671,-0.025075,0.5,34,0.094791,4.929137,0.004929,recovery_confirmed,familyC_tilt2pct_intuitive,dev,C,0.025,intuitive
recovery_fragile,0.058615,0.059996,0.976983,1.301468,1.872472,-0.031304,-0.008477,-0.017127,0.577778,45,0.111738,5.810376,0.00581,recovery_fragile,familyC_tilt2pct_intuitive,dev,C,0.025,intuitive
stressed_panic,0.0352,0.074641,0.471586,0.534038,0.28919,-0.121718,-0.026411,-0.022612,0.553488,215,0.055236,2.872283,0.002872,stressed_panic,familyC_tilt2pct_intuitive,dev,C,0.025,intuitive
calm_trend,0.102609,0.065407,1.568781,2.207403,3.760451,-0.027286,-0.007952,-0.018936,0.555556,18,0.069676,3.623163,0.003623,calm_trend,familyC_tilt2pct_intuitive,holdout,C,0.025,intuitive
neutral_mixed,0.219976,0.092965,2.36622,3.698767,4.580453,-0.048025,-0.006848,-0.025515,0.62069,58,0.07427,3.862017,0.003862,neutral_mixed,familyC_tilt2pct_intuitive,holdout,C,0.025,intuitive
recovery_confirmed,0.108678,0.076367,1.42311,1.929637,6.733119,-0.016141,-0.004542,-0.016141,0.6,10,0.123477,6.420813,0.006421,recovery_confirmed,familyC_tilt2pct_intuitive,holdout,C,0.025,intuitive
recovery_fragile,0.157405,0.032087,,,86.422024,-0.001821,-0.000596,,,4,0.182906,9.511104,0.009511,recovery_fragile,familyC_tilt2pct_intuitive,holdout,C,0.025,intuitive
stressed_panic,0.075697,0.074466,1.016527,1.131106,2.889055,-0.026201,-0.003696,-0.026201,0.857143,14,0.079862,4.152829,0.004153,stressed_panic,familyC_tilt2pct_intuitive,holdout,C,0.025,intuitive
calm_trend,0.038537,0.077445,0.497602,0.645367,0.27166,-0.141856,-0.062143,-0.026405,0.559567,277,0.07214,3.751283,0.003751,calm_trend,familyC_tilt5pct_data,dev,C,0.05,data
neutral_mixed,0.093795,0.072733,1.289591,1.579392,1.155854,-0.081148,-0.016844,-0.023915,0.533333,435,0.07163,3.724745,0.003725,neutral_mixed,familyC_tilt5pct_data,dev,C,0.05,data
recovery_confirmed,0.003744,0.075013,0.049916,0.068363,0.069382,-0.053967,-0.016704,-0.025075,0.5,34,0.09402,4.889021,0.004889,recovery_confirmed,familyC_tilt5pct_data,dev,C,0.05,data
recovery_fragile,0.058459,0.059981,0.974624,1.297497,1.867454,-0.031304,-0.008516,-0.017135,0.577778,45,0.114747,5.966867,0.005967,recovery_fragile,familyC_tilt5pct_data,dev,C,0.05,data
stressed_panic,0.035127,0.07464,0.470612,0.532799,0.288487,-0.121761,-0.026426,-0.022617,0.553488,215,0.056641,2.945356,0.002945,stressed_panic,familyC_tilt5pct_data,dev,C,0.05,data
calm_trend,0.102414,0.065426,1.565339,2.200423,3.74959,-0.027313,-0.007962,-0.018963,0.555556,18,0.073436,3.818695,0.003819,calm_trend,familyC_tilt5pct_data,holdout,C,0.05,data
neutral_mixed,0.217769,0.092737,2.348245,3.714473,4.533738,-0.048033,-0.006838,-0.025161,0.62069,58,0.076217,3.963262,0.003963,neutral_mixed,familyC_tilt5pct_data,holdout,C,0.05,data
recovery_confirmed,0.10847,0.076343,1.42082,1.925947,6.720244,-0.016141,-0.004542,-0.016141,0.6,10,0.127474,6.628626,0.006629,recovery_confirmed,familyC_tilt5pct_data,holdout,C,0.05,data
recovery_fragile,0.157405,0.032087,,,86.422024,-0.001821,-0.000596,,,4,0.182906,9.511104,0.009511,recovery_fragile,familyC_tilt5pct_data,holdout,C,0.05,data
stressed_panic,0.075548,0.074487,1.014244,1.127291,2.881338,-0.02622,-0.003699,-0.02622,0.857143,14,0.082724,4.301655,0.004302,stressed_panic,familyC_tilt5pct_data,holdout,C,0.05,data
calm_trend,0.038506,0.077444,0.49721,0.644889,0.271456,-0.141849,-0.062116,-0.026405,0.559567,277,0.072735,3.782216,0.003782,calm_trend,familyC_tilt5pct_intuitive,dev,C,0.05,intuitive
neutral_mixed,0.092785,0.072293,1.283453,1.603128,1.075032,-0.086309,-0.017083,-0.023492,0.537931,435,0.07339,3.816285,0.003816,neutral_mixed,familyC_tilt5pct_intuitive,dev,C,0.05,intuitive
recovery_confirmed,0.003513,0.074991,0.046841,0.064158,0.064985,-0.054053,-0.016725,-0.025075,0.5,34,0.098476,5.120726,0.005121,recovery_confirmed,familyC_tilt5pct_intuitive,dev,C,0.05,intuitive
recovery_fragile,0.058419,0.059997,0.973707,1.297408,1.865825,-0.03131,-0.008507,-0.017135,0.577778,45,0.11551,6.006534,0.006007,recovery_fragile,familyC_tilt5pct_intuitive,dev,C,0.05,intuitive
stressed_panic,0.035128,0.074643,0.470608,0.53285,0.288494,-0.121762,-0.026428,-0.022617,0.553488,215,0.056621,2.944282,0.002944,stressed_panic,familyC_tilt5pct_intuitive,dev,C,0.05,intuitive
calm_trend,0.102489,0.065405,1.566993,2.204273,3.755319,-0.027292,-0.007956,-0.018942,0.555556,18,0.071992,3.743587,0.003744,calm_trend,familyC_tilt5pct_intuitive,holdout,C,0.05,intuitive
neutral_mixed,0.21787,0.093502,2.330111,3.692242,4.52668,-0.04813,-0.006897,-0.025449,0.603448,58,0.07574,3.938477,0.003938,neutral_mixed,familyC_tilt5pct_intuitive,holdout,C,0.05,intuitive
recovery_confirmed,0.108509,0.076349,1.421234,1.92664,6.722663,-0.016141,-0.004542,-0.016141,0.6,10,0.126723,6.589584,0.00659,recovery_confirmed,familyC_tilt5pct_intuitive,holdout,C,0.05,intuitive
recovery_fragile,0.157405,0.032087,,,86.422024,-0.001821,-0.000596,,,4,0.182906,9.511104,0.009511,recovery_fragile,familyC_tilt5pct_intuitive,holdout,C,0.05,intuitive
stressed_panic,0.07557,0.074487,1.014542,1.127721,2.882304,-0.026219,-0.003699,-0.026219,0.857143,14,0.082304,4.279809,0.00428,stressed_panic,familyC_tilt5pct_intuitive,holdout,C,0.05,intuitive
calm_trend,0.038445,0.077442,0.496428,0.643569,0.270669,-0.142036,-0.062321,-0.026405,0.555957,277,0.073912,3.843401,0.003843,calm_trend,familyC_tilt7pct_data,dev,C,0.075,data
neutral_mixed,0.093751,0.072304,1.296624,1.589842,1.199087,-0.078185,-0.016486,-0.023725,0.535632,435,0.07483,3.891138,0.003891,neutral_mixed,familyC_tilt7pct_data,dev,C,0.075,data
recovery_confirmed,0.003666,0.075009,0.048877,0.067043,0.067935,-0.053967,-0.016708,-0.025075,0.470588,34,0.095521,4.967115,0.004967,recovery_confirmed,familyC_tilt7pct_data,dev,C,0.075,data
recovery_fragile,0.058337,0.059978,0.972643,1.294538,1.863356,-0.031307,-0.008543,-0.017143,0.577778,45,0.117093,6.088846,0.006089,recovery_fragile,familyC_tilt7pct_data,dev,C,0.075,data
stressed_panic,0.035065,0.074642,0.469777,0.531762,0.287877,-0.121805,-0.026443,-0.022621,0.553488,215,0.057826,3.006932,0.003007,stressed_panic,familyC_tilt7pct_data,dev,C,0.075,data
calm_trend,0.102207,0.065439,1.561852,2.193497,3.738711,-0.027337,-0.007973,-0.018988,0.555556,18,0.077416,4.025647,0.004026,calm_trend,familyC_tilt7pct_data,holdout,C,0.075,data
neutral_mixed,0.215613,0.09296,2.319418,3.727489,4.483312,-0.048092,-0.006859,-0.02495,0.62069,58,0.077895,4.050544,0.004051,neutral_mixed,familyC_tilt7pct_data,holdout,C,0.075,data
recovery_confirmed,0.108299,0.076325,1.418921,1.922911,6.709651,-0.016141,-0.004542,-0.016141,0.6,10,0.130762,6.799602,0.0068,recovery_confirmed,familyC_tilt7pct_data,holdout,C,0.075,data
recovery_fragile,0.157405,0.032087,,,86.422024,-0.001821,-0.000596,,,4,0.182906,9.511104,0.009511,recovery_fragile,familyC_tilt7pct_data,holdout,C,0.075,data
stressed_panic,0.075396,0.074514,1.01184,1.12314,2.873131,-0.026242,-0.003702,-0.026242,0.857143,14,0.085642,4.453391,0.004453,stressed_panic,familyC_tilt7pct_data,holdout,C,0.075,data
calm_trend,0.038384,0.07744,0.495668,0.642914,0.270258,-0.142028,-0.062297,-0.026405,0.559567,277,0.075071,3.90369,0.003904,calm_trend,familyC_tilt7pct_intuitive,dev,C,0.075,intuitive
neutral_mixed,0.092053,0.071743,1.283094,1.62045,1.06617,-0.08634,-0.016888,-0.023148,0.54023,435,0.078263,4.069691,0.00407,neutral_mixed,familyC_tilt7pct_intuitive,dev,C,0.075,intuitive
recovery_confirmed,0.00329,0.074975,0.043882,0.060193,0.060819,-0.054096,-0.016741,-0.025075,0.470588,34,0.102755,5.343278,0.005343,recovery_confirmed,familyC_tilt7pct_intuitive,dev,C,0.075,intuitive
recovery_fragile,0.058172,0.059993,0.969646,1.292257,1.857182,-0.031323,-0.008549,-0.017143,0.577778,45,0.120266,6.253819,0.006254,recovery_fragile,familyC_tilt7pct_intuitive,dev,C,0.075,intuitive
stressed_panic,0.035043,0.074644,0.469466,0.531471,0.287694,-0.121806,-0.026447,-0.022621,0.553488,215,0.05825,3.028974,0.003029,stressed_panic,familyC_tilt7pct_intuitive,dev,C,0.075,intuitive
calm_trend,0.102284,0.065416,1.563609,2.19763,3.744838,-0.027313,-0.007966,-0.018964,0.555556,18,0.075922,3.947944,0.003948,calm_trend,familyC_tilt7pct_intuitive,holdout,C,0.075,intuitive
neutral_mixed,0.215752,0.094138,2.29188,3.706556,4.472372,-0.048241,-0.006964,-0.025383,0.62069,58,0.077428,4.026266,0.004026,neutral_mixed,familyC_tilt7pct_intuitive,holdout,C,0.075,intuitive
recovery_confirmed,0.10834,0.076331,1.419353,1.923641,6.712197,-0.016141,-0.004542,-0.016141,0.6,10,0.129971,6.758511,0.006759,recovery_confirmed,familyC_tilt7pct_intuitive,holdout,C,0.075,intuitive
recovery_fragile,0.157405,0.032087,,,86.422024,-0.001821,-0.000596,,,4,0.182906,9.511104,0.009511,recovery_fragile,familyC_tilt7pct_intuitive,holdout,C,0.075,intuitive
stressed_panic,0.075418,0.074514,1.012138,1.123565,2.874094,-0.026241,-0.003702,-0.026241,0.857143,14,0.085219,4.431393,0.004431,stressed_panic,familyC_tilt7pct_intuitive,holdout,C,0.075,intuitive
calm_trend,0.038346,0.07744,0.495177,0.641976,0.269624,-0.142222,-0.062511,-0.026405,0.555957,277,0.0758,3.941598,0.003942,calm_trend,familyC_tilt10pct_data,dev,C,0.1,data
neutral_mixed,0.093693,0.0719,1.30309,1.600823,1.24533,-0.075235,-0.016132,-0.023535,0.531034,435,0.078418,4.077758,0.004078,neutral_mixed,familyC_tilt10pct_data,dev,C,0.1,data
recovery_confirmed,0.003578,0.075005,0.047705,0.065443,0.066301,-0.053967,-0.016712,-0.025075,0.470588,34,0.097217,5.055279,0.005055,recovery_confirmed,familyC_tilt10pct_data,dev,C,0.1,data
recovery_fragile,0.058181,0.059973,0.970108,1.290923,1.857793,-0.031317,-0.008577,-0.017151,0.577778,45,0.120099,6.24513,0.006245,recovery_fragile,familyC_tilt10pct_data,dev,C,0.1,data
stressed_panic,0.034996,0.074644,0.468836,0.530601,0.2872,-0.121851,-0.026461,-0.022625,0.553488,215,0.059159,3.07626,0.003076,stressed_panic,familyC_tilt10pct_data,dev,C,0.1,data
calm_trend,0.101994,0.065453,1.55828,2.186438,3.727606,-0.027362,-0.007983,-0.019012,0.555556,18,0.081513,4.238668,0.004239,calm_trend,familyC_tilt10pct_data,holdout,C,0.1,data
neutral_mixed,0.213449,0.093262,2.288701,3.768027,4.4322,-0.048159,-0.006904,-0.02474,0.637931,58,0.079734,4.146173,0.004146,neutral_mixed,familyC_tilt10pct_data,holdout,C,0.1,data
recovery_confirmed,0.108128,0.076307,1.417018,1.919874,6.699051,-0.016141,-0.004542,-0.016141,0.6,10,0.134052,6.970695,0.006971,recovery_confirmed,familyC_tilt10pct_data,holdout,C,0.1,data
recovery_fragile,0.157405,0.032087,,,86.422024,-0.001821,-0.000596,,,4,0.182906,9.511104,0.009511,recovery_fragile,familyC_tilt10pct_data,holdout,C,0.1,data
stressed_panic,0.075241,0.074542,1.00937,1.118875,2.864702,-0.026265,-0.003706,-0.026265,0.857143,14,0.088632,4.608888,0.004609,stressed_panic,familyC_tilt10pct_data,holdout,C,0.1,data
calm_trend,0.038254,0.077435,0.494007,0.640493,0.268988,-0.142213,-0.062495,-0.026405,0.555957,277,0.077585,4.034428,0.004034,calm_trend,familyC_tilt10pct_intuitive,dev,C,0.1,intuitive
neutral_mixed,0.091303,0.0713,1.280551,1.632533,1.057072,-0.086373,-0.016745,-0.022875,0.537931,435,0.083561,4.345195,0.004345,neutral_mixed,familyC_tilt10pct_intuitive,dev,C,0.1,intuitive
recovery_confirmed,0.003047,0.074959,0.040643,0.055758,0.056273,-0.05414,-0.01676,-0.025075,0.470588,34,0.107438,5.58675,0.005587,recovery_confirmed,familyC_tilt10pct_intuitive,dev,C,0.1,intuitive
recovery_fragile,0.057892,0.059988,0.965052,1.286417,1.847057,-0.031343,-0.008596,-0.017151,0.577778,45,0.125655,6.534037,0.006534,recovery_fragile,familyC_tilt10pct_intuitive,dev,C,0.1,intuitive
stressed_panic,0.034948,0.074644,0.468198,0.529935,0.286809,-0.121852,-0.026466,-0.022626,0.553488,215,0.060071,3.123705,0.003124,stressed_panic,familyC_tilt10pct_intuitive,dev,C,0.1,intuitive
calm_trend,0.102069,0.065429,1.560002,2.190501,3.733618,-0.027338,-0.007977,-0.018988,0.555556,18,0.080067,4.163509,0.004164,calm_trend,familyC_tilt10pct_intuitive,holdout,C,0.1,intuitive
neutral_mixed,0.213626,0.094871,2.251761,3.701047,4.417478,-0.048359,-0.007046,-0.025317,0.62069,58,0.079287,4.122924,0.004123,neutral_mixed,familyC_tilt10pct_intuitive,holdout,C,0.1,intuitive
recovery_confirmed,0.108171,0.076313,1.41747,1.920639,6.701721,-0.016141,-0.004542,-0.016141,0.6,10,0.133223,6.927594,0.006928,recovery_confirmed,familyC_tilt10pct_intuitive,holdout,C,0.1,intuitive
recovery_fragile,0.157405,0.032087,,,86.422024,-0.001821,-0.000596,,,4,0.182906,9.511104,0.009511,recovery_fragile,familyC_tilt10pct_intuitive,holdout,C,0.1,intuitive
stressed_panic,0.075262,0.074543,1.009654,1.119265,2.865609,-0.026264,-0.003705,-0.026264,0.857143,14,0.088221,4.587509,0.004588,stressed_panic,familyC_tilt10pct_intuitive,holdout,C,0.1,intuitive
calm_trend,0.038644,0.077448,0.498972,0.647129,0.272883,-0.141615,-0.061916,-0.026405,0.559567,277,0.07007,3.643634,0.003644,calm_trend,familyD_tilt2pct_data,dev,D,0.025,data
neutral_mixed,0.094304,0.073373,1.285274,1.570435,1.114383,-0.084625,-0.017177,-0.024187,0.533333,435,0.068553,3.564746,0.003565,neutral_mixed,familyD_tilt2pct_data,dev,D,0.025,data
recovery_confirmed,0.003867,0.075018,0.051544,0.070597,0.071649,-0.053967,-0.016698,-0.025075,0.5,34,0.091667,4.766676,0.004767,recovery_confirmed,familyD_tilt2pct_data,dev,D,0.025,data
recovery_fragile,0.058655,0.059982,0.977866,1.301965,1.873845,-0.031302,-0.008475,-0.017121,0.577778,45,0.110979,5.770922,0.005771,recovery_fragile,familyD_tilt2pct_data,dev,D,0.025,data
stressed_panic,0.035209,0.074637,0.471737,0.534199,0.289293,-0.121707,-0.026407,-0.022611,0.553488,215,0.055056,2.862932,0.002863,stressed_panic,familyD_tilt2pct_data,dev,D,0.025,data
calm_trend,0.102593,0.065411,1.568432,2.20666,3.759332,-0.02729,-0.007953,-0.01894,0.555556,18,0.069984,3.639173,0.003639,calm_trend,familyD_tilt2pct_data,holdout,D,0.025,data
neutral_mixed,0.221326,0.092512,2.392406,3.711839,4.571787,-0.048411,-0.006815,-0.025541,0.637931,58,0.077879,4.049703,0.00405,neutral_mixed,familyD_tilt2pct_data,holdout,D,0.025,data
recovery_confirmed,0.108772,0.076377,1.424149,1.931302,6.738928,-0.016141,-0.004542,-0.016141,0.6,10,0.121674,6.327047,0.006327,recovery_confirmed,familyD_tilt2pct_data,holdout,D,0.025,data
recovery_fragile,0.157405,0.032087,,,86.422024,-0.001821,-0.000596,,,4,0.182906,9.511104,0.009511,recovery_fragile,familyD_tilt2pct_data,holdout,D,0.025,data
stressed_panic,0.075762,0.074457,1.01754,1.132815,2.89249,-0.026193,-0.003695,-0.026193,0.857143,14,0.078601,4.087235,0.004087,stressed_panic,familyD_tilt2pct_data,holdout,D,0.025,data
calm_trend,0.03864,0.077448,0.498912,0.647067,0.272865,-0.141608,-0.061889,-0.026405,0.559567,277,0.070157,3.64818,0.003648,calm_trend,familyD_tilt2pct_intuitive,dev,D,0.025,intuitive
neutral_mixed,0.093538,0.073299,1.276121,1.562865,1.07218,-0.087241,-0.017297,-0.024101,0.535632,435,0.068637,3.569131,0.003569,neutral_mixed,familyD_tilt2pct_intuitive,dev,D,0.025,intuitive
recovery_confirmed,0.003784,0.075006,0.050455,0.069096,0.0701,-0.053987,-0.016707,-0.025075,0.5,34,0.093248,4.848897,0.004849,recovery_confirmed,familyD_tilt2pct_intuitive,dev,D,0.025,intuitive
recovery_fragile,0.058647,0.059987,0.97766,1.302151,1.873607,-0.031302,-0.00847,-0.017121,0.577778,45,0.111123,5.778394,0.005778,recovery_fragile,familyD_tilt2pct_intuitive,dev,D,0.025,intuitive
stressed_panic,0.03522,0.07464,0.471858,0.534351,0.289363,-0.121714,-0.026409,-0.022612,0.553488,215,0.054852,2.852305,0.002852,stressed_panic,familyD_tilt2pct_intuitive,dev,D,0.025,intuitive
calm_trend,0.102609,0.065412,1.568656,2.206997,3.759908,-0.02729,-0.007953,-0.01894,0.555556,18,0.069682,3.623475,0.003623,calm_trend,familyD_tilt2pct_intuitive,holdout,D,0.025,intuitive
neutral_mixed,0.222298,0.092753,2.396665,3.720723,4.600423,-0.048321,-0.006785,-0.02561,0.637931,58,0.076668,3.98676,0.003987,neutral_mixed,familyD_tilt2pct_intuitive,holdout,D,0.025,intuitive
recovery_confirmed,0.108772,0.076377,1.424149,1.931302,6.738928,-0.016141,-0.004542,-0.016141,0.6,10,0.121674,6.327047,0.006327,recovery_confirmed,familyD_tilt2pct_intuitive,holdout,D,0.025,intuitive
recovery_fragile,0.157405,0.032087,,,86.422024,-0.001821,-0.000596,,,4,0.182906,9.511104,0.009511,recovery_fragile,familyD_tilt2pct_intuitive,holdout,D,0.025,intuitive
stressed_panic,0.075762,0.074457,1.01754,1.132815,2.89249,-0.026193,-0.003695,-0.026193,0.857143,14,0.078601,4.087235,0.004087,stressed_panic,familyD_tilt2pct_intuitive,holdout,D,0.025,intuitive
calm_trend,0.038596,0.077447,0.498362,0.646333,0.272443,-0.141668,-0.061983,-0.026405,0.559567,277,0.070992,3.691564,0.003692,calm_trend,familyD_tilt5pct_data,dev,D,0.05,data
neutral_mixed,0.094242,0.073141,1.2885,1.57664,1.138056,-0.08281,-0.016915,-0.024076,0.531034,435,0.071953,3.741543,0.003742,neutral_mixed,familyD_tilt5pct_data,dev,D,0.05,data
recovery_confirmed,0.003862,0.075017,0.051481,0.07051,0.071561,-0.053967,-0.016699,-0.025075,0.5,34,0.091758,4.771433,0.004771,recovery_confirmed,familyD_tilt5pct_data,dev,D,0.05,data
recovery_fragile,0.058614,0.059978,0.977265,1.301069,1.872556,-0.031302,-0.008486,-0.017121,0.577778,45,0.111755,5.811285,0.005811,recovery_fragile,familyD_tilt5pct_data,dev,D,0.05,data
stressed_panic,0.035186,0.074635,0.471439,0.53385,0.289054,-0.121728,-0.026415,-0.022613,0.553488,215,0.055497,2.885848,0.002886,stressed_panic,familyD_tilt5pct_data,dev,D,0.05,data
calm_trend,0.102531,0.065409,1.567536,2.205311,3.757035,-0.02729,-0.007953,-0.01894,0.555556,18,0.07119,3.701877,0.003702,calm_trend,familyD_tilt5pct_data,holdout,D,0.05,data
neutral_mixed,0.220535,0.092531,2.383356,3.703003,4.510175,-0.048897,-0.006774,-0.025501,0.637931,58,0.083616,4.348041,0.004348,neutral_mixed,familyD_tilt5pct_data,holdout,D,0.05,data
recovery_confirmed,0.108772,0.076377,1.424149,1.931302,6.738928,-0.016141,-0.004542,-0.016141,0.6,10,0.121674,6.327047,0.006327,recovery_confirmed,familyD_tilt5pct_data,holdout,D,0.05,data
recovery_fragile,0.157405,0.032087,,,86.422024,-0.001821,-0.000596,,,4,0.182906,9.511104,0.009511,recovery_fragile,familyD_tilt5pct_data,holdout,D,0.05,data
