decision_at,event_time,cik10,company_name_as_filed,sector,market_cap,score
2025-08-15,2025-08-06 00:00:00+00:00,0000772406,"CIRRUS LOGIC, INC.",technology,5375659785.244332,0.4194591537942333
2025-08-15,2025-08-07 00:00:00+00:00,0001751008,APPLOVIN CORP,technology,118453610031.29086,0.37001548304150256
2025-08-15,2025-07-30 00:00:00+00:00,0001549346,"SHUTTERSTOCK, INC.",technology,668410195.56427,0.34302482645956794
2025-08-15,2025-08-09 00:00:00+00:00,0001001115,GEOSPACE TECHNOLOGIES CORP,technology,182627138.4512787,0.3244755056450155
2025-08-15,2025-07-24 00:00:00+00:00,0001288469,"MAXLINEAR, INC",technology,1227371985.4948995,0.31753318524268864
2025-08-15,2025-07-29 23:59:59+00:00,0001507605,"MARATHON DIGITAL HOLDINGS, INC.",technology,5518227196.0398245,0.31222806566391126
2025-08-15,2025-08-08 00:00:00+00:00,0001036262,INTEST CORP,technology,90947652.14109564,0.29718599619643876
2025-08-15,2025-08-11 23:59:59+00:00,0000788965,HALLADOR ENERGY CO,energy,680312926.1211778,0.291280284043442
2025-08-15,2025-08-07 00:00:00+00:00,0001522540,"MARQETA, INC.",technology,11688496887.039185,0.290072500787296
2025-08-15,2025-08-07 00:00:00+00:00,0000821483,"PAR PACIFIC HOLDINGS, INC.",energy,1368387217.7463932,0.2893546365914787
2025-08-15,2025-08-02 00:00:00+00:00,0000751978,VICOR CORP,technology,2051043147.5982664,0.2535495451713088
2025-08-15,2025-08-01 00:00:00+00:00,0000857005,PTC INC.,technology,20671812374.417847,0.24124344961636876
2025-08-15,2025-08-08 00:00:00+00:00,0001683606,CARS.COM INC.,technology,745207359.7393705,0.23628184907510713
2025-08-15,2025-08-02 00:00:00+00:00,0000866291,"ALLEGRO MICROSYSTEMS, INC.",technology,6321772731.396805,0.2356941266019402
2025-08-15,2025-08-08 00:00:00+00:00,0001327318,"TRUECAR, INC.",technology,166585099.2,0.2311108906964682
2025-08-15,2025-08-06 00:00:00+00:00,0001710366,"CORE NATURAL RESOURCES, INC.",energy,3672513587.745941,0.22968532442216658
2025-08-15,2025-08-07 00:00:00+00:00,0001595974,"MAGNITE, INC.",technology,3403586801.504694,0.2222378655122516
2025-08-15,2025-08-09 00:00:00+00:00,0001124796,"NLIGHT, INC.",technology,972968804.3677292,0.20872452983546835
2025-08-15,2025-08-08 00:00:00+00:00,0001516513,"DOXIMITY, INC.",technology,11585592528.820038,0.20849989795252905
2025-08-15,2025-08-08 00:00:00+00:00,0000093410,CHEVRON CORP,energy,250066147520.607,0.18582169709989257
2025-08-15,2025-08-09 00:00:00+00:00,0001704715,"ALPHA METALLURGICAL RESOURCES, INC.",energy,1468165940.1369934,0.16552956465237167
2025-08-15,2025-08-05 00:00:00+00:00,0001944558,"VITESSE ENERGY, INC.",energy,852975446.0319748,0.1632669637055602
2025-08-15,2025-08-01 00:00:00+00:00,0001534504,PBF ENERGY INC.,energy,2465055472.978764,0.14024644945697573
2025-08-15,2025-07-25 00:00:00+00:00,0001035002,VALERO ENERGY CORP/TX,energy,42101166211.322464,0.10183792815371766
2025-08-15,2025-08-12 00:00:00+00:00,0001865187,"ARIS WATER SOLUTIONS, INC.",energy,210964528.4533749,0.0895238095238095
2025-08-22,2025-07-29 00:00:00+00:00,0001030894,CELESTICA INC,technology,17951398067.985535,0.6414711346759798
2025-08-22,2025-08-07 00:00:00+00:00,0001594805,SHOPIFY INC.,technology,149421778345.011,0.479163186023018
2025-08-22,2025-08-06 00:00:00+00:00,0000772406,"CIRRUS LOGIC, INC.",technology,5375659785.244332,0.4416600058767758
2025-08-22,2025-07-31 00:00:00+00:00,0001604778,"QORVO, INC.",technology,7898768289.55838,0.4416549478768048
2025-08-22,2025-08-09 00:00:00+00:00,0000797721,VIASAT INC,technology,1902665990.7129767,0.43660878494586775
2025-08-22,2025-08-07 00:00:00+00:00,0001751008,APPLOVIN CORP,technology,118453610031.29086,0.39531090046639716
2025-08-22,2025-07-30 00:00:00+00:00,0001549346,"SHUTTERSTOCK, INC.",technology,668410195.56427,0.37345826629653284
2025-08-22,2025-07-29 23:59:59+00:00,0001507605,"MARATHON DIGITAL HOLDINGS, INC.",technology,5518227196.0398245,0.3566327552756656
2025-08-22,2025-08-09 00:00:00+00:00,0001001115,GEOSPACE TECHNOLOGIES CORP,technology,182627138.4512787,0.29817809225196246
2025-08-22,2025-07-31 00:00:00+00:00,0001361113,VARONIS SYSTEMS INC,technology,5680191669.25,0.2936075341672658
2025-08-22,2025-08-07 00:00:00+00:00,0001827090,"CERTARA, INC.",technology,1898135756.656353,0.2852938400056016
2025-08-22,2025-08-01 00:00:00+00:00,0001274494,"FIRST SOLAR, INC.",technology,17753250333.63481,0.28333154329106225
2025-08-22,2025-08-02 00:00:00+00:00,0000751978,VICOR CORP,technology,2051043147.5982664,0.2653108338542472
2025-08-22,2025-08-01 00:00:00+00:00,0000857005,PTC INC.,technology,20671812374.417847,0.2591335090282446
2025-08-22,2025-08-07 00:00:00+00:00,0001522540,"MARQETA, INC.",technology,11688496887.039185,0.2563176541878052
2025-08-22,2025-08-07 00:00:00+00:00,0000821483,"PAR PACIFIC HOLDINGS, INC.",energy,1368387217.7463932,0.25459709880762504
2025-08-22,2025-08-11 23:59:59+00:00,0000788965,HALLADOR ENERGY CO,energy,680312926.1211778,0.2538281309333941
2025-08-22,2025-08-07 00:00:00+00:00,0001831915,"CYTEK BIOSCIENCES, INC.",technology,430641278.4791623,0.23116617163924885
2025-08-22,2025-08-09 00:00:00+00:00,0001124796,"NLIGHT, INC.",technology,972968804.3677292,0.2296861552633481
2025-08-22,2025-08-01 00:00:00+00:00,0001786842,VONTIER CORP,technology,5457510225.67749,0.22850216445327626
2025-08-22,2025-08-07 00:00:00+00:00,0001595974,"MAGNITE, INC.",technology,3403586801.504694,0.22839268870403223
2025-08-22,2025-08-07 00:00:00+00:00,0000046129,ALLIENT INC,technology,614687873.908287,0.22478410563737422
2025-08-22,2025-08-06 00:00:00+00:00,0001784535,"PORCH GROUP, INC.",technology,1432926754.8737135,0.21914347410637153
2025-08-22,2025-08-08 00:00:00+00:00,0001841666,APA CORP,energy,6599857575.163574,0.20353535353535354
2025-08-22,2025-08-06 00:00:00+00:00,0001710366,"CORE NATURAL RESOURCES, INC.",energy,3672513587.745941,0.19227044884939617
2025-08-22,2025-08-09 00:00:00+00:00,0001704715,"ALPHA METALLURGICAL RESOURCES, INC.",energy,1468165940.1369934,0.19063694590010377
2025-08-22,2025-08-05 00:00:00+00:00,0001944558,"VITESSE ENERGY, INC.",energy,852975446.0319748,0.19043610710277376
2025-08-22,2025-08-07 00:00:00+00:00,0001509589,"CIVITAS RESOURCES, INC.",energy,2547798682.88,0.1601010101010101
2025-08-22,2025-07-25 00:00:00+00:00,0000073756,OCEANEERING INTERNATIONAL INC,energy,2084318551.087219,0.1580910609857978
2025-08-22,2025-08-08 00:00:00+00:00,0000093410,CHEVRON CORP,energy,250066147520.607,0.11462585034013602
2025-08-29,2025-08-06 00:00:00+00:00,0000772406,"CIRRUS LOGIC, INC.",technology,5375659785.244332,0.477508288393938
2025-08-29,2025-08-28 00:00:00+00:00,0001002047,"NETAPP, INC.",technology,21349015172.569,0.4614553905535086
2025-08-29,2025-08-08 00:00:00+00:00,0001349436,SANDRIDGE ENERGY INC,energy,396953772.42400366,0.446692298929141
2025-08-29,2025-08-09 00:00:00+00:00,0000797721,VIASAT INC,technology,1902665990.7129767,0.44506845964436015
2025-08-29,2025-08-07 00:00:00+00:00,0001594805,SHOPIFY INC.,technology,149421778345.011,0.4328870984308382
2025-08-29,2025-08-07 00:00:00+00:00,0001751008,APPLOVIN CORP,technology,118453610031.29086,0.4101175375619851
2025-08-29,2025-08-07 00:00:00+00:00,0001509589,"CIVITAS RESOURCES, INC.",energy,2547798682.88,0.3444235588972431
2025-08-29,2025-08-14 23:59:59+00:00,0001411690,"BIONANO GENOMICS, INC.",technology,4404494275.065651,0.3434058856102909
2025-08-29,2025-08-08 00:00:00+00:00,0001841666,APA CORP,energy,6599857575.163574,0.33730576441102755
2025-08-29,2025-08-07 00:00:00+00:00,0001725057,"DAYFORCE, INC.",technology,8855812411.91,0.29186942618033584
2025-08-29,2025-08-02 00:00:00+00:00,0000751978,VICOR CORP,technology,2051043147.5982664,0.2898257335131481
2025-08-29,2025-08-08 00:00:00+00:00,0001737706,SEADRILL LTD,energy,1633414151.25,0.2844932844932845
2025-08-29,2025-08-01 00:00:00+00:00,0001274494,"FIRST SOLAR, INC.",technology,17753250333.63481,0.2717825362752393
2025-08-29,2025-08-09 00:00:00+00:00,0001001115,GEOSPACE TECHNOLOGIES CORP,technology,182627138.4512787,0.27147811958575985
2025-08-29,2025-08-01 00:00:00+00:00,0000857005,PTC INC.,technology,20671812374.417847,0.2683584324381783
2025-08-29,2025-08-07 00:00:00+00:00,0000821483,"PAR PACIFIC HOLDINGS, INC.",energy,1368387217.7463932,0.2656744571218256
2025-08-29,2025-08-07 00:00:00+00:00,0001827090,"CERTARA, INC.",technology,1898135756.656353,0.24749325832484276
2025-08-29,2025-08-09 00:00:00+00:00,0001124796,"NLIGHT, INC.",technology,972968804.3677292,0.22563566430591714
2025-08-29,2025-08-06 00:00:00+00:00,0001831651,"SHOALS TECHNOLOGIES GROUP, INC.",technology,709580000.0,0.22167401279303034
2025-08-29,2025-08-02 00:00:00+00:00,0000893538,SM ENERGY CO,energy,2828361301.9867096,0.22077683525051947
2025-08-29,2025-08-07 00:00:00+00:00,0000046129,ALLIENT INC,technology,614687873.908287,0.22020565838960565
2025-08-29,2025-08-06 00:00:00+00:00,0001784535,"PORCH GROUP, INC.",technology,1432926754.8737135,0.21714439516361309
2025-08-29,2025-08-01 00:00:00+00:00,0000945983,"CLIMB GLOBAL SOLUTIONS, INC.",technology,123009634.56858826,0.21172933300561964
2025-08-29,2025-08-08 00:00:00+00:00,0001683606,CARS.COM INC.,technology,745207359.7393705,0.2070134721672554
2025-08-29,2025-08-02 00:00:00+00:00,0000320193,APPLE INC,technology,3064383393071.685,0.2062549730321906
2025-08-29,2025-08-08 00:00:00+00:00,0001538849,CROSSAMERICA PARTNERS LP,energy,796999974.8666096,0.20517968873232034
2025-08-29,2025-08-01 00:00:00+00:00,0001786842,VONTIER CORP,technology,5457510225.67749,0.20501580919260648
2025-08-29,2025-08-01 00:00:00+00:00,0001534504,PBF ENERGY INC.,energy,2465055472.978764,0.1949501813975498
2025-08-29,2025-08-07 00:00:00+00:00,0001522540,"MARQETA, INC.",technology,11688496887.039185,0.19048437964134182
2025-08-29,2025-08-02 00:00:00+00:00,0001163739,NABORS INDUSTRIES LTD,energy,407362724.3350983,0.18024295879559038
2025-09-05,2025-08-28 00:00:00+00:00,0001002047,"NETAPP, INC.",technology,21349015172.569,0.5421087480082785
2025-09-05,2025-08-08 00:00:00+00:00,0001349436,SANDRIDGE ENERGY INC,energy,396953772.42400366,0.5295761462479729
2025-09-05,2025-08-09 00:00:00+00:00,0000797721,VIASAT INC,technology,1902665990.7129767,0.4872914606535504
2025-09-05,2025-08-08 00:00:00+00:00,0001841666,APA CORP,energy,6599857575.163574,0.37430487984667554
2025-09-05,2025-08-14 23:59:59+00:00,0001411690,"BIONANO GENOMICS, INC.",technology,4404494275.065651,0.3246724713915614
2025-09-05,2025-08-09 00:00:00+00:00,0001001115,GEOSPACE TECHNOLOGIES CORP,technology,182627138.4512787,0.3202064571133548
2025-09-05,2025-08-09 00:00:00+00:00,0001124796,"NLIGHT, INC.",technology,972968804.3677292,0.239848346866326
2025-09-05,2025-08-08 00:00:00+00:00,0001538849,CROSSAMERICA PARTNERS LP,energy,796999974.8666096,0.22373534102636264
2025-09-05,2025-08-08 00:00:00+00:00,0001683606,CARS.COM INC.,technology,745207359.7393705,0.21669264091297152
2025-09-05,2025-08-08 00:00:00+00:00,0001078075,NETSCOUT SYSTEMS INC,technology,1769665827.6363468,0.21546614752325333
2025-09-05,2025-08-08 00:00:00+00:00,0001327318,"TRUECAR, INC.",technology,166585099.2,0.20845491324172088
2025-09-05,2025-08-08 00:00:00+00:00,0001516513,"DOXIMITY, INC.",technology,11585592528.820038,0.2043409517662295
2025-09-05,2025-08-09 00:00:00+00:00,0001615165,"VERITONE, INC.",technology,57070685.268040895,0.18849216677212247
2025-09-05,2025-08-12 23:59:59+00:00,0001282631,NETLIST INC,technology,192362445.32408705,0.18054977049518411
2025-09-05,2025-08-29 00:00:00+00:00,0000047217,HP INC,technology,22974613735.95,0.1744412222902126
2025-09-05,2025-08-19 23:59:59+00:00,0001992243,"FREYR BATTERY, INC. /DE/",technology,191803856.13428307,0.1621890547263682
2025-09-05,2025-08-08 00:00:00+00:00,0001007587,KVH INDUSTRIES INC DE,technology,104465125.6346798,0.15642797736167205
2025-09-05,2025-08-11 23:59:59+00:00,0000788965,HALLADOR ENERGY CO,energy,680312926.1211778,0.13722802996796804
2025-09-05,2025-08-12 00:00:00+00:00,0001084991,NATURAL GAS SERVICES GROUP INC,energy,323397460.798296,0.1361158913326096
2025-09-05,2025-08-09 00:00:00+00:00,0001704715,"ALPHA METALLURGICAL RESOURCES, INC.",energy,1468165940.1369934,0.12938637443281406
2025-09-05,2025-08-12 00:00:00+00:00,0001865187,"ARIS WATER SOLUTIONS, INC.",energy,210964528.4533749,0.12363093562783964
2025-09-05,2025-08-12 00:00:00+00:00,0000866706,ESCO TECHNOLOGIES INC,technology,4954944962.073853,0.12061119651683458
2025-09-05,2025-08-12 00:00:00+00:00,0001774170,"POWERFLEET, INC.",technology,574827028.3884764,0.11888718282034857
2025-09-05,2025-08-08 00:00:00+00:00,0001493761,TURTLE BEACH CORP,technology,278624724.29295164,0.11528848929696353
2025-09-05,2025-08-28 00:00:00+00:00,0001441816,"MONGODB, INC.",technology,17159189035.74013,0.11449364320876325
2025-09-05,2025-08-08 00:00:00+00:00,0001022408,EPLUS INC,technology,1912581013.8233411,0.11398727255504751
2025-09-05,2025-08-30 00:00:00+00:00,0001090872,"AGILENT TECHNOLOGIES, INC.",technology,33522479158.10773,0.11214735161561133
2025-09-05,2025-08-08 00:00:00+00:00,0000821189,EOG RESOURCES INC,energy,65281584599.221954,0.09911297852474323
2025-09-05,2025-08-12 00:00:00+00:00,0000910638,3D SYSTEMS CORP,technology,210075808.4362621,0.09564459728791523
2025-09-05,2025-08-08 00:00:00+00:00,0001737706,SEADRILL LTD,energy,1633414151.25,0.08562091503267973
2025-10-31,2025-10-30 00:00:00+00:00,0000789019,MICROSOFT CORP,technology,3850008616739.944,0.4715043577112542
2025-10-31,2025-10-24 00:00:00+00:00,0000016058,CACI INTERNATIONAL INC /DE/,technology,10969890470.252531,0.39706257982120047
2025-10-31,2025-10-30 23:59:59+00:00,0001167419,"RIOT BLOCKCHAIN, INC.",technology,3194793525.195565,0.264902109384868
2025-10-31,2025-10-24 00:00:00+00:00,0001035002,VALERO ENERGY CORP/TX,energy,52891564226.97901,0.2523076923076923
2025-10-31,2025-10-29 00:00:00+00:00,0001587523,KNOWLES CORP,technology,2002040049.9910696,0.24408740684602748
2025-10-31,2025-10-24 00:00:00+00:00,0000051143,INTERNATIONAL BUSINESS MACHINES CORP,technology,262837472734.04532,0.2364058355437666
2025-10-31,2025-10-30 00:00:00+00:00,0001275014,"ULTRA CLEAN HOLDINGS, INC.",technology,1235623128.0,0.2051812555260831
2025-10-31,2025-10-24 00:00:00+00:00,0000866829,HELIX ENERGY SOLUTIONS GROUP INC,energy,964225350.469418,0.1962962962962963
2025-10-31,2025-10-25 00:00:00+00:00,0000045012,HALLIBURTON CO,energy,20974012034.44189,0.18205128205128207
2025-10-31,2025-10-29 00:00:00+00:00,0000315852,RANGE RESOURCES CORP,energy,8965512369.299698,0.17548076923076922
2025-10-31,2025-10-10 00:00:00+00:00,0001144879,APPLIED DIGITAL CORP.,technology,5999264214.026638,0.17389162561576352
2025-10-31,2025-10-30 00:00:00+00:00,0000751978,VICOR CORP,technology,2237748094.940185,0.1676379941897183
2025-10-31,2025-10-24 00:00:00+00:00,0001575828,EXPRO GROUP HOLDINGS N.V.,energy,1373247336.148593,0.1419230769230769
2025-10-31,2025-10-28 00:00:00+00:00,0001699838,"CONFLUENT, INC.",technology,6755929250.400001,0.13147404319818107
2025-10-31,2025-10-23 00:00:00+00:00,0001674101,VERTIV HOLDINGS CO,technology,57608405164.11292,0.11035619552860934
2025-10-31,2025-10-29 00:00:00+00:00,0000889900,PATTERSON UTI ENERGY INC,energy,1995167594.241616,0.09153846153846154
2025-10-31,2025-10-29 00:00:00+00:00,0000844965,TETRA TECHNOLOGIES INC,energy,766358413.0,0.09031339031339032
2025-10-31,2025-10-29 00:00:00+00:00,0000895126,EXPAND ENERGY CORP,energy,25300596003.26595,0.06538461538461539
2025-10-31,2025-10-29 00:00:00+00:00,0001047127,"AMKOR TECHNOLOGY, INC.",technology,7018862667.722407,0.06465075154730328
2025-10-31,2025-10-25 00:00:00+00:00,0000789460,WORLD KINECT CORP,energy,1441381374.3771362,0.0644871794871795
2025-10-31,2025-10-18 00:00:00+00:00,0001694028,LIBERTY ENERGY INC.,energy,1997414124.698639,0.06267806267806268
2025-10-31,2025-10-30 00:00:00+00:00,0001361113,VARONIS SYSTEMS INC,technology,6439347491.006256,0.05498421119110776
2025-10-31,2025-10-22 00:00:00+00:00,0001013857,PEGASYSTEMS INC,technology,9837138237.5,0.04444739168877095
2025-10-31,2025-10-28 00:00:00+00:00,0000078749,AGILYSYS INC,technology,2951504173.75,0.038806787082649175
2025-10-31,2025-10-23 00:00:00+00:00,0000033213,EQT CORP,energy,33967422700.447083,0.025897435897435872
2025-10-31,2025-10-30 00:00:00+00:00,0001659166,FORTIVE CORP,technology,16575098109.43632,0.004369079196665448
2025-10-31,2025-10-22 00:00:00+00:00,0000313616,DANAHER CORP /DE/,technology,141964384300.01117,0.0032234432234431788
2025-10-31,2025-10-30 00:00:00+00:00,0001032975,LOGITECH INTERNATIONAL S.A.,technology,16155466564.631289,-0.010956170266515098
2025-10-31,2025-10-29 00:00:00+00:00,0000917273,RAMBUS INC,technology,11211275715.64972,-0.04155109258557532
2025-10-31,2025-10-30 00:00:00+00:00,0001433270,ANTERO RESOURCES CORP,energy,10367724784.252169,-0.041666666666666644
2025-11-07,2025-10-31 23:59:59+00:00,0001899883,FTAI INFRASTRUCTURE INC.,energy,983208190.9761372,0.6241274350649351
2025-11-07,2025-10-31 00:00:00+00:00,0000912093,VIAVI SOLUTIONS INC.,technology,2832990567.672286,0.5504379638805859
2025-11-07,2025-10-31 00:00:00+00:00,0001070412,CNX RESOURCES CORP,energy,4542363996.148682,0.43659542883680813
2025-11-07,2025-11-01 00:00:00+00:00,0001137789,SEAGATE TECHNOLOGY HOLDINGS PLC,technology,50204574119.4486,0.3780344829626444
2025-11-07,2025-11-06 23:59:59+00:00,0001340476,DIRTT ENVIRONMENTAL SOLUTIONS LTD,technology,134408052.9967463,0.3648788950323003
2025-11-07,2025-11-05 00:00:00+00:00,0001594805,SHOPIFY INC.,technology,192858041282.58133,0.3588389636597651
2025-11-07,2025-10-30 00:00:00+00:00,0000789019,MICROSOFT CORP,technology,3850008616739.944,0.3547892327198867
2025-11-07,2025-10-24 00:00:00+00:00,0000016058,CACI INTERNATIONAL INC /DE/,technology,10969890470.252531,0.3382365875592377
2025-11-07,2025-11-06 00:00:00+00:00,0001633978,LUMENTUM HOLDINGS INC.,technology,11373429469.299316,0.32803764388960144
2025-11-07,2025-11-04 23:59:59+00:00,0001507605,"MARATHON DIGITAL HOLDINGS, INC.",technology,5518227196.0398245,0.32501778302324913
2025-11-07,2025-10-31 00:00:00+00:00,0001274494,"FIRST SOLAR, INC.",technology,23651324344.112457,0.3160973929178542
2025-11-07,2025-11-06 00:00:00+00:00,0000821483,"PAR PACIFIC HOLDINGS, INC.",energy,1799856120.4955292,0.29032486191968954
2025-11-07,2025-11-06 00:00:00+00:00,0000002488,ADVANCED MICRO DEVICES INC,technology,262559869547.753,0.2834926821081779
2025-11-07,2025-10-31 00:00:00+00:00,0001517228,"COMMSCOPE HOLDING COMPANY, INC.",technology,3429217842.953579,0.2827995699962664
2025-11-07,2025-11-01 00:00:00+00:00,0000106040,WESTERN DIGITAL CORP,technology,41651469600.58216,0.27981692857037976
2025-11-07,2025-11-05 00:00:00+00:00,0001408710,FABRINET,technology,13027719649.759155,0.258972007587809
2025-11-07,2025-10-31 00:00:00+00:00,0000097210,"TERADYNE, INC",technology,21894880847.38922,0.24400908740549107
2025-11-07,2025-10-29 00:00:00+00:00,0001587523,KNOWLES CORP,technology,2002040049.9910696,0.23409150690292163
2025-11-07,2025-11-01 00:00:00+00:00,0000319201,KLA CORP,technology,14233353448.742828,0.2340656745227287
2025-11-07,2025-11-05 00:00:00+00:00,0001510295,MARATHON PETROLEUM CORP,energy,58596876026.69344,0.21965461262875055
2025-11-07,2025-10-30 23:59:59+00:00,0001167419,"RIOT BLOCKCHAIN, INC.",technology,3194793525.195565,0.2168761280462815
2025-11-07,2025-10-24 00:00:00+00:00,0000866829,HELIX ENERGY SOLUTIONS GROUP INC,energy,964225350.469418,0.21200407191786502
2025-11-07,2025-11-05 00:00:00+00:00,0001487952,"VISHAY PRECISION GROUP, INC.",technology,392811104.49926376,0.20504592184825826
2025-11-07,2025-10-24 00:00:00+00:00,0001035002,VALERO ENERGY CORP/TX,energy,52891564226.97901,0.18363636363636365
2025-11-07,2025-11-06 00:00:00+00:00,0001840502,TABOOLA.COM LTD.,technology,1146470014.726982,0.1768201473123727
2025-11-07,2025-11-01 00:00:00+00:00,0001110803,"ILLUMINA, INC.",technology,14596889187.62207,0.16873260298275755
2025-11-07,2025-11-05 00:00:00+00:00,0001321655,PALANTIR TECHNOLOGIES INC.,technology,432672325397.0184,0.1671891483710001
2025-11-07,2025-10-31 00:00:00+00:00,0001376139,CVR ENERGY INC,energy,3667356205.500744,0.1453282828282828
2025-11-07,2025-10-25 00:00:00+00:00,0000045012,HALLIBURTON CO,energy,20974012034.44189,0.1328664311422932
2025-11-07,2025-10-24 00:00:00+00:00,0001575828,EXPRO GROUP HOLDINGS N.V.,energy,1373247336.148593,0.1307508583370652
2025-11-14,2025-10-31 00:00:00+00:00,0000912093,VIAVI SOLUTIONS INC.,technology,2832990567.672286,0.558304058355836
2025-11-14,2025-10-31 23:59:59+00:00,0001899883,FTAI INFRASTRUCTURE INC.,energy,983208190.9761372,0.545280984738532
2025-11-14,2025-11-12 23:59:59+00:00,0001828161,"FTC SOLAR, INC.",technology,104867321.68714236,0.48203439072755244
2025-11-14,2025-10-31 00:00:00+00:00,0001070412,CNX RESOURCES CORP,energy,4542363996.148682,0.4456412990375255
2025-11-14,2025-11-01 00:00:00+00:00,0001137789,SEAGATE TECHNOLOGY HOLDINGS PLC,technology,50204574119.4486,0.3915045056975309
2025-11-14,2025-11-06 23:59:59+00:00,0001340476,DIRTT ENVIRONMENTAL SOLUTIONS LTD,technology,134408052.9967463,0.3888189061164223
2025-11-14,2025-11-06 00:00:00+00:00,0001633978,LUMENTUM HOLDINGS INC.,technology,11373429469.299316,0.3521945936940111
2025-11-14,2025-11-13 23:59:59+00:00,0001051627,AXT INC,technology,207100947.5928402,0.3345732521993097
2025-11-14,2025-10-24 00:00:00+00:00,0000016058,CACI INTERNATIONAL INC /DE/,technology,10969890470.252531,0.3290274441780967
2025-11-14,2025-10-31 00:00:00+00:00,0001274494,"FIRST SOLAR, INC.",technology,23651324344.112457,0.32840026912921993
2025-11-14,2025-11-08 00:00:00+00:00,0001615165,"VERITONE, INC.",technology,266410133.688035,0.30082448443092946
2025-11-14,2025-11-06 00:00:00+00:00,0000002488,ADVANCED MICRO DEVICES INC,technology,262559869547.753,0.29818744368198863
2025-11-14,2025-11-08 00:00:00+00:00,0001694426,"DELEK US HOLDINGS, INC.",energy,1941118201.4255867,0.2978458691192533
2025-11-14,2025-11-01 00:00:00+00:00,0000106040,WESTERN DIGITAL CORP,technology,41651469600.58216,0.28850550097264427
2025-11-14,2025-11-06 00:00:00+00:00,0000821483,"PAR PACIFIC HOLDINGS, INC.",energy,1799856120.4955292,0.28824934621943854
2025-11-14,2025-11-05 00:00:00+00:00,0001408710,FABRINET,technology,13027719649.759155,0.28554552444628023
2025-11-14,2025-11-07 00:00:00+00:00,0001724965,TALOS ENERGY INC.,energy,1674970419.2706983,0.2626033118345443
2025-11-14,2025-10-31 00:00:00+00:00,0001517228,"COMMSCOPE HOLDING COMPANY, INC.",technology,3429217842.953579,0.255872590890602
2025-11-14,2025-11-06 00:00:00+00:00,0000733269,"LIVERAMP HOLDINGS, INC.",technology,1780531004.4776309,0.25079176721535934
2025-11-14,2025-11-07 00:00:00+00:00,0001564408,SNAP INC,technology,13322317235.915184,0.25014267286913955
2025-11-14,2025-10-31 00:00:00+00:00,0000097210,"TERADYNE, INC",technology,21894880847.38922,0.2440699190327349
2025-11-14,2025-10-24 00:00:00+00:00,0001035002,VALERO ENERGY CORP/TX,energy,52891564226.97901,0.22252399547461765
2025-11-14,2025-11-01 00:00:00+00:00,0000319201,KLA CORP,technology,14233353448.742828,0.21643272700719435
2025-11-14,2025-11-06 00:00:00+00:00,0001691303,"WARRIOR MET COAL, INC.",energy,3345513147.354217,0.2108748050237412
2025-11-14,2025-11-06 00:00:00+00:00,0001840502,TABOOLA.COM LTD.,technology,1146470014.726982,0.19994567380178108
2025-11-14,2025-11-05 00:00:00+00:00,0001510295,MARATHON PETROLEUM CORP,energy,58596876026.69344,0.19745755448525418
2025-11-14,2025-10-24 00:00:00+00:00,0000866829,HELIX ENERGY SOLUTIONS GROUP INC,energy,964225350.469418,0.19229266384625676
2025-11-14,2025-11-11 00:00:00+00:00,0001503274,QUANTERIX CORP,technology,252309910.47359705,0.18717203977677516
2025-11-14,2025-10-29 00:00:00+00:00,0001587523,KNOWLES CORP,technology,2002040049.9910696,0.17743038085154947
2025-11-14,2025-10-24 00:00:00+00:00,0000051143,INTERNATIONAL BUSINESS MACHINES CORP,technology,262837472734.04532,0.17726849897710428
2025-11-21,2025-11-12 23:59:59+00:00,0001828161,"FTC SOLAR, INC.",technology,104867321.68714236,0.5556617928237086
2025-11-21,2025-10-31 00:00:00+00:00,0000912093,VIAVI SOLUTIONS INC.,technology,2832990567.672286,0.5519852793587143
2025-11-21,2025-10-31 00:00:00+00:00,0001070412,CNX RESOURCES CORP,energy,4542363996.148682,0.4875783475783476
2025-11-21,2025-11-06 23:59:59+00:00,0001340476,DIRTT ENVIRONMENTAL SOLUTIONS LTD,technology,134408052.9967463,0.3750816581784494
2025-11-21,2025-11-07 00:00:00+00:00,0001724965,TALOS ENERGY INC.,energy,1674970419.2706983,0.3613263456120599
2025-11-21,2025-11-06 00:00:00+00:00,0001633978,LUMENTUM HOLDINGS INC.,technology,11373429469.299316,0.3489710206811864
2025-11-21,2025-10-24 00:00:00+00:00,0000016058,CACI INTERNATIONAL INC /DE/,technology,10969890470.252531,0.3485969715251181
2025-11-21,2025-11-01 00:00:00+00:00,0001137789,SEAGATE TECHNOLOGY HOLDINGS PLC,technology,50204574119.4486,0.33561458746087175
2025-11-21,2025-11-13 23:59:59+00:00,0001051627,AXT INC,technology,207100947.5928402,0.33351170044989137
2025-11-21,2025-10-31 00:00:00+00:00,0001274494,"FIRST SOLAR, INC.",technology,23651324344.112457,0.2957636535377418
2025-11-21,2025-11-06 00:00:00+00:00,0000002488,ADVANCED MICRO DEVICES INC,technology,262559869547.753,0.2935748792542293
2025-11-21,2025-11-14 23:59:59+00:00,0001992243,"FREYR BATTERY, INC. /DE/",technology,339945050.96999073,0.29291542309439905
2025-11-21,2025-11-01 00:00:00+00:00,0000106040,WESTERN DIGITAL CORP,technology,41651469600.58216,0.2844356061192324
