factor,market_state,n_weeks,weekly_mean,ann_return,ann_vol,sharpe,max_drawdown,cvar_5
pca_full_diag_f3,recovery_fragile,49,-0.0015793617058103347,-0.08133093113934864,0.07247464088199836,-1.1221984703831773,-0.09124289536189067,-0.021588795498192124
pca_full_diag_f3,stressed_panic,229,-4.5732082977331015e-05,-0.007987774496266864,0.10589025404985238,-0.07543446342574905,-0.22673820715384008,-0.03579330504420378
pca_full_diag_f4,calm_trend,295,-0.00024262465799152573,-0.014223795577848364,0.05842034791587429,-0.2434733117017846,-0.15695214117095246,-0.018608264410759953
pca_full_diag_f4,neutral_mixed,492,-0.00026232023704017224,-0.01612601169847816,0.07247573413931993,-0.22250221939772513,-0.3271674606661922,-0.021321486362380924
pca_full_diag_f4,recovery_confirmed,44,-0.0007152786331552696,-0.038948654837899666,0.0708040239830891,-0.5500909785466741,-0.04966963894360199,-0.023661620128605444
pca_full_diag_f4,recovery_fragile,49,-0.0007445659066401327,-0.04107914048804395,0.08001243039489035,-0.5134094825679397,-0.06589109626647405,-0.02383181991848342
pca_full_diag_f4,stressed_panic,229,-0.00157494338784619,-0.08397580235344648,0.10656587680786328,-0.7880177489165094,-0.4255451195865875,-0.03833234610963975
pca_full_diag_f5,calm_trend,295,-0.00020995679336195243,-0.011347936713479001,0.03142519740842839,-0.36110948058628356,-0.08879630141404193,-0.009179389667915065
pca_full_diag_f5,neutral_mixed,492,-0.00040443560754530175,-0.021505804347238144,0.03754574136134523,-0.5727894447538913,-0.22291409732440481,-0.011661213422072688
pca_full_diag_f5,recovery_confirmed,44,0.00022169525524536775,0.011058552830524926,0.03255863127043331,0.33965042137896206,-0.019451787342744997,-0.0074426343753352065
pca_full_diag_f5,recovery_fragile,49,0.0013549278458273428,0.07225651878592143,0.03589073508412212,2.0132359679054708,-0.026231815304242234,-0.008630171233161692
pca_full_diag_f5,stressed_panic,229,-0.0006159381719332423,-0.03281552898191764,0.05146406361901383,-0.6376396785308198,-0.15531781800577993,-0.01765935223504854
pca_exp_f1,calm_trend,257,0.0022044388484489127,0.11661828312483391,0.09154903876056032,1.2738340533518908,-0.08899343214426692,-0.027716551783990427
pca_exp_f1,neutral_mixed,368,0.0007951584810287321,0.03328927341434573,0.1305816545351126,0.2549307062531854,-0.24892614297272087,-0.04206946179320115
pca_exp_f1,recovery_confirmed,41,0.005517647044561803,0.327206849513376,0.07868763315583838,4.158300820477764,-0.03187445337615058,-0.013495259962177564
pca_exp_f1,recovery_fragile,35,0.006143594866043876,0.3706450087270148,0.08058588652569328,4.599378684117865,-0.02126103467897944,-0.018386581266499655
pca_exp_f1,stressed_panic,149,0.0006707885502411295,0.00826587305373283,0.2287101884138653,0.03614125418311151,-0.25741722957471325,-0.07756735287301991
pca_exp_f2,calm_trend,257,0.00043477687457150343,0.021774213228976214,0.046113045583068626,0.4721920435671912,-0.09572644323860968,-0.013316929568521315
pca_exp_f2,neutral_mixed,368,0.00042152885479881437,0.020538982139579165,0.056245750924378515,0.36516504450609055,-0.10799875089857114,-0.017916542763886135
pca_exp_f2,recovery_confirmed,41,0.0014814077571048338,0.0793274210476902,0.03581270067655518,2.215063917243805,-0.014499676171474407,-0.006332585182325719
pca_exp_f2,recovery_fragile,35,0.0011967206279181397,0.06307868087536539,0.04531525923920659,1.3919964694980704,-0.017416135971956792,-0.009558048165613339
pca_exp_f2,stressed_panic,149,0.00020791872472068212,0.007820218609039697,0.07753557471157425,0.10085974906525483,-0.1368671811528227,-0.024000984259807363
pca_exp_f3,calm_trend,257,-0.00020668155324615994,-0.012362664100941667,0.058132211903909894,-0.21266460876074408,-0.20444629983655394,-0.01807654698989725
pca_exp_f3,neutral_mixed,368,-8.984922289909103e-05,-0.006992241980337988,0.06834132668117784,-0.10231352418658488,-0.35192965719907876,-0.021618909226878355
pca_exp_f3,recovery_confirmed,41,0.0009536092235209836,0.04941897634037762,0.05157853447700067,0.9581306805530503,-0.03053013134355831,-0.0117389097068794
pca_exp_f3,recovery_fragile,35,-0.00032272751339771624,-0.019344174187130192,0.07403816456828932,-0.26127301101971584,-0.06530181890987352,-0.02134914015305101
pca_exp_f3,stressed_panic,149,-0.00013662224050937357,-0.010653882444186635,0.08466825179899226,-0.12583090140421962,-0.1348676900658783,-0.025382823280387115
pca_exp_f4,calm_trend,257,0.00026481583146104585,0.012661305933924227,0.048738903924412276,0.25977822467161493,-0.06694627888472626,-0.014690062772839001
pca_exp_f4,neutral_mixed,368,0.00037299635680553694,0.017379985383376928,0.06555325300379701,0.26512773336161116,-0.19735602482000014,-0.022905735386177878
pca_exp_f4,recovery_confirmed,41,0.0005679806018709323,0.02734521251053934,0.07156995517845262,0.3820767030293194,-0.05264116761865567,-0.019428511999359077
pca_exp_f4,recovery_fragile,35,-0.00016231550212986585,-0.011095087106801849,0.0738941261022982,-0.1501484311681545,-0.07876351787815206,-0.018594992966959233
pca_exp_f4,stressed_panic,149,0.001643045325673365,0.08414083632955904,0.09613604528625869,0.8752267276963369,-0.10781226947854661,-0.025339715320146006
pca_exp_f5,calm_trend,257,-5.340647205153038e-06,-0.0008744971185087325,0.03451271062818028,-0.025338407287971435,-0.08630685272232352,-0.010709177240456554
pca_exp_f5,neutral_mixed,368,-4.6932479387225626e-05,-0.0033817692138802258,0.043532194658072815,-0.07768432628868378,-0.146710522783432,-0.01299664844619331
pca_exp_f5,recovery_confirmed,41,0.0003579718451314334,0.018399236886333048,0.02755446277079796,0.6677407227780336,-0.013586704376218894,-0.005894014752760292
pca_exp_f5,recovery_fragile,35,0.00023403446273548626,0.011676557309609814,0.03346504358748443,0.34891803678919225,-0.023944358389825893,-0.008653213409688507
pca_exp_f5,stressed_panic,149,-0.00033690811466958467,-0.018852237513631076,0.05489436530217972,-0.34342755235176203,-0.10285713978329547,-0.017184173850103047
