source,factor,feature,mean_weight,mean_abs_weight,weight_std,sign_stability,n_refits
ridge_oos_cross_section,ridge_prediction,vol_26w,-0.0008302420081084199,0.0008650421843334345,0.0005279857986080772,0.8787878787878788,33
ridge_oos_cross_section,ridge_prediction,mom_4w,0.0008211111478250334,0.0008211111478250334,0.00019911109260646332,1.0,33
ridge_oos_cross_section,ridge_prediction,l1_trend_quality_trend_clarity_momentum_score_tradable,-0.0008009180228807128,0.0008009180228807128,0.0002208805167008551,1.0,33
ridge_oos_cross_section,ridge_prediction,l1_multi_horizon_mom_multi_mom_invvol_score_tradable,-0.0007757086231853097,0.0007757086231853097,0.0003120226148193448,1.0,33
ridge_oos_cross_section,ridge_prediction,l1_bab_bab_score_tradable,-0.0007399320570389713,0.0007719284013128779,0.0004251773449793076,0.8787878787878788,33
ridge_oos_cross_section,ridge_prediction,l1_breadth_confirmation_breadth_confirmed_momentum_score_tradable,-0.000721129524753186,0.000721129524753186,0.00023620570636161391,1.0,33
ridge_oos_cross_section,ridge_prediction,l1_carry_carry_score_asset_class_neutral_tradable,-0.000687834600148695,0.000687834600148695,0.00017618674608420998,1.0,33
ridge_oos_cross_section,ridge_prediction,trend_consistency_26w,0.0006473268939903628,0.0006473268939903628,0.0003548224135566017,1.0,33
ridge_oos_cross_section,ridge_prediction,l1_xsmom_xsmom_asset_class_neutral_tradable,-0.000643464447365182,0.000643464447365182,0.0002563826777225872,1.0,33
ridge_oos_cross_section,ridge_prediction,downside_vol_26w,0.0002988044195176552,0.0006350559534492649,0.0006828526855645553,0.6363636363636364,33
ridge_oos_cross_section,ridge_prediction,ma_distance_13w,8.686211848899507e-05,0.0005677970274754317,0.0006453820396746216,0.6060606060606061,33
ridge_oos_cross_section,ridge_prediction,trend_consistency_13w,-0.0005346039550151205,0.000564532867070407,0.0002393218153199117,0.9393939393939394,33
ridge_oos_cross_section,ridge_prediction,l1_carry_carry_score_tradable,0.0005334848076091027,0.0005334848076091027,0.00025983987068574284,1.0,33
ridge_oos_cross_section,ridge_prediction,l1_breadth_confirmation_breadth_confirmed_momentum_tradable,0.00010443987107935617,0.0005108254543234933,0.0006074036387631428,0.5454545454545454,33
ridge_oos_cross_section,ridge_prediction,l1_value_value_score_asset_class_neutral_tradable,-0.000500353410660573,0.000500353410660573,0.00024971122696821544,1.0,33
ridge_oos_cross_section,ridge_prediction,mom_52w,0.00042572843617338246,0.0004459580272497543,0.00021633416108897145,0.9393939393939394,33
ridge_oos_cross_section,ridge_prediction,vol_4w,-0.0004433205889673968,0.0004433205889673968,0.00022627750801515142,1.0,33
ridge_oos_cross_section,ridge_prediction,drawdown_52w,-0.0004059584954744793,0.0004059584954744793,0.00014054637852548498,1.0,33
ridge_oos_cross_section,ridge_prediction,drawdown_26w,0.0003103830303288569,0.00036806191622385155,0.00030352497454394056,0.8484848484848485,33
ridge_oos_cross_section,ridge_prediction,l1_bab_bab_score_asset_class_neutral_tradable,0.00028518043969845804,0.0003333534396308886,0.0002384652152553655,0.8181818181818182,33
ridge_oos_cross_section,ridge_prediction,l1_value_value_score_tradable,0.00030155282538040396,0.00033202947387269045,0.00033706763459090774,0.8181818181818182,33
ridge_oos_cross_section,ridge_prediction,vol_13w,-0.00016798639826130275,0.0002994999061171204,0.00030083842425615624,0.7272727272727273,33
ridge_oos_cross_section,ridge_prediction,l1_reversal_reversal_4w_asset_class_neutral_tradable,-0.00025065732478354256,0.00025065732478354256,7.556762977899813e-05,1.0,33
ridge_oos_cross_section,ridge_prediction,rel_strength_LQD_26w,0.0002333641569755848,0.0002333641569755848,4.789640643617841e-05,1.0,33
ridge_oos_cross_section,ridge_prediction,rel_strength_TLT_26w,0.00023336415697557244,0.00023336415697557244,4.7896406436203436e-05,1.0,33
ridge_oos_cross_section,ridge_prediction,rel_strength_GLD_26w,0.0002333641569755375,0.0002333641569755375,4.789640643634105e-05,1.0,33
ridge_oos_cross_section,ridge_prediction,rel_strength_SPY_26w,0.00023336415697540634,0.00023336415697540634,4.7896406436659356e-05,1.0,33
ridge_oos_cross_section,ridge_prediction,mom_26w,0.00023336415697519284,0.00023336415697519284,4.789640644127088e-05,1.0,33
ridge_oos_cross_section,ridge_prediction,l1_reversal_reversal_1w_score_tradable,-0.00022538040597224742,0.00022538040597224742,0.00011939364672227167,1.0,33
ridge_oos_cross_section,ridge_prediction,mom_13w,-0.00019385298678752647,0.00019385298678752647,6.389413712790732e-05,1.0,33
ridge_oos_cross_section,ridge_prediction,rel_strength_TLT_13w,-0.00019385298678372697,0.00019385298678372697,6.389413712850982e-05,1.0,33
ridge_oos_cross_section,ridge_prediction,rel_strength_LQD_13w,-0.00019385298678363048,0.00019385298678363048,6.389413712860493e-05,1.0,33
ridge_oos_cross_section,ridge_prediction,rel_strength_SPY_13w,-0.00019385298678362492,0.00019385298678362492,6.389413712839258e-05,1.0,33
ridge_oos_cross_section,ridge_prediction,rel_strength_GLD_13w,-0.0001938529867834707,0.0001938529867834707,6.38941371286092e-05,1.0,33
ridge_oos_cross_section,ridge_prediction,l1_contained_recovery_contained_recovery_quality_tradable,1.983083091982273e-05,0.0001834979419188366,0.00021413662108416088,0.5151515151515151,33
ridge_oos_cross_section,ridge_prediction,l1_carry_carry_yield_trailing_52w_tradable,0.00012395420033840904,0.00018023814298835663,0.0001563850271168894,0.7878787878787878,33
ridge_oos_cross_section,ridge_prediction,l1_quality_quality_score_asset_class_neutral_tradable,-0.00017131811686767412,0.00017229974366791598,7.590128711442185e-05,0.9696969696969697,33
ridge_oos_cross_section,ridge_prediction,l1_residual_momentum_residual_mom_score_tradable,9.967605621533755e-05,0.00013573557804061952,0.00013157281653218106,0.8484848484848485,33
ridge_oos_cross_section,ridge_prediction,vol_change_13v26,1.308065048357447e-05,6.838789641884434e-05,8.738948583279202e-05,0.5151515151515151,33
ridge_oos_cross_section,ridge_prediction,l1_reversal_reversal_1w_asset_class_neutral_tradable,-1.0247170992221413e-05,6.467794398094055e-05,9.08244559341994e-05,0.6060606060606061,33
