id,description,type,coverage,userCount,alphaCount
forward_price_20,Synthetic forward price for the underlying at 20 days derived from put-call parity using ATM options and adjusted for interest rates and dividends,MATRIX,0.9796,390,771
forward_price_270,Synthetic forward price at 270 days expiry derived from ATM calls and puts reflecting the market-consensus forward expectation,MATRIX,0.9796,269,555
forward_price_30,"Synthetic forward price at 30 days expiry, derived from at-the-money call and put options, reflecting market consensus forward expectation",MATRIX,0.9796,395,759
forward_price_360,"Synthetic forward price at 360 days derived from put-call parity using ATM call and put prices, reflecting the market-consensus forward expectation of the underlying",MATRIX,0.9796,260,644
forward_price_60,Synthetic forward price at 60 days derived from at-the-money call and put options reflecting the market's forward expectation of the underlying security,MATRIX,0.9796,323,506
forward_price_720,Synthetic forward price at 720 days derived from at-the-money call and put options reflecting the market's forward expectation of the underlying security,MATRIX,0.9796,323,611
forward_price_90,"Synthetic forward price at 90 days derived from put-call parity using ATM call and put prices, reflecting the market-consensus forward expectation of the underlying",MATRIX,0.9796,288,473
option_breakeven_10,Open-interest-weighted mean breakeven price at which buyers of calls and puts combined break even for options expiring in 10 days,MATRIX,0.9835,295,697
option_breakeven_1080,Open-interest-weighted mean breakeven price at which buyers of calls and puts combined break even for options expiring in 1080 days,MATRIX,0.9835,218,542
option_breakeven_120,"Weighted mean breakeven price for combined call and put options with expiration 120 days in the future, based on recent bid/ask mid-prices and weighted by open interest or volume",MATRIX,0.9835,259,573
option_breakeven_150,Price at which a stock's options with expiration 150 days in the future break even based on its recent bid/ask mean,MATRIX,0.9835,187,386
option_breakeven_180,"Weighted mean break-even price for combined call and put options expiring in 180 days, based on recent bid/ask prices",MATRIX,0.9835,262,539
option_breakeven_20,Price at which a stock's options with expiration 20 days in the future break even based on its recent bid/ask mean,MATRIX,0.9835,325,508
option_breakeven_270,The weighted mean price at which buyers of call and put options combined break even at 270 days to expiry based on recent bid/ask prices,MATRIX,0.9835,257,680
option_breakeven_30,"Open-interest-weighted average breakeven price of all call and put options expiring in 30 days, representing the price at which option buyers collectively break even",MATRIX,0.9835,282,516
option_breakeven_360,"Open-interest-weighted average breakeven price of all call and put options expiring in 360 days, representing the price at which option buyers collectively break even",MATRIX,0.9835,209,471
option_breakeven_60,The weighted mean price at which buyers of call and put options combined break even at 60 days to expiry based on recent bid/ask prices,MATRIX,0.9835,220,361
option_breakeven_720,Price at which a stock's options with expiration 720 days in the future break even based on its recent bid/ask mean,MATRIX,0.9835,201,359
option_breakeven_90,Open-interest-weighted mean breakeven price at which buyers of calls and puts combined break even for options expiring in 90 days,MATRIX,0.9835,225,430
pcr_oi_10,"Ratio of put open interest to call open interest for options expiring in 10 days, indicating short-term positioning",MATRIX,0.9838,1025,2538
pcr_oi_1080,"Ratio of put option open interest to call option open interest for stock options expiring in 1080 days, representing longer-term positioning",MATRIX,0.9838,971,1906
pcr_oi_120,"Ratio of total put option open interest to total call option open interest for options expiring in 120 days, indicating longer-term put-call positioning",MATRIX,0.9838,1297,3549
pcr_oi_150,"Ratio of total put option open interest to total call option open interest for options expiring in 150 days, indicating longer-term put-call positioning",MATRIX,0.9838,1391,2353
pcr_oi_180,"Ratio of total put option open interest to call option open interest for options expiring in 180 days, representing longer-term positioning",MATRIX,0.9838,2657,4477
pcr_oi_20,Ratio of put open interest to call open interest on a stock's options with expiration 20 days in the future,MATRIX,0.9838,793,1512
pcr_oi_270,"Ratio of put open interest to call open interest for options expiring in 270 days, indicating longer-term position skew",MATRIX,0.9838,11821,19447
pcr_oi_30,"Ratio of put open interest to call open interest for options expiring in 30 days, reflecting medium-term option positioning",MATRIX,0.9838,1010,2083
pcr_oi_360,Ratio of total put option open interest to call option open interest for options expiring in 360 days,MATRIX,0.9838,1318,2519
pcr_oi_60,"Ratio of put open interest to call open interest for options expiring in 60 days, reflecting medium-to-long term option positioning",MATRIX,0.9838,1334,3629
pcr_oi_720,"Ratio of put open interest to call open interest for options expiring in 720 days, indicating very long-term option sentiment",MATRIX,0.9838,1126,2032
pcr_oi_90,"Ratio of put open interest to call open interest for options expiring in 90 days, reflecting longer-term positioning",MATRIX,0.9838,1429,3705
pcr_oi_all,Ratio of total put option open interest to call option open interest aggregated across all option maturities for the stock,MATRIX,0.9838,528,1210
pcr_vol_10,"Ratio of total put option volume to call option volume for options expiring in 10 days, reflecting very short-term sentiment flow",MATRIX,0.981,414,711
pcr_vol_1080,Ratio of put volume to call volume on a stock's options with expiration 1080 days in the future.,MATRIX,0.981,344,572
pcr_vol_120,Ratio of put options volume to call options volume for contracts expiring in 120 days on a stock's options,MATRIX,0.981,352,506
pcr_vol_150,"Ratio of total put options volume to call options volume for options expiring in 150 days, reflecting short-term options flow sentiment",MATRIX,0.981,248,458
pcr_vol_180,"Ratio of total put option volume to call option volume for options expiring in 180 days, capturing short-term options flow sentiment",MATRIX,0.981,515,751
pcr_vol_20,"Ratio of put option volume to call option volume for options expiring in 20 days, signaling short-term options flow sentiment",MATRIX,0.981,274,456
pcr_vol_270,"Ratio of total put options volume to call options volume for contracts expiring 270 days in the future, indicating short-term options flow sentiment at longer tenor",MATRIX,0.981,452,788
pcr_vol_30,Ratio of put volume to call volume on a stock's options with expiration 30 days in the future,MATRIX,0.981,318,541
pcr_vol_360,Ratio of put volume to call volume on a stock's options with expiration 360 days in the future,MATRIX,0.981,352,605
pcr_vol_60,"Ratio of total put options volume to call options volume for contracts expiring 60 days in the future, indicating short-term options flow sentiment",MATRIX,0.981,305,497
pcr_vol_720,Ratio of put options volume to call options volume for contracts expiring in 720 days on a stock's options,MATRIX,0.981,254,361
pcr_vol_90,"Ratio of put options volume to call options volume for stock options expiring in 90 days, indicating short-term options flow sentiment",MATRIX,0.981,401,491
pcr_vol_all,"Ratio of total put option volume to call option volume aggregated across all maturities, measuring short-term options flow sentiment",MATRIX,0.981,285,491
put_breakeven_10,"Open interest-weighted mean breakeven price for put options expiring in 10 days, average price at which put buyers break even",MATRIX,0.9795,874,1416
put_breakeven_1080,Price at which a stock's put options with expiration 1080 days in the future break even based on its recent bid/ask mean,MATRIX,0.9795,806,1255
put_breakeven_120,Price at which a stock's put options with expiration 120 days in the future break even based on its recent bid/ask mean,MATRIX,0.9795,348,549
put_breakeven_150,Open-interest-weighted mean breakeven price at which buyers of put options break even for options expiring in 150 days,MATRIX,0.9795,250,483
put_breakeven_180,"Weighted mean breakeven price of put options expiring in 180 days derived from open interest or volume, indicating the price at which put buyers break even",MATRIX,0.9795,255,425
put_breakeven_20,"Price at which a stock's put options with expiration 20 days in the future break even based on its recent bid/ask mean, weighted by open interest or volume",MATRIX,0.9795,264,419
put_breakeven_270,Weighted mean breakeven price of put options expiring in 270 days indicating the break even price for put buyers based on recent bids and asks,MATRIX,0.9795,226,418
put_breakeven_30,The weighted mean break-even price of put options expiring in 30 days based on recent bid/ask prices,MATRIX,0.9795,299,472
put_breakeven_360,Open-interest-weighted mean breakeven price at which buyers of put options break even for options expiring in 360 days,MATRIX,0.9795,249,448
put_breakeven_60,"Price at which a stock's put options with expiration 60 days in the future break even based on its recent bid/ask mean, weighted by open interest or volume",MATRIX,0.9795,262,451
put_breakeven_720,Weighted mean breakeven price of put options expiring in 720 days indicating the put buyers break-even price based on recent bid/ask,MATRIX,0.9795,320,506
put_breakeven_90,Open-interest-weighted mean breakeven price at which buyers of put options break even for options expiring in 90 days,MATRIX,0.9795,377,633
