Date,ticker,distribution,pull_timestamp_utc,source
2000-03-17,SPY,0.371,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2000-06-16,SPY,0.348,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2000-09-15,SPY,0.375,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2000-12-15,SPY,0.411,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2001-03-16,SPY,0.316,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2001-06-15,SPY,0.346,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2001-09-21,SPY,0.369,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2001-12-21,SPY,0.393,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2002-03-15,SPY,0.331,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2002-06-21,SPY,0.353,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2002-09-20,SPY,0.378,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2002-12-20,SPY,0.436,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2003-03-21,SPY,0.354,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2003-06-20,SPY,0.36,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2003-09-19,SPY,0.4,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2003-12-19,SPY,0.516,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2004-03-19,SPY,0.395,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2004-06-18,SPY,0.414,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2004-09-17,SPY,0.469,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2004-11-15,SPY,0.351,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2004-12-17,SPY,0.568,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2005-03-18,SPY,0.467,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2005-06-17,SPY,0.488,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2005-09-16,SPY,0.522,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2005-12-16,SPY,0.672,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2006-03-17,SPY,0.519,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2006-06-16,SPY,0.555,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2006-09-15,SPY,0.579,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2006-12-15,SPY,0.793,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2007-03-16,SPY,0.551,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2007-06-15,SPY,0.656,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2007-09-21,SPY,0.719,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2007-12-21,SPY,0.775,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2008-03-20,SPY,0.642,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2008-06-20,SPY,0.669,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2008-09-19,SPY,0.691,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2008-12-19,SPY,0.719,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2009-03-20,SPY,0.561,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2009-06-19,SPY,0.518,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2009-09-18,SPY,0.508,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2009-12-18,SPY,0.59,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2010-03-19,SPY,0.48,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2010-06-18,SPY,0.531,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2010-09-17,SPY,0.602,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2010-12-17,SPY,0.653,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2011-03-18,SPY,0.553,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2011-06-17,SPY,0.628,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2011-09-16,SPY,0.625,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2011-12-16,SPY,0.77,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2012-03-16,SPY,0.614,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2012-06-15,SPY,0.688,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2012-09-21,SPY,0.779,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2012-12-21,SPY,1.022,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2013-03-15,SPY,0.694,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2013-06-21,SPY,0.839,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2013-09-20,SPY,0.838,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2013-12-20,SPY,0.98,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2014-03-21,SPY,0.825,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2014-06-20,SPY,0.937,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2014-09-19,SPY,0.939,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2014-12-19,SPY,1.135,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2015-03-20,SPY,0.931,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2015-06-19,SPY,1.03,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2015-09-18,SPY,1.033,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2015-12-18,SPY,1.212,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2016-03-18,SPY,1.05,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2016-06-17,SPY,1.078,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2016-09-16,SPY,1.082,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2016-12-16,SPY,1.329,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2017-03-17,SPY,1.033,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2017-06-16,SPY,1.183,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2017-09-15,SPY,1.235,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2017-12-15,SPY,1.351,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2018-03-16,SPY,1.097,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2018-06-15,SPY,1.246,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2018-09-21,SPY,1.323,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2018-12-21,SPY,1.435,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2019-03-15,SPY,1.233,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2019-06-21,SPY,1.432,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2019-09-20,SPY,1.384,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2019-12-20,SPY,1.57,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2020-03-20,SPY,1.406,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2020-06-19,SPY,1.366,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2020-09-18,SPY,1.339,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2020-12-18,SPY,1.58,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2021-03-19,SPY,1.278,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2021-06-18,SPY,1.376,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2021-09-17,SPY,1.428,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2021-12-17,SPY,1.633,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2022-03-18,SPY,1.366,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2022-06-17,SPY,1.577,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2022-09-16,SPY,1.596,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2022-12-16,SPY,1.781,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2023-03-17,SPY,1.506,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2023-06-16,SPY,1.638,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2023-09-15,SPY,1.583,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2023-12-15,SPY,1.906,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2024-03-15,SPY,1.595,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2024-06-21,SPY,1.759,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2024-09-20,SPY,1.746,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2024-12-20,SPY,1.966,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2025-03-21,SPY,1.696,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2025-06-20,SPY,1.761,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2025-09-19,SPY,1.831,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2025-12-19,SPY,1.993,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2026-03-20,SPY,1.797,2026-04-15T08:19:22.939776+00:00,yfinance.dividends
2003-12-24,QQQ,0.014,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2004-12-17,QQQ,0.379,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2005-06-17,QQQ,0.035,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2005-12-16,QQQ,0.101,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2006-03-17,QQQ,0.029,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2006-06-16,QQQ,0.026,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2006-09-15,QQQ,0.023,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2006-12-15,QQQ,0.054,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2007-03-16,QQQ,0.027,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2007-06-15,QQQ,0.037,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2007-09-21,QQQ,0.026,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2007-12-21,QQQ,0.053,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2008-03-20,QQQ,0.033,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2008-06-20,QQQ,0.034,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2008-09-19,QQQ,0.028,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2008-12-19,QQQ,0.043,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2009-03-20,QQQ,0.049,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2009-06-19,QQQ,0.044,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2009-09-18,QQQ,0.041,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2009-12-18,QQQ,0.073,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2010-03-19,QQQ,0.051,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2010-06-18,QQQ,0.089,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2010-06-25,QQQ,0.089,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2010-09-17,QQQ,0.112,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2010-12-17,QQQ,0.108,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2011-03-18,QQQ,0.077,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2011-06-17,QQQ,0.121,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2011-09-16,QQQ,0.104,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2011-12-16,QQQ,0.161,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2011-12-27,QQQ,0.049,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2012-03-16,QQQ,0.113,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2012-06-15,QQQ,0.143,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2012-09-21,QQQ,0.2,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2012-12-21,QQQ,0.367,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2013-03-15,QQQ,0.159,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2013-06-21,QQQ,0.224,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2013-09-20,QQQ,0.238,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2013-12-20,QQQ,0.272,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2014-02-27,QQQ,0.373,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2014-03-21,QQQ,0.206,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2014-06-20,QQQ,0.249,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2014-09-19,QQQ,0.238,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2014-12-19,QQQ,0.387,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2015-03-20,QQQ,0.248,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2015-06-19,QQQ,0.254,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2015-09-18,QQQ,0.26,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2015-12-18,QQQ,0.342,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2016-03-18,QQQ,0.318,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2016-06-17,QQQ,0.287,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2016-09-16,QQQ,0.294,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2016-12-16,QQQ,0.355,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2017-03-17,QQQ,0.274,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2017-06-16,QQQ,0.378,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2017-09-18,QQQ,0.319,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2017-12-18,QQQ,0.329,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2018-03-19,QQQ,0.277,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2018-06-18,QQQ,0.378,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2018-09-24,QQQ,0.33,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2018-12-24,QQQ,0.421,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2019-03-18,QQQ,0.324,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2019-06-24,QQQ,0.416,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2019-09-23,QQQ,0.384,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2019-12-23,QQQ,0.458,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2020-03-23,QQQ,0.363,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2020-06-22,QQQ,0.424,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2020-12-21,QQQ,0.561,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2021-03-22,QQQ,0.395,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2021-06-21,QQQ,0.397,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2021-09-20,QQQ,0.414,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2021-12-20,QQQ,0.491,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2022-03-21,QQQ,0.434,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2022-06-21,QQQ,0.527,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2022-09-19,QQQ,0.519,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2022-12-19,QQQ,0.655,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2023-03-20,QQQ,0.472,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2023-06-20,QQQ,0.504,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2023-09-18,QQQ,0.536,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2023-12-18,QQQ,0.808,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2023-12-27,QQQ,0.216,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2024-03-18,QQQ,0.573,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2024-06-24,QQQ,0.762,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2024-09-23,QQQ,0.677,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2024-12-23,QQQ,0.835,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2025-03-24,QQQ,0.716,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2025-06-23,QQQ,0.591,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2025-09-22,QQQ,0.694,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2025-12-22,QQQ,0.794,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2026-03-23,QQQ,0.733,2026-04-15T08:19:24.240068+00:00,yfinance.dividends
2000-06-21,IWM,0.03,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2000-09-20,IWM,0.178,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2000-12-13,IWM,0.217,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2001-03-09,IWM,0.097,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2001-06-08,IWM,0.142,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2001-10-01,IWM,0.147,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2001-12-14,IWM,0.135,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2002-03-08,IWM,0.0575,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2002-06-14,IWM,0.1205,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2002-09-13,IWM,0.128,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2002-12-13,IWM,0.19,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2003-03-07,IWM,0.08,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2003-06-13,IWM,0.075,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2003-09-12,IWM,0.1185,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2003-12-12,IWM,0.1875,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2003-12-16,IWM,0.115,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2004-03-26,IWM,0.1045,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2004-06-25,IWM,0.1525,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2004-09-24,IWM,0.1325,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2004-12-23,IWM,0.2055,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2005-03-24,IWM,0.274,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2005-06-20,IWM,0.146,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2005-09-23,IWM,0.198,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2005-12-22,IWM,0.261,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2006-03-24,IWM,0.169,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2006-06-22,IWM,0.105,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2006-09-26,IWM,0.231,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2006-12-20,IWM,0.329,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2007-03-23,IWM,0.154,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2007-06-28,IWM,0.159,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2007-09-25,IWM,0.195,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2007-12-27,IWM,0.267,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2008-03-24,IWM,0.11,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2008-07-02,IWM,0.257,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2008-09-24,IWM,0.15,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2008-12-23,IWM,0.361,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2009-03-24,IWM,0.141,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2009-07-02,IWM,0.181,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2009-09-22,IWM,0.145,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2009-12-23,IWM,0.253,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2010-03-24,IWM,0.172,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2010-07-02,IWM,0.199,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2010-09-23,IWM,0.165,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2010-12-22,IWM,0.357,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2011-03-24,IWM,0.169,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2011-07-05,IWM,0.252,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2011-09-23,IWM,0.25,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2011-12-22,IWM,0.36,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2012-03-23,IWM,0.251,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2012-06-26,IWM,0.377,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2012-09-24,IWM,0.332,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2012-12-19,IWM,0.727,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2013-03-25,IWM,0.264,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2013-07-02,IWM,0.43,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2013-09-24,IWM,0.283,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2013-12-23,IWM,0.437,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2014-03-25,IWM,0.302,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2014-07-02,IWM,0.459,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2014-09-24,IWM,0.305,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2014-12-24,IWM,0.445,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2015-03-25,IWM,0.383,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2015-07-02,IWM,0.529,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2015-09-25,IWM,0.324,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2015-12-24,IWM,0.496,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2016-03-23,IWM,0.327,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2016-07-06,IWM,0.621,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2016-09-26,IWM,0.344,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2016-12-22,IWM,0.563,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2017-03-24,IWM,0.387,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2017-07-06,IWM,0.609,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2017-09-26,IWM,0.349,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2017-12-21,IWM,0.579,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2018-03-22,IWM,0.362,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2018-07-03,IWM,0.595,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2018-09-26,IWM,0.45,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2018-12-17,IWM,0.469,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2019-03-20,IWM,0.412,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2019-06-17,IWM,0.533,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2019-09-24,IWM,0.544,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2019-12-16,IWM,0.597,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2020-03-25,IWM,0.42,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2020-06-15,IWM,0.466,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2020-09-23,IWM,0.566,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2020-12-14,IWM,0.592,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2021-03-25,IWM,0.398,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2021-06-10,IWM,0.347,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2021-09-24,IWM,0.679,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2021-12-13,IWM,0.666,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2022-03-24,IWM,0.4,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2022-06-09,IWM,0.494,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2022-09-26,IWM,0.861,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
2022-12-13,IWM,0.83,2026-04-15T08:19:25.382412+00:00,yfinance.dividends
