model_name,model_family,feature,importance,importance_type,scaled_features
lightgbm_lambdarank_relevance_13w,lightgbm_ranker,recent_stress_26w,0.0,feature_importance,False
lightgbm_lambdarank_relevance_13w,lightgbm_ranker,avg_corr_risk_off_z,6.0,feature_importance,False
lightgbm_lambdarank_relevance_13w,lightgbm_ranker,google_fear_z_tradable,15.0,feature_importance,False
lightgbm_lambdarank_relevance_13w,lightgbm_ranker,transition_persistence_prob,5.0,feature_importance,False
lightgbm_lambdarank_relevance_13w,lightgbm_ranker,transition_good_state_prob,12.0,feature_importance,False
lightgbm_lambdarank_relevance_13w,lightgbm_ranker,transition_non_stress_prob,8.0,feature_importance,False
lightgbm_lambdarank_relevance_13w,lightgbm_ranker,z_dd_neg,11.0,feature_importance,False
lightgbm_lambdarank_relevance_13w,lightgbm_ranker,z_breadth_decay,8.0,feature_importance,False
lightgbm_lambdarank_relevance_13w,lightgbm_ranker,z_stress,17.0,feature_importance,False
lightgbm_lambdarank_relevance_13w,lightgbm_ranker,z_corr,9.0,feature_importance,False
lightgbm_lambdarank_relevance_13w,lightgbm_ranker,z_inv_trans,5.0,feature_importance,False
lightgbm_lambdarank_relevance_13w,lightgbm_ranker,deterioration_z,14.0,feature_importance,False
lightgbm_lambdarank_relevance_13w,lightgbm_ranker,deterioration_rank_neutral_mixed,4.0,feature_importance,False
lightgbm_lambdarank_relevance_13w,lightgbm_ranker,confidence_score_p2b,11.0,feature_importance,False
lightgbm_lambdarank_relevance_13w,lightgbm_ranker,defensive_overlay_hint,0.0,feature_importance,False
lightgbm_lambdarank_relevance_13w,lightgbm_ranker,market_vol_risk_off_z,2.0,feature_importance,False
lightgbm_lambdarank_relevance_13w,lightgbm_ranker,market_drawdown_risk_off_z,17.0,feature_importance,False
lightgbm_lambdarank_relevance_13w,lightgbm_ranker,breadth_risk_off_z,4.0,feature_importance,False
lightgbm_lambdarank_relevance_13w,lightgbm_ranker,macro_risk_score_tradable,2.0,feature_importance,False
lightgbm_lambdarank_relevance_13w,lightgbm_ranker,vix_level_z_tradable,0.0,feature_importance,False
lightgbm_lambdarank_relevance_13w,lightgbm_ranker,vix_slope_risk_off_z_tradable,1.0,feature_importance,False
lightgbm_lambdarank_relevance_13w,lightgbm_ranker,overlay_multiplier,0.0,feature_importance,False
lightgbm_lambdarank_relevance_13w,lightgbm_ranker,target_vol_multiplier,5.0,feature_importance,False
lightgbm_lambdarank_relevance_13w,lightgbm_ranker,defensive_weight,0.0,feature_importance,False
lightgbm_lambdarank_relevance_13w,lightgbm_ranker,p_stress_forecast,10.0,feature_importance,False
lightgbm_lambdarank_relevance_13w,lightgbm_ranker,p_regime_confidence_refreshed,3.0,feature_importance,False
lightgbm_lambdarank_relevance_13w,lightgbm_ranker,p_regime_confidence_blend25,1.0,feature_importance,False
lightgbm_lambdarank_relevance_13w,lightgbm_ranker,pct_above_50d_ma,2.0,feature_importance,False
lightgbm_lambdarank_relevance_13w,lightgbm_ranker,pct_above_100d_ma,0.0,feature_importance,False
lightgbm_lambdarank_relevance_13w,lightgbm_ranker,pct_above_200d_ma,5.0,feature_importance,False
lightgbm_lambdarank_relevance_13w,lightgbm_ranker,pct_positive_13w_return,0.0,feature_importance,False
lightgbm_lambdarank_relevance_13w,lightgbm_ranker,pct_positive_26w_return,2.0,feature_importance,False
lightgbm_lambdarank_relevance_13w,lightgbm_ranker,pct_near_52w_high,3.0,feature_importance,False
lightgbm_lambdarank_relevance_13w,lightgbm_ranker,equal_weight_stock_return,0.0,feature_importance,False
lightgbm_lambdarank_relevance_13w,lightgbm_ranker,stock_count_available,22.0,feature_importance,False
lightgbm_lambdarank_relevance_13w,lightgbm_ranker,median_stock_13w_return,1.0,feature_importance,False
lightgbm_lambdarank_relevance_13w,lightgbm_ranker,median_stock_26w_return,2.0,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,trailing_return_1w,0.013455860316753387,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,trailing_return_4w,0.010767847299575806,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,trailing_return_13w,0.010858066380023956,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,trailing_return_26w,0.014967869967222214,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,trailing_return_52w,0.015375877730548382,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,momentum_12_1,0.020637331530451775,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,realized_vol_4w,0.014637105166912079,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,realized_vol_13w,0.02432890795171261,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,realized_vol_26w,0.013820209540426731,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,rolling_sharpe_13w,0.014586856588721275,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,rolling_sharpe_26w,0.014902938157320023,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,rolling_max_drawdown_26w,0.013636436313390732,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,drawdown_from_52w_high,0.015237660147249699,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,relative_strength_vs_SPY_4w,0.012417259626090527,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,relative_strength_vs_SPY_13w,0.012581943534314632,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,relative_strength_vs_BIL_4w,0.011438334360718727,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,relative_strength_vs_BIL_13w,0.009357809089124203,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,beta_to_SPY_26w,0.020497072488069534,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,corr_to_SPY_26w,0.02135651744902134,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,cross_sectional_return_rank_13w,0.011776972562074661,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,cross_sectional_return_rank_26w,0.0212517399340868,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,cross_sectional_vol_rank_13w,0.055908944457769394,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,market_state_calm_trend,0.016448622569441795,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,market_state_neutral_mixed,0.01684725470840931,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,market_state_recovery_confirmed,0.0,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,market_state_recovery_fragile,0.0,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,market_state_stressed_panic,0.0,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,risk_regime_score,0.015526524744927883,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,market_drawdown,0.012315105646848679,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,market_trend_positive,0.0,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,breadth_sma_43,0.012905036099255085,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,breadth_26w_mom,0.011751340702176094,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,breadth_13w_mom,0.011781410314142704,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,breadth_change_4w,0.013344972394406796,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,canary_breadth_default,0.0,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,canary_breadth_pair,0.010962361469864845,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,recent_stress_26w,0.0,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,avg_corr_risk_off_z,0.015193388797342777,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,google_fear_z_tradable,0.014761354774236679,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,transition_persistence_prob,0.0132036954164505,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,transition_good_state_prob,0.0146236103028059,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,transition_non_stress_prob,0.012764332816004753,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,z_dd_neg,0.016455713659524918,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,z_breadth_decay,0.014993362128734589,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,z_stress,0.013865594752132893,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,z_corr,0.016136394813656807,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,z_inv_trans,0.013935176655650139,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,deterioration_z,0.017760278657078743,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,deterioration_rank_neutral_mixed,0.01229193527251482,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,confidence_score_p2b,0.014460967853665352,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,defensive_overlay_hint,0.012253339402377605,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,market_vol_risk_off_z,0.014369647018611431,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,market_drawdown_risk_off_z,0.015010003000497818,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,breadth_risk_off_z,0.012444255873560905,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,macro_risk_score_tradable,0.009372012689709663,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,vix_level_z_tradable,0.0070304046384990215,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,vix_slope_risk_off_z_tradable,0.011730660684406757,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,overlay_multiplier,0.021457822993397713,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,target_vol_multiplier,0.014346004463732243,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,defensive_weight,0.0,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,p_stress_forecast,0.017662469297647476,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,p_regime_confidence_refreshed,0.020071905106306076,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,p_regime_confidence_blend25,0.013937677256762981,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,pct_above_50d_ma,0.019943149760365486,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,pct_above_100d_ma,0.02574339509010315,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,pct_above_200d_ma,0.012394380755722523,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,pct_positive_13w_return,0.014442015439271927,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,pct_positive_26w_return,0.01604491099715233,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,pct_near_52w_high,0.010180956684052944,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,equal_weight_stock_return,0.008658964186906815,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,stock_count_available,0.013905306346714497,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,median_stock_13w_return,0.013725207187235355,feature_importance,False
xgboost_rank_ndcg_relevance_4w,xgboost_ranker,median_stock_26w_return,0.009147477336227894,feature_importance,False
random_forest_classifier_top_quintile_4w,random_forest_classifier,trailing_return_1w,0.003863409949186513,feature_importance,False
random_forest_classifier_top_quintile_4w,random_forest_classifier,trailing_return_4w,0.005648754632111858,feature_importance,False
random_forest_classifier_top_quintile_4w,random_forest_classifier,trailing_return_13w,0.008915515097247535,feature_importance,False
random_forest_classifier_top_quintile_4w,random_forest_classifier,trailing_return_26w,0.013374104661749693,feature_importance,False
random_forest_classifier_top_quintile_4w,random_forest_classifier,trailing_return_52w,0.011779814372123474,feature_importance,False
random_forest_classifier_top_quintile_4w,random_forest_classifier,momentum_12_1,0.011905191570979993,feature_importance,False
random_forest_classifier_top_quintile_4w,random_forest_classifier,realized_vol_4w,0.02503807691207447,feature_importance,False
random_forest_classifier_top_quintile_4w,random_forest_classifier,realized_vol_13w,0.046487445826429295,feature_importance,False
random_forest_classifier_top_quintile_4w,random_forest_classifier,realized_vol_26w,0.038884834398663144,feature_importance,False
random_forest_classifier_top_quintile_4w,random_forest_classifier,rolling_sharpe_13w,0.007761115934368203,feature_importance,False
random_forest_classifier_top_quintile_4w,random_forest_classifier,rolling_sharpe_26w,0.0078441417270254,feature_importance,False
random_forest_classifier_top_quintile_4w,random_forest_classifier,rolling_max_drawdown_26w,0.0283807978617983,feature_importance,False
random_forest_classifier_top_quintile_4w,random_forest_classifier,drawdown_from_52w_high,0.0155447517689726,feature_importance,False
random_forest_classifier_top_quintile_4w,random_forest_classifier,relative_strength_vs_SPY_4w,0.021262693711380624,feature_importance,False
random_forest_classifier_top_quintile_4w,random_forest_classifier,relative_strength_vs_SPY_13w,0.022083368159604874,feature_importance,False
random_forest_classifier_top_quintile_4w,random_forest_classifier,relative_strength_vs_BIL_4w,0.004671393093884814,feature_importance,False
random_forest_classifier_top_quintile_4w,random_forest_classifier,relative_strength_vs_BIL_13w,0.007760817203426901,feature_importance,False
random_forest_classifier_top_quintile_4w,random_forest_classifier,beta_to_SPY_26w,0.05634677965897127,feature_importance,False
random_forest_classifier_top_quintile_4w,random_forest_classifier,corr_to_SPY_26w,0.1848088368576134,feature_importance,False
random_forest_classifier_top_quintile_4w,random_forest_classifier,cross_sectional_return_rank_13w,0.020064754167658707,feature_importance,False
random_forest_classifier_top_quintile_4w,random_forest_classifier,cross_sectional_return_rank_26w,0.03227016272676027,feature_importance,False
random_forest_classifier_top_quintile_4w,random_forest_classifier,cross_sectional_vol_rank_13w,0.1381177753252866,feature_importance,False
random_forest_classifier_top_quintile_4w,random_forest_classifier,market_state_calm_trend,0.00033635231859460306,feature_importance,False
random_forest_classifier_top_quintile_4w,random_forest_classifier,market_state_neutral_mixed,0.00034392176273092856,feature_importance,False
random_forest_classifier_top_quintile_4w,random_forest_classifier,market_state_recovery_confirmed,0.00015915508792217328,feature_importance,False
random_forest_classifier_top_quintile_4w,random_forest_classifier,market_state_recovery_fragile,0.00011038586744735508,feature_importance,False
random_forest_classifier_top_quintile_4w,random_forest_classifier,market_state_stressed_panic,0.0002989535658144069,feature_importance,False
random_forest_classifier_top_quintile_4w,random_forest_classifier,risk_regime_score,0.008989913841166486,feature_importance,False
random_forest_classifier_top_quintile_4w,random_forest_classifier,market_drawdown,0.006900746739872415,feature_importance,False
random_forest_classifier_top_quintile_4w,random_forest_classifier,market_trend_positive,0.00021487144503229354,feature_importance,False
random_forest_classifier_top_quintile_4w,random_forest_classifier,breadth_sma_43,0.0022883916855597516,feature_importance,False
random_forest_classifier_top_quintile_4w,random_forest_classifier,breadth_26w_mom,0.0026801507869681656,feature_importance,False
random_forest_classifier_top_quintile_4w,random_forest_classifier,breadth_13w_mom,0.002762872594154774,feature_importance,False
random_forest_classifier_top_quintile_4w,random_forest_classifier,breadth_change_4w,0.002070079591023446,feature_importance,False
random_forest_classifier_top_quintile_4w,random_forest_classifier,canary_breadth_default,0.0020645086197853733,feature_importance,False
random_forest_classifier_top_quintile_4w,random_forest_classifier,canary_breadth_pair,0.0011357494339137133,feature_importance,False
random_forest_classifier_top_quintile_4w,random_forest_classifier,recent_stress_26w,0.0005388248027026806,feature_importance,False
random_forest_classifier_top_quintile_4w,random_forest_classifier,avg_corr_risk_off_z,0.00874832686077551,feature_importance,False
random_forest_classifier_top_quintile_4w,random_forest_classifier,google_fear_z_tradable,0.012078853996035878,feature_importance,False
random_forest_classifier_top_quintile_4w,random_forest_classifier,transition_persistence_prob,0.00663789734827792,feature_importance,False
random_forest_classifier_top_quintile_4w,random_forest_classifier,transition_good_state_prob,0.007648185889015674,feature_importance,False
