security_id,ticker,universe,effective_from,effective_to,knowledge_at_utc,source_revision,point_in_time_membership
yahoo-ticker:PDBC,PDBC,portfolio_optimizer_free_current_etfs,,,2026-08-08T21:28:14.884038+00:00,yfinance-1.5.2:2026-08-08T21:28:14.884038+00:00,false
yahoo-ticker:QQQ,QQQ,portfolio_optimizer_free_current_etfs,,,2026-08-08T21:28:15.418419+00:00,yfinance-1.5.2:2026-08-08T21:28:15.418419+00:00,false
yahoo-ticker:SHY,SHY,portfolio_optimizer_free_current_etfs,,,2026-08-08T21:28:15.982693+00:00,yfinance-1.5.2:2026-08-08T21:28:15.982693+00:00,false
yahoo-ticker:SLV,SLV,portfolio_optimizer_free_current_etfs,,,2026-08-08T21:28:16.327334+00:00,yfinance-1.5.2:2026-08-08T21:28:16.327334+00:00,false
yahoo-ticker:SPY,SPY,portfolio_optimizer_free_current_etfs,,,2026-08-08T21:28:16.849010+00:00,yfinance-1.5.2:2026-08-08T21:28:16.849010+00:00,false
yahoo-ticker:TIP,TIP,portfolio_optimizer_free_current_etfs,,,2026-08-08T21:28:17.547730+00:00,yfinance-1.5.2:2026-08-08T21:28:17.547730+00:00,false
yahoo-ticker:TLT,TLT,portfolio_optimizer_free_current_etfs,,,2026-08-08T21:28:18.099151+00:00,yfinance-1.5.2:2026-08-08T21:28:18.099151+00:00,false
yahoo-ticker:USO,USO,portfolio_optimizer_free_current_etfs,,,2026-08-08T21:28:18.556815+00:00,yfinance-1.5.2:2026-08-08T21:28:18.556815+00:00,false
yahoo-ticker:UUP,UUP,portfolio_optimizer_free_current_etfs,,,2026-08-08T21:28:19.080988+00:00,yfinance-1.5.2:2026-08-08T21:28:19.080988+00:00,false
yahoo-ticker:VEA,VEA,portfolio_optimizer_free_current_etfs,,,2026-08-08T21:28:19.632387+00:00,yfinance-1.5.2:2026-08-08T21:28:19.632387+00:00,false
yahoo-ticker:VNQ,VNQ,portfolio_optimizer_free_current_etfs,,,2026-08-08T21:28:20.138988+00:00,yfinance-1.5.2:2026-08-08T21:28:20.138988+00:00,false
yahoo-ticker:VTV,VTV,portfolio_optimizer_free_current_etfs,,,2026-08-08T21:28:20.695108+00:00,yfinance-1.5.2:2026-08-08T21:28:20.695108+00:00,false
yahoo-ticker:VUG,VUG,portfolio_optimizer_free_current_etfs,,,2026-08-08T21:28:21.211884+00:00,yfinance-1.5.2:2026-08-08T21:28:21.211884+00:00,false
yahoo-ticker:VWO,VWO,portfolio_optimizer_free_current_etfs,,,2026-08-08T21:28:21.710530+00:00,yfinance-1.5.2:2026-08-08T21:28:21.710530+00:00,false
yahoo-ticker:XLB,XLB,portfolio_optimizer_free_current_etfs,,,2026-08-08T21:28:22.281335+00:00,yfinance-1.5.2:2026-08-08T21:28:22.281335+00:00,false
yahoo-ticker:XLE,XLE,portfolio_optimizer_free_current_etfs,,,2026-08-08T21:28:22.807697+00:00,yfinance-1.5.2:2026-08-08T21:28:22.807697+00:00,false
yahoo-ticker:XLF,XLF,portfolio_optimizer_free_current_etfs,,,2026-08-08T21:28:23.407334+00:00,yfinance-1.5.2:2026-08-08T21:28:23.407334+00:00,false
yahoo-ticker:XLI,XLI,portfolio_optimizer_free_current_etfs,,,2026-08-08T21:28:23.937650+00:00,yfinance-1.5.2:2026-08-08T21:28:23.937650+00:00,false
yahoo-ticker:XLK,XLK,portfolio_optimizer_free_current_etfs,,,2026-08-08T21:28:24.480254+00:00,yfinance-1.5.2:2026-08-08T21:28:24.480254+00:00,false
yahoo-ticker:XLP,XLP,portfolio_optimizer_free_current_etfs,,,2026-08-08T21:28:25.078271+00:00,yfinance-1.5.2:2026-08-08T21:28:25.078271+00:00,false
yahoo-ticker:XLU,XLU,portfolio_optimizer_free_current_etfs,,,2026-08-08T21:28:25.688695+00:00,yfinance-1.5.2:2026-08-08T21:28:25.688695+00:00,false
yahoo-ticker:XLV,XLV,portfolio_optimizer_free_current_etfs,,,2026-08-08T21:28:26.267176+00:00,yfinance-1.5.2:2026-08-08T21:28:26.267176+00:00,false
yahoo-ticker:XLY,XLY,portfolio_optimizer_free_current_etfs,,,2026-08-08T21:28:27.021963+00:00,yfinance-1.5.2:2026-08-08T21:28:27.021963+00:00,false
